index Bins bin_centres Counts "Bin Variance" x-coordinate_bin_mean x-coordinate_std x-coordinate_sem y-coordinate_bin_mean y-coordinate_std y-coordinate_sem z-coordinate_bin_mean z-coordinate_std z-coordinate_sem velocity-magnitude_bin_mean velocity-magnitude_std velocity-magnitude_sem
0 "(0.946, 1.982]" 1.464 34 0.0 0.02999999933 0.0 0.0 -0.028712649828529415 0.003282104624016096 0.0005628762993084463 0.006562000250411765 2.0021111860373264e-10 3.433592357033918e-11 0.7853023947705883 0.5019940407438458 0.08609126773754049
1 "(1.982, 2.964]" 2.473 34 0.0 0.02999999933 0.0 0.0 -0.028670176095588234 0.003222691355500536 0.0005526870078193358 0.006562000141 0.0 0.0 0.8620093747235295 0.43844969445983006 0.07519350225602615
2 "(2.964, 3.945]" 3.4545 34 0.0 0.029999999384705885 3.1898736852116383e-10 5.4705882379711656e-11 -0.02841418932352941 0.0031889658264878475 0.0005469031273104771 0.006562000168352941 1.1105714681906752e-10 1.9046143549433953e-11 0.8980380569382352 0.4948924241375737 0.08487335053734028
3 "(3.945, 4.927]" 4.436 34 0.0 0.02999999933 0.0 0.0 -0.028374658512941176 0.0030984406327190643 0.0005313781846593794 0.0065620001546764705 7.974684213029096e-11 1.3676470594927914e-11 0.959819759782353 0.4907451036793277 0.08416209094661851
4 "(4.927, 5.909]" 5.417999999999999 34 0.0 0.02999999933 0.0 0.0 -0.02817366223 0.003060708973555545 0.0005249072584977564 0.006562000141 0.0 0.0 1.0109363779235294 0.5188116800989341 0.0889754690923751
5 "(5.909, 6.891]" 6.4 34 0.0 0.02999999933 0.0 0.0 -0.027929866958235294 0.0029761893286192292 0.0005104122589744311 0.0065620001546764705 7.97468421772682e-11 1.3676470602984445e-11 1.0461081098882354 0.5787266723634068 0.09925080549455653
6 "(6.891, 7.873]" 7.382 34 0.0 0.02999999933 0.0 0.0 -0.028222108700294117 0.002795384898168318 0.00047940455496460265 0.006562000141 0.0 0.0 1.1513907678382351 0.7008360867154911 0.12019239728851935
7 "(7.873, 8.855]" 8.364 34 0.0 0.029999999384705885 3.189873687090728e-10 5.470588241193778e-11 -0.02787630961264706 0.0028427925094665395 0.0004875348932272337 0.006562000182029412 1.3387454233720382e-10 2.2959294597431353e-11 1.1496907106147058 0.6756911427370602 0.11588007497273081
8 "(8.855, 9.836]" 9.345500000000001 34 0.0 0.02999999933 0.0 0.0 -0.02817790626735294 0.0027037723259484376 0.00046369312844762726 0.0065620001546764705 7.97468421772682e-11 1.3676470602984445e-11 1.234252354797059 0.7605531821506915 0.13043379466447638
9 "(9.836, 10.818]" 10.327 34 0.0 0.02999999933 0.0 0.0 -0.028151360339411763 0.002604725553036406 0.0004467067470302825 0.0065620001546764705 7.974684204390462e-11 1.367647058011278e-11 1.3020938180941177 0.8478116951999877 0.14539850619406983
10 "(10.818, 11.8]" 11.309000000000001 34 0.0 0.02999999933 0.0 0.0 -0.028020448271764708 0.002529507037773554 0.00043380687808618315 0.0065620001546764705 7.974684217871951e-11 1.3676470603233342e-11 1.438331160882353 0.9507221013629258 0.16304749524745463
11 "(11.8, 12.782]" 12.291 34 0.0 0.02999999933 0.0 0.0 -0.027832104878529412 0.002489341991909486 0.0004269186295483115 0.0065620001546764705 7.97468420768785e-11 1.3676470585767753e-11 1.4646504705588235 0.8594759367340051 0.14739890711391432
12 "(12.782, 13.764]" 13.273 34 0.0 0.02999999933 0.0 0.0 -0.02793666348 0.0023385608856063317 0.0004010598831510983 0.006562000141 0.0 0.0 1.5160134366382352 0.7590185854607682 0.13017061350339015
13 "(13.764, 14.745]" 14.2545 34 0.0 0.029999999384705885 3.18987368307514e-10 5.470588234307101e-11 -0.027924503252941178 0.0022314260980475825 0.0003826864186652296 0.0065620001546764705 7.97468420768785e-11 1.3676470585767753e-11 1.5917055618970588 0.6563899913041914 0.1125699548103725
14 "(14.745, 15.727]" 15.236 34 0.0 0.02999999933 0.0 0.0 -0.02800905376 0.0022131907269072526 0.00037955907831511445 0.0065620001546764705 7.97468420768785e-11 1.3676470585767753e-11 1.6901746704470588 0.6965606857616097 0.11945917207401176
15 "(15.727, 16.709]" 16.218 34 0.0 0.02999999933 0.0 0.0 -0.027990968895882352 0.0021099010199846276 0.00036184503971809986 0.006562000141 0.0 0.0 1.7330108852852941 0.7574107257531278 0.1298948678384222
16 "(16.709, 17.691]" 17.2 34 0.0 0.02999999933 0.0 0.0 -0.027973984205588234 0.0020075714070574074 0.00034429565588290105 0.006562000141 0.0 0.0 1.7699846927941176 0.7843594592822468 0.1345165375100486
17 "(17.691, 18.673]" 18.182 34 0.0 0.02999999933 0.0 0.0 -0.027944776227941177 0.0019811903509935032 0.00033977134209337625 0.0065620001546764705 7.974684214678712e-11 1.3676470597756983e-11 1.8862448471264708 0.7946133016850552 0.13627505697440448
18 "(18.673, 19.655]" 19.164 34 0.0 0.02999999933 0.0 0.0 -0.027924451759411766 0.0018961950908323007 0.00032519477523191057 0.006562000141 0.0 0.0 2.0090241541 0.8528027082188496 0.1462544578652325
19 "(19.655, 20.636]" 20.1455 34 0.0 0.02999999933 0.0 0.0 -0.027905573080294118 0.0018146730148678872 0.0003112138545461335 0.006562000141 0.0 0.0 2.0918591599000003 0.8404538279133904 0.14413664236475204
20 "(20.636, 21.618]" 21.127 34 0.0 0.02999999933 0.0 0.0 -0.02792415258529412 0.0016920270543573576 0.0002901802458451337 0.006562000141 0.0 0.0 2.1135398026794117 0.834912678804814 0.14318634313256753
21 "(21.618, 22.6]" 22.109 34 0.0 0.02999999933 0.0 0.0 -0.02749603060764706 0.0017056696898009693 0.0002925199385213282 0.0065620001546764705 7.974684227651244e-11 1.367647062000469e-11 2.0699952873 0.824987561536759 0.1414841995637226
22 "(22.6, 23.582]" 23.091 34 0.0 0.02999999933 0.0 0.0 -0.027467039743235295 0.001657118274572555 0.00028419343950298866 0.006562000141 0.0 0.0 2.0155527145941177 0.8224260494416082 0.14104490386357882
23 "(23.582, 24.564]" 24.073 34 0.0 0.02999999933 0.0 0.0 -0.027317458707352943 0.001713076661088421 0.0002937902236173173 0.0065620001546764705 7.974684224586065e-11 1.3676470614747953e-11 1.922696680582353 0.7951230180490865 0.13636247260965983
24 "(24.564, 25.545]" 25.0545 34 0.0 0.02999999933 0.0 0.0 -0.027177079198235293 0.0017693032800167158 0.00030343300921086686 0.0065620001546764705 7.974684225735506e-11 1.3676470616719228e-11 1.8972879823411763 0.810905782545521 0.1390691943904358
25 "(25.545, 26.527]" 26.036 34 0.0 0.029999999384705885 3.189873689834426e-10 5.470588245899181e-11 -0.02727176533764706 0.0018262928799009143 0.0003132066449588446 0.0065620001546764705 7.974684224586065e-11 1.3676470614747953e-11 1.9214917733411763 0.8544429260276928 0.14653575289877466
26 "(26.527, 27.509]" 27.018 34 0.0 0.02999999933 0.0 0.0 -0.02741034301588235 0.0020073133428750783 0.00034425139824075565 0.0065620001546764705 7.974684224586065e-11 1.3676470614747953e-11 1.900571806197059 0.8867984903623575 0.15208468640365705
