index Bins bin_centres Counts "Bin Variance" x-coordinate_bin_mean x-coordinate_std x-coordinate_sem y-coordinate_bin_mean y-coordinate_std y-coordinate_sem z-coordinate_bin_mean z-coordinate_std z-coordinate_sem velocity-magnitude_bin_mean velocity-magnitude_std velocity-magnitude_sem radius_bin_mean radius_std radius_sem
0 "(0.02984, 0.02987]" 0.029855 34 757.8752228163994 -0.02110337466 0.0 0.0 -0.02110337466 0.0 0.0 0.006562000606 0.0 0.0 3.640067288647059 0.43917238139095716 0.07531744204221542 0.02984467865601271 0.0 0.0
1 "(0.02979, 0.02981]" 0.0298 34 735.2878787878786 -0.02106651478 0.0 0.0 -0.02106651478 0.0 0.0 0.006562000606 0.0 0.0 4.057996465264706 0.4409156473641608 0.07561640969014692 0.02979255091380926 0.0 0.0
2 "(0.02974, 0.02976]" 0.02975 34 704.614081996435 -0.02102797665 0.0 0.0 -0.02102797665 0.0 0.0 0.006562000141 0.0 0.0 4.297154090470588 0.44534625494461166 0.07637625262151593 0.029738049767694757 0.0 0.0
3 "(0.02968, 0.02971]" 0.029695 34 681.5436720142602 -0.02100796066 0.0 0.0 -0.02100796066 0.0 0.0 0.006562000141 0.0 0.0 4.3035848674117645 0.476195109859661 0.08166678759271342 0.02970974288317244 0.0 0.0
4 "(0.02961, 0.02963]" 0.02962 34 659.825311942959 -0.02095155232 0.0 0.0 -0.02095155232 0.0 0.0 0.006562000141 0.0 0.0 4.388162924852941 0.4721248855891864 0.08096874988911433 0.029629969443713485 0.0 0.0
5 "(0.02953, 0.02955]" 0.02954 34 639.8181818181819 -0.02089514025 0.0 0.0 -0.02089514025 0.0 0.0 0.006562000318794118 2.293706516085625e-10 3.9336742224083787e-11 4.422400442529412 0.4663672362257652 0.07998132116954092 0.029550190729237945 0.0 0.0
6 "(0.02942, 0.02945]" 0.029435000000000003 34 669.5231729055259 -0.020822968825 8.374067108092413e-10 1.4361406609262693e-10 -0.020822968825 8.374067108092413e-10 1.4361406609262693e-10 0.006562000195705882 1.5207126123099204e-10 2.6080006141951992e-11 4.4644263324705875 0.4004503918463586 0.06867667562141376 0.02944812492118715 1.1842719263973257e-09 2.031009598011347e-10
7 "(0.02932, 0.02935]" 0.029335 34 604.9171122994652 -0.02075096965 0.0 0.0 -0.02075096965 0.0 0.0 0.006562000414529412 2.3229268850176746e-10 3.983786741700265e-11 4.466576494441177 0.34800096499918187 0.05968167312558743 0.029346302711422478 0.0 0.0
8 "(0.02924, 0.02927]" 0.029255 34 586.2459893048127 -0.0206789691 0.0 0.0 -0.0206789691 0.0 0.0 0.006562000182029412 1.3387454231193707e-10 2.295929459309814e-11 4.480278806882353 0.33669843267663957 0.05774330482374395 0.029244478557114154 0.0 0.0
9 "(0.02914, 0.02916]" 0.02915 34 571.4376114081996 -0.020606968987647058 8.00844475017787e-10 1.3734369438474573e-10 -0.020606968987647058 8.00844475017787e-10 1.3734369438474573e-10 0.006562000318794118 2.293706514920233e-10 3.9336742204097475e-11 4.487444047470588 0.3583534873503581 0.06145711606147035 0.02914265502173224 1.132565116264795e-09 1.9423331502117333e-10
10 "(0.02903, 0.02906]" 0.029045 34 559.3021390374331 -0.020534968770000002 9.34166294813775e-10 1.602081978483822e-10 -0.020534968770000002 9.34166294813775e-10 1.602081978483822e-10 0.0065620001546764705 7.97468420745564e-11 1.3676470585369516e-11 4.461601620647059 0.37674349587370404 0.06461097650398286 0.029040831337441952 1.3211106422616532e-09 2.2656860596458466e-10
11 "(0.02893, 0.02896]" 0.028945 34 559.5017825311945 -0.02046296932 0.0 0.0 -0.02046296932 0.0 0.0 0.006562000291441177 2.2080900745491303e-10 3.786843236523927e-11 4.444176644794118 0.4022331206659432 0.06898241109166528 0.02893900873876855 0.0 0.0
12 "(0.02883, 0.02885]" 0.02884 34 551.0311942959001 -0.020390968824705882 3.189873682982256e-10 5.470588234147806e-11 -0.020390968824705882 3.189873682982256e-10 5.470588234147806e-11 0.0065620001546764705 7.97468420745564e-11 1.3676470585369516e-11 4.42695060067647 0.4018399502692626 0.06891498292491464 0.028837184661826026 4.511162622974793e-10 7.73658007187946e-11
13 "(0.02872, 0.02875]" 0.028735 34 544.2718360071301 -0.02031897008 0.0 0.0 -0.02031897008 0.0 0.0 0.006562000182029412 1.3387454224804835e-10 2.2959294582141317e-11 4.406294787 0.3928049154306916 0.06736548723338645 0.02873536306058913 0.0 0.0
14 "(0.02862, 0.02864]" 0.02863 34 539.2237076648839 -0.020246969320000002 6.115553935899874e-10 1.0488088473695295e-10 -0.020246969320000002 6.115553935899874e-10 1.0488088473695295e-10 0.006562000209382353 1.671631419129791e-10 2.8668242326052334e-11 4.390232909470589 0.37297737755185506 0.06396509254030648 0.02863353860929596 8.648699318216454e-10 1.4832396963971025e-10
15 "(0.02852, 0.02854]" 0.02853 34 535.8868092691622 -0.02017496899 0.0 0.0 -0.02017496899 0.0 0.0 0.006562000182029412 1.3387454240592697e-10 2.2959294609217274e-11 4.361279860117647 0.39632161185411324 0.06796859569437898 0.028531714766114623 0.0 0.0
16 "(0.02841, 0.02844]" 0.028425 34 470.03208556149735 -0.020102969096470587 9.022325237061658e-10 1.547316012851625e-10 -0.020102969096470587 9.022325237061658e-10 1.547316012851625e-10 0.006562000195705882 1.5207126121802208e-10 2.608000613972766e-11 4.3436394840000006 0.40569580769419855 0.0695762570178024 0.02842989154019591 1.2759494721865378e-09 2.1882352919332215e-10
17 "(0.02831, 0.02833]" 0.028319999999999998 34 472.07486631016036 -0.02003096964058823 4.4422858619468934e-10 7.618457401224625e-11 -0.02003096964058823 4.4422858619468934e-10 7.618457401224625e-11 0.0065620003051176466 2.2555813147862907e-10 3.868290041597287e-11 4.336628179205882 0.4403984016732735 0.07552770278598869 0.028328068933203603 6.282340923615271e-10 1.077412579782901e-10
18 "(0.0282, 0.02823]" 0.028215 34 484.2139037433154 -0.01995896888 7.236021003059837e-10 1.2409673640862396e-10 -0.01995896888 7.236021003059837e-10 1.2409673640862396e-10 0.006562000182029412 1.3387454224804835e-10 2.2959294582141317e-11 4.3442254943235294 0.47003931531924364 0.08061107753860386 0.028226244481078543 1.0233279024962239e-09 1.7549928741495363e-10
19 "(0.02997, 0.03]" 0.029984999999999998 102 938.3331391962726 -0.02120529488 4.6732461936838365e-06 4.6272032364011467e-07 -0.02120529488 4.6732461936838365e-06 4.6272032364011467e-07 0.006562000223058823 1.7814271876493635e-10 1.7638757528428643e-11 0.3734939684614706 0.23737035176667381 0.0235031670577281 0.029988815613416753 6.608968147416953e-06 6.543853572776e-07
22 "(0.02994, 0.02997]" 0.029955000000000002 68 858.7155399473222 -0.02118752431 4.498892613287685e-06 5.45570865967535e-07 -0.02118752431 4.498892613287685e-06 5.45570865967535e-07 0.006562000141 0.0 0.0 1.1785730169764705 0.33348895437500287 0.040441475996027224 0.029963684232311653 6.3623949493718894e-06 7.715537178869596e-07
24 "(0.02992, 0.02994]" 0.02993 68 799.2107111501317 -0.02116591505382353 6.475556941969374e-06 7.852766251894536e-07 -0.02116591505382353 6.475556941969374e-06 7.852766251894536e-07 0.00656200066082353 1.512567197118535e-10 1.8342571528129905e-11 2.0615350456470587 0.48287964315592297 0.0585577580350716 0.029933124129154092 9.157820451250828e-06 1.1105488535573162e-06
26 "(0.02989, 0.02992]" 0.029905 34 770.2495543672014 -0.02114406601 0.0 0.0 -0.02114406601 0.0 0.0 0.006562000606 0.0 0.0 2.786366390823529 0.4795816834602196 0.08224758017369019 0.02990222491505398 0.0 0.0
27 "(0.02987, 0.02989]" 0.02988 34 701.0623885918005 -0.02112556621 0.0 0.0 -0.02112556621 0.0 0.0 0.006562000606 0.0 0.0 3.241120765529412 0.4661437261914945 0.07994298951489835 0.029876062246992782 0.0 0.0
28 "(0.006525, 0.006551]" 0.006538 34 740.4429590017824 -0.004624000284882353 1.1519791603629569e-09 1.975627961159024e-10 -0.004623999777970587 1.0956687313217971e-09 1.8790563720657586e-10 0.006562000606 0.0 0.0 0.5520647853617647 0.07320832093541225 0.01255512346108191 0.006539323556857033 1.1415877892585844e-09 1.9578069067381178e-10
29 "(0.005745, 0.005771]" 0.005758 34 741.5828877005346 -0.004080000278470588 1.0675195617288624e-09 1.8307809444845103e-10 -0.0040799998816764705 1.0284927106367534e-09 1.7638504470358696e-10 0.006562000606 0.0 0.0 0.530202392617647 0.13046646906859974 0.022374814853803746 0.005769991447723396 1.0579126692047413e-09 1.814305259729481e-10
30 "(0.005173, 0.005199]" 0.005186 34 720.4251336898398 -0.0036720002264411765 1.094568939404128e-09 1.8771702444874444e-10 -0.0036719997948235295 1.1063391301965714e-09 1.8973559551650585e-10 0.006562000606 0.0 0.0 0.5312927792647059 0.13913833232325065 0.02386202713252569 0.005192992216070543 1.1087264782556113e-09 1.9014502233087392e-10
31 "(0.004991, 0.005017]" 0.005004 34 630.2860962566847 -0.0035360001970294115 1.0977803358545089e-09 1.8826777439631643e-10 -0.0035359998069411764 1.09065070766147e-09 1.8704505324861813e-10 0.006562000606 0.0 0.0 0.5346244523617647 0.1261172467643989 0.02162892938216306 0.005000659159359019 1.0884352783567897e-09 1.8666511025738218e-10
32 "(0.004887, 0.004913]" 0.0049 34 650.2959001782531 -0.003468000254647059 1.0932367256426354e-09 1.8748855167354108e-10 -0.0034679998710882352 1.1060504774278616e-09 1.8968609197507466e-10 0.006562000606 0.0 0.0 0.5378711555882353 0.12218121619446523 0.020953905708341772 0.004904492723218299 1.1028805704030912e-09 1.8914245740529324e-10
