cellnumber x-coordinate y-coordinate z-coordinate velocity-magnitude
1 0.02500000037 -0.03057143651 0.006562000141 0.4174422518
2 0.02500000037 -0.0304689575 0.006562000141 0.1996760537
3 0.02500000037 -0.03033304401 0.006561999675 0.3105745313
4 0.02500000037 -0.03018904291 0.006561999675 0.6020093506
5 0.02500000037 -0.03004504368 0.006561999675 0.8011573199
6 0.02500000037 -0.02990104258 0.006561999675 1.465623356
7 0.02500000037 -0.02975704335 0.006561999675 2.26289466
8 0.02500000037 -0.02961304411 0.006561999675 2.506809337
9 0.02500000037 -0.02946904302 0.006561999675 2.327734013
10 0.02500000037 -0.02932504378 0.006561999675 2.059180056
11 0.02500000037 -0.02918104269 0.006561999675 2.256089649
12 0.02500000037 -0.02903704345 0.006561999675 2.71927564
13 0.02500000037 -0.02889304422 0.006561999675 3.300041019
14 0.02500000037 -0.02874904312 0.006561999675 3.484421172
15 0.02500000037 -0.02860504389 0.006561999675 3.513641737
16 0.02500000224 -0.02846104279 0.006561999675 3.504922419
17 0.02500000037 -0.02831704356 0.006562000141 3.517771505
18 0.02500000037 -0.02817304246 0.006561999675 3.466011143
19 0.02500000037 -0.02802904323 0.006561999675 3.399659959
20 0.02500000037 -0.02788504399 0.006561999675 3.339868491
21 0.02500000037 -0.02476578765 0.006562000606 0.5626438283
22 0.02500000037 -0.0247799065 0.006562000141 0.6649619253
23 0.02500000037 -0.02479819022 0.006562000141 0.7542492828
24 0.02500000037 -0.02482001111 0.006561999675 0.8361852192
25 0.02500000037 -0.02484604716 0.006562000141 0.9170372283
26 0.02500000037 -0.02487709187 0.006562000141 1.013552451
27 0.02500000037 -0.02492471784 0.006562000141 1.181440977
28 0.02500000037 -0.02501806431 0.006562000141 1.539921354
29 0.02500000037 -0.02515085414 0.006561999675 1.913841475
30 0.02500000037 -0.02529304288 0.006562000141 1.904482884
31 0.02500000224 -0.02543704398 0.006561999675 2.400921002
32 0.02500000037 -0.02558104321 0.006562000141 2.790012703
33 0.02500000224 -0.02572504431 0.006562000141 2.798416387
34 0.02500000224 -0.02586904354 0.006562000141 2.530403953
35 0.02500000224 -0.02601304464 0.006562000141 2.482877844
36 0.02500000224 -0.02615704387 0.006562000141 2.60089211
37 0.02500000224 -0.02630104311 0.006561999675 2.736577055
38 0.02500000037 -0.0264450442 0.006562000141 2.804743762
39 0.02500000224 -0.02658904344 0.006562000141 2.777504761
40 0.02500000224 -0.02673304453 0.006562000141 2.785752571
41 0.02500000224 -0.02687704377 0.006562000141 2.849298073
42 0.02500000224 -0.02702104487 0.006562000141 2.919041166
43 0.02500000224 -0.0271650441 0.006562000141 2.993685074
44 0.02500000224 -0.02730904333 0.006561999675 3.08674809
45 0.02500000037 -0.02745304257 0.006561999675 3.159947922
46 0.02500000037 -0.02759704366 0.006562000141 3.212642664
47 0.02500000224 -0.02774104476 0.006562000141 3.275609351
1 0.02500000037 -0.03057143651 0.006562000141 1.500605057
2 0.02500000037 -0.0304689575 0.006562000141 2.61765307
3 0.02500000037 -0.03033304401 0.006562000141 2.821308377
4 0.02500000224 -0.03018904291 0.006561999675 2.428585268
5 0.02500000037 -0.03004504368 0.006562000141 2.301953055
6 0.02500000037 -0.02990104258 0.006561999675 2.709379111
7 0.02500000037 -0.02975704335 0.006561999675 3.000576739
8 0.02500000037 -0.02961304411 0.006561999675 2.828830102
9 0.02500000037 -0.02946904302 0.006561999675 2.815613942
10 0.02500000037 -0.02932504378 0.006561999675 2.860815651
11 0.02500000037 -0.02918104269 0.006561999675 2.897591407
12 0.02500000224 -0.02903704345 0.006561999675 2.87298275
13 0.02500000037 -0.02889304422 0.006562000141 2.748578806
14 0.02500000037 -0.02874904312 0.006561999675 2.62544821
15 0.02500000037 -0.02860504389 0.006561999675 2.596709284
16 0.02500000224 -0.02846104279 0.006561999675 2.61854306
17 0.02500000037 -0.02831704356 0.006562000141 2.674005204
18 0.02500000037 -0.02817304246 0.006561999675 2.770496772
19 0.02500000037 -0.02476578765 0.006562000606 0.324330946
20 0.02500000037 -0.0247799065 0.006562000141 0.3862482436
21 0.02500000037 -0.02479819022 0.006562000141 0.4408928154
22 0.02500000037 -0.02482001111 0.006561999675 0.4870460661
23 0.02500000037 -0.02484604716 0.006562000141 0.5195490129
24 0.02500000037 -0.02487709187 0.006562000141 0.5344059206
25 0.02500000037 -0.02492471784 0.006562000141 0.5171468936
26 0.02500000037 -0.02501806431 0.006562000141 0.5239088686
27 0.02500000037 -0.02515085414 0.006561999675 0.4359993121
28 0.02500000037 -0.02529304288 0.006561999675 0.3646604113
29 0.02500000037 -0.02543704398 0.006562000141 0.4647357482
30 0.02500000224 -0.02558104508 0.006562000141 0.563191871
31 0.02500000224 -0.02572504431 0.006562000141 0.7258832269
32 0.02500000224 -0.02586904354 0.006562000141 0.9919633636
33 0.02500000224 -0.02601304464 0.006562000141 1.542744206
34 0.02500000224 -0.02615704387 0.006562000141 2.853494986
35 0.02500000224 -0.02630104497 0.006562000141 3.325750753
36 0.02500000224 -0.0264450442 0.006562000141 3.30479393
37 0.02500000224 -0.02658904344 0.006562000141 3.194304691
38 0.02500000224 -0.02673304453 0.006562000141 3.160281506
39 0.02500000224 -0.02687704377 0.006561999675 3.162481319
40 0.02500000037 -0.027021043 0.006561999675 3.16840812
41 0.02500000037 -0.0271650441 0.006561999675 3.165357915
42 0.02500000037 -0.02730904333 0.006561999675 3.161570783
43 0.02500000037 -0.02745304257 0.006561999675 3.129749999
44 0.02500000037 -0.02759704366 0.006561999675 3.048998618
45 0.02500000037 -0.0277410429 0.006561999675 3.012081611
46 0.02500000037 -0.02788504399 0.006561999675 3.033282022
47 0.02500000037 -0.02802904323 0.006562000141 2.941792429
1 0.02500000037 -0.02476578765 0.006562000606 0.8217050722
2 0.02500000037 -0.02477990836 0.006562000141 0.9152332326
3 0.02500000037 -0.02479819022 0.006562000141 0.9790512505
4 0.02500000037 -0.02482001111 0.006562000141 1.02183568
5 0.02500000037 -0.02484604903 0.006562000141 1.052811306
6 0.02500000037 -0.02487709187 0.006562000141 1.068723733
7 0.02500000037 -0.02492471784 0.006562000141 1.086188144
8 0.02500000037 -0.02501806431 0.006562000141 1.314048987
9 0.02500000037 -0.02515085414 0.006562000141 1.116647809
10 0.02500000037 -0.02529304288 0.006562000141 0.7001796088
11 0.02500000224 -0.02543704398 0.006562000141 1.031527321
12 0.02500000224 -0.02558104321 0.006561999675 1.675068969
13 0.02500000037 -0.02572504245 0.006561999675 3.082750714
14 0.02500000037 -0.02586904354 0.006561999675 4.111903004
15 0.02500000037 -0.02601304278 0.006562000141 4.173363072
16 0.02500000224 -0.02615704387 0.006561999675 3.985888822
17 0.02500000037 -0.02630104311 0.006561999675 3.857103017
18 0.02500000037 -0.0264450442 0.006561999675 3.763623133
19 0.02500000037 -0.02658904344 0.006562000141 3.647164364
20 0.02500000224 -0.02673304267 0.006561999675 3.521046152
21 0.02500000037 -0.02687704377 0.006561999675 3.51631719
22 0.02500000037 -0.027021043 0.006561999675 3.424080039
