0.02500	-0.02476	0.006562
0.02500	-0.02491	0.006562
0.02500	-0.02506	0.006562
0.02500	-0.02521	0.006562
0.02500	-0.02536	0.006562
0.02500	-0.02551	0.006562
0.02500	-0.02566	0.006562
0.02500	-0.02581	0.006562
0.02500	-0.02596	0.006562
0.02500	-0.02611	0.006562
0.02500	-0.02626	0.006562
0.02500	-0.02641	0.006562
0.02500	-0.02656	0.006562
0.02500	-0.02671	0.006562
0.02500	-0.02686	0.006562
0.02500	-0.02701	0.006562
0.02500	-0.02716	0.006562
0.02500	-0.02731	0.006562
0.02500	-0.02746	0.006562
0.02500	-0.02761	0.006562
0.02500	-0.02776	0.006562
0.02500	-0.02791	0.006562
0.02500	-0.02806	0.006562
0.02500	-0.02821	0.006562
0.02500	-0.02836	0.006562
0.02500	-0.02851	0.006562
0.02500	-0.02866	0.006562
0.02500	-0.02881	0.006562
0.02500	-0.02896	0.006562
0.02500	-0.02911	0.006562
0.02500	-0.02926	0.006562
0.02500	-0.02941	0.006562
0.02500	-0.02956	0.006562
0.02500	-0.02971	0.006562
0.02500	-0.02986	0.006562
0.02500	-0.03001	0.006562
0.02500	-0.03016	0.006562
0.02500	-0.03031	0.006562
0.02500	-0.03046	0.006562
0.02500	-0.03061	0.006562
