-0.0075	-0.0075	0.006562
-0.0078	-0.0078	0.006562
-0.0081	-0.0081	0.006562
-0.0084	-0.0084	0.006562
-0.0087	-0.0087	0.006562
-0.009	-0.009	0.006562
-0.0093	-0.0093	0.006562
-0.0096	-0.0096	0.006562
-0.0099	-0.0099	0.006562
-0.0102	-0.0102	0.006562
-0.0105	-0.0105	0.006562
-0.0108	-0.0108	0.006562
-0.0111	-0.0111	0.006562
-0.0114	-0.0114	0.006562
-0.0117	-0.0117	0.006562
-0.012	-0.012	0.006562
-0.0123	-0.0123	0.006562
-0.0126	-0.0126	0.006562
-0.0129	-0.0129	0.006562
-0.0132	-0.0132	0.006562
-0.0135	-0.0135	0.006562
-0.0138	-0.0138	0.006562
-0.0141	-0.0141	0.006562
-0.0144	-0.0144	0.006562
-0.0147	-0.0147	0.006562
-0.015	-0.015	0.006562
-0.0153	-0.0153	0.006562
-0.0156	-0.0156	0.006562
-0.0159	-0.0159	0.006562
-0.0162	-0.0162	0.006562
-0.0165	-0.0165	0.006562
-0.0168	-0.0168	0.006562
-0.0171	-0.0171	0.006562
-0.0174	-0.0174	0.006562
-0.0177	-0.0177	0.006562
-0.018	-0.018	0.006562
-0.0183	-0.0183	0.006562
-0.0186	-0.0186	0.006562
-0.0189	-0.0189	0.006562
-0.0192	-0.0192	0.006562
-0.0195	-0.0195	0.006562
-0.0198	-0.0198	0.006562
-0.0201	-0.0201	0.006562
-0.0204	-0.0204	0.006562
-0.0207	-0.0207	0.006562
-0.021	-0.021	0.006562
-0.0213	-0.0213	0.006562
