cellnumber x-coordinate y-coordinate z-coordinate velocity-magnitude
1 0.03500000015 -0.02601304278 0.006561999675 1.15167739
2 0.03500000015 -0.02586904354 0.006562000141 0.9529567919
3 0.03500000015 -0.02572504245 0.006561999675 0.7068333381
4 0.03500000015 -0.02558104321 0.006561999675 0.6364970683
5 0.03500000015 -0.02543704212 0.006561999675 0.7614845413
6 0.03500000015 -0.02529304288 0.006562000141 0.8774500945
7 0.03500000015 -0.02514904365 0.006561999675 0.9720484253
8 0.03500000015 -0.02500504255 0.006561999675 1.047577907
9 0.03500000015 -0.02486104332 0.006562000141 1.064608777
10 0.03500000015 -0.02471704222 0.006562000141 1.052553685
11 0.03500000015 -0.02457304299 0.006561999675 1.019155724
12 0.03500000015 -0.02442904189 0.006561999675 0.9808235238
13 0.03500000015 -0.02428504266 0.006562000141 0.7392105164
14 0.03500000015 -0.02414104342 0.006561999675 0.4503557591
15 0.03500000015 -0.02399704233 0.006561999675 0.5339392931
16 0.03500000015 -0.02385304309 0.006561999675 0.5986221008
17 0.03500000015 -0.023709042 0.006562000141 0.4478466535
18 0.03500000015 -0.02356504276 0.006562000141 0.2733825312
19 0.03500000015 -0.02344694175 0.006562000141 0.2179145084
20 0.03500000015 -0.02332915738 0.006562000141 0.1656864388
21 0.03500000015 -0.0232069958 0.006562000141 0.1581609423
22 0.03500000015 -0.02314046025 0.006562000141 0.1539164568
23 0.03500000015 -0.02310776524 0.006561999675 0.117064299
24 0.03500000015 -0.02307719551 0.006561999675 0.08533495172
25 0.03500000015 -0.02305160835 0.006562000141 0.05758129073
26 0.03500000015 -0.02303021587 0.006561999675 0.03585272187
27 0.03500000015 -0.02301233262 0.006562000141 0.02019201615
28 0.03500000015 -0.0229973942 0.006562000141 0.009831482887
29 0.03500000015 -0.02298492938 0.006562000141 0.003671598079
30 0.03500000015 -0.02297452837 0.006562000141 0.000876916512
31 0.03500000015 -0.02296585217 0.006562000141 0.0009687182858
32 0.03500000015 -0.02296095528 0.006562000141 0.000634796971
33 0.03500000015 -0.03232943267 0.006562000141 0.3413402171
34 0.03500000015 -0.03219095245 0.006562000141 0.2715852991
35 0.03500000015 -0.0320610404 0.006561999675 0.1804289707
36 0.03500000015 -0.03191704303 0.006561999675 0.1311145445
37 0.03500000015 -0.03177304193 0.006561999675 0.1068178388
38 0.03500000015 -0.03162904084 0.006561999675 0.1687920055
39 0.03500000015 -0.03148504347 0.006561999675 0.2430013399
40 0.03500000015 -0.03134104237 0.006561999675 0.2940002845
41 0.03500000015 -0.03119704314 0.006561999675 0.3206991187
42 0.03500000015 -0.03105304204 0.006561999675 0.3307257063
43 0.03500000015 -0.03090904281 0.006561999675 0.4218450821
44 0.03500000015 -0.03076504171 0.006561999675 0.5522095599
45 0.03500000015 -0.03062104248 0.006561999675 0.6247146132
46 0.03500000015 -0.03047704324 0.006561999675 0.6213813008
47 0.03500000015 -0.03033304214 0.006561999675 0.4051212336
48 0.03500000015 -0.03018904291 0.006561999675 0.3785818778
49 0.03500000015 -0.03004504181 0.006561999675 0.6076349665
50 0.03500000015 -0.02990104258 0.006561999675 0.8781224112
51 0.03500000015 -0.02975704335 0.006561999675 1.022280774
52 0.03500000015 -0.02961304225 0.006561999675 1.363127979
53 0.03500000015 -0.02946904302 0.006561999675 2.226747008
54 0.03500000015 -0.02932504192 0.006561999675 2.923975659
55 0.03500000015 -0.02918104269 0.006561999675 2.882714211
56 0.03500000015 -0.02903704345 0.006561999675 2.756642795
57 0.03500000015 -0.02889304236 0.006561999675 2.760878536
58 0.03500000015 -0.02874904312 0.006561999675 2.332586024
59 0.03500000015 -0.02860504203 0.006561999675 1.459208295
60 0.03500000015 -0.02846104279 0.006561999675 1.057771586
61 0.03500000015 -0.02831704356 0.006562000141 1.085188757
62 0.03500000015 -0.02817304246 0.006562000141 1.405820918
63 0.03500000015 -0.02802904323 0.006561999675 1.137100337
64 0.03500000015 -0.02788504213 0.006561999675 1.147846443
65 0.03500000015 -0.0277410429 0.006561999675 1.31170556
66 0.03500000015 -0.0275970418 0.006561999675 1.490103631
67 0.03500000015 -0.02745304257 0.006561999675 1.692908735
68 0.03500000015 -0.02730904333 0.006561999675 1.653018267
69 0.03500000015 -0.02716504224 0.006561999675 1.614143802
70 0.03500000015 -0.027021043 0.006561999675 1.695065642
71 0.03500000015 -0.02687704191 0.006562000141 1.698742211
72 0.03500000015 -0.02673304267 0.006561999675 1.754185158
73 0.03500000015 -0.02658904344 0.006561999675 1.886956576
74 0.03500000015 -0.02644504234 0.006561999675 1.920001579
75 0.03500000015 -0.02630104311 0.006561999675 1.867546483
76 0.03500000015 -0.02615704201 0.006561999675 1.65152135
1 0.03500000015 -0.03232943267 0.006562000141 0.2918684286
2 0.03500000015 -0.03219095245 0.006562000141 0.3565394629
3 0.03500000015 -0.0320610404 0.006561999675 0.3972296467
4 0.03500000015 -0.03191704303 0.006561999675 0.4684529989
5 0.03500000015 -0.03177304193 0.006561999675 0.4977942589
6 0.03500000015 -0.03162904084 0.006561999675 0.4665450751
7 0.03500000015 -0.03148504347 0.006562000141 0.2660387253
8 0.03500000015 -0.03134104237 0.006561999675 0.2484977612
9 0.03500000015 -0.03119704314 0.006562000141 0.3535288442
10 0.03500000015 -0.03105304204 0.006562000141 0.5178315933
