Time_Step point-gw-e point-pressure-a point-vel-b point-vel-c gw-hemolysis point-vel-e point-vel-d point-shear-a point-gw-b point-gw-c mass-flux eds-hemolysis point-pressure-b point-pressure-c p-in point-vel-a point-shear-d point-shear-e point-gw-a point-shear-c point-shear-b max-vel-rotor point-pressure-e point-pressure-d
1200 0.001494326395913959 -25740.431640625 4.077184677124023 4.918204307556152 4.247045131233158e-08 4.232650756835938 4.232650756835938 561.934814453125 0.01169651467353106 0.0008774074958637357 4.996262516487882e-07 9.591434837660186e-10 -11230.1748046875 -9439.5771484375 -25626.46240424509 0.1935225874185562 2181.566650390625 2181.566650390625 1.340430912932788e-07 2596.12548828125 5506.8564453125 8.515324589807795 -1280.799194335938 -6170.4208984375
1210 0.0005545644089579582 -25293.076171875 5.785041809082031 6.175913333892822 4.281159856804051e-08 4.142604827880859 4.142604827880859 562.2095947265625 0.01803194917738438 0.01787930354475975 5.881516137590248e-07 9.667389793834517e-10 -10326.4169921875 -9589.85546875 -25182.40293944772 0.1934817135334015 1839.2333984375 1839.2333984375 1.340376627467776e-07 6848.7265625 7369.02490234375 8.566578487722042 -1168.79296875 -5657.39697265625
1220 0.002354394644498825 -25470.798828125 6.857224464416504 6.494325637817383 4.31547135320475e-08 3.911629676818848 3.911629676818848 562.3828125 0.01448893919587135 0.00872857216745615 -8.334798095727125e-07 9.743347323174196e-10 -9787.4873046875 -9524.3740234375 -25359.74803912474 0.1934109479188919 1850.925903320312 1850.925903320312 1.340200412869308e-07 6137.83203125 6101.3544921875 8.60233759139712 -783.7741088867188 -5721.4443359375
1230 0.004806618206202984 -25876.537109375 5.868472099304199 5.784903526306152 4.349472291139034e-08 3.848730564117432 3.848730564117432 562.434814453125 0.01154037564992905 0.006554917898029089 -4.183210781452673e-07 9.819221673565132e-10 -9048.439453125 -9799.6982421875 -25766.27522089157 0.1933159679174423 2070.9892578125 2070.9892578125 1.339749360340647e-07 4848.3642578125 8352.7509765625 8.748102040333766 -723.805419921875 -6002.1484375
1240 0.004235561937093735 -25867.404296875 5.283309459686279 5.076227188110352 4.383391892172986e-08 4.473140716552734 4.473140716552734 562.4623413085938 0.01231767050921917 0.005582051817327738 4.866316969873163e-07 9.895044134771351e-10 -9542.2529296875 -9968.8427734375 -25754.63446176741 0.1931963413953781 2589.7431640625 2589.7431640625 1.338940194273164e-07 4427.3388671875 4464.93115234375 8.826199196637303 -1047.504272460938 -5954.1982421875
1250 0.005326421931385994 -25608.197265625 5.03691291809082 4.996922969818115 4.417458362062301e-08 4.982263088226318 4.982263088226318 562.413818359375 0.01161212753504515 0.01079330127686262 4.001399955474993e-07 9.970857476841757e-10 -9006.62109375 -11007.490234375 -25500.99568300233 0.1930473148822784 2086.111572265625 2086.111572265625 1.337736250661692e-07 3198.18115234375 4398.9501953125 8.892314749758411 -1293.421020507812 -5887.8837890625
1260 0.004925706423819065 -25163.8515625 4.190894603729248 5.553814888000488 4.451434129250909e-08 5.099326610565186 5.099326610565186 562.2799072265625 0.01015262864530087 0.02212521061301231 6.912446107940062e-07 1.00466296127281e-09 -9200.8017578125 -11029.5400390625 -25052.38606798618 0.1928675621747971 3499.062255859375 3499.062255859375 1.336106976168594e-07 5572.2861328125 6175.369140625 8.970242600426078 -1277.515625 -5805.138671875
1270 0.003302023280411959 -24692.09375 4.230632781982422 6.048701763153076 4.485504357268878e-08 5.180644989013672 5.180644989013672 562.1598510742188 0.008656854741275311 0.01291303709149361 2.585371267765924e-07 1.012239217655423e-09 -7625.14208984375 -9539.0966796875 -24581.13644093274 0.192656472325325 3001.43017578125 3001.43017578125 1.334097134986223e-07 3424.05908203125 5650.92529296875 8.739649372111991 -1227.513916015625 -5937.95068359375
1280 0.004280542023479939 -24441.294921875 4.517913341522217 5.347083568572998 4.519455449935668e-08 4.558833122253418 4.558833122253418 562.0420532226562 0.007531628012657166 0.007286164909601212 3.863742175577722e-07 1.019811107542792e-09 -7894.08984375 -9026.177734375 -24331.84615125545 0.1924201846122742 2894.5595703125 2894.5595703125 1.331817855998452e-07 4470.53125 3268.940185546875 8.538021607410284 -1251.224609375 -6209.32568359375
1290 0.003813900984823704 -24668.83984375 4.766726970672607 4.629683494567871 4.553554361820826e-08 4.383611679077148 4.383611679077148 561.9124755859375 0.008101385086774826 0.01379058882594109 -4.981041463181235e-07 1.027382699839407e-09 -8471.072265625 -10034.671875 -24556.86370597618 0.1921642869710922 3148.32763671875 3148.32763671875 1.329340904021592e-07 5017.6787109375 2621.888916015625 8.414947442670696 -1283.535522460938 -5750.2109375
1300 0.002580975880846381 -24375.4296875 4.796053886413574 5.24148416519165 4.587357737141411e-08 4.526426315307617 4.526426315307617 561.7867431640625 0.008485851809382439 0.01120632700622082 3.856205736396667e-07 1.034946366738959e-09 -8053.3671875 -9713.8291015625 -24265.29333403102 0.1918890774250031 1839.356689453125 1839.356689453125 1.326729659467674e-07 2147.25537109375 3250.970947265625 8.405327227846051 -1286.652221679688 -5689.1728515625
1310 0.002913690637797117 -24063.541015625 4.847110271453857 5.368041038513184 4.621327686614241e-08 4.600993156433105 4.600993156433105 561.6229248046875 0.008020276203751564 0.009309146553277969 1.35051275725051e-07 1.042510557778993e-09 -7946.9580078125 -9246.083984375 -23950.93960800136 0.1915922909975052 1054.049072265625 1054.049072265625 1.323945895137513e-07 2528.338134765625 3878.60400390625 8.645910028304984 -1334.1025390625 -5461.078125
1320 0.01036062464118004 -24120.259765625 4.776331424713135 6.139703750610352 4.655206847308901e-08 4.71158504486084 4.71158504486084 561.4707641601562 0.00731326499953866 0.009777705185115337 2.141223376800339e-07 1.050071406893391e-09 -7848.337890625 -9362.1484375 -24013.42265095256 0.1912774592638016 2280.386962890625 2280.386962890625 1.320944136296021e-07 3918.9892578125 3486.1318359375 8.607241316653274 -1442.486083984375 -5432.0498046875
1330 0.01720215380191803 -24361.3046875 4.598642349243164 6.18059253692627 4.689218748831531e-08 4.81906270980835 4.81906270980835 561.3099365234375 0.007191331591457129 0.008408837951719761 -5.356272674492124e-07 1.057631889789105e-09 -8228.30859375 -9348.87890625 -24252.62115553779 0.190952479839325 2395.387451171875 2395.387451171875 1.317745272899629e-07 2912.267578125 1921.4228515625 8.651515522567358 -1373.021606445312 -5666.3525390625
1340 0.01636972650885582 -24505.3984375 5.232100009918213 6.127513885498047 4.722991599989824e-08 4.677943229675293 4.677943229675293 561.1483764648438 0.006320670247077942 0.007189230527728796 2.490922551556807e-08 1.06518576041657e-09 -8130.240234375 -8893.513671875 -24395.97319806195 0.1906198114156723 2810.7841796875 2810.7841796875 1.314473934144189e-07 1872.866577148438 3625.492431640625 8.887621415175341 -1368.904541015625 -5418.232421875
1350 0.008638107217848301 -24739.28125 5.52358865737915 6.136465072631836 4.756944396672349e-08 4.873259544372559 4.873259544372559 560.9846801757812 0.004931062459945679 0.006571066565811634 -5.090556956938164e-07 1.07273997088283e-09 -7689.1474609375 -8698.6162109375 -24628.4431032435 0.1902816593647003 2685.7802734375 2685.7802734375 1.311272512793948e-07 2529.19873046875 3074.99951171875 8.9564824960084 -1498.883056640625 -5247.4150390625
1360 0.006492404732853174 -24712.330078125 5.623258590698242 5.806398391723633 4.790670424335421e-08 4.80405330657959 4.80405330657959 560.8330078125 0.004321056418120861 0.005647243000566959 2.010882647826562e-07 1.080287998807067e-09 -7807.3466796875 -8071.19287109375 -24601.27447544342 0.1899403035640717 3752.17724609375 3752.17724609375 1.308278996248191e-07 3332.00830078125 1861.809326171875 8.999655925794587 -1637.640747070312 -5281.97265625
1370 0.005817071534693241 -24951.291015625 5.114786148071289 5.382788181304932 4.824542815427817e-08 4.662078857421875 4.662078857421875 560.79345703125 0.005033973604440689 0.006317423190921545 -8.70458299190302e-08 1.087836718371408e-09 -7941.52783203125 -7935.142578125 -24840.18110750228 0.189601719379425 4814.9140625 4814.9140625 1.305693047015666e-07 3166.94140625 3076.036865234375 8.958887577390033 -1692.005981445312 -5680.4189453125
1380 0.006458219140768051 -25133.02734375 5.193301677703857 5.177553176879883 4.858477820702726e-08 4.775394439697266 4.775394439697266 560.9057006835938 0.005221318919211626 0.008634025231003761 -7.41686317480561e-07 1.0953839487323e-09 -8035.16943359375 -8022.13720703125 -25020.36113459768 0.1892664879560471 2961.82177734375 2961.82177734375 1.303755539083795e-07 3806.62255859375 1172.380981445312 8.893070551131007 -1604.71728515625 -5687.3935546875
1390 0.008329382166266441 -25366.20703125 5.335846424102783 5.495597839355469 4.892268758077199e-08 4.370487689971924 4.370487689971924 561.1246948242188 0.004922791384160519 0.01259400229901075 -6.718631545207798e-07 1.102926298676587e-09 -8286.5771484375 -8740.923828125 -25253.95703276823 0.1889379173517227 4934.75390625 4934.75390625 1.302639418554463e-07 1916.426635742188 3649.107177734375 8.884916728951788 -1571.85400390625 -6007.4130859375
1400 0.01499871909618378 -25421.833984375 5.580357074737549 5.928130149841309 4.925996699260958e-08 4.580296993255615 4.580296993255615 561.5160522460938 0.01391366776078939 0.01267224363982677 -2.521197389054874e-07 1.110464288032875e-09 -8340.1953125 -9123.091796875 -25310.93412793106 0.1886188387870789 3858.78955078125 3858.78955078125 1.302425260973905e-07 2474.3271484375 2924.937744140625 8.818820657892601 -1378.444946289062 -6883.138671875
1410 0.01691849529743195 -25477.345703125 5.360877990722656 5.518628597259521 4.959709100670272e-08 4.374388694763184 4.374388694763184 562.0819091796875 0.004969846922904253 0.01010508555918932 1.481751762746897e-07 1.117999159339436e-09 -8446.474609375 -8813.9931640625 -25370.9956308437 0.1883091628551483 3354.9365234375 3354.9365234375 1.303244800965331e-07 1809.411987304688 2676.268798828125 8.71635972948622 -1396.59619140625 -7186.125
1420 0.0142387393862009 -25390.1015625 4.893616676330566 5.107235908508301 4.993513875355206e-08 4.612350463867188 4.612350463867188 562.7264404296875 0.003450438380241394 0.007428566925227642 4.728582324309283e-09 1.12553283162221e-09 -8274.8408203125 -8495.49609375 -25279.83348468961 0.188006803393364 2341.03271484375 2341.03271484375 1.30516340846043e-07 2215.628662109375 1918.147216796875 8.63686383386521 -1441.7578125 -7472.9677734375
1430 0.01115122158080339 -25317.751953125 4.978222370147705 4.937131881713867 5.027134892956149e-08 4.615776062011719 4.615776062011719 563.5252075195312 0.004798673093318939 0.0058365766890347 7.123007289208672e-07 1.133062050109146e-09 -8198.251953125 -8161.13818359375 -25205.11123670204 0.1877233386039734 2875.9912109375 2875.9912109375 1.308205526129314e-07 2345.66748046875 2624.74755859375 8.569871132312297 -1580.937744140625 -7426.390625
1440 0.01023191213607788 -25412.951171875 4.829289436340332 4.992637634277344 5.061138131564173e-08 5.046708106994629 5.046708106994629 564.420654296875 0.009432306513190269 0.001017765374854207 -6.830831527152026e-07 1.140594901696027e-09 -8464.55078125 -8151.57763671875 -25299.58253880561 0.1874557435512543 5266.6728515625 5266.6728515625 1.31237570144549e-07 1290.455810546875 2729.4990234375 8.515344837546079 -1739.078125 -6492.91162109375
1450 0.01059668324887753 -25548.86328125 4.12769889831543 5.275299072265625 5.094812089391688e-08 5.569276809692383 5.569276809692383 565.5420532226562 0.007428701967000961 0.003544109407812357 -3.289988000435007e-07 1.148119226056036e-09 -8782.197265625 -8078.9150390625 -25437.59569273652 0.1872015297412872 3612.2275390625 3612.2275390625 1.31763044919353e-07 1622.678466796875 4027.0478515625 8.434553817768027 -1963.513549804688 -6339.775390625
1460 0.009543426334857941 -25395.576171875 4.552829742431641 5.241153240203857 5.128423440302826e-08 4.908626556396484 4.908626556396484 566.72900390625 0.008600847795605659 0.007117327768355608 4.114488315332121e-07 1.155637969250708e-09 -8475.828125 -7639.0947265625 -25282.30780847149 0.1869575381278992 2106.885986328125 2106.885986328125 1.323864040614353e-07 3595.59375 3280.20556640625 8.719015730362724 -2110.186279296875 -5987.9765625
1470 0.007507098838686943 -25697.63671875 4.822610855102539 5.073164463043213 5.162362454859476e-08 4.682487010955811 4.682487010955811 568.0152587890625 0.009483094327151775 0.007284958846867085 -7.309917051390169e-07 1.163159060891962e-09 -8573.4765625 -7978.99658203125 -25589.83630070772 0.1867277920246124 2431.36767578125 2431.36767578125 1.330939767285599e-07 3199.580810546875 1877.721557617188 8.796808351994223 -2349.375732421875 -6058.6005859375
1480 0.005023345351219177 -26215.90234375 4.484474182128906 5.353028774261475 5.196094213580385e-08 4.740513801574707 4.740513801574707 569.3099365234375 0.00628244411200285 0.007666030433028936 -8.303790674721312e-07 1.170673115648314e-09 -8943.591796875 -8974.06640625 -26106.80027436577 0.1865183413028717 1752.66357421875 1752.66357421875 1.338718362831059e-07 2085.73193359375 1219.639404296875 8.780417737025306 -2165.6005859375 -6507.408203125
1490 0.006307348608970642 -26882.529296875 4.862786769866943 5.346866607666016 5.229791652779602e-08 4.814418792724609 4.814418792724609 570.5195922851562 0.005842759739607573 0.006521023344248533 -8.000296010945984e-07 1.178183203148417e-09 -9368.6591796875 -9744.9794921875 -26772.10472600307 0.1863236725330353 1035.333618164062 1035.333618164062 1.346983680150515e-07 2366.462158203125 1414.3427734375 8.60728491332249 -2017.326049804688 -6993.02685546875
1500 0.005547314882278442 -27397.083984375 4.696501731872559 5.369150161743164 5.263353230766499e-08 4.684591770172119 4.684591770172119 571.6774291992188 0.00637113768607378 0.005586098879575729 -1.385242883594762e-07 1.185688367515977e-09 -9840.66796875 -10372.4658203125 -27290.07525430202 0.1861465573310852 1417.2998046875 1417.2998046875 1.355529661850596e-07 2483.22705078125 1358.502563476562 8.516076028903827 -1936.055297851562 -7223.1767578125
1510 0.005500270053744316 -27011.16796875 4.81207275390625 5.249980926513672 5.296921966932044e-08 4.899761199951172 4.899761199951172 572.791748046875 0.005448002833873034 0.005461419466882944 6.367792272712891e-07 1.193190035427327e-09 -9455.3515625 -10050.3125 -26896.17813313226 0.1859859526157379 2383.2734375 2383.2734375 1.364197004249945e-07 1358.848022460938 1616.505249023438 8.569810732370545 -1713.270141601562 -6680.4873046875
1520 0.00745774619281292 -26725.916015625 5.227882385253906 5.140551567077637 5.33081763267677e-08 4.823821544647217 4.823821544647217 573.81640625 0.007185685448348522 0.006761571858078241 -3.168141438289473e-07 1.200693964762131e-09 -9282.974609375 -9591.7529296875 -26618.48944449414 0.1858383864164352 1687.024047851562 1687.024047851562 1.372810203292829e-07 1215.328735351562 1240.1630859375 8.518186188299442 -1346.757446289062 -6582.6201171875
1530 0.008796169422566891 -26679.47265625 5.241956233978271 4.867899417877197 5.364398005338298e-08 4.394949436187744 4.394949436187744 574.792724609375 0.003931742161512375 0.007158105727285147 2.288379761794523e-07 1.208189226923196e-09 -9310.3857421875 -9380.0751953125 -26572.51620391475 0.1857051700353622 2315.1064453125 2315.1064453125 1.38122345560987e-07 1280.865112304688 1432.200561523438 8.504038733106976 -994.3607788085938 -6764.044921875
1540 0.01025560777634382 -26555.818359375 5.383971691131592 4.804928779602051 5.398169234315257e-08 4.030542373657227 4.030542373657227 575.6416625976562 0.003718708641827106 0.006307853385806084 -1.735583889245218e-07 1.21568316607546e-09 -9027.158203125 -9241.4609375 -26444.5135221067 0.1855841428041458 2666.4208984375 2666.4208984375 1.389319095324026e-07 1161.014770507812 1706.092041015625 8.576736399823979 -656.1580200195312 -6893.76220703125
1550 0.01090510562062263 -26653.826171875 5.418656826019287 5.005127429962158 5.431910957068154e-08 3.726530313491821 3.726530313491821 576.1956176757812 0.0219686534255743 0.00454517500475049 -4.935475529863065e-07 1.223172571120273e-09 -8866.427734375 -9358.3193359375 -26543.2707334769 0.1854794472455978 1413.87548828125 1413.87548828125 1.3968400480735e-07 1384.0595703125 2753.0751953125 8.560803407473051 -299.9972534179688 -7218.296875
1560 0.01016168296337128 -26799.26171875 5.536764144897461 5.205784320831299 5.465505238289401e-08 3.802003383636475 3.802003383636475 576.6802368164062 0.01303060259670019 0.006001480389386415 -1.430277669148272e-07 1.230655698569411e-09 -9076.9501953125 -9624.8154296875 -26688.79984298943 0.1853883266448975 990.8643798828125 990.8643798828125 1.403642500008573e-07 1685.700317382812 2292.0234375 8.42169448509414 -128.9100341796875 -7164.6240234375
1570 0.009742695838212967 -26723.625 5.248478889465332 4.803246021270752 5.49907459426333e-08 3.948302984237671 3.948302984237671 577.1752319335938 0.009852067567408085 0.006245629861950874 2.42718241137696e-07 1.238135696055255e-09 -9524.1015625 -9700.927734375 -26615.36579423535 0.1852894425392151 1110.087158203125 1110.087158203125 1.409759988746373e-07 3250.3232421875 1358.069213867188 8.424271077541261 -224.1138000488281 -6855.15625
1580 0.008156299591064453 -26384.328125 5.144834518432617 4.271392822265625 5.532701752932257e-08 4.102463245391846 4.102463245391846 577.8372802734375 0.01315560564398766 0.006874270737171173 3.218258988468836e-07 1.245614556618321e-09 -8938.8515625 -9940.98046875 -26271.52489219747 0.1851692050695419 939.8745727539062 939.8745727539062 1.415319417219507e-07 1474.821533203125 3951.136474609375 8.519108832356229 -231.2888793945312 -6395.34619140625
1590 0.007382985204458237 -26039.94140625 5.027095317840576 4.230381965637207 5.566308575505661e-08 4.192787170410156 4.192787170410156 578.5404663085938 0.01348322071135044 0.006683033891022205 4.288168719418506e-07 1.253090233521181e-09 -9542.646484375 -10125.681640625 -25929.26867548766 0.1850321590900421 700.1558837890625 700.1558837890625 1.420489610381992e-07 2192.489013671875 1767.324096679688 8.623884218680208 -133.0857391357422 -5963.94482421875
1600 0.00588582456111908 -25815.265625 5.142891883850098 4.400554656982422 5.600052263337526e-08 4.091277122497559 4.091277122497559 579.0514526367188 0.02370437048375607 0.006435090210288763 -1.199215689737243e-07 1.260564603928827e-09 -9121.91796875 -9636.75390625 -25705.70930188513 0.1848923116922379 1071.190795898438 1071.190795898438 1.425235325314134e-07 1752.500854492188 6342.49365234375 8.666538550973053 -108.9950866699219 -5722.39501953125
1610 0.005216570571064949 -25625.013671875 6.580802917480469 4.618564128875732 5.633654267905574e-08 3.7918381690979 3.7918381690979 579.3087158203125 0.03700647503137589 0.006103221792727709 4.616072876023614e-08 1.2680322529913e-09 -9168.1884765625 -9056.8154296875 -25515.47596606502 0.1847609132528305 1136.078491210938 1136.078491210938 1.429404932196121e-07 2379.6767578125 8884.78515625 8.677686905854674 -94.822021484375 -5653.1796875
1620 0.004669243935495615 -25483.1640625 5.708213329315186 4.388719081878662 5.667295308327879e-08 3.919191122055054 3.919191122055054 579.6124267578125 0.03438311815261841 0.006220850627869368 -2.147330353807764e-08 1.27549664459111e-09 -8992.3837890625 -9294.0078125 -25372.11446584212 0.1846423447132111 2859.60302734375 2859.60302734375 1.433047742693816e-07 2806.50732421875 5827.7626953125 8.739557304356222 -31.2494945526123 -5495.525390625
1630 0.005587499588727951 -25504.462890625 4.610806465148926 5.073262691497803 5.70087409010009e-08 4.301863670349121 4.301863670349121 580.0050048828125 0.03015563823282719 0.006109236739575863 5.563040874484448e-08 1.28295767418137e-09 -11027.6220703125 -8207.01171875 -25393.51986979026 0.1845248639583588 3053.7421875 3053.7421875 1.436383030295474e-07 3984.263916015625 5325.77587890625 8.756016679266537 -230.5416717529297 -5535.587890625
1640 0.006342431530356407 -25419.8828125 5.286616802215576 4.716362476348877 5.734378157381975e-08 4.101431846618652 4.101431846618652 580.4265747070312 0.0209287665784359 0.007211250718683004 3.947042698446146e-07 1.290415368751856e-09 -9953.9443359375 -8187.15380859375 -25312.73318876672 0.1844028532505035 3696.469970703125 3696.469970703125 1.439559582649963e-07 3691.00048828125 3263.43408203125 8.737940020645725 -657.171875 -5622.701171875
1650 0.007276879157871008 -25174.7890625 4.651143550872803 4.467144966125488 5.767911287582678e-08 4.420327186584473 4.420327186584473 580.8844604492188 0.005495082121342421 0.007076524663716555 5.614710181789384e-07 1.297872474987714e-09 -8762.6142578125 -8621.29296875 -25058.41003394054 0.18428635597229 1918.826416015625 1918.826416015625 1.442665507056518e-07 2385.4091796875 4793.79296875 8.755451561953933 -1108.508911132812 -5553.30419921875
1660 0.006236668676137924 -25033.107421875 4.037725448608398 4.952793598175049 5.801486694000783e-08 4.347372055053711 4.347372055053711 581.4036865234375 0.003581318072974682 0.006851904094219208 5.132465807425324e-07 1.305328728030616e-09 -8827.3994140625 -8508.697265625 -24925.405322546 0.184178039431572 1656.877197265625 1656.877197265625 1.445773563091279e-07 2231.951171875 2862.203369140625 8.802072147450021 -1113.6337890625 -5626.400390625
1670 0.005679887253791094 -25004.0703125 4.841469287872314 5.053264141082764 5.835063905495045e-08 4.119063854217529 4.119063854217529 581.9224853515625 0.002202851930633187 0.00942087359726429 4.418457062033143e-07 1.312782880058171e-09 -8331.1533203125 -8302.734375 -24895.76587648256 0.1840758174657822 1199.5966796875 1199.5966796875 1.448934909831223e-07 2223.026611328125 2235.91748046875 8.810563991038421 -754.72705078125 -5809.89892578125
1680 0.004157071933150291 -24809.50390625 5.045252799987793 5.428574562072754 5.86870289223704e-08 4.199877738952637 4.199877738952637 582.4703369140625 0.00907518807798624 0.01255722530186176 1.015978266030726e-07 1.32023569567726e-09 -8172.47314453125 -8141.99658203125 -24701.12422057982 0.1839895695447922 1498.881958007812 1498.881958007812 1.452187063932797e-07 3507.607177734375 1450.676513671875 8.75379179477039 -589.9381713867188 -5765.03125
1690 0.003752416931092739 -24520.095703125 4.976901054382324 5.64520263671875 5.902126763182584e-08 4.326169967651367 4.326169967651367 583.06982421875 0.009390099905431271 0.0154071431607008 6.770437534567297e-07 1.327683212146266e-09 -7743.19189453125 -8515.3173828125 -24411.61747928841 0.183922216296196 1851.548950195312 1851.548950195312 1.45555802077979e-07 3412.823974609375 4517.54833984375 8.661118517467276 -741.3889770507812 -5618.44580078125
1700 0.005849999375641346 -24069.169921875 5.039318561553955 5.277478218078613 5.935693623526147e-08 4.35228157043457 4.35228157043457 583.72216796875 0.009324068203568459 0.01417228393256664 6.082265141121868e-07 1.335130816360843e-09 -7433.5087890625 -9314.3125 -23956.51255845837 0.1838735044002533 1525.399658203125 1525.399658203125 1.459058012187597e-07 1917.853149414062 1909.731689453125 8.678587256218375 -801.8529052734375 -5274.53271484375
1710 0.007612597197294235 -23888.44921875 4.990710735321045 5.689060688018799 5.969212909624111e-08 4.355016231536865 4.355016231536865 584.34765625 0.009317082352936268 0.01264921296387911 6.278218031702254e-07 1.342576219827554e-09 -7313.94921875 -8317.625 -23777.33552100092 0.1838459372520447 1407.326171875 1407.326171875 1.462643126615149e-07 2744.0126953125 2446.494873046875 8.779621393128258 -914.1412353515625 -5077.9677734375
1720 0.007178134750574827 -23823.318359375 4.859870910644531 6.033031940460205 6.002728070479373e-08 4.221315860748291 4.221315860748291 584.8936767578125 0.007484483066946268 0.01291744224727154 5.693932267070156e-07 1.350021314438439e-09 -6748.33251953125 -7782.3505859375 -23710.24711067446 0.1838342845439911 2018.76220703125 2018.76220703125 1.466181771547781e-07 2495.532470703125 3958.190185546875 8.772199221858514 -1127.327758789062 -4976.943359375
1730 0.005558301694691181 -23847.099609375 4.923061847686768 5.183677673339844 6.036426579065894e-08 4.027014255523682 4.027014255523682 585.3300170898438 0.01149654854089022 0.01988335326313972 -3.884719683988624e-07 1.357469918482837e-09 -6747.421875 -7433.0625 -23735.95960061047 0.1838337332010269 1437.463623046875 1437.463623046875 1.46951350643576e-07 5685.33544921875 2043.895263671875 8.591987055563729 -1286.129150390625 -4852.357421875
1740 0.006888813339173794 -24061.740234375 4.676542282104492 4.406538486480713 6.069951688355992e-08 4.016075134277344 4.016075134277344 585.6163940429688 0.01034709252417088 0.01549863442778587 -6.482741372881851e-07 1.36491688387623e-09 -6836.7880859375 -7966.80517578125 -23952.51737412071 0.1838428527116776 1715.549072265625 1715.549072265625 1.472490964715689e-07 4827.2197265625 2794.417236328125 8.649463936617952 -1349.824584960938 -5022.458984375
1750 0.006204630248248577 -24421.24609375 4.50676155090332 4.473345756530762 6.103409395279968e-08 4.109058856964111 4.109058856964111 585.7776489257812 0.01535792555660009 0.0225182194262743 -6.544046700987516e-07 1.37236319618535e-09 -7199.55322265625 -7943.7470703125 -24309.58322841204 0.1838629990816116 2390.35498046875 2390.35498046875 1.474976869531019e-07 3583.329345703125 2090.152099609375 8.789485536386582 -1436.332153320312 -5352.4248046875
1760 0.006733311340212822 -24802.46875 4.620372772216797 5.524384498596191 6.136916127142962e-08 4.217806339263916 4.217806339263916 585.8515014648438 0.01444799266755581 0.008008980192244053 -8.500698686214614e-07 1.379810035249949e-09 -7578.642578125 -8036.4609375 -24693.45035216427 0.1838925331830978 1532.266845703125 1532.266845703125 1.476904714081684e-07 1542.7041015625 2039.71923828125 9.077197648635204 -1566.8427734375 -5583.30859375
1770 0.007051825523376465 -25139.21484375 4.694910049438477 6.014368534088135 6.170360638766936e-08 4.601071357727051 4.601071357727051 585.8297119140625 0.01051019225269556 0.005734301172196865 -7.566679687820432e-07 1.387255452745828e-09 -7842.751953125 -8410.2890625 -25028.8649299265 0.1839264631271362 5076.57421875 5076.57421875 1.47819974927188e-07 1568.47119140625 2790.027587890625 9.258764189265298 -1696.917846679688 -5339.728515625
1780 0.007606144063174725 -25398.314453125 4.995230197906494 5.550126075744629 6.203766090661602e-08 5.202237606048584 5.202237606048584 585.7782592773438 0.009436004795134068 0.007687782403081656 -5.043507567970007e-07 1.394699952129079e-09 -8128.41650390625 -8086.85498046875 -25285.9026821003 0.1839629411697388 2803.77783203125 2803.77783203125 1.47878907341692e-07 5040.70703125 2736.0654296875 9.186840838366187 -1701.02685546875 -5577.765625
1790 0.006757065653800964 -25573.236328125 4.795180320739746 4.819463729858398 6.237235270211795e-08 4.708532333374023 4.708532333374023 585.6048583984375 0.009717177599668503 0.006799845956265926 -5.596789068029739e-07 1.402145671270893e-09 -8142.23583984375 -7575.03857421875 -25463.23489782784 0.1839990764856339 2770.980224609375 2770.980224609375 1.478576621138927e-07 4053.8359375 4569.5703125 9.02605052872922 -1521.585205078125 -6077.86572265625
1800 0.009492040611803532 -26382.296875 4.45533561706543 4.96760892868042 6.270732322621532e-08 4.871237754821777 4.871237754821777 585.2702026367188 0.008195297792553902 0.004990470595657825 -9.073643810891818e-07 1.409593777350217e-09 -9030 -8539.861328125 -26271.9775246633 0.1840349733829498 2625.725341796875 2625.725341796875 1.477471158750632e-07 1663.378051757812 2551.736083984375 8.743922662620086 -1452.886474609375 -6540.64208984375
1810 0.01234783139079809 -27354.634765625 4.749902725219727 5.262874603271484 6.30401922027664e-08 5.1631760597229 5.1631760597229 584.763427734375 0.01032178290188313 0.006492039188742638 -3.239847959496389e-07 1.417039876626249e-09 -10036.6328125 -9556.2724609375 -27255.31242281507 0.1840689033269882 4099.3037109375 4099.3037109375 1.475404047823758e-07 1892.756103515625 2363.960205078125 8.520936841945788 -1466.197021484375 -7674.4375
1820 0.01028222218155861 -27861.849609375 4.398964881896973 5.20176887512207 6.337502504943335e-08 4.932169437408447 4.932169437408447 584.0670166015625 0.01176686212420464 0.009663437493145466 -6.827060866215762e-07 1.424492647463169e-09 -10559.224609375 -9890.1611328125 -27744.88549350077 0.1840966492891312 4795.9541015625 4795.9541015625 1.472304376193279e-07 3984.853759765625 2251.392333984375 8.54305005145415 -1380.504638671875 -7849.810546875
1830 0.006025753915309906 -28591.9609375 4.356188297271729 4.878749847412109 6.370953683583175e-08 4.226297378540039 4.226297378540039 583.2535400390625 0.008860956877470016 0.01037555932998657 -8.491653687089928e-07 1.431946528840178e-09 -11240.7265625 -10597.3154296875 -28482.33497073791 0.1841172128915787 3547.843017578125 3547.843017578125 1.468127948101028e-07 2174.634765625 2481.0732421875 8.836243188064444 -1486.598999023438 -8545.4677734375
