"Time Step" "point-gw-a"
2890 1.216668721326641e-07
2900 1.219198821900136e-07
2910 1.220323895267938e-07
2920 1.218452041484852e-07
2930 1.214951197425762e-07
2940 1.210146507446552e-07
2950 1.20457400498708e-07
2960 1.202018609092192e-07
2970 1.205853834562731e-07
2980 1.215705509594045e-07
2990 1.228477941594974e-07
3000 1.240931482016094e-07
3010 1.250910486305656e-07
3020 1.256585022701984e-07
3030 1.255973813840683e-07
3040 1.251650445510677e-07
3050 1.248725141067553e-07
3060 1.249012768766988e-07
3070 1.249890715371293e-07
3080 1.249427299399031e-07
3090 1.248629075689678e-07
3100 1.247902758905184e-07
3110 1.24664055078938e-07
3120 1.245522582848935e-07
3130 1.244821277168739e-07
3140 1.243377454329675e-07
3150 1.240163811644379e-07
3160 1.236921178815464e-07
3170 1.236135886983902e-07
3180 1.236659841197252e-07
3190 1.235703308566372e-07
3200 1.232390474115164e-07
3210 1.228114001605718e-07
3220 1.224182852865852e-07
3230 1.221643941562434e-07
3240 1.220878260710379e-07
3250 1.222724108629336e-07
3260 1.226617882821301e-07
3270 1.231195057016521e-07
3280 1.234696327401252e-07
3290 1.23684756658804e-07
3300 1.238173723550062e-07
3310 1.238531979197433e-07
3320 1.238987294982508e-07
3330 1.242462417394563e-07
3340 1.249820371640453e-07
3350 1.259202662140524e-07
3360 1.267542160121593e-07
3370 1.272293701504168e-07
3380 1.270449416779229e-07
3390 1.262867215245933e-07
3400 1.255540666988963e-07
3410 1.25282042517938e-07
3420 1.253977330861744e-07
3430 1.255143189382579e-07
3440 1.255089330243209e-07
3450 1.254831687447222e-07
3460 1.255021118140576e-07
3470 1.255404242783698e-07
3480 1.255873769423488e-07
3490 1.255936581401329e-07
3500 1.255156547586012e-07
3510 1.252605130730444e-07
3520 1.250079577630459e-07
3530 1.25020676478016e-07
3540 1.25145319884723e-07
3550 1.250838010946609e-07
3560 1.248528889163936e-07
3570 1.245953029638258e-07
3580 1.244331855332348e-07
3590 1.244249574483547e-07
3600 1.246128533693991e-07
0 0
10 3.485445887463356e-08
20 6.446170175422594e-08
30 8.680385121806466e-08
40 1.020571147591909e-07
50 1.112770604549951e-07
60 1.162964835543789e-07
70 1.187196687624237e-07
80 1.197038557165797e-07
90 1.201630084324279e-07
100 1.205045805363625e-07
110 1.206039712542406e-07
120 1.20240841283703e-07
130 1.196121246493931e-07
140 1.190813421203529e-07
150 1.186618874271517e-07
160 1.184058788794573e-07
170 1.184501456918952e-07
180 1.187821183634696e-07
190 1.191176295378682e-07
200 1.192563132690339e-07
210 1.192492931068045e-07
220 1.193260885656855e-07
230 1.194694618789072e-07
240 1.19610433557682e-07
250 1.19782129104351e-07
260 1.200411787749545e-07
270 1.202274972911255e-07
280 1.203920589887275e-07
290 1.207843496331407e-07
300 1.212639944014882e-07
310 1.215365159623616e-07
320 1.21297134114684e-07
