"Time Step" "point-ho-d"
2890 0.03177949413657188
2900 0.03757409006357193
2910 0.03567178919911385
2920 0.03734928369522095
2930 0.02673109248280525
2940 0.02968540415167809
2950 0.03535266220569611
2960 0.04274733364582062
2970 0.03740546107292175
2980 0.03784699738025665
2990 0.02403886616230011
3000 0.03322924301028252
3010 0.0403679832816124
3020 0.04319891333580017
3030 0.03526855260133743
3040 0.03118904307484627
3050 0.02511681988835335
3060 0.02908799052238464
3070 0.045088991522789
3080 0.0415128581225872
3090 0.03807909041643143
3100 0.03628937155008316
3110 0.04961630329489708
3120 0.0380600169301033
3130 0.04563774168491364
3140 0.04250892251729965
3150 0.03651274740695953
3160 0.03992246836423874
3170 0.03936781361699104
3180 0.04708866029977798
3190 0.04314070194959641
3200 0.04853515326976776
3210 0.04277683794498444
3220 0.0455193817615509
3230 0.04940050840377808
3240 0.04818340390920639
3250 0.04021907597780228
3260 0.04712926596403122
3270 0.04539640247821808
3280 0.04107463359832764
3290 0.04171954095363617
3300 0.0416141040623188
3310 0.04046180844306946
3320 0.04125452414155006
3330 0.04479429870843887
3340 0.04440144449472427
3350 0.03797467797994614
3360 0.0456061102449894
3370 0.02597141265869141
3380 0.04300963878631592
3390 0.03805442899465561
3400 0.03610692918300629
3410 0.04623115062713623
3420 0.04530363902449608
3430 0.04216369614005089
3440 0.03678341209888458
3450 0.03988145291805267
3460 0.04244692623615265
3470 0.04051073640584946
3480 0.03595072031021118
3490 0.04126214981079102
3500 0.04741039872169495
3510 0.04278316348791122
3520 0.05363411456346512
3530 0.04737767577171326
3540 0.04619590193033218
3550 0.05050088092684746
3560 0.05305181443691254
3570 0.05252376198768616
3580 0.04298003762960434
3590 0.05265092104673386
3600 0.05002875253558159
0 0
10 1.265575292563881e-06
20 1.588436248312064e-06
30 9.869297173281666e-06
40 0.0001089879224309698
50 -5.919184332014993e-06
60 0.0001387562369927764
70 7.273630035342649e-05
80 5.986063115415163e-05
90 2.02572118723765e-06
100 0.0002330083370907232
110 0.0002395123156020418
120 0.002518016379326582
130 0.0001407760137226433
140 0.001070979284122586
150 0.001189239323139191
160 0.0003971919941250235
170 0.0004859775071963668
180 0.0003344336000736803
190 0.002394845709204674
200 0.002523514907807112
210 0.00064391631167382
220 0.0005479467799887061
230 0.003211856354027987
240 0.002017331775277853
250 0.003418314270675182
260 -6.079793092794716e-05
270 0.0008665217319503427
280 0.0007508553098887205
290 0.001617909641936421
300 0.001142520923167467
310 0.004386547021567822
320 0.001544682774692774
330 0.002871310571208596
340 0.002641860162839293
350 0.003520186990499496
360 0.006335769779980183
370 0.00262774433940649
380 0.0009526177309453487
390 0.00323825771920383
400 0.007158270105719566
410 0.004372720140963793
420 0.007593318819999695
430 0.006329254247248173
440 0.00237777316942811
450 0.006562796421349049
460 0.003270050045102835
470 0.001573123154230416
480 0.003974459134042263
490 0.007153807673603296
500 0.002563014859333634
510 0.004619915969669819
520 0.007288143970072269
530 0.008309973403811455
540 0.00243205763399601
550 0.004725664854049683
560 0.007251165807247162
570 0.007587598636746407
580 0.008965315297245979
590 0.006048335693776608
