"Time Step" "point-ho-a"
270 4.621540767857368e-07
280 4.629358443253295e-07
290 4.643489717182092e-07
300 4.659526666728198e-07
310 4.668195572321565e-07
320 4.660209924622905e-07
330 4.632667014448089e-07
340 4.591225319927617e-07
350 4.546015190953767e-07
360 4.511701945375535e-07
370 4.497905194966734e-07
380 4.497525765145838e-07
390 4.49634654842157e-07
400 4.486158502459148e-07
410 4.471587260468368e-07
420 4.460054583432793e-07
430 4.456690874121705e-07
440 4.466932637114951e-07
450 4.495194616538356e-07
460 4.536874769200949e-07
470 4.583660881962714e-07
480 4.626882059710624e-07
490 4.66021361944513e-07
500 4.679089329329145e-07
510 4.67832563799675e-07
520 4.663459378662083e-07
530 4.65029842189324e-07
540 4.646294371468684e-07
550 4.644356295102625e-07
560 4.638227153463959e-07
570 4.630798571270134e-07
580 4.623666427505668e-07
590 4.615727107193379e-07
600 4.609115364928584e-07
610 4.604386845130648e-07
620 4.598397538302379e-07
630 4.587566309055546e-07
640 4.576319270199747e-07
650 4.572019633997115e-07
660 4.569985208036087e-07
670 4.562387232454057e-07
680 4.551870631530619e-07
690 4.543690010905266e-07
700 4.539197391295602e-07
710 4.537089637324243e-07
720 4.539695908079011e-07
730 4.547176217783999e-07
740 4.555013788376527e-07
750 4.561630930766114e-07
760 4.563647735267296e-07
770 4.562134563457221e-07
780 4.559595083719614e-07
790 4.553531312012637e-07
800 4.547867149540252e-07
810 4.555161297048471e-07
820 4.578374159791565e-07
830 4.610994039921934e-07
840 4.641813688976981e-07
850 4.661810635298025e-07
860 4.663559138862183e-07
870 4.647655771350401e-07
880 4.628578835763619e-07
890 4.619487015133927e-07
900 4.621390701231576e-07
910 4.624482414783415e-07
920 4.623199458819727e-07
930 4.621005871285888e-07
940 4.619413118689408e-07
950 4.617203899215383e-07
960 4.615919237949129e-07
970 4.615702664523269e-07
980 4.61367477555541e-07
990 4.607152277458226e-07
1000 4.600009901878366e-07
1010 4.599687031259236e-07
1020 4.602790397711942e-07
1030 4.600004785970668e-07
1040 4.590406774696021e-07
1050 4.579723338338226e-07
1060 4.570300689010764e-07
1070 4.563424056414078e-07
1080 4.562076583169983e-07
1090 4.567039297853626e-07
1100 4.576020558033633e-07
1110 4.584040880217799e-07
1120 4.585269550716475e-07
1130 4.583779400491039e-07
1140 4.58310324802369e-07
1150 4.580920460739435e-07
1160 4.581829671224114e-07
1170 4.595828499986965e-07
1180 4.624149312348891e-07
1190 4.65905998225935e-07
1200 4.689447337113961e-07
1210 4.708307415057789e-07
1220 4.712011616447853e-07
1230 4.698252951129689e-07
1240 4.678728657836473e-07
1250 4.667514303946518e-07
1260 4.666265738251241e-07
1270 4.665844812734576e-07
1280 4.66153693423621e-07
1290 4.657296983623382e-07
1300 4.653672931453912e-07
1310 4.649751303986704e-07
1320 4.646396973839728e-07
1330 4.643767397283227e-07
1340 4.638690995761863e-07
1350 4.627578675808763e-07
1360 4.621529399173596e-07
1370 4.627781038379908e-07
1380 4.637092274606402e-07
1390 4.639460939870332e-07
1400 4.636731034679542e-07
1410 4.632889272215834e-07
1420 4.628875274192978e-07
1430 4.624920393325738e-07
1440 4.623747713594639e-07
1450 4.627077601071505e-07
1460 4.633654953067889e-07
1470 4.639562405372999e-07
1480 4.640102986286365e-07
1490 4.637981021460291e-07
1500 4.634010792869958e-07
1510 4.628296608188975e-07
1520 4.629484351426072e-07
1530 4.646540503472352e-07
1540 4.678277889524907e-07
1550 4.715666932497697e-07
1560 4.747520279124728e-07
1570 4.768693884216191e-07
1580 4.773598334395501e-07
1590 4.76077559596888e-07
1600 4.742836097193504e-07
1610 4.732971490284399e-07
1620 4.73323240157697e-07
1630 4.734312142318231e-07
1640 4.731328431262227e-07
1650 4.727414477656566e-07
1660 4.725081339529424e-07
1670 4.723727045075066e-07
1680 4.723732445199857e-07
1690 4.724923599042086e-07
1700 4.722466258044733e-07
1710 4.7139303660515e-07
1720 4.709746690423344e-07
1730 4.717175556834263e-07
1740 4.727840234863834e-07
1750 4.729306795070443e-07
1760 4.721414370578714e-07
1770 4.711895087439189e-07
1780 4.70391285034566e-07
1790 4.696985911323281e-07
1800 4.693582411618991e-07
1810 4.696742905707652e-07
1820 4.702480680407461e-07
1830 4.706407423782366e-07
1840 4.704411651346163e-07
1850 4.700405042967759e-07
1860 4.697009785559203e-07
1870 4.691388539868058e-07
1880 4.689828756454517e-07
1890 4.702878300122393e-07
1900 4.731758735943004e-07
1910 4.768205030813988e-07
1920 4.800641590918531e-07
1930 4.821937409360544e-07
1940 4.827516590921732e-07
1950 4.81694428344781e-07
1960 4.802005264537001e-07
1970 4.794884489456308e-07
1980 4.797341262019472e-07
1990 4.801472641702276e-07
2000 4.801447630597977e-07
2010 4.800456849807233e-07
2020 4.799558723789232e-07
2030 4.796113444172079e-07
2040 4.793263883584586e-07
2050 4.791008905158378e-07
2060 4.78703043427231e-07
2070 4.779227538165287e-07
2080 4.771758312926977e-07
2090 4.771025601257861e-07
2100 4.771554245053267e-07
2110 4.768874646288168e-07
2120 4.766733070482587e-07
2130 4.767027235175192e-07
2140 4.768884878103563e-07
2150 4.770917030327837e-07
2160 4.77453795610927e-07
2170 4.781056190950039e-07
2180 4.789625336343306e-07
2190 4.796877419721568e-07
2200 4.798289978680259e-07
2210 4.797324208993814e-07
2220 4.795214181285701e-07
2230 4.791458536601567e-07
2240 4.794392793883162e-07
2250 4.812420684174867e-07
2260 4.844348495680606e-07
2270 4.881878794549266e-07
2280 4.913769089398556e-07
2290 4.935026254315744e-07
2300 4.943474891661026e-07
2310 4.93596303385857e-07
2320 4.921263325741165e-07
2330 4.911300379717431e-07
2340 4.909068138658768e-07
2350 4.907107609142258e-07
2360 4.902473165202537e-07
2370 4.898038810097205e-07
2380 4.895744041277794e-07
2390 4.894434368907241e-07
2400 4.894390599474718e-07
2410 4.8946310471365e-07
2420 4.88929345010547e-07
2430 4.880792516814836e-07
2440 4.881177915194712e-07
2450 4.896616587757308e-07
2460 4.913651991955703e-07
2470 4.918397280562203e-07
2480 4.91313869588339e-07
2490 4.906083290734387e-07
2500 4.900255703432776e-07
2510 4.895028951068525e-07
2520 4.891899152426049e-07
2530 4.893097411695635e-07
2540 4.897356689070875e-07
2550 4.90145509957074e-07
2560 4.902449290966615e-07
2570 4.904181878373493e-07
2580 4.907496986561455e-07
2590 4.909500717076298e-07
2600 4.913455882160633e-07
2610 4.928714929519629e-07
2620 4.957124701832072e-07
2630 4.990649244973611e-07
2640 5.018941919843201e-07
2650 5.034255536884302e-07
2660 5.029260705669003e-07
2670 5.008436119169346e-07
2680 4.989781245967606e-07
2690 4.984598263035878e-07
2700 4.990337174604065e-07
2710 4.996116444999643e-07
2720 4.997928613192926e-07
2730 4.998006488676765e-07
2740 4.999544671591138e-07
2750 5.001938916393556e-07
2760 5.004785066375916e-07
2770 5.007777872378938e-07
2780 5.005518346479221e-07
2790 4.998543090550811e-07
2800 4.998534564037982e-07
2810 5.011149255551572e-07
2820 5.025212885811925e-07
2830 5.02974785376864e-07
2840 5.027028464610339e-07
2850 5.022354230277415e-07
2860 5.018940214540635e-07
2870 5.017158173359348e-07
2880 5.0180887001261e-07
2900 5.035045660406468e-07
2920 5.03944306728954e-07
2940 5.019334707867529e-07
2950 5.004390573049022e-07
2960 5.000046030545491e-07
2970 5.016780733058113e-07
2980 5.053174163549556e-07
2990 5.098100359646196e-07
3000 5.140580014995066e-07
3010 5.174119337425509e-07
3020 5.193454626351013e-07
3030 5.193575702833186e-07
3040 5.183231905903085e-07
