"Time Step" "point-tau_vm-b"
2890 17.45768928527832
2900 14.12660980224609
2910 3.340991497039795
2920 4.601775646209717
2930 5.410415172576904
2940 3.733719348907471
2950 5.830747127532959
2960 4.481090068817139
2970 14.34611320495605
2980 18.67921447753906
2990 7.066192150115967
3000 17.89461517333984
3010 8.433218002319336
3020 7.783140659332275
3030 5.027673721313477
3040 4.11393928527832
3050 7.718219757080078
3060 27.5787239074707
3070 10.41664028167725
3080 7.462021827697754
3090 3.244112491607666
3100 12.30953121185303
3110 8.02703857421875
3120 4.276305198669434
3130 6.603765487670898
3140 12.36730289459229
3150 18.20662307739258
3160 19.90151214599609
3170 14.61813354492188
3180 7.499885559082031
3190 8.300618171691895
3200 11.21834373474121
3210 4.556763172149658
3220 4.536005973815918
3230 6.14671516418457
3240 26.61646842956543
3250 7.79476261138916
3260 6.549190521240234
3270 7.663909912109375
3280 6.540616989135742
3290 4.548433780670166
3300 6.135902404785156
3310 7.757505893707275
3320 8.799485206604004
3330 22.14230728149414
3340 13.70097255706787
3350 13.9892110824585
3360 8.876172065734863
3370 6.522636413574219
3380 3.787236452102661
3390 6.742966175079346
3400 7.431197643280029
3410 3.69754958152771
3420 3.335511684417725
3430 13.01882553100586
3440 17.2698802947998
3450 9.085306167602539
3460 3.313695430755615
3470 3.511674642562866
3480 7.903054714202881
3490 4.33521842956543
3500 9.976153373718262
3510 7.292267799377441
3520 18.76652717590332
3530 8.074258804321289
3540 8.647989273071289
3550 5.96556568145752
3560 6.952287673950195
3570 5.231418132781982
3580 3.641983509063721
3590 5.403511524200439
3600 23.79413414001465
0 5.350349903106689
10 8.992340087890625
20 4.142359256744385
30 2.466715812683105
40 4.082566261291504
50 2.815196990966797
60 3.326208829879761
70 4.741072654724121
80 2.976540327072144
90 8.337893486022949
100 21.12238883972168
110 11.31479167938232
120 12.33594226837158
130 7.047954559326172
140 3.705643177032471
150 11.34407043457031
160 3.955914258956909
170 5.472604274749756
180 20.16986083984375
190 12.51464939117432
200 9.329843521118164
210 7.356474876403809
220 6.333102703094482
230 4.477257251739502
240 3.51790714263916
250 4.919280529022217
260 3.911572217941284
270 30.15752220153809
280 17.73774719238281
290 10.36149120330811
300 5.334533214569092
310 4.868456840515137
320 5.563599109649658
330 8.864178657531738
340 8.516911506652832
350 10.20108127593994
360 4.861681461334229
370 10.87329292297363
380 11.81075382232666
390 6.394396305084229
400 8.441877365112305
410 4.71746826171875
420 6.46290397644043
430 7.889022350311279
440 3.940418243408203
450 19.78094100952148
460 19.38946151733398
470 12.15736103057861
480 4.954692840576172
490 4.086161613464355
500 6.159317493438721
510 13.7727575302124
520 8.331238746643066
530 3.9982008934021
540 11.81657028198242
550 10.79339981079102
560 11.06291007995605
570 6.518117427825928
580 4.219518184661865
590 7.690540313720703
600 4.975188255310059
610 6.685066699981689
620 6.387831211090088
630 5.691678524017334
640 21.46320533752441
650 11.0277271270752
660 4.335052967071533
670 4.261773586273193
680 6.772425651550293
690 4.141679286956787
700 6.037426471710205
710 5.929659366607666
720 29.63151359558105
730 13.69061756134033
740 9.828814506530762
750 4.57477855682373
760 7.848036766052246
770 5.74041748046875
780 4.644568920135498
790 15.9018497467041
800 9.015043258666992
810 15.54348754882812
820 11.9906644821167
830 7.258164405822754
840 10.82905197143555
850 7.743749141693115
860 3.696425914764404
870 4.435086250305176
880 5.93704891204834
890 5.163810729980469
900 20.66935920715332
910 18.26744079589844
920 6.144791126251221
930 9.847433090209961
940 14.42589378356934
950 10.02989387512207
960 4.733447551727295
970 4.159595489501953
980 6.413712501525879
990 18.86594390869141
1000 15.06783008575439
1010 14.77522468566895
1020 4.166430950164795
1030 9.651780128479004
1040 5.541641235351562
1050 6.937779903411865
1060 4.961248397827148
1070 9.086028099060059
1080 6.996391296386719
1090 18.15696334838867
1100 10.55162239074707
1110 4.569964408874512
1120 12.33747673034668
1130 7.537631034851074
1140 8.734704971313477
1150 8.204121589660645
1160 9.586213111877441
1170 7.272858142852783
1180 14.30103778839111
1190 6.872360229492188
1200 7.260590553283691
