"Time Step" "point-tau_vm-a"
2890 2.875512838363647
2900 2.877808809280396
2910 2.875518798828125
2920 2.867702960968018
2930 2.861199617385864
2940 2.850696802139282
2950 2.841164350509644
2960 2.837762832641602
2970 2.841786861419678
2980 2.849005699157715
2990 2.858965635299683
3000 2.870147705078125
3010 2.880035400390625
3020 2.885812997817993
3030 2.882806301116943
3040 2.880379915237427
3050 2.880712509155273
3060 2.882216453552246
3070 2.882008790969849
3080 2.878990173339844
3090 2.878304004669189
3100 2.877117395401001
3110 2.876205444335938
3120 2.87769341468811
3130 2.878192663192749
3140 2.878596067428589
3150 2.875385046005249
3160 2.874511241912842
3170 2.875577449798584
3180 2.874282360076904
3190 2.867921352386475
3200 2.864764451980591
3210 2.863828897476196
3220 2.864417314529419
3230 2.862488985061646
3240 2.861014127731323
3250 2.863788366317749
3260 2.866402864456177
3270 2.867301940917969
3280 2.865244388580322
3290 2.864891290664673
3300 2.863992691040039
3310 2.859668493270874
3320 2.857082366943359
3330 2.859821319580078
3340 2.866158008575439
3350 2.875384092330933
3360 2.884193897247314
3370 2.888131618499756
3380 2.884750843048096
3390 2.878310918807983
3400 2.877231597900391
3410 2.87907862663269
3420 2.880826234817505
3430 2.878251314163208
3440 2.87589168548584
3450 2.874308347702026
3460 2.873414278030396
3470 2.873497009277344
3480 2.873176336288452
3490 2.873621702194214
3500 2.874444961547852
3510 2.871120691299438
3520 2.870143890380859
3530 2.871965408325195
3540 2.868190288543701
3550 2.862272262573242
3560 2.860086441040039
3570 2.860983610153198
3580 2.863311767578125
3590 2.864827394485474
3600 2.866387605667114
0 3.115822792053223
10 2.90823221206665
20 2.916276931762695
30 2.920254945755005
40 2.917831659317017
50 2.914176940917969
60 2.909274101257324
70 2.902611494064331
80 2.897712707519531
90 2.898082494735718
100 2.899795770645142
110 2.89768123626709
120 2.890575408935547
130 2.886399269104004
140 2.886168718338013
150 2.884976387023926
160 2.885412216186523
170 2.887574195861816
180 2.888458013534546
190 2.887400150299072
200 2.882948160171509
210 2.879328489303589
220 2.878914594650269
230 2.87986946105957
240 2.881966114044189
250 2.884340047836304
260 2.887244701385498
270 2.886211156845093
280 2.88675856590271
290 2.892925262451172
300 2.898346185684204
310 2.901589393615723
320 2.901249408721924
330 2.896611213684082
340 2.888836860656738
350 2.880147218704224
360 2.874978065490723
370 2.878327369689941
380 2.878407001495361
390 2.871291637420654
400 2.858197689056396
410 2.84705662727356
420 2.838738918304443
430 2.833608150482178
440 2.834359407424927
450 2.840595960617065
460 2.848401784896851
470 2.85898232460022
480 2.870232820510864
490 2.880274534225464
500 2.88769006729126
510 2.885360717773438
520 2.882504940032959
530 2.88188624382019
540 2.882793426513672
550 2.881988763809204
560 2.878424406051636
570 2.876899003982544
580 2.875522136688232
590 2.874622583389282
600 2.875709772109985
610 2.875988483428955
620 2.876542806625366
630 2.873055458068848
640 2.871617555618286
650 2.871715784072876
660 2.865920782089233
670 2.859134912490845
680 2.857491731643677
690 2.860192775726318
700 2.863138198852539
710 2.864269018173218
720 2.866316318511963
730 2.868761539459229
740 2.870026111602783
750 2.868797063827515
760 2.864507436752319
770 2.8616943359375
780 2.858553171157837
790 2.85077691078186
800 2.845799207687378
810 2.847829818725586
820 2.853816986083984
830 2.863485813140869
840 2.872252941131592
850 2.878415584564209
860 2.878636121749878
870 2.874572515487671
880 2.873323917388916
890 2.874431371688843
900 2.876147985458374
910 2.874944448471069
920 2.871572256088257
930 2.870367288589478
940 2.869513988494873
950 2.869000434875488
960 2.870309352874756
970 2.870718717575073
980 2.87199592590332
990 2.869142055511475
1000 2.868148326873779
1010 2.869250297546387
1020 2.867197751998901
1030 2.860509157180786
1040 2.858133316040039
1050 2.859414100646973
1060 2.860703706741333
1070 2.860894203186035
1080 2.860653877258301
1090 2.86341381072998
1100 2.865686416625977
1110 2.863463640213013
1120 2.857340812683105
1130 2.855176210403442
1140 2.852387428283691
1150 2.846410751342773
1160 2.843819379806519
1170 2.847240924835205
1180 2.853808403015137
1190 2.862982273101807
1200 2.870792150497437
1210 2.877827882766724
1220 2.879838228225708
1230 2.875545263290405
1240 2.873840808868408
1250 2.874528884887695
1260 2.875708103179932
1270 2.873183488845825
1280 2.8703932762146
1290 2.86911678314209
1300 2.86747932434082
1310 2.866310596466064
1320 2.86550235748291
1330 2.866414785385132
1340 2.864549398422241
1350 2.860083103179932
1360 2.860620260238647
1370 2.863378763198853
1380 2.860512256622314
1390 2.855801582336426
1400 2.855799913406372
1410 2.858913660049438
1420 2.861366271972656
1430 2.861901521682739
1440 2.861292362213135
1450 2.863590240478516
1460 2.865030527114868
1470 2.86237359046936
1480 2.856459617614746
1490 2.853614568710327
1500 2.84774374961853
1510 2.841553926467896
1520 2.840452909469604
1530 2.845032930374146
1540 2.852344036102295
1550 2.861941576004028
1560 2.870747804641724
1570 2.878454446792603
1580 2.879924535751343
1590 2.875953197479248
1600 2.874344110488892
1610 2.875062704086304
1620 2.876627922058105
1630 2.874124050140381
1640 2.870626926422119
1650 2.868126630783081
1660 2.867632150650024
1670 2.867956638336182
1680 2.869564294815063
1690 2.871119499206543
