"Time Step" "point-gw-c"
2890 0.05146660655736923
2900 0.09645776450634003
2910 0.08128790557384491
2920 0.06894074380397797
2930 0.08761180192232132
2940 0.06070894747972488
2950 0.05652311816811562
2960 0.06537750363349915
2970 0.07639501243829727
2980 0.1019977927207947
2990 0.09973384439945221
3000 0.105195939540863
3010 0.0522351935505867
3020 0.0523020476102829
3030 0.083511583507061
3040 0.122580349445343
3050 0.06313470005989075
3060 0.07438526302576065
3070 0.09448878467082977
3080 0.09892860800027847
3090 0.1054778024554253
3100 0.09756376594305038
3110 0.08511924743652344
3120 0.08028559386730194
3130 0.09194444864988327
3140 0.1297052502632141
3150 0.07539068162441254
3160 0.06315571069717407
3170 0.08599068224430084
3180 0.1004815623164177
3190 0.1166656687855721
3200 0.09310189634561539
3210 0.08628606796264648
3220 0.1096832379698753
3230 0.09073354303836823
3240 0.1001058593392372
3250 0.07531379163265228
3260 0.09351580590009689
3270 0.08475203067064285
3280 0.07688694447278976
3290 0.08429309725761414
3300 0.09159965813159943
3310 0.0964069738984108
3320 0.1002859994769096
3330 0.08490229398012161
3340 0.08430013060569763
3350 0.09236422926187515
3360 0.08467471599578857
3370 0.06588272750377655
3380 0.1087293326854706
3390 0.10289017111063
3400 0.08553054928779602
3410 0.09342708438634872
3420 0.09391970932483673
3430 0.06581684947013855
3440 0.08484072238206863
3450 0.08724150806665421
3460 0.09047885984182358
3470 0.08343292027711868
3480 0.06792271882295609
3490 0.100737102329731
3500 0.1283300071954727
3510 0.1083660125732422
3520 0.1238367632031441
3530 0.1128333210945129
3540 0.1115861982107162
3550 0.1040833294391632
3560 0.09726265072822571
3570 0.08424271643161774
3580 0.08358709514141083
3590 0.101614847779274
3600 0.07245325297117233
0 0
10 2.947091616078978e-06
20 1.421745309926337e-06
30 1.534861894469941e-06
40 6.710955062771973e-07
50 6.2875341200197e-07
60 9.058657042260165e-07
70 7.446338372574246e-07
80 0.0001763808540999889
90 0.002935404889285564
100 0.0009175086161121726
110 0.0007337310817092657
120 1.930071448441595e-05
130 0.00118088792078197
140 0.002523542614653707
150 0.002746878657490015
160 0.00117752212099731
170 0.0002338614722248167
180 0.0007999309455044568
190 0.001030641957186162
200 0.005553681869059801
210 0.005782009102404118
220 0.001897752285003662
230 0.000656921649351716
240 0.001084877410903573
250 0.003538664430379868
260 0.007875025272369385
270 0.003619299968704581
280 0.001869037630967796
290 0.005216368474066257
300 0.007827895693480968
310 0.00289206812158227
320 0.01232368219643831
330 0.001202290062792599
340 0.002561526605859399
350 0.001090425997972488
360 0.01601687073707581
370 0.009691577404737473
380 0.006752960383892059
390 0.01055242773145437
400 0.008915284648537636
410 0.01047189813107252
420 0.01162705291062593
430 0.003054932923987508
440 0.002410507295280695
450 0.003739483188837767
460 0.01932782866060734
470 0.01134554855525494
480 0.01999611593782902
490 0.01131816394627094
500 0.01139255333691835
510 0.01459921151399612
520 0.009288715198636055
530 0.01110981963574886
540 0.01267908327281475
550 0.01915866881608963
560 0.02838074043393135
570 0.01125406473875046
580 0.01968288794159889
590 0.009350996464490891
600 0.0129079781472683
610 0.002189427381381392
620 0.02232558839023113
630 0.01165217254310846
640 0.0279587097465992
650 0.01464205607771873
660 0.01968663185834885
670 0.0328776054084301
680 0.003209068905562162
690 0.03008969128131866
700 0.01475664973258972
710 0.03570131957530975
720 0.01958185806870461
730 0.02567573636770248
740 0.02454571612179279
750 0.0216162633150816
760 0.0183078944683075
770 0.01352659240365028
780 0.02093478292226791
790 0.03365724161267281
800 0.02204588986933231
810 0.01859808899462223
820 0.0187218151986599
830 0.02386537753045559
840 0.01902372948825359
850 0.02104081586003304
860 0.01094094477593899
870 0.03051430359482765
880 0.02493506297469139
890 0.0235175471752882
900 0.03522660955786705
910 0.03008134290575981
920 0.02519137412309647
930 0.03162061795592308
940 0.03786829113960266
950 0.02799609489738941
960 0.04155046865344048
970 0.03342519327998161
980 0.02518073283135891
990 0.01886438578367233
1000 0.02762021869421005
1010 0.02594493888318539
1020 0.02739924192428589
1030 0.03404980152845383
1040 0.03628615289926529
1050 0.04819478094577789
1060 0.0264369323849678
1070 0.0221099779009819
1080 0.03311039134860039
1090 0.05502284690737724
1100 0.04588333144783974
1110 0.02804986946284771
1120 0.03994476795196533
1130 0.03166358917951584
1140 0.03405888006091118
1150 0.02831058576703072
1160 0.03851240128278732
1170 0.03597189486026764
1180 0.03867200016975403
1190 0.04695278033614159
1200 0.02757989801466465
1210 0.03577128052711487
1220 0.02544482424855232
1230 0.04269877821207047
1240 0.03537508100271225
1250 0.04923564568161964
1260 0.02842709422111511
1270 0.02397046610713005
1280 0.0265185534954071
1290 0.02988420054316521
1300 0.03187858313322067
1310 0.0302576944231987
1320 0.03772582113742828
1330 0.03638869524002075
1340 0.04768139868974686
1350 0.04351476952433586
1360 0.04113899543881416
1370 0.04263726621866226
1380 0.03399057686328888
1390 0.04596693068742752
1400 0.02345510013401508
1410 0.0568385049700737
1420 0.0530005469918251
1430 0.06083370372653008
1440 0.04323354363441467
1450 0.04892624914646149
1460 0.05944330990314484
1470 0.06630785763263702
1480 0.04815244674682617
1490 0.04094488918781281
1500 0.04074922576546669
1510 0.03039952367544174
1520 0.04686575382947922
1530 0.04273230955004692
1540 0.07022874057292938
1550 0.03992407768964767
1560 0.05168798938393593
1570 0.05249912291765213
1580 0.04963227361440659
1590 0.04790758341550827
1600 0.07065179198980331
1610 0.06986892223358154
1620 0.06305481493473053
1630 0.06607788056135178
1640 0.05587400123476982
1650 0.0322430431842804
1660 0.05111389234662056
1670 0.07515237480401993
1680 0.05688627064228058
1690 0.07397443056106567
1700 0.04443294182419777
1710 0.04884428903460503
1720 0.05447817966341972
1730 0.07693544030189514
1740 0.0414603166282177
1750 0.05349228531122208
1760 0.03985560685396194
1770 0.06067299097776413
1780 0.07824535667896271
1790 0.02259028516709805
1800 0.05094247683882713
1810 0.04741263017058372
1820 0.06291592121124268
1830 0.03649357706308365
1840 0.1300786584615707
1850 0.04401806369423866
1860 0.05957258865237236
1870 0.0475037656724453
1880 0.05372381582856178
1890 0.0412597581744194
1900 0.05159822478890419
1910 0.0712217390537262
1920 0.06057239696383476
1930 0.08566518872976303
1940 0.05379048362374306
1950 0.03890552371740341
1960 0.04571825638413429
1970 0.05924270302057266
1980 0.06517990678548813
1990 0.05935030058026314
2000 0.08925925195217133
2010 0.06580371409654617
2020 0.05554468184709549
2030 0.07510477304458618
2040 0.06998462229967117
2050 0.07673162221908569
2060 0.0524919405579567
2070 0.05691230297088623
2080 0.07063037157058716
2090 0.07420441508293152
2100 0.05971655994653702
2110 0.07215654850006104
2120 0.05784495547413826
2130 0.09783182293176651
2140 0.03032086603343487
2150 0.05151326581835747
2160 0.06068660318851471
2170 0.07827078551054001
2180 0.08392119407653809
2190 0.06691403687000275
2200 0.08632569015026093
2210 0.05885984748601913
2220 0.0551719106733799
2230 0.04382257536053658
2240 0.03954930230975151
2250 0.05724877119064331
2260 0.06914246082305908
2270 0.06851192563772202
2280 0.08132248371839523
2290 0.06990303099155426
2300 0.06472698599100113
2310 0.100900836288929
2320 0.09169120341539383
2330 0.07170647382736206
2340 0.06973510980606079
2350 0.06582081317901611
2360 0.09397419542074203
2370 0.09591194242238998
2380 0.06528580188751221
2390 0.07563068717718124
2400 0.07946675270795822
2410 0.07514649629592896
2420 0.07123590260744095
2430 0.0818292498588562
2440 0.08193980157375336
2450 0.09475196897983551
2460 0.06088881939649582
2470 0.05485387146472931
2480 0.07823017984628677
2490 0.05760475993156433
2500 0.06298304349184036
2510 0.08113178610801697
2520 0.07989732921123505
2530 0.05057221278548241
2540 0.07979104667901993
2550 0.08567872643470764
2560 0.0895543247461319
2570 0.05540643632411957
2580 0.07007879763841629
2590 0.1032025739550591
2600 0.07663234323263168
2610 0.07870081067085266
2620 0.05953087285161018
2630 0.09028174728155136
2640 0.0740392729640007
2650 0.080472432076931
2660 0.1022781953215599
2670 0.0567723773419857
2680 0.0771455317735672
2690 0.08370321244001389
2700 0.1205240860581398
2710 0.1036246418952942
2720 0.1019332557916641
2730 0.07679380476474762
2740 0.07058047503232956
2750 0.0556628629565239
2760 0.06234267726540565
2770 0.08737581968307495
2780 0.06720937043428421
2790 0.07050694525241852
2800 0.08412934839725494
2810 0.1004335805773735
2820 0.09701345860958099
2830 0.08354542404413223
2840 0.1026979610323906
2850 0.07987197488546371
2860 0.09174834191799164
2870 0.0869869738817215
2880 0.07857533544301987
2920 0.06894075125455856
2930 0.08761180937290192
2940 0.06070900335907936
2950 0.05652305856347084
2960 0.06537751108407974
2970 0.07639502733945847
2980 0.1019978672266006
3000 0.1051960363984108
3010 0.05223521590232849
3020 0.05230201035737991
3030 0.08351156860589981
3040 0.1225804463028908
