"Time Step" "point-pressure-e"
2890 -871.4612426757812
2900 -800.0211181640625
2910 -795.4754028320312
2920 -829.9839477539062
2930 -878.0382690429688
2940 -1020.435241699219
2950 -1031.500244140625
2960 -1045.6796875
2970 -990.3533935546875
2980 -1020.833251953125
2990 -1094.347412109375
3000 -1090.15771484375
3010 -1074.474609375
3020 -1083.775512695312
3030 -1010.508178710938
3040 -1023.625366210938
3050 -1162.460693359375
3060 -1322.644897460938
3070 -1361.449096679688
3080 -1228.0537109375
3090 -972.5491943359375
3100 -862.4251708984375
3110 -903.72021484375
3120 -904.1456909179688
3130 -880.2630615234375
3140 -844.0465698242188
3150 -867.5232543945312
3160 -982.78466796875
3170 -1022.216796875
3180 -1005.486694335938
3190 -1004.311828613281
3200 -1010.407775878906
3210 -1015.280029296875
3220 -903.8242797851562
3230 -906.919921875
3240 -971.6434326171875
3250 -1060.2255859375
3260 -1084.025634765625
3270 -993.7339477539062
3280 -967.95751953125
3290 -951.10693359375
3300 -919.354248046875
3310 -893.64501953125
3320 -790.35498046875
3330 -686.2288208007812
3340 -746.1865844726562
3350 -892.2998046875
3360 -941.8417358398438
3370 -996.2940673828125
3380 -1084.870971679688
3390 -1134.057983398438
3400 -1125.785278320312
3410 -1133.8486328125
3420 -942.1294555664062
3430 -829.1173095703125
3440 -963.4234619140625
3450 -874.9340209960938
3460 -1011.03173828125
3470 -1141.009765625
3480 -1010.47119140625
3490 -800.2509155273438
3500 -838.048583984375
3510 -866.4462280273438
3520 -1018.3984375
3530 -1186.736328125
3540 -1129.069946289062
3550 -1105.5234375
3560 -1087.365600585938
3570 -1092.091064453125
3580 -982.4650268554688
3590 -1017.682189941406
3600 -977.8992309570312
0 -870.9923095703125
10 -827.5567016601562
20 -875.635986328125
30 -922.948486328125
40 -952.1317749023438
50 -957.4356689453125
60 -966.7008056640625
70 -968.9695434570312
80 -956.727783203125
90 -979.1748046875
100 -990.4755249023438
110 -1117.388305664062
120 -1234.390869140625
130 -1140.745849609375
140 -973.9384765625
150 -1158.261840820312
160 -1287.066162109375
170 -1203.45654296875
180 -942.4104614257812
190 -727.8280029296875
200 -484.9194030761719
210 -394.5262451171875
220 -280.9926147460938
230 -779.1884765625
240 -725.2305297851562
250 -735.1504516601562
260 -1360.181884765625
270 -1070.045043945312
280 -110.114990234375
290 -173.6631011962891
300 -77.45748901367188
310 -476.861328125
320 -1139.526000976562
330 -1611.44482421875
340 -1647.016845703125
350 -1090.039794921875
360 -796.4595336914062
370 -992.9243774414062
380 -1061.25341796875
390 -1071.7421875
400 -1120.45068359375
410 -1149.243774414062
420 -1150.466796875
430 -1117.424560546875
440 -1120.324096679688
450 -1054.211669921875
460 -1115.147338867188
470 -1122.554077148438
480 -1075.296630859375
490 -1105.569213867188
500 -1191.637329101562
510 -1185.783081054688
520 -1183.276733398438
530 -1197.90673828125
540 -1122.9482421875
550 -1076.1357421875
560 -1044.548583984375
570 -1026.418090820312
580 -1092.6015625
590 -1096.999267578125
600 -1102.422119140625
610 -1024.149536132812
620 -893.7879028320312
630 -931.7984008789062
640 -952.327880859375
650 -944.924560546875
660 -1012.802001953125
670 -1089.01123046875
680 -1165.3779296875
690 -1237.894409179688
700 -1346.336059570312
710 -1141.156005859375
720 -941.1527709960938
730 -835.2362060546875
740 -838.8369140625
750 -896.8630981445312
760 -940.7567138671875
770 -985.5631713867188
780 -1084.6689453125
790 -1092.488037109375
800 -1129.852783203125
810 -1128.907836914062
820 -1139.811401367188
830 -1205.415161132812
840 -1181.48193359375
850 -1093.286987304688
860 -1159.3896484375
870 -1181.190063476562
880 -1200.809814453125
890 -1162.234130859375
900 -1134.550048828125
910 -1044.88525390625
920 -975.6591796875
930 -970.2857666015625
940 -969.4026489257812
950 -1052.495239257812
960 -1117.98291015625
970 -1166.192626953125
980 -1094.740600585938
990 -1056.807006835938
1000 -1114.66552734375
