"Time Step" "point-pressure-b"
2890 -8528.7041015625
2900 -7200.70068359375
2910 -6290.705078125
2920 -6225.869140625
2930 -6501.40576171875
2940 -6470.2861328125
2950 -6564.8037109375
2960 -7541.306640625
2970 -9174.755859375
2980 -8641.48828125
2990 -7618.2919921875
3000 -6494.60009765625
3010 -7828.48388671875
3020 -6930.39990234375
3030 -6186.08642578125
3040 -6184.8369140625
3050 -6257.46826171875
3060 -7846.25537109375
3070 -7722.1357421875
3080 -6918.50830078125
3090 -6271.818359375
3100 -7630.6328125
3110 -7709.974609375
3120 -8313.52734375
3130 -8066.28759765625
3140 -7546.56494140625
3150 -10154.5751953125
3160 -9678.9248046875
3170 -7429.1376953125
3180 -7163.5908203125
3190 -7620.1279296875
3200 -8464.748046875
3210 -8432.8046875
3220 -8314.123046875
3230 -8126.90234375
3240 -8911.890625
3250 -7623.57958984375
3260 -7670.67431640625
3270 -6583.7373046875
3280 -7519.01171875
3290 -9646.923828125
3300 -9085.5771484375
3310 -7949.42626953125
3320 -6735.50341796875
3330 -7986.556640625
3340 -8323.634765625
3350 -8205.650390625
3360 -6298.62060546875
3370 -6495.31982421875
3380 -7436.26220703125
3390 -7680.81640625
3400 -7453.01904296875
3410 -7309.06787109375
3420 -8320.943359375
3430 -7086.5263671875
3440 -8020.8671875
3450 -6725.0009765625
3460 -7003.75830078125
3470 -8184.783203125
3480 -9743.23046875
3490 -9184.4736328125
3500 -8307.349609375
3510 -10492.0400390625
3520 -9842.2294921875
3530 -7573.6689453125
3540 -5104.1875
3550 -5028.35009765625
3560 -5840.8896484375
3570 -7980.6728515625
3580 -8959.9013671875
3590 -8306.7060546875
3600 -10143.45703125
0 -7230.400390625
10 -9887.455078125
20 -7263.57177734375
30 -4637.80908203125
40 -5473.85888671875
50 -7263.59619140625
60 -7999.8076171875
70 -7503.2275390625
80 -5959.677734375
90 -7778.96337890625
100 -9423.3134765625
110 -9818.876953125
120 -7599.0595703125
130 -7015.4443359375
140 -7080.52783203125
150 -8118.556640625
160 -7928.64404296875
170 -6183.474609375
180 -6296.39013671875
190 -6504.5556640625
200 -5475.63525390625
210 -5786.73046875
220 -7061.6220703125
230 -7986.63525390625
240 -7492.53759765625
250 -6572.68994140625
260 -5784.98681640625
270 -6964.70849609375
280 -8381.2685546875
290 -8417.1923828125
300 -7861.27880859375
310 -7728.72900390625
320 -7829.05322265625
330 -6680.33447265625
340 -5676.396484375
350 -5606.451171875
360 -8493.552734375
370 -9141.130859375
380 -7306.63232421875
390 -7033.68408203125
400 -7700.353515625
410 -8430.6376953125
420 -7390.63818359375
430 -5938.1533203125
440 -4998.07958984375
450 -7881.38037109375
460 -8741.982421875
470 -7423.486328125
480 -6694.9130859375
490 -9397.294921875
500 -8845.2822265625
510 -9212.4404296875
520 -8224.3623046875
530 -6961.7646484375
540 -7189.16552734375
550 -6944.5205078125
560 -6669.6953125
570 -5840.9501953125
580 -6009.92724609375
590 -5981.2919921875
600 -7784.01513671875
610 -8250.7080078125
620 -8603.1298828125
