"Time Step" "max-vel-rotor"
2890 8.129983213972302
2900 8.106210883603017
2910 8.055019434479004
2920 8.062674591317279
2930 8.087126450349476
2940 8.270343237948108
2950 8.424631136360793
2960 8.620678842141166
2970 8.306449609499531
2980 8.073373589495054
2990 8.327056524471418
3000 8.128122665933574
3010 8.290807984892801
3020 8.363476959404409
3030 8.309158261351909
3040 8.240403798258422
3050 8.217324318925524
3060 8.258225743954238
3070 8.226156537581142
3080 8.034338869935272
3090 8.093810940628803
3100 8.203344620189478
3110 8.5411502619827
3120 8.544123171344731
3130 8.335741822513821
3140 8.112463567821692
3150 8.142788950275634
3160 8.020382356753833
3170 7.984655392355872
3180 8.076921422204375
3190 8.171611932270782
3200 8.250325052283365
3210 8.360648973169507
3220 8.287871687804698
3230 8.204394758579246
3240 8.075801153139697
3250 8.048696932654275
3260 8.153300284667743
3270 8.110660145356182
3280 8.269892531155799
3290 8.228296663264091
3300 8.148431337851253
3310 8.256401372130007
3320 8.275727199486397
3330 8.38764193284516
3340 8.592247689901882
3350 8.593088355098155
3360 8.425797850223512
3370 8.230088351519012
3380 8.104133095222268
3390 8.08067021528622
3400 8.166699723249385
3410 8.316888897197893
3420 8.534709647702028
3430 8.521482125106008
3440 8.543085167007717
3450 8.267162326864868
3460 8.126473875604038
3470 8.146328891833202
3480 8.030233343805547
3490 7.958983408849821
3500 7.983708800051073
3510 8.069990061097259
3520 8.34462877986493
3530 8.539144418082012
3540 8.403049757955829
3550 8.406235775317343
3560 8.221050593249112
3570 8.26464218025648
3580 8.130780563015794
3590 7.923030310326889
3600 7.905110451769756
0 8.137441530019812
10 8.069814538264177
20 7.983605926471679
30 7.951024101033434
40 8.126191688955466
50 8.1708667156978
60 8.170526015393195
70 8.037501632677557
80 8.097446289363766
90 8.179590463940881
100 8.387287167492213
110 8.282061279544262
120 8.207364992953735
130 8.018837431282561
140 7.953729115221331
150 8.170741189005545
160 8.301080876985168
170 8.189090621027189
180 8.021302163779284
190 7.9526158176433
200 7.875274239857775
210 7.903840854186267
220 7.873243889859928
230 7.851794513606951
240 7.890819411266131
250 8.04581522428191
260 8.230093454254401
270 8.124754571041027
280 8.130178679719384
290 8.204799232259511
300 8.27475539761792
310 8.020998221997798
320 7.978530280513037
330 7.900391456421219
340 7.953749188752136
350 7.920472818031426
360 7.875779185770416
370 7.89945090045723
380 7.850541636729028
390 7.892659353919598
400 7.702207921727764
410 7.731341914811246
420 7.862744637650041
430 7.918896064072196
440 8.167851865536518
450 8.182964329992085
460 7.860309476850211
470 7.819486063030248
480 7.850731025072853
490 7.852315824061297
500 7.788629850837241
510 7.826270983539628
520 7.864676726516841
530 7.873872136089791
540 7.893469770020639
550 7.924237587312857
560 8.027953027612687
570 8.010563964239006
580 8.253562297367742
590 8.486429400263701
600 8.495432835451604
610 8.418497764754004
620 8.223495112784965
630 8.201494460626169
640 8.139942657898271
650 8.124583306166723
660 8.117558192532435
670 8.263834246519481
680 8.300880010688029
690 8.249633204780174
700 8.211480973455723
710 8.12721426614508
720 8.130589262653876
730 8.137643942604042
740 8.12456921978286
750 8.177873626273401
760 8.513236100757792
770 8.512663887245939
780 8.310288411479101
790 8.308734461694373
800 8.382619545032471
810 8.561297785786977
820 8.296840038220012
830 8.178184216605063
840 8.156117499265516
850 8.029682844848232
860 7.999932218177553
870 7.894678546140683
880 7.821987971193233
890 7.835916822833237
900 8.114696829583597
910 8.353807921768167
920 8.32707688364844
930 8.292936437075124
940 8.227476929746729
950 8.005034877887143
960 8.004120851697845
970 7.964513529119284
980 7.903134933378152
990 8.194074666930993
1000 8.117567946736632
1010 7.950209358609987
1020 8.130120463222605
1030 8.258631498834074
1040 8.076789893834665
1050 7.87401772831744
1060 7.864017540270789
1070 8.037418989420873
1080 8.252842181448747
1090 8.144716789656821
1100 8.097405797055169
1110 8.20529009521143
1120 8.329961646543106
1130 8.419094160558505
1140 8.289525488519262
1150 8.158173412007587
1160 8.154027572241082
1170 8.103930224452331
1180 7.979477940320979
1190 7.994725674080755
1200 8.209072747938437
1210 8.268767293049285
1220 8.490019754055684
1230 8.29422583778428
1240 8.340728046695423
1250 8.36990174761222
1260 8.242701099741376
1270 8.165789730402542
1280 8.172563336436008
1290 8.202182147235359
1300 8.211707265978871
1310 8.269493264107671
1320 8.202418555246753
1330 8.179011716814601
1340 8.039887275260725
1350 8.093225552262471
1360 8.112033531331894
1370 8.051011579820404
1380 8.097260036588782
1390 8.060117815394907
1400 7.987211715376845
1410 7.968422212511535
1420 8.061478318726007
1430 8.315706211946063
1440 8.194936133878816
1450 7.997136231381652
1460 8.02676945295139
1470 8.02489530475229
1480 7.898782493456558
1490 7.842826256277638
1500 8.081238053995218
1510 7.906518159788699
1520 8.138696479035826
1530 8.234561459978478
1540 7.929919567681358
1550 8.011808679924659
1560 8.088700869302791
1570 8.20624871027972
1580 8.135488852713523
1590 8.045692845386879
1600 7.974051012711149
1610 7.989797858991074
1620 8.118728610505357
1630 8.163239949417495
1640 8.156664603770443
1650 8.07140431257096
1660 8.193017254462237
1670 8.203961886929372
1680 8.17841034111879
1690 8.092666175309871
1700 8.303564788186929
1710 7.938907563822721
1720 7.878281170164822
1730 7.92262629154976
1740 7.911154623989396
1750 8.022456649584441
1760 8.403885221546517
1770 8.35745930763991
1780 8.221070597436512
1790 8.277012529116281
1800 8.361112119871983
1810 8.678468649181779
1820 8.774682425664302
1830 8.66018737760292
1840 8.388286902449941
1850 8.079750620874153
1860 7.991436595380446
1870 8.071461653844558
1880 8.103799822031295
1890 8.098388044608996
1900 8.26697589192778
1910 8.186154008617393
1920 8.217748784184195
1930 8.176715339474196
1940 8.036218570006344
1950 8.073869064983265
1960 8.044936804947357
1970 8.043924303915167
1980 8.040698914225047
1990 7.988874506613941
2000 7.988515527037294
2010 7.965254647671462
2020 8.070447613085694
2030 8.182283965076667
2040 8.247094746558009
2050 8.3889686019269
2060 8.123068999317233
2070 8.063014076170452
2080 8.177846630028807
2090 8.203945171496006
2100 8.231170542882625
2110 8.373320848208152
