"Time Step" "point-shear-d"
2890 471.1739501953125
2900 1492.323974609375
2910 1574.809814453125
2920 1218.081298828125
2930 895.0709228515625
2940 891.509033203125
2950 942.654296875
2960 641.9063720703125
2970 805.4804077148438
2980 370.5928649902344
2990 602.374755859375
3000 500.6329650878906
3010 1152.662841796875
3020 958.91015625
3030 796.1442260742188
3040 766.5072021484375
3050 499.4590454101562
3060 396.1455688476562
3070 468.8100891113281
3080 913.2393798828125
3090 1652.976318359375
3100 1699.684326171875
3110 1633.706909179688
3120 770.3526611328125
3130 1486.302978515625
3140 1026.8154296875
3150 806.5628051757812
3160 676.3463134765625
3170 469.9522705078125
3180 1494.611328125
3190 683.3309326171875
3200 1175.039184570312
3210 1935.537841796875
3220 1193.595581054688
3230 839.41796875
3240 795.7412109375
3250 640.2711181640625
3260 835.408935546875
3270 817.0648193359375
3280 1043.908813476562
3290 976.710693359375
3300 546.175537109375
3310 487.2360229492188
3320 1278.836303710938
3330 1364.7978515625
3340 726.9019775390625
3350 1162.868896484375
3360 1300.947509765625
3370 1180.623291015625
3380 535.0025634765625
3390 1466.922607421875
3400 627.8055419921875
3410 660.8682861328125
3420 763.3872680664062
3430 928.3433837890625
3440 757.7816772460938
3450 1719.84033203125
3460 525.236083984375
3470 546.3321533203125
3480 1381.992431640625
3490 697.8988037109375
3500 1321.684692382812
3510 1017.463928222656
3520 1139.588500976562
3530 429.753173828125
3540 1226.0927734375
3550 1476.89599609375
3560 764.0081787109375
3570 672.63232421875
3580 1180.638427734375
3590 883.7197265625
3600 611.3663330078125
0 1305.124877929688
10 1253.541259765625
20 996.343994140625
30 712.3633422851562
40 2223.34765625
50 648.0374145507812
60 1892.770751953125
70 1188.318115234375
80 485.8107299804688
90 971.1082153320312
100 1112.149658203125
110 1611.7890625
120 2703.301025390625
130 1127.287353515625
140 1339.749877929688
150 1454.55517578125
160 1110.829711914062
170 690.421875
180 1232.263916015625
190 911.515869140625
200 579.9616088867188
210 547.1865234375
220 827.8746337890625
230 1619.017211914062
240 1096.596069335938
250 786.925048828125
260 621.38134765625
270 677.4182739257812
280 549.7770385742188
290 829.1741943359375
300 731.4708251953125
310 758.611083984375
320 2183.503173828125
330 1652.908935546875
340 1273.203857421875
350 727.3829956054688
360 1406.926147460938
370 942.3097534179688
380 418.4754028320312
390 385.0891723632812
400 687.4127197265625
410 1609.591552734375
420 1295.301025390625
430 1060.21435546875
440 926.333984375
450 950.9149169921875
460 588.647216796875
470 394.8348083496094
480 628.3857421875
490 1029.161865234375
500 447.410400390625
510 593.4064331054688
520 1311.198608398438
530 866.9642333984375
540 657.7457275390625
550 805.6860961914062
560 779.3555908203125
570 2063.03466796875
580 1088.13427734375
590 982.3856201171875
600 949.7455444335938
610 768.25537109375
620 759.927001953125
630 825.3997802734375
640 718.667724609375
650 1428.36474609375
660 1617.42724609375
670 1262.67138671875
680 1549.63916015625
690 1144.40771484375
700 930.9754638671875
710 642.55029296875
720 559.8175048828125
730 1477.314208984375
740 1126.552734375
750 1420.615600585938
760 1115.997680664062
770 1802.405029296875
780 1367.871826171875
790 714.6990966796875
800 1331.935546875
810 579.9052734375
820 776.68896484375
830 1371.776489257812
840 1553.921142578125
850 1384.322509765625
860 729.5159912109375
870 1203.445068359375
880 891.936279296875
890 737.60302734375
900 644.26953125
910 359.0963745117188
920 672.2200927734375
930 422.9040832519531
940 1741.021850585938
950 955.3307495117188
960 316.3171081542969
970 703.4270629882812
980 562.2943115234375
990 867.7957763671875
1000 926.65673828125
1010 661.1299438476562
1020 715.7913818359375
1030 1480.407470703125
1040 1047.645874023438
1050 1270.10107421875
1060 844.2528076171875
1070 704.9994506835938
1080 430.5987548828125
1090 835.6673583984375
1100 732.8670654296875
1110 633.093505859375
1120 797.7649536132812
1130 538.6213989257812
1140 805.4678955078125
1150 541.5537109375
1160 1018.481140136719
1170 1003.393798828125
1180 713.6917724609375
1190 666.746337890625
1200 1422.908325195312
1210 758.3060302734375
1220 1235.1904296875
1230 367.7326965332031
1240 425.0363159179688
1250 1048.158325195312
1260 926.6726684570312
1270 1159.621826171875
1280 1017.824340820312
1290 1899.87255859375
1300 766.922607421875
1310 1436.492919921875
1320 630.0318603515625
1330 349.0443115234375
1340 911.8355712890625
1350 677.3919067382812
1360 842.229248046875
1370 872.798828125
1380 1577.18701171875
1390 1413.189697265625
1400 673.4091796875
1410 933.0389404296875
1420 379.2437133789062
1430 836.5068969726562
1440 601.676513671875
1450 375.292724609375
1460 354.0491333007812
1470 613.44091796875
1480 768.3651123046875
1490 612.806396484375
1500 1178.067016601562
1510 1239.946533203125
1520 803.41015625
1530 748.5762939453125
1540 916.5765380859375
1550 649.1644287109375
1560 1141.3359375
1570 972.8861083984375
1580 493.7332153320312
1590 1536.557250976562
1600 727.4456787109375
1610 733.5408325195312
1620 761.4312744140625
1630 784.8314208984375
1640 656.890625
1650 628.060302734375
1660 721.422607421875
1670 1014.859069824219
1680 1197.011840820312
1690 1138.46728515625
1700 1360.177734375
1710 1656.582153320312
1720 823.7515869140625
1730 977.07763671875
1740 1513.791259765625
1750 1116.909301757812
1760 436.0252075195312
1770 747.818603515625
1780 1150.110595703125
1790 646.068359375
1800 556.8916015625
1810 357.491455078125
1820 669.3577270507812
1830 1410.120849609375
1840 1334.283325195312
1850 1734.120727539062
1860 1374.791259765625
1870 1040.983276367188
1880 1060.5283203125
1890 541.0660400390625
1900 782.2735595703125
1910 371.4411010742188
1920 1299.9599609375
1930 1412.528076171875
1940 1747.655517578125
1950 1090.08984375
1960 809.3427124023438
1970 603.8955078125
1980 658.0562744140625
1990 557.1248779296875
2000 546.6083984375
2010 784.2081298828125
2020 1198.6552734375
2030 428.90869140625
2040 913.037353515625
2050 951.827392578125
2060 361.0140075683594
2070 1544.276489257812
2080 785.6419677734375
2090 510.5625610351562
2100 827.02734375
2110 1328.2060546875
2120 561.2796630859375
2130 995.5179443359375
2140 1174.872314453125
2150 601.76025390625
2160 504.8497924804688
2170 671.964111328125
2180 450.2584838867188
2190 773.7337646484375
2200 811.3101196289062
2210 640.5623779296875
2220 1606.874267578125
2230 564.9951171875
2240 642.5725708007812
2250 1310.660400390625
2260 1308.782470703125
2270 613.1215209960938
2280 608.48779296875
2290 1975.8291015625
2300 1336.380126953125
2310 1388.72216796875
2320 1571.48681640625
2330 1129.045166015625
2340 1545.47119140625
2350 763.5794677734375
2360 981.662353515625
2370 805.674072265625
2380 1236.148681640625
2390 493.715087890625
2400 364.4795227050781
2410 969.15576171875
2420 794.6490478515625
2430 887.6060791015625
2440 1185.311889648438
2450 905.6969604492188
2460 672.041259765625
2470 973.8134765625
2480 1121.793212890625
2490 1394.928955078125
2500 964.614501953125
2510 464.1056213378906
2520 1087.622924804688
2530 622.2667236328125
2540 718.6416015625
2550 938.6994018554688
2560 1102.528076171875
2570 331.1607055664062
2580 1193.0986328125
2590 611.925537109375
2600 559.0775146484375
2610 927.5472412109375
2620 810.6446533203125
2630 1575.675903320312
2640 876.6514892578125
2650 815.4633178710938
2660 1715.040283203125
2670 1212.872192382812
2680 568.2552490234375
2690 424.6226196289062
2700 820.9434814453125
2710 626.1527099609375
2720 631.1007690429688
2730 826.0531005859375
2740 825.454345703125
2750 625.2945556640625
2760 855.2236328125
2770 508.321533203125
2780 813.8568115234375
2790 715.8681640625
2800 631.3954467773438
2810 525.6527709960938
2820 646.9700317382812
2830 1466.84326171875
2840 355.2286071777344
2850 715.1778564453125
2860 682.4315185546875
2870 1459.286376953125
2880 1334.90869140625
2890 471.17333984375
2900 1492.324462890625
2910 1574.809936523438
2920 1218.0810546875
2930 895.06787109375
2940 891.5084228515625
2950 942.6552124023438
2960 641.9056396484375
2970 805.4788818359375
2980 370.5920715332031
2990 602.373779296875
3000 500.634033203125
3010 1152.668701171875
3020 958.9144287109375
3030 796.1436767578125
3040 766.510498046875
