"Time Step" "point-pressure-a"
2890 -25067.333984375
2900 -24032.912109375
2910 -23043.443359375
2920 -23241.927734375
2930 -23725.0546875
2940 -23587.935546875
2950 -23934.111328125
2960 -24777.5625
2970 -25042.62890625
2980 -25132.572265625
2990 -24260.92578125
3000 -23497.3046875
3010 -24523.615234375
3020 -23948.447265625
3030 -23311.384765625
3040 -23361.818359375
3050 -23557.478515625
3060 -23705.48828125
3070 -24031.0546875
3080 -23609.423828125
3090 -22871.095703125
3100 -24597.4453125
3110 -24900.37890625
3120 -25263.3125
3130 -25027.841796875
3140 -24814.94140625
3150 -25843.85546875
3160 -26220.75
3170 -23249.0546875
3180 -22539.802734375
3190 -23724.28515625
3200 -25220.39453125
3210 -25416.8203125
3220 -25585.830078125
3230 -25294.900390625
3240 -24442.162109375
3250 -23331.65625
3260 -23753.375
3270 -23335.7421875
3280 -24723.86328125
3290 -26534.033203125
3300 -25894.572265625
3310 -25098.779296875
3320 -24406.103515625
3330 -24204.66015625
3340 -24704.005859375
3350 -24352.90234375
3360 -23312.51953125
3370 -23752.669921875
3380 -24612.294921875
3390 -25090.95703125
3400 -25038.265625
3410 -24653.212890625
3420 -23803.3671875
3430 -23874.048828125
3440 -24248.5625
3450 -23419.033203125
3460 -23828.623046875
3470 -25039.58984375
3480 -26575.666015625
3490 -26276.966796875
3500 -25735.90234375
3510 -26529.267578125
3520 -25648.654296875
3530 -23376.064453125
3540 -21918.080078125
3550 -22012.720703125
3560 -22943.103515625
3570 -25125.81640625
3580 -26167.650390625
3590 -25581.072265625
3600 -25617.486328125
0 -24564.740234375
10 -26434.455078125
20 -23935.59765625
30 -21507.19921875
40 -22417.240234375
50 -24266.375
60 -25138.890625
70 -24780.404296875
80 -23488.060546875
90 -23875.568359375
100 -25994.796875
110 -25751.373046875
120 -23925.373046875
130 -23827.384765625
140 -23984.8671875
150 -25207.576171875
160 -24713.716796875
170 -23200.84375
180 -22242.25390625
190 -22265.46484375
200 -22006.82421875
210 -22238.4765625
220 -23843.875
230 -25115.8984375
240 -24811.52734375
250 -24022.513671875
260 -23160.220703125
270 -23055.255859375
280 -24334.857421875
290 -24557.41796875
300 -23996.58984375
310 -24669.642578125
320 -24870.806640625
330 -24057.673828125
340 -23295.71484375
350 -23394.64453125
360 -24768.564453125
370 -25244.3359375
380 -24211.01171875
390 -23337.314453125
400 -24469.06640625
410 -25344.298828125
420 -24614.23046875
430 -23111.447265625
440 -22294.916015625
450 -23515.298828125
460 -24553.373046875
470 -23855.453125
480 -23426.568359375
490 -25396.15234375
500 -25681.66796875
510 -26577.259765625
520 -25628.78515625
530 -24520.384765625
540 -23250.962890625
550 -23050.53515625
560 -22914.408203125
570 -22627.556640625
580 -22737.646484375
590 -23085.326171875
600 -24723.724609375
610 -25360.986328125
620 -25686.60546875
630 -26325.54296875
640 -25491.85546875
650 -23678.080078125
660 -22009.947265625
670 -23048.14453125
680 -24563.279296875
690 -25721.673828125
