"Time Step" "ho-hemolysis"
2890 2.582786823768033e-06
2900 2.591608933650061e-06
2910 2.600468305810857e-06
2920 2.609372335288872e-06
2930 2.618245010987995e-06
2940 2.627125098205144e-06
2950 2.635974928261025e-06
2960 2.644748775673571e-06
2970 2.653466556804832e-06
2980 2.662208648708442e-06
2990 2.670974198552866e-06
3000 2.679830909324885e-06
3010 2.688696666204631e-06
3020 2.697538992180312e-06
3030 2.706403910154612e-06
3040 2.715278090700308e-06
3050 2.724128235229244e-06
3060 2.732936419016283e-06
3070 2.741725688887078e-06
3080 2.750477796471354e-06
3090 2.759293367898975e-06
3100 2.768088888421333e-06
3110 2.776828224912013e-06
3120 2.785578428676589e-06
3130 2.7942500878964e-06
3140 2.802833783958332e-06
3150 2.811412363202981e-06
3160 2.819923768773049e-06
3170 2.828500751735836e-06
3180 2.8371300702632e-06
3190 2.845782317840998e-06
3200 2.854522654564579e-06
3210 2.86331643154864e-06
3220 2.872184449041002e-06
3230 2.881094213117294e-06
3240 2.889997846269779e-06
3250 2.898879236440588e-06
3260 2.907725162022735e-06
3270 2.916615800784836e-06
3280 2.925498345331319e-06
3290 2.934299712028923e-06
3300 2.943129795853899e-06
3310 2.952028695992239e-06
3320 2.961045312459531e-06
3330 2.970235446144554e-06
3340 2.979547324907241e-06
3350 2.988989094053885e-06
3360 2.998580085701558e-06
3370 3.008271799718062e-06
3380 3.018069550888794e-06
3390 3.027955128651089e-06
3400 3.037892636764333e-06
3410 3.04792235851266e-06
3420 3.058046225168983e-06
3430 3.068361216122574e-06
3440 3.078810323752369e-06
3450 3.08955992033147e-06
3460 3.100494609299264e-06
3470 3.111599841531634e-06
3480 3.122781744350713e-06
3490 3.13401734842914e-06
3500 3.145326887740699e-06
3510 3.156626672634467e-06
3520 3.167880083226211e-06
3530 3.179113038371324e-06
3540 3.190286964422428e-06
3550 3.201334262316811e-06
3560 3.212185158921883e-06
3570 3.222885241828536e-06
3580 3.233507312890552e-06
3590 3.244085098321058e-06
3600 3.254637369618836e-06
0 0
10 8.10894452733677e-09
20 1.664622510088152e-08
30 2.513881422433961e-08
40 3.360274727568053e-08
50 4.20676006469592e-08
60 5.055598759246308e-08
70 5.908265241669582e-08
80 6.765449559672829e-08
90 7.627545886076631e-08
100 8.494451943557438e-08
110 9.366137610715158e-08
120 1.024247403289612e-07
130 1.112309878615636e-07
140 1.200795990443121e-07
150 1.289646750242569e-07
160 1.378863437590346e-07
170 1.468438820346832e-07
180 1.558353627649215e-07
190 1.648628161851921e-07
200 1.739270440259172e-07
210 1.830288312672228e-07
220 1.921691864418369e-07
230 2.013485474469229e-07
240 2.105675483941735e-07
250 2.198297321576929e-07
260 2.291360765729459e-07
270 2.384887010815825e-07
280 2.478865874847519e-07
290 2.573346384147996e-07
300 2.668304408717519e-07
310 2.76382121424119e-07
320 2.85986057781531e-07
330 2.956451199724007e-07
340 3.053639835270618e-07
350 3.151391934592443e-07
360 3.249759462114277e-07
370 3.348719236085069e-07
380 3.448313060043162e-07
390 3.548548624203607e-07
400 3.649387637210981e-07
410 3.750821609677838e-07
420 3.852945413915575e-07
430 3.95569167892634e-07
440 4.05911972656137e-07
450 4.163186607011185e-07
460 4.267859684533591e-07
470 4.373184993345386e-07
480 4.479205060290961e-07
490 4.585837283361828e-07
500 4.69304975755516e-07
510 4.800960585699592e-07
520 4.909478982196309e-07
530 5.018596560218807e-07
540 5.128308014419044e-07
550 5.238649115114312e-07
560 5.349557614165524e-07
570 5.461053923020005e-07
580 5.573012866221072e-07
590 5.685587566466724e-07
600 5.79849578953519e-07
610 5.911855615517622e-07
620 6.025632471905687e-07
630 6.139728768612819e-07
640 6.254109035559006e-07
650 6.368778752933723e-07
660 6.483726593229442e-07
670 6.598850805654755e-07
680 6.714084368717018e-07
690 6.829421284080394e-07
700 6.944860222213601e-07
710 7.060268518391781e-07
720 7.175619433623365e-07
730 7.29077720866342e-07
740 7.405670348776999e-07
750 7.520333801107758e-07
760 7.634575683590809e-07
770 7.748406767858138e-07
780 7.861798109127919e-07
790 7.974591488809996e-07
800 8.086934307136932e-07
810 8.198594420336086e-07
820 8.309671801947567e-07
830 8.420155863170356e-07
840 8.530091373612165e-07
850 8.639172640966727e-07
860 8.747589679083166e-07
870 8.855256333589559e-07
880 8.9622255836348e-07
890 9.068321018268767e-07
900 9.173562798963113e-07
910 9.278020619996994e-07
920 9.381512131706324e-07
930 9.484184965323006e-07
940 9.585917260216043e-07
950 9.686660014541547e-07
960 9.786249764514965e-07
970 9.884785720240038e-07
980 9.982155686912686e-07
990 1.007829380624661e-06
1000 1.017292942884754e-06
1010 1.026635713071431e-06
1020 1.035852194206299e-06
1030 1.044928477853642e-06
1040 1.053837002217247e-06
1050 1.062617399875619e-06
1060 1.071259258925775e-06
1070 1.079780785222125e-06
1080 1.088164611689642e-06
1090 1.096419844746078e-06
1100 1.104531979495457e-06
1110 1.112531597227802e-06
1120 1.120391748760103e-06
1130 1.128121484803946e-06
1140 1.135742386171587e-06
1150 1.143262039480158e-06
1160 1.150651659895816e-06
1170 1.157940147515014e-06
1180 1.165116001050729e-06
1190 1.172171669242885e-06
1200 1.1791450896363e-06
1210 1.186017303696387e-06
1220 1.192812050612327e-06
1230 1.199509066081494e-06
1240 1.206134999413757e-06
1250 1.212685243083841e-06
1260 1.219143128142396e-06
1270 1.225496643486907e-06
1280 1.231776754940111e-06
1290 1.23798165509188e-06
1300 1.244112385713799e-06
1310 1.250152753378523e-06
1320 1.256122176993383e-06
1330 1.26199895610799e-06
1340 1.267812293056837e-06
1350 1.273591681912804e-06
1360 1.279320988710653e-06
1370 1.285042385475738e-06
1380 1.290762545332551e-06
1390 1.296451439364557e-06
1400 1.302117067398666e-06
1410 1.307748677887565e-06
1420 1.313364142296421e-06
1430 1.318945955558269e-06
1440 1.324502972471726e-06
1450 1.330041833148548e-06
1460 1.335555294886495e-06
1470 1.341092355251354e-06
1480 1.34660903693787e-06
1490 1.352118262641239e-06
1500 1.357635320179478e-06
1510 1.363140798457359e-06
1520 1.368641298909012e-06
1530 1.374132015612757e-06
1540 1.379619503102463e-06
1550 1.385099735855916e-06
1560 1.390605998619486e-06
1570 1.396111009062294e-06
1580 1.401620823323806e-06
1590 1.407140021443474e-06
1600 1.412661318501628e-06
1610 1.418184418549409e-06
1620 1.423694503196805e-06
1630 1.429141435626817e-06
1640 1.434563812117007e-06
1650 1.439959916021766e-06
1660 1.445292930157064e-06
1670 1.450582036212409e-06
1680 1.4558539585553e-06
1690 1.461042761270437e-06
1700 1.466213572502949e-06
1710 1.471342839915513e-06
1720 1.476453713903015e-06
1730 1.481553705729424e-06
1740 1.486638699364745e-06
1750 1.491678974541386e-06
1760 1.496711524389459e-06
1770 1.501736868152233e-06
1780 1.506755572557306e-06
1790 1.511761293088578e-06
1800 1.516808864920213e-06
1810 1.52185486179521e-06
1820 1.526922670463156e-06
1830 1.532045505410621e-06
1840 1.537194451717799e-06
1850 1.542406170077597e-06
1860 1.547710513459239e-06
1870 1.553085673533852e-06
1880 1.558547541916803e-06
1890 1.564098132603327e-06
1900 1.569741587822683e-06
1910 1.57551812649302e-06
1920 1.581437934034002e-06
1930 1.58749147706955e-06
1940 1.593671183735824e-06
1950 1.600020819621705e-06
1960 1.606554931796039e-06
1970 1.613235866056465e-06
1980 1.620084534522589e-06
1990 1.62711865115607e-06
2000 1.634317651028372e-06
2010 1.641747034261923e-06
2020 1.649324844751251e-06
2030 1.657072801605681e-06
2040 1.665008721870504e-06
2050 1.673122537230824e-06
2060 1.681371094647067e-06
2070 1.689784890152637e-06
2080 1.698341887279065e-06
2090 1.707031542653541e-06
2100 1.715859034517247e-06
2110 1.724816137634089e-06
2120 1.733877631653741e-06
2130 1.743059069640255e-06
2140 1.752346334633809e-06
2150 1.761753834702255e-06
2160 1.77128159483346e-06
2170 1.780923539813077e-06
2180 1.790692923782826e-06
2190 1.800594729795364e-06
2200 1.810618413560535e-06
2210 1.820746008877387e-06
2220 1.83101571307622e-06
2230 1.841402115532706e-06
2240 1.851926754509353e-06
2250 1.862549822788538e-06
2260 1.873290027942001e-06
2270 1.884112268013617e-06
2280 1.895081504147268e-06
2290 1.90611256117229e-06
2300 1.917274734069001e-06
2310 1.92853223319306e-06
2320 1.939869294444746e-06
2330 1.951324505090666e-06
2340 1.962849800498231e-06
2350 1.974481525070672e-06
2360 1.986188858775975e-06
2370 1.998001701697653e-06
2380 2.009917930776522e-06
2390 2.021913363426249e-06
2400 2.034014003324508e-06
2410 2.046205056078161e-06
2420 2.058508301193028e-06
2430 2.070930098737233e-06
2440 2.083437950858409e-06
2450 2.096079583255412e-06
2460 2.108861157591653e-06
2470 2.121748348657436e-06
2480 2.134740207126756e-06
2490 2.147892458427122e-06
2500 2.161139560555703e-06
2510 2.174510891189561e-06
2520 2.187959637494165e-06
2530 2.201497852551717e-06
2540 2.215091590057386e-06
2550 2.228749221964598e-06
2560 2.242399013120628e-06
