"Time Step" "point-vel-b"
2890 5.468112945556641
2900 4.986744403839111
2910 4.62326192855835
2920 4.542057514190674
2930 4.960240840911865
2940 5.582465648651123
2950 5.513832092285156
2960 5.245697021484375
2970 4.438971996307373
2980 4.936340808868408
2990 4.138805389404297
3000 5.174783706665039
3010 5.045633792877197
3020 4.804223537445068
3030 4.928953647613525
3040 5.361056327819824
3050 5.065520763397217
3060 5.182568550109863
3070 5.4264817237854
3080 4.79101037979126
3090 4.525630950927734
3100 4.785502433776855
3110 5.230807781219482
3120 5.216862678527832
3130 5.077493667602539
3140 5.109972476959229
3150 4.458088397979736
3160 5.00065803527832
3170 5.033152103424072
3180 5.160079956054688
3190 5.424934864044189
3200 4.881269931793213
3210 5.379508972167969
3220 5.397992610931396
3230 5.41344690322876
3240 5.397311210632324
3250 5.982867240905762
3260 5.674904346466064
3270 4.742341041564941
3280 4.622613906860352
3290 5.101290225982666
3300 5.263928890228271
3310 5.438250064849854
3320 5.045858383178711
3330 5.127881050109863
3340 5.709228515625
3350 5.29273509979248
3360 4.58283519744873
3370 4.721648693084717
3380 5.235814571380615
3390 5.256535053253174
3400 5.19371509552002
3410 5.112263202667236
3420 4.382694244384766
3430 4.834712028503418
3440 5.072554111480713
3450 5.24472188949585
3460 4.859805583953857
3470 5.159662246704102
3480 5.146174430847168
3490 5.081962585449219
3500 4.716820240020752
3510 4.461878299713135
3520 4.840678215026855
3530 5.320924758911133
3540 4.761980056762695
3550 4.496145248413086
3560 4.62694787979126
3570 5.039680957794189
3580 5.195386409759521
3590 5.400022983551025
3600 5.192346096038818
0 3.61145806312561
10 3.76072359085083
20 4.116779327392578
30 4.147845268249512
40 4.187435626983643
50 4.166281700134277
60 4.214946746826172
70 4.160894393920898
80 4.021381378173828
90 3.512933492660522
100 4.677404880523682
110 4.781935214996338
120 5.324170589447021
130 5.491026878356934
140 5.509097576141357
150 5.357987403869629
160 4.911468029022217
170 4.931396961212158
180 4.845505714416504
190 4.946156978607178
200 4.786746025085449
210 4.877970218658447
220 4.940030574798584
230 4.86715030670166
240 5.039275646209717
250 5.145937442779541
260 5.146087646484375
270 5.063506603240967
280 5.354484081268311
290 5.417783737182617
300 5.260773181915283
310 4.891809940338135
320 5.329498291015625
330 5.000171184539795
340 4.945698261260986
350 5.016581535339355
360 4.539035797119141
370 5.390545845031738
380 5.831780910491943
390 5.665422439575195
400 4.825842380523682
410 4.707722663879395
420 4.900611877441406
430 5.376368045806885
440 5.209020614624023
450 4.872313499450684
460 6.03742790222168
470 5.119232654571533
480 4.857694625854492
490 5.367152690887451
500 5.164016723632812
510 4.861511707305908
520 4.620439529418945
530 4.665436267852783
540 4.578738689422607
550 5.873865604400635
560 5.271723747253418
570 4.78132438659668
580 4.642873764038086
590 5.267274856567383
600 5.242566585540771
610 5.181114196777344
620 4.9683518409729
630 4.423649311065674
640 4.945107460021973
650 4.915512561798096
660 5.246241569519043
670 5.103606224060059
680 4.761388778686523
690 4.616522312164307
700 4.392995357513428
710 5.121963977813721
720 5.37370777130127
730 5.857717514038086
740 5.003667831420898
750 4.83485221862793
760 4.480982303619385
770 4.842830181121826
780 5.176723957061768
790 5.140213012695312
800 4.77141284942627
810 4.391831874847412
820 5.712774276733398
830 6.103894710540771
840 5.63068675994873
850 4.657427310943604
860 5.100357055664062
870 4.488996982574463
880 5.4237961769104
890 5.453624248504639
900 5.054240703582764
910 4.814662456512451
920 5.014167785644531
930 4.807642936706543
940 4.914933204650879
950 4.690558910369873
960 4.702101230621338
970 4.820919036865234
980 5.078950881958008
990 4.986938953399658
1000 5.164446353912354
1010 5.314869403839111
1020 5.420810222625732
1030 5.234026432037354
1040 5.469100952148438
1050 5.266324520111084
1060 5.137948989868164
1070 4.522268772125244
1080 4.169092655181885
1090 5.678648948669434
1100 4.831029891967773
1110 5.159979820251465
1120 4.947844505310059
1130 5.454487323760986
1140 5.141108512878418
1150 5.155190467834473
1160 4.953372955322266
1170 4.416048526763916
1180 5.59242057800293
1190 5.530176639556885
1200 5.487631797790527
1210 5.42427396774292
1220 4.998527050018311
1230 5.283705711364746
1240 5.001965045928955
1250 5.173651695251465
1260 5.324785232543945
1270 5.230502605438232
1280 5.173311710357666
1290 4.878441333770752
1300 5.350358009338379
1310 5.175930500030518
1320 5.134346008300781
1330 5.217004299163818
1340 5.009344100952148
1350 4.872586250305176
1360 5.11027193069458
1370 4.838558197021484
1380 4.937940120697021
1390 5.098116874694824
1400 4.965507507324219
1410 4.90364933013916
1420 5.09635591506958
1430 5.124083518981934
1440 4.433191299438477
1450 5.100195407867432
1460 4.664742946624756
1470 4.912789344787598
1480 4.828534126281738
1490 4.959751129150391
1500 4.881797790527344
1510 5.435981750488281
1520 4.920200347900391
1530 4.821885108947754
1540 4.872045993804932
1550 4.705193519592285
1560 4.747181415557861
1570 4.973788738250732
1580 4.826822757720947
1590 4.721935272216797
1600 4.928807735443115
1610 5.064126491546631
1620 4.543856620788574
1630 5.281238079071045
1640 5.393274307250977
1650 5.131467342376709
1660 4.944858551025391
1670 4.574063777923584
1680 4.758505821228027
1690 5.334395885467529
1700 5.475240230560303
1710 4.690526962280273
1720 4.985364437103271
1730 4.679908752441406
1740 4.404251575469971
1750 5.069320201873779
1760 5.327755928039551
1770 5.12480640411377
1780 5.563881397247314
1790 5.030347347259521
1800 5.058498382568359
1810 5.407640933990479
1820 5.575392246246338
1830 5.373936176300049
1840 5.256718158721924
1850 5.094048023223877
1860 4.93101978302002
1870 4.994616985321045
1880 4.961974620819092
1890 4.958017826080322
1900 5.143061637878418
1910 4.490018367767334
1920 5.112766265869141
1930 4.886407852172852
1940 4.778696537017822
1950 4.960148334503174
1960 5.276222705841064
1970 4.86063814163208
1980 4.175314426422119
1990 4.87245512008667
2000 4.681857585906982
2010 4.926837921142578
2020 5.047951698303223
2030 4.9242844581604
2040 5.290362358093262
2050 5.213804721832275
2060 4.973494052886963
2070 5.243021488189697
2080 5.333232402801514
2090 4.893482208251953
2100 4.585225582122803
2110 5.06370735168457
2120 5.056122303009033
2130 5.031459331512451
2140 5.095757961273193
2150 5.189574718475342
