"Time Step" "point-gw-d"
2890 0.07334093749523163
2900 0.08412569761276245
2910 0.07942590117454529
2920 0.08244338631629944
2930 0.05940426886081696
2940 0.06794068217277527
2950 0.07957755029201508
2960 0.09395043551921844
2970 0.08510616421699524
2980 0.0888708308339119
2990 0.05476322397589684
3000 0.07618008553981781
3010 0.0924215167760849
3020 0.09493297338485718
3030 0.08022147417068481
3040 0.07164011895656586
3050 0.05656009167432785
3060 0.06528875231742859
3070 0.09939998388290405
3080 0.09294414520263672
3090 0.08817572146654129
3100 0.08441296219825745
3110 0.1065221726894379
3120 0.08501909673213959
3130 0.1005892977118492
3140 0.09684093296527863
3150 0.08287481963634491
3160 0.09034276008605957
3170 0.08932517468929291
3180 0.1050845459103584
3190 0.1012328863143921
3200 0.1116236299276352
3210 0.09795628488063812
3220 0.1009820699691772
3230 0.1131067723035812
3240 0.1065645441412926
3250 0.09041610360145569
3260 0.1078387275338173
3270 0.1062285751104355
3280 0.09343549609184265
3290 0.09195922315120697
3300 0.09358175098896027
3310 0.08965637534856796
3320 0.09196162223815918
3330 0.1019719541072845
3340 0.1067600101232529
3350 0.08836102485656738
3360 0.1028593480587006
3370 0.0591910220682621
3380 0.09780403226613998
3390 0.08605489134788513
3400 0.08292272686958313
3410 0.1037669628858566
3420 0.1011686325073242
3430 0.09523677825927734
3440 0.08476323634386063
3450 0.09015654027462006
3460 0.09370702505111694
3470 0.08960482478141785
3480 0.08117718249559402
3490 0.09143117070198059
3500 0.1114074811339378
3510 0.1000213325023651
3520 0.1168901100754738
3530 0.1142338514328003
3540 0.1051852405071259
3550 0.1168649941682816
3560 0.1191497445106506
3570 0.1191300004720688
3580 0.09582456201314926
3590 0.1202408447861671
3600 0.1176867634057999
0 0
10 5.565372589444451e-07
20 6.542189225910988e-07
30 5.745729140471667e-06
40 0.0001031298234011047
50 -5.802924533782061e-06
60 0.0001654003572184592
70 0.0001115336926886812
80 9.964483615476638e-05
90 -2.360733333262033e-06
100 0.0002450259344186634
110 0.0003000224241986871
120 0.006461228244006634
130 0.0001386312651447952
140 0.001974588492885232
150 0.001967249903827906
160 0.0006718016229569912
170 0.0008564096642658114
180 0.0005424314294941723
190 0.005649684462696314
200 0.006410910282284021
210 0.001617625122889876
220 0.001050252583809197
230 0.006250562146306038
240 0.003828839864581823
250 0.007766879629343748
260 -0.0001199405814986676
270 0.001488969661295414
280 0.001626432873308659
290 0.002796098124235868
300 0.003098220564424992
310 0.008964806795120239
320 0.002761230804026127
330 0.005540589801967144
340 0.004507928155362606
350 0.00623810663819313
360 0.01496911514550447
370 0.005062459502369165
380 0.001987059134989977
390 0.007205156143754721
400 0.01814894750714302
410 0.007381015457212925
420 0.01826205849647522
430 0.01164629124104977
440 0.004621945321559906
450 0.0142716346308589
460 0.007164045237004757
470 0.002929562935605645
480 0.009877350181341171
490 0.01547702867537737
500 0.005436690524220467
510 0.01062070205807686
520 0.01296648941934109
530 0.01469264924526215
540 0.004525682888925076
550 0.008328276686370373
560 0.01933946833014488
570 0.0171729251742363
580 0.02042560279369354
590 0.01267140917479992
600 0.01600807905197144
610 0.02825552597641945
620 0.02063753828406334
630 0.009793303906917572
640 0.02278869971632957
650 0.01890872418880463
660 0.0161927230656147
670 0.02111069485545158
680 0.01376865617930889
690 0.02702721767127514
700 0.02951982244849205
710 0.0004356498830020428
720 0.004410577937960625
730 0.01576083712279797
740 0.01816320046782494
750 0.02452260628342628
760 0.04122987762093544
770 0.03085582330822945
780 0.03122700750827789
790 0.008062279783189297
800 0.02759185433387756
810 0.02237208373844624
820 0.02944349870085716
830 0.0120253786444664
840 0.029346764087677
850 0.02711940370500088
860 0.01004606299102306
870 0.03600000962615013
880 0.02090287767350674
890 0.02741462364792824
900 0.03448395431041718
910 0.009811879135668278
920 0.03663326054811478
930 0.02725062891840935
940 0.03006783686578274
950 0.04619872570037842
960 0.05505180358886719
970 0.02548408508300781
980 0.01871606707572937
990 0.03427470102906227
1000 0.03603523224592209
1010 0.02905020490288734
1020 0.03606649488210678
1030 0.03241434320807457
1040 0.02581791579723358
1050 0.03046334534883499
1060 0.0209428183734417
1070 0.03706936538219452
1080 0.01835568808019161
1090 0.02883482538163662
1100 0.03466304391622543
1110 0.02157138660550117
1120 0.03611388057470322
1130 0.02814228087663651
