"Time Step" "p-in"
2890 -24952.24090829341
2900 -23918.41343577432
2910 -22927.94283179527
2920 -23126.03037550193
2930 -23609.89930735338
2940 -23472.79835528379
2950 -23817.48532784462
2960 -24661.33042102215
2970 -24927.31911522955
2980 -25017.11826460753
2990 -24145.72396117129
3000 -23382.648305732
3010 -24406.31364656379
3020 -23832.83934353984
3030 -23195.67261671022
3040 -23245.85635962694
3050 -23441.21065186542
3060 -23591.00092763081
3070 -23918.07461217828
3080 -23495.10602817961
3090 -22756.90500791604
3100 -24483.29319499531
3110 -24785.70077080009
3120 -25149.13519437737
3130 -24913.60046710756
3140 -24700.53718158284
3150 -25728.61194802197
3160 -26105.65649691994
3170 -23134.74097936957
3180 -22424.68634011108
3190 -23609.59807166474
3200 -25105.59433671456
3210 -25302.36028712356
3220 -25469.99413237167
3230 -25179.5841712779
3240 -24327.11452321339
3250 -23216.63720917079
3260 -23638.92284699998
3270 -23220.77094195588
3280 -24609.12091216179
3290 -26419.97011514739
3300 -25779.14496499052
3310 -24983.85174728423
3320 -24290.82907013651
3330 -24088.67518333452
3340 -24588.31808928186
3350 -24237.91128040011
3360 -23196.9374248548
3370 -23639.25137205447
3380 -24497.25910699029
3390 -24977.01175546052
3400 -24924.53180097709
3410 -24539.72140250767
3420 -23689.92555543313
3430 -23760.25032513452
3440 -24134.68270552521
3450 -23305.05754933323
3460 -23714.50814939604
3470 -24924.5265510248
3480 -26460.47748691773
3490 -26162.21005122488
3500 -25620.87742983302
3510 -26413.67510700738
3520 -25533.87444507953
3530 -23261.60219146821
3540 -21802.46504310919
3550 -21898.33807799759
3560 -22828.18815402429
3570 -25010.3831958997
3580 -26052.37873225826
3590 -25465.9223178865
3600 -25502.43400663765
0 -24450.51802096773
10 -26320.34394492536
20 -23822.23118039932
30 -21393.80792443479
40 -22303.77209950758
50 -24152.78215596504
60 -25024.99688740892
70 -24667.07299692387
80 -23375.52219333401
90 -23763.85032943432
100 -25882.01926371566
110 -25639.10672558928
120 -23812.99965607352
130 -23713.16187107686
140 -23871.71969061649
150 -25093.85696515666
160 -24599.91365943981
170 -23086.45088463325
180 -22128.4256103224
190 -22151.57965073196
200 -21893.01816276842
210 -22123.36604378306
220 -23728.08432491515
230 -25002.64861801317
240 -24695.96243036176
250 -23907.04052123821
260 -23045.22701715389
270 -22939.76054543215
280 -24219.64548783916
290 -24442.87692012733
300 -23882.07188686194
310 -24555.98569708674
320 -24756.28236386596
330 -23943.49940865774
340 -23182.59428494877
350 -23279.91101132838
360 -24653.95052167953
370 -25129.88721550272
380 -24096.28767118238
390 -23221.79143567103
400 -24353.61930506222
