"Time Step" "ho-hemolysis"
3250 0.0008232840536746813
3260 0.000877696386299503
3270 0.0009330245293233789
3280 0.0009892296627308343
3290 0.001046250618554147
3300 0.001104240865057849
3310 0.001163436644871824
3320 0.001223884939763378
3330 0.001284842471073601
3340 0.001345301036065999
3350 0.00140423793744546
3360 0.001459950471199305
3370 0.00151043116675397
3380 0.001554617461446191
3390 0.001590862778018118
3400 0.001618756586171409
3410 0.001639335539443041
3420 0.001653524578295103
3430 0.001661987805080385
3440 0.001665103477106933
3450 0.001663113630031935
3460 0.001656078566152781
3470 0.00164474857449129
3480 0.001631404524520116
3490 0.001618787841761047
3500 0.001609558888668392
3510 0.001605550603554669
3520 0.001607407719651429
3530 0.00161491954922792
3540 0.001627883375551843
3550 0.001646230338685938
3560 0.001669743857121139
3570 0.001697906260184996
3580 0.001729819025731205
3590 0.001764333992753292
3600 0.001799929339773852
730 5.415969169003515e-06
740 5.492445505987658e-06
750 5.569011182240942e-06
760 5.645626549642376e-06
770 5.722200416840446e-06
780 5.798928224521123e-06
790 5.875653412128737e-06
800 5.952449446479946e-06
810 6.029312798799927e-06
820 6.106253384506037e-06
830 6.183191109586185e-06
840 6.260277067532608e-06
850 6.337381017128133e-06
860 6.414415870077901e-06
870 6.491525334016678e-06
880 6.56863813923361e-06
890 6.645812037397268e-06
900 6.723035989266697e-06
910 6.800269422054328e-06
920 6.877487148755231e-06
930 6.954777210395815e-06
940 7.032081984082686e-06
950 7.109253643109421e-06
960 7.186458328110385e-06
970 7.263647753321413e-06
980 7.340856963263809e-06
990 7.417996953964174e-06
1000 7.495167455283631e-06
1010 7.572226143561337e-06
1020 7.649328403826808e-06
1030 7.726305629210127e-06
1040 7.803106162303798e-06
1050 7.879907695538973e-06
1060 7.956662725083948e-06
1070 8.033352569873987e-06
1080 8.109989569310726e-06
1090 8.18655945358977e-06
1100 8.263097989254396e-06
1110 8.339670562162444e-06
1120 8.416139873027645e-06
1130 8.492552427628555e-06
1140 8.569087982745991e-06
1150 8.645595555031316e-06
1160 8.722156591646751e-06
1170 8.798804348428291e-06
1180 8.875479012933244e-06
1190 8.952205787740737e-06
1200 9.02913063508329e-06
1210 9.106072564576569e-06
1220 9.183010615409757e-06
1230 9.260120076716007e-06
1240 9.337290708486284e-06
1250 9.414588049460864e-06
1260 9.491897609374384e-06
1270 9.569275811845442e-06
1280 9.646676295934221e-06
1290 9.724354566743991e-06
1300 9.80189612001058e-06
1310 9.879354276292479e-06
1320 9.957080410936305e-06
1330 1.003476601560565e-05
1340 1.011253362820198e-05
1350 1.019045836538119e-05
1360 1.026859794516984e-05
1370 1.034686318718926e-05
1380 1.042557860926401e-05
1390 1.050445232336307e-05
1400 1.058354134696488e-05
1410 1.066307134545063e-05
1420 1.074310093796587e-05
1430 1.082358669170078e-05
1440 1.09046180739934e-05
1450 1.098618719441041e-05
1460 1.106845998161098e-05
1470 1.115141266501075e-05
1480 1.123497678328038e-05
1490 1.131920483268269e-05
1500 1.140409863531383e-05
1510 1.148974018309013e-05
1520 1.157598672690036e-05
1530 1.166291570593995e-05
1540 1.175045521804487e-05
1550 1.183846218833172e-05
1560 1.19272688633215e-05
1570 1.201642084035403e-05
1580 1.210591168373202e-05
1590 1.219604186795294e-05
1600 1.228666801409913e-05
1610 1.23777511750978e-05
1620 1.246930069707776e-05
1630 1.256134943943498e-05
1640 1.265381217907397e-05
1650 1.27469389105737e-05
1660 1.284048329366815e-05
1670 1.293439049657319e-05
1680 1.302889652817793e-05
1690 1.312397071698881e-05
1700 1.321957099868944e-05
1710 1.331571956650397e-05
1720 1.341247469305365e-05
1730 1.350984130763243e-05
1740 1.360800881877271e-05
1750 1.370664173932973e-05
1760 1.380580624546788e-05
1770 1.390596814430213e-05
1780 1.400683045798597e-05
1790 1.410831969647453e-05
1800 1.421075182191161e-05
1810 1.431402738161114e-05
1820 1.44182163690102e-05
1830 1.452344700806827e-05
1840 1.462949498473024e-05
1850 1.473623309515399e-05
1860 1.484387137402056e-05
1870 1.495227726982732e-05
1880 1.506115962667593e-05
1890 1.517038680518093e-05
1900 1.527966757588051e-05
1910 1.538877384956462e-05
1920 1.54976586965046e-05
1930 1.560581965027323e-05
1940 1.57131991578165e-05
1950 1.582024293279578e-05
1960 1.592690447281836e-05
1970 1.603332941320291e-05
1980 1.613946692682814e-05
1990 1.624528459033616e-05
2000 1.635110103566241e-05
2010 1.645680855650901e-05
2020 1.656199983512834e-05
2030 1.666623009603655e-05
2040 1.676977163556061e-05
2050 1.687222548161315e-05
2060 1.697363952402424e-05
2070 1.707360828448351e-05
2080 1.717260572197889e-05
2090 1.727060390647109e-05
2100 1.736784974552265e-05
2110 1.74641147478143e-05
2120 1.755917378762624e-05
2130 1.76538129165101e-05
2140 1.77474910301789e-05
2150 1.784031656229917e-05
2160 1.793195660419784e-05
2170 1.802252957329102e-05
2180 1.811214249831829e-05
2190 1.820093351932643e-05
2200 1.828845447783777e-05
2210 1.837471122073367e-05
2220 1.846027051629056e-05
2230 1.854518563863145e-05
2240 1.862968714270884e-05
2250 1.871384908286921e-05
2260 1.879763579117073e-05
2270 1.888139159999889e-05
2280 1.896528729850515e-05
2290 1.904915909594451e-05
2300 1.913271261275015e-05
2310 1.921633054200941e-05
2320 1.929978095972873e-05
2330 1.93832364974693e-05
2340 1.946673861073705e-05
2350 1.95505312559954e-05
2360 1.96345931114346e-05
2370 1.971911061339581e-05
2380 1.980365594669101e-05
2390 1.988802746433591e-05
2400 1.997294029159197e-05
2410 2.005822811486435e-05
2420 2.014417311929374e-05
2430 2.023057150046157e-05
2440 2.031773651872452e-05
2450 2.040594018465242e-05
2460 2.049565407262814e-05
2470 2.058678146235479e-05
2480 2.067932311557425e-05
2490 2.077390707131689e-05
2500 2.087017641438986e-05
2510 2.096877387230459e-05
2520 2.106987430730923e-05
2530 2.117404162991563e-05
2540 2.128159651705105e-05
2550 2.139261924707975e-05
2560 2.150690384131267e-05
2570 2.162422629239633e-05
2580 2.174532398508146e-05
2590 2.187051346353886e-05
2600 2.199959267423395e-05
2610 2.213281499338243e-05
2620 2.227008056139725e-05
2630 2.241131459086103e-05
2640 2.255671444809647e-05
2650 2.270550999570141e-05
2660 2.285749705706815e-05
2670 2.301354810364555e-05
2680 2.317340781310586e-05
2690 2.333719091537605e-05
2700 2.350482014993976e-05
2710 2.367689232379261e-05
2720 2.38533173503755e-05
2730 2.403400271994747e-05
2740 2.421758293901382e-05
2750 2.440359820277978e-05
2760 2.459123403533865e-05
2770 2.477902993816659e-05
2780 2.496515494061355e-05
2790 2.514894993656208e-05
2800 2.533177249555724e-05
2810 2.55188763032071e-05
2820 2.572239532572949e-05
2830 2.596085294878327e-05
2840 2.627109292092337e-05
2850 2.673657668824251e-05
2860 2.749001667629123e-05
2870 2.86739342713825e-05
2880 3.038893252331319e-05
2890 3.264975776764519e-05
2900 3.550138368954065e-05
2910 3.90041904243603e-05
2920 4.320334943505054e-05
2930 4.821313128749604e-05
