"Time Step" "point-shear-e"
3250 815.869873046875
3260 1000.125793457031
3270 1458.064331054688
3280 1267.7099609375
3290 1824.53271484375
3300 998.1885375976562
3310 881.9556274414062
3320 1826.8662109375
3330 1034.992065429688
3340 1271.0859375
3350 940.6467895507812
3360 2202.42822265625
3370 2027.604248046875
3380 1687.123291015625
3390 1801.937255859375
3400 358.3831787109375
3410 1619.227294921875
3420 1117.813842773438
3430 659.6175537109375
3440 730.4493408203125
3450 3107.39599609375
3460 1905.565795898438
3470 1508.87060546875
3480 1099.798828125
3490 1214.794921875
3500 999.7277221679688
3510 866.3519287109375
3520 1102.892456054688
3530 825.5724487304688
3540 3294.918701171875
3550 962.0040283203125
3560 570.0775146484375
3570 573.72705078125
3580 926.3804931640625
3590 1672.726806640625
3600 1527.210083007812
730 795.19287109375
740 721.244140625
750 674.1231079101562
760 1860.263305664062
770 1546.915283203125
780 1129.33349609375
790 1151.028198242188
800 1191.447509765625
810 1586.253173828125
820 648.4388427734375
830 1038.37109375
840 2047.01171875
850 1109.13037109375
860 906.2567138671875
870 1906.46923828125
880 1900.473388671875
890 917.3443603515625
900 1629.951293945312
910 1079.987060546875
920 646.5560302734375
930 1494.954345703125
940 1327.428833007812
950 466.1918334960938
960 2753.601806640625
970 1004.6611328125
980 908.6806030273438
990 847.674072265625
1000 762.3583984375
1010 741.032958984375
1020 1994.956787109375
1030 1395.276000976562
1040 888.1878662109375
1050 516.618896484375
1060 1797.560791015625
1070 1491.63916015625
1080 747.153564453125
1090 791.1095581054688
1100 571.9443359375
1110 1268.175415039062
1120 2005.702270507812
1130 1051.21826171875
1140 496.0945739746094
1150 1877.472045898438
1160 1547.42529296875
1170 1067.433959960938
1180 780.389404296875
1190 821.81982421875
1200 1725.393432617188
1210 1629.152465820312
1220 673.3667602539062
1230 1793.83642578125
1240 1707.6328125
1250 779.4232177734375
1260 778.1649169921875
1270 688.6162109375
1280 735.0161743164062
1290 1722.502685546875
1300 1719.981689453125
1310 1669.072265625
1320 770.2780151367188
1330 1300.28515625
1340 1898.7734375
1350 1806.32421875
1360 1378.528198242188
1370 994.6483154296875
1380 2676.57421875
1390 1258.274169921875
1400 1527.27783203125
1410 1186.92431640625
1420 957.049072265625
1430 1296.969116210938
1440 1118.7607421875
1450 714.8368530273438
1460 851.843505859375
1470 947.1923828125
1480 1126.409912109375
1490 1431.39111328125
1500 932.583251953125
1510 984.6988525390625
1520 999.8238525390625
1530 1115.9794921875
1540 951.987548828125
1550 508.3603515625
1560 1132.5712890625
1570 1754.69287109375
1580 1604.675659179688
1590 1202.10009765625
1600 1304.572631835938
1610 1817.628662109375
1620 763.5675659179688
1630 1026.136962890625
1640 1174.337646484375
1650 1745.054565429688
1660 911.7684326171875
1670 1144.789306640625
1680 1546.8212890625
1690 1959.160766601562
1700 1912.38818359375
1710 1088.91162109375
1720 664.7516479492188
1730 740.861328125
1740 1494.771240234375
1750 1243.778198242188
1760 621.2908325195312
1770 906.6904296875
1780 980.7041015625
1790 952.2901611328125
1800 915.7882080078125
1810 778.5682983398438
1820 1474.878662109375
1830 1627.522216796875
1840 1320.972412109375
1850 1589.631103515625
1860 825.8231201171875
1870 1681.234375
1880 840.1766357421875
1890 1177.169189453125
1900 1044.25439453125
1910 1046.34033203125
1920 2419.10205078125
1930 2775.54736328125
1940 1057.547973632812
1950 609.1787109375
1960 509.2966918945312
1970 1012.059692382812
1980 706.26708984375
1990 950.968017578125
2000 1770.293090820312
2010 3233.896484375
2020 1293.312255859375
2030 380.5582885742188
2040 1423.11962890625
2050 1436.5234375
2060 1351.44287109375
2070 1704.791259765625
2080 558.7191772460938
2090 563.96337890625
2100 1714.72119140625
2110 2333.933349609375
2120 381.3565063476562
2130 1941.502197265625
2140 855.7421875
2150 609.648193359375
2160 783.17041015625
2170 838.6923828125
2180 770.8975830078125
2190 1381.36376953125
2200 1542.709594726562
2210 1729.5234375
2220 1059.302734375
2230 818.7423095703125
2240 1062.540771484375
2250 748.6469116210938
2260 1089.60791015625
2270 1238.917846679688
2280 2249.68310546875
2290 1540.537109375
2300 1269.931030273438
2310 858.7305908203125
2320 998.4361572265625
2330 1620.094360351562
2340 1563.826416015625
2350 1104.661254882812
2360 598.4703979492188
2370 1348.703369140625
2380 1862.67236328125
2390 1931.80322265625
2400 1191.294677734375
2410 887.3901977539062
2420 907.7836303710938
2430 1149.814453125
2440 984.2135009765625
2450 436.1698608398438
2460 2710.274658203125
2470 1436.428833007812
2480 1849.178955078125
2490 2035.802368164062
2500 1065.525268554688
2510 1603.00634765625
2520 475.7466125488281
2530 353.3689270019531
2540 936.6019287109375
2550 2177.94873046875
2560 965.7367553710938
2570 1006.205017089844
2580 2283.04345703125
2590 1484.31103515625
2600 1854.411743164062
2610 1199.155517578125
2620 891.388916015625
2630 1473.136108398438
2640 2585.9287109375
2650 1356.313720703125
2660 1768.101806640625
2670 1387.94921875
2680 1065.006103515625
2690 1333.719482421875
2700 2365.010009765625
2710 1576.4892578125
2720 407.1221923828125
2730 1767.693725585938
2740 1014.408874511719
2750 620.3842163085938
2760 663.4144287109375
2770 1965.59423828125
2780 976.0869750976562
2790 678.5787353515625
2800 905.6637573242188
2810 1701.459716796875
2820 1540.400390625
2830 1512.576293945312
2840 600.8027954101562
2850 962.4388427734375
2860 727.4716796875
2870 741.6406860351562
2880 1762.158447265625
2890 1411.5576171875
2900 856.41015625
2910 1460.656982421875
2920 1732.130615234375
2930 1090.55126953125
2940 507.9517211914062
2950 954.5003662109375
2960 926.4013671875
2970 1845.398193359375
2980 776.1351928710938
2990 417.4523315429688
3000 1249.443359375
3010 1419.51904296875
3020 2043.804565429688
3030 1457.353515625
3040 1620.201049804688
3050 1421.150634765625
3060 614.0284423828125
3070 1672.430908203125
3080 1697.205078125
3090 1618.099243164062
3100 1112.296508789062
3110 1933.082397460938
3120 1287.162109375
3130 817.6975708007812
3140 804.683349609375
3150 1190.470581054688
3160 597.345947265625
3170 734.9686279296875
3180 2247.478515625
3190 1401.861938476562
3200 1497.870361328125
3210 1134.239013671875
3220 1393.237670898438
3230 992.2010498046875
3240 901.4447021484375
3250 815.86962890625
3260 1000.125854492188
3270 1458.065185546875
3280 1267.710205078125
3290 1824.531982421875
3300 998.1878662109375
3310 881.9561767578125
3320 1826.87353515625
3330 1034.991821289062
0 2321.5224609375
10 1946.126708984375
20 1209.660888671875
30 928.3150634765625
40 1592.080200195312
50 1488.77880859375
60 861.0156860351562
70 1267.634521484375
80 1856.48583984375
90 1116.6689453125
100 1706.307983398438
110 1953.0244140625
120 3368.48681640625
130 1704.922241210938
140 1374.073486328125
150 1633.927612304688
160 1121.286865234375
170 591.0146484375
180 991.628173828125
190 1279.285522460938
200 1125.91162109375
210 1859.443603515625
220 949.3977661132812
230 1229.630859375
240 1933.708251953125
250 781.9715576171875
260 918.9423828125
270 534.9873046875
280 1109.95068359375
290 752.4091796875
300 1464.333129882812
310 1648.16162109375
320 831.6378173828125
330 746.283203125
340 1142.986572265625
350 1057.541748046875
360 982.8361206054688
370 1243.572875976562
380 871.9603271484375
390 1020.754516601562
400 1534.54736328125
410 2139.95849609375
420 1000.465270996094
430 816.2535400390625
440 503.1481323242188
450 815.6055908203125
460 1687.958251953125
470 558.801025390625
480 2388.53564453125
490 1738.379150390625
500 1228.82763671875
510 1507.880126953125
520 1441.33203125
530 956.6400146484375
540 2502.60107421875
550 1503.000244140625
560 1487.69482421875
570 1260.665649414062
580 1617.52294921875
590 1038.293212890625
600 1669.677490234375
610 1920.26806640625
620 2635.5224609375
630 2113.35595703125
640 909.02587890625
650 1614.673828125
660 989.9298095703125
670 1664.313232421875
680 1327.857666015625
690 1436.82763671875
700 1173.040771484375
710 945.5723876953125
720 762.6702880859375
730 795.19384765625
750 674.1209716796875
760 1860.2626953125
770 1546.908447265625
780 1129.337036132812
790 1151.028076171875
800 1191.443481445312
810 1586.249755859375
820 648.4415283203125
830 1038.3701171875
840 2046.992431640625
850 1109.12890625
860 906.2572021484375
870 1906.449951171875
880 1900.488037109375
890 917.3436889648438
900 1629.947509765625
910 1079.987426757812
920 646.554931640625
930 1494.9482421875
940 1327.42529296875
950 466.1840209960938
960 2753.605224609375
970 1004.653930664062
980 908.6837768554688
990 847.6636962890625
1000 762.342041015625
1010 741.0350952148438
1020 1994.935668945312
1030 1395.290283203125
1040 888.1875
1050 516.6143188476562
1060 1797.62060546875
1070 1491.64501953125
1080 747.1565551757812
1090 791.105712890625
1100 571.9306640625
1110 1268.18505859375
1120 2005.697021484375
1130 1051.217895507812
1140 496.0992736816406
1150 1877.45068359375
1160 1547.487915039062
1170 1067.434814453125
1180 780.3894653320312
1190 821.822265625
