"Time Step" "mass-flux"
3250 2.490198562216106e-07
3260 2.269601546700528e-07
3270 -3.55388574957427e-08
3280 -6.888472366545217e-07
3290 3.244533101076641e-07
3300 4.145036804209523e-07
3310 2.489199095040417e-07
3320 3.20451241084263e-07
3330 9.582748594638701e-08
3340 -3.945387158782454e-07
3350 1.441109025168696e-08
3360 -4.906472417520735e-07
3370 -3.317090790933008e-07
3380 2.876818651492696e-07
3390 3.458190964839014e-07
3400 3.774697750341671e-07
3410 7.622521377981251e-09
3420 3.417059446092496e-07
3430 1.961984836679198e-07
3440 3.102265904580959e-07
3450 -3.74203759187508e-07
3460 -4.168727438247366e-07
3470 1.897537002942817e-07
3480 1.806052141034575e-07
3490 1.599128413576345e-07
3500 1.29280656291364e-07
3510 3.194389585625679e-07
3520 6.992613933720637e-08
3530 4.317129523034868e-07
3540 -3.504616383903647e-07
3550 -4.814269921604719e-08
3560 1.619311924133671e-07
3570 3.10615814472226e-07
3580 1.225059706871923e-07
3590 1.164948215809369e-07
3600 5.48954956630654e-08
730 3.117145912084895e-07
740 9.996370661791154e-08
750 -3.496005032133098e-07
760 -6.171259805537455e-07
770 1.844660245386986e-07
780 1.232159194120008e-09
790 2.816921261111771e-07
800 3.991036884309906e-07
810 4.080086943580863e-07
820 1.858348498418039e-07
830 5.11351895257639e-07
840 -1.185030335110193e-07
850 -6.017906446220689e-07
860 -3.314912801199998e-08
870 5.734077156149819e-08
880 3.758771921907877e-07
890 3.562537739948413e-07
900 1.422937206674302e-07
910 1.02160564910414e-07
920 2.749555229608625e-07
930 -7.917541949842288e-08
940 -6.091456964812947e-07
950 -4.399411865363412e-08
960 1.057545738342158e-07
970 2.918185162820164e-07
980 1.706551804175893e-07
990 3.953070223522426e-07
1000 7.425817116768485e-08
1010 2.830924887842201e-07
1020 -2.813027014103575e-07
1030 -4.52767624378736e-07
1040 1.938008334645414e-07
1050 3.395440987680187e-07
1060 2.527781342021029e-07
1070 1.79466372443593e-07
1080 9.068130756018089e-08
1090 1.064106201903448e-07
1100 7.315865906132313e-08
1110 -3.950421854220787e-07
1120 -1.977550947579454e-07
1130 4.320604354152158e-07
1140 2.050951775217635e-07
1150 2.82435715037721e-07
1160 3.039016563954888e-07
1170 9.953860916067647e-08
1180 1.737786263916741e-07
1190 3.639215009620944e-07
1200 -2.077072926015555e-07
1210 -3.511138175621431e-07
1220 1.733664850567251e-07
1230 1.28111306993417e-07
1240 2.399100525185549e-07
1250 9.634678527215002e-08
1260 2.013872446027243e-07
