"Time Step" "point-gw-a"
3250 5.753663572249934e-07
3260 5.776457783213118e-07
3270 5.796947561975685e-07
3280 5.811386927234707e-07
3290 5.823893616252462e-07
3300 5.826117330798297e-07
3310 5.823611104460724e-07
3320 5.838933248014655e-07
3330 5.879562650079606e-07
3340 5.92758681250416e-07
3350 5.969645258119272e-07
3360 5.973499241918034e-07
3370 5.941806193732191e-07
3380 5.911381890655321e-07
3390 5.894909236303647e-07
3400 5.909232072554005e-07
3410 5.937405376243987e-07
3420 5.958364681646344e-07
3430 5.970854317638441e-07
3440 5.978967578812444e-07
3450 5.983926598673861e-07
3460 5.995314040774247e-07
3470 5.999227141728625e-07
3480 5.998676328999863e-07
3490 5.997089829179458e-07
3500 5.990112867948483e-07
3510 5.977591968076013e-07
3520 5.984912831991096e-07
3530 6.007874731039919e-07
3540 6.014340101501148e-07
3550 5.995314040774247e-07
3560 5.964432716609736e-07
3570 5.93177276186907e-07
3580 5.906128421884205e-07
3590 5.894386845284316e-07
3600 5.893840011594875e-07
730 5.086177452540142e-07
740 5.10427355493448e-07
750 5.120568289385119e-07
760 5.128088105266215e-07
770 5.135492529007024e-07
780 5.134703542353236e-07
790 5.129542728354863e-07
800 5.141555448062718e-07
810 5.178491164770094e-07
820 5.218435603637772e-07
830 5.248988372841268e-07
840 5.251415018392436e-07
850 5.216114686845685e-07
860 5.172645956008637e-07
870 5.143750740899122e-07
880 5.149952357896836e-07
890 5.17491116625024e-07
900 5.193591050556279e-07
910 5.199323140914203e-07
920 5.204379363021872e-07
930 5.209025175645365e-07
940 5.211513780523092e-07
950 5.20455557762034e-07
960 5.201553108236112e-07
970 5.201563908485696e-07
980 5.193060133024119e-07
990 5.179680329092662e-07
1000 5.180447146813094e-07
1010 5.195671519686584e-07
1020 5.200905661695288e-07
1030 5.185469262869447e-07
1040 5.156333600098151e-07
1050 5.121758022141876e-07
1060 5.098351607557561e-07
1070 5.095747042105359e-07
1080 5.108407208354038e-07
1090 5.120370474287483e-07
1100 5.1339668516448e-07
1110 5.148237391949806e-07
1120 5.15385920607514e-07
1130 5.162148113413423e-07
1140 5.166357368580066e-07
1150 5.158252633918892e-07
1160 5.162892762200499e-07
1170 5.194879122427665e-07
1180 5.234726359049091e-07
1190 5.261150022306538e-07
1200 5.246147338766605e-07
1210 5.208008246881946e-07
1220 5.174608190827712e-07
1230 5.157183977644308e-07
1240 5.169428050066927e-07
1250 5.196305323806882e-07
1260 5.220605885369878e-07
1270 5.234551849753188e-07
1280 5.242903853286407e-07
1290 5.249633545645338e-07
1300 5.257834345684387e-07
1310 5.25920938798663e-07
1320 5.258766577753704e-07
1330 5.258845590105921e-07
1340 5.249655146144505e-07
1350 5.235111757428967e-07
1360 5.234559807831829e-07
1370 5.247746344139159e-07
1380 5.249686978459067e-07
1390 5.231384534454264e-07
1400 5.20124785907683e-07
1410 5.166655796529085e-07
1420 5.143548946762166e-07
1430 5.140247480994731e-07
1440 5.148056629877829e-07
1450 5.160496812095516e-07
1460 5.179993536330585e-07
1470 5.197939003664942e-07
1480 5.206960054238152e-07
1490 5.215392206991964e-07
1500 5.213126996750361e-07
1510 5.204948365644668e-07
1520 5.215327973928652e-07
1530 5.252921937426436e-07
1540 5.295295295582036e-07
1550 5.328832912709913e-07
1560 5.336307253855921e-07
1570 5.303676289258874e-07
1580 5.261001092549122e-07
1590 5.233439992480271e-07
1600 5.240853511168098e-07
1610 5.268800009616825e-07
1620 5.291372531246452e-07
1630 5.297008556226501e-07
1640 5.301608325680718e-07
1650 5.308632466949348e-07
1660 5.311594577506185e-07
1670 5.30170154888765e-07
1680 5.297766847434104e-07
1690 5.295220830703329e-07
1700 5.285130555421347e-07
1710 5.269905045679479e-07
1720 5.270324550110672e-07
1730 5.283441737446992e-07
1740 5.288995339469693e-07
1750 5.278772050587577e-07
1760 5.256044914858649e-07
1770 5.229810540186008e-07
1780 5.216468821345188e-07
1790 5.217576699578785e-07
1800 5.222717618380557e-07
1810 5.234271611698205e-07
1820 5.256014219412464e-07
1830 5.278910180095409e-07
1840 5.292254741107172e-07
1850 5.301237138155557e-07
1860 5.296789140629699e-07
1870 5.287807880449691e-07
1880 5.298670657793991e-07
1890 5.335231776371074e-07
1900 5.377808065532008e-07
1910 5.416104613686912e-07
1920 5.423546554084169e-07
1930 5.394136906033964e-07
1940 5.359319175113342e-07
1950 5.337114998837933e-07
1960 5.345422096070251e-07
1970 5.369317932490958e-07
1980 5.388152430896298e-07
1990 5.396598226070637e-07
2000 5.40458472642058e-07
2010 5.411701522461954e-07
2020 5.417004445007478e-07
2030 5.412708787844167e-07
2040 5.411224606177711e-07
2050 5.410553853835154e-07
2060 5.401300313678803e-07
2070 5.387390160649375e-07
2080 5.389097736951953e-07
2090 5.403727527664159e-07
2100 5.406743639468914e-07
2110 5.391426043388492e-07
2120 5.36588686372852e-07
2130 5.338359301276796e-07
2140 5.320089258020744e-07
2150 5.315553153195651e-07
2160 5.318198645909433e-07
2170 5.334060801942542e-07
2180 5.358918429010373e-07
2190 5.381257892622671e-07
2200 5.394427375904343e-07
2210 5.402586680247623e-07
2220 5.397195650402864e-07
2230 5.390723458731372e-07
2240 5.406566856436257e-07
2250 5.444304633783759e-07
2260 5.489583827511524e-07
2270 5.533240710065002e-07
2280 5.553712298933533e-07
2290 5.534325282496866e-07
2300 5.500324391505274e-07
2310 5.475069428939605e-07
2320 5.480727054418821e-07
2330 5.503628699443652e-07
2340 5.523236268345499e-07
2350 5.529450959329552e-07
2360 5.534698743758781e-07
2370 5.541594418900786e-07
2380 5.546282864088425e-07
2390 5.540396728065389e-07
2400 5.538619234357611e-07
2410 5.540690608540899e-07
2420 5.533784133149311e-07
2430 5.520546437765006e-07
2440 5.522748551811674e-07
2450 5.536159619623504e-07
2460 5.536865046451567e-07
2470 5.522429091797676e-07
2480 5.498935138348315e-07
2490 5.472258521876938e-07
2500 5.45624118331034e-07
2510 5.454935489979107e-07
2520 5.45800105555827e-07
2530 5.473897317642695e-07
2540 5.499174449141719e-07
2550 5.52375468032551e-07
2560 5.540397864933766e-07
2570 5.553371238420368e-07
2580 5.555216944230779e-07
2590 5.551085564547975e-07
2600 5.562917522183852e-07
2610 5.596417622655281e-07
2620 5.637202207253722e-07
2630 5.675817078554246e-07
2640 5.69230167002388e-07
2650 5.667445748258615e-07
2660 5.630927262245677e-07
2670 5.608142146229511e-07
2680 5.616668090624444e-07
2690 5.640986842081475e-07
2700 5.659754833686748e-07
2710 5.6664185876798e-07
2720 5.672323482031061e-07
2730 5.678763272953802e-07
2740 5.686011945726932e-07
2750 5.683195354322379e-07
2760 5.681771426679916e-07
2770 5.68416282931139e-07
2780 5.679576133843511e-07
2790 5.669776328431908e-07
2800 5.676809564647556e-07
2810 5.695659410775988e-07
2820 5.699680514226202e-07
2830 5.682988444277726e-07
2840 5.656058306158229e-07
2850 5.627001087304961e-07
2860 5.60662329007755e-07
2870 5.599813448498026e-07
2880 5.601893917628331e-07
2890 5.617883971353876e-07
2900 5.642464770971856e-07
2910 5.665348226102651e-07
2920 5.677471222043096e-07
2930 5.683916128873534e-07
2940 5.680702770405333e-07
2950 5.677337640008773e-07
2960 5.694497531294473e-07
2970 5.732615022679965e-07
2980 5.778917397947225e-07
2990 5.825191919939243e-07
3000 5.84426061323029e-07
3010 5.821700597152812e-07
3020 5.788322141597746e-07
3030 5.764682668996102e-07
3040 5.770446023234399e-07
3050 5.793228865513811e-07
3060 5.813274128740886e-07
3070 5.820589308314084e-07
3080 5.824294362355431e-07
3090 5.831045086779341e-07
3100 5.835154865962977e-07
3110 5.829365363752004e-07
3120 5.827118343404436e-07
3130 5.828779876537737e-07
3140 5.822051321047184e-07
3150 5.808868763779174e-07
3160 5.813583925373678e-07
3170 5.830437999065907e-07
3180 5.831873295392143e-07
3190 5.814449650642928e-07
3200 5.789449915027944e-07
3210 5.763855028817488e-07
3220 5.743021915805002e-07
3230 5.731929491048504e-07
3240 5.734847263738629e-07
3270 5.796946425107308e-07
3280 5.811384653497953e-07
3290 5.823892479384085e-07
3300 5.82611619392992e-07
3310 5.823610536026536e-07
3320 5.838936090185598e-07
3340 5.927583970333217e-07
0 0
10 2.219543944192992e-07
20 3.826405645668274e-07
30 4.684956422806863e-07
40 5.041200665800716e-07
50 5.172974510969652e-07
60 5.213970553086256e-07
70 5.211492180023924e-07
80 5.201302428758936e-07
90 5.204446438256127e-07
100 5.208319748817303e-07
110 5.193579681872507e-07
120 5.157697273716622e-07
130 5.115215344630997e-07
140 5.087657655167277e-07
150 5.078487674836651e-07
160 5.094899506730144e-07
170 5.127628242007631e-07
180 5.159071747584676e-07
190 5.17650391884672e-07
200 5.185023042031389e-07
210 5.192482603888493e-07
220 5.199835868552327e-07
230 5.201960675549344e-07
240 5.204406647862925e-07
250 5.208813149693015e-07
260 5.210455924498092e-07
270 5.203265800446388e-07
280 5.204642548051197e-07
290 5.21643528372806e-07
