"Time Step" "point-pressure-e"
1570 -4419.57421875
1580 -4182.02978515625
1590 -4299.5888671875
1600 -4555.548828125
1610 -4775.44482421875
1620 -5010.958984375
1630 -5047.30517578125
1640 -4810.63134765625
1650 -3940.47900390625
1660 -3552.8876953125
1670 -4078.62744140625
1680 -4672.8837890625
1690 -4349.326171875
1700 -4322.73583984375
1710 -4395.38232421875
1720 -4690.23046875
1730 -5111.47607421875
1740 -4625.671875
1750 -4351.7353515625
1760 -4396.7080078125
1770 -3892.96875
1780 -4075.396484375
1790 -4448.2587890625
1800 -4372.39306640625
1810 -4095.84912109375
1820 -4463.94287109375
1830 -4609.4404296875
1840 -4616.77392578125
1850 -4601.25830078125
1860 -4202.0322265625
1870 -3827.18212890625
1880 -4051.02734375
1890 -4706.04736328125
1900 -5156.15966796875
1910 -4643.9072265625
1920 -4607.36767578125
1930 -4351.69091796875
1940 -3881.877197265625
1950 -3903.09423828125
1960 -4928.0283203125
1970 -5155.82275390625
1980 -4495.89599609375
1990 -4355.01416015625
2000 -5026.20947265625
2010 -4722.126953125
2020 -4621.05322265625
2030 -4273.04296875
2040 -3533.874267578125
2050 -3931.57421875
2060 -4660.244140625
2070 -4890.2333984375
2080 -4487.72998046875
2090 -4683.02294921875
2100 -4407.85302734375
2110 -3954.870849609375
2120 -4081.31103515625
2130 -4166.8916015625
2140 -3957.453857421875
2150 -4154.4775390625
2160 -4684.74951171875
2170 -4543.58837890625
2180 -4506.4384765625
2190 -4182.5908203125
2200 -3933.56787109375
2210 -4375.63818359375
2220 -4711.03271484375
2230 -4478.24365234375
2240 -4376.21826171875
2250 -4280.6708984375
2260 -4310.58447265625
2270 -4256.171875
2280 -4363.4580078125
2290 -4581.2548828125
2300 -4617.7998046875
2310 -4026.800048828125
2320 -4067.60986328125
2330 -4463.7431640625
2340 -4643.3232421875
2350 -4438.73095703125
2360 -4837.2275390625
2370 -4627.3662109375
2380 -3960.9228515625
2390 -4030.6494140625
2400 -4409.40234375
2410 -5122.666015625
2420 -4949.19384765625
2430 -4017.6240234375
2440 -4495.27685546875
2450 -4181.88818359375
2460 -4423.25341796875
2470 -4422.68212890625
2480 -4888.61865234375
2490 -4350.97021484375
2500 -4236.69580078125
2510 -4194.9208984375
2520 -4615.47998046875
2530 -4969.54296875
2540 -5204.7763671875
2550 -4701.20166015625
2560 -3862.89404296875
2570 -3998.2255859375
2580 -4228.44384765625
2590 -4915.45458984375
2600 -5258.4296875
2610 -4959.4267578125
2620 -4560.3662109375
2630 -4945.90478515625
2640 -4818.71240234375
2650 -4325.724609375
2660 -4103.8359375
2670 -4078.328857421875
2680 -4321.83642578125
2690 -4376.25537109375
2700 -4450.9462890625
2710 -4753.99755859375
2720 -5021.3046875
2730 -4502.0166015625
2740 -4685.81396484375
2750 -4060.233642578125
2760 -3833.270751953125
2770 -4486.595703125
2780 -5513.9794921875
2790 -5248.072265625
2800 -4789.609375
2810 -4799.6474609375
2820 -4710.31787109375
2830 -4217.96533203125
2840 -3727.0712890625
2850 -3662.597900390625
2860 -4046.067138671875
2870 -4574.09716796875
2880 -4860.9375
2890 -4476.16943359375
2900 -4680.181640625
2910 -4746.490234375
2920 -4698.79296875
2930 -4444.14501953125
2940 -3766.791015625
2950 -3982.16943359375
2960 -4610.7626953125
2970 -4573.9169921875
2980 -4963.20703125
2990 -5075.28369140625
3000 -4978.904296875
3010 -4292.79052734375
3020 -3695.5029296875
3030 -3563.4267578125
3040 -4263.533203125
3050 -4933.322265625
3060 -5034.3525390625
3070 -4703.3349609375
3080 -4044.86767578125
3090 -4104.1982421875
3100 -4058.906494140625
3110 -4739.6142578125
3120 -3965.37646484375
3130 -3828.239501953125
3140 -4528.50830078125
3150 -5096.9736328125
3160 -4326.8662109375
3170 -3997.6767578125
3180 -4549.4560546875
3190 -4550.31884765625
3200 -4491.0322265625
3210 -4133.87353515625
3220 -4314.6181640625
3230 -4808.08349609375
3240 -4219.9296875
3250 -4222.853515625
3260 -4621.59716796875
3270 -4851.8720703125
3280 -4682.42138671875
3290 -4148.43505859375
3300 -3854.80126953125
3310 -4240.08544921875
3320 -4561.591796875
3330 -4538.8955078125
3340 -4298.11767578125
0 -4562.5185546875
10 -3740.893310546875
20 -3681.84130859375
30 -3679.51904296875
40 -3559.6689453125
50 -3633.09765625
60 -3969.72607421875
70 -3990.826171875
80 -2432.93701171875
90 -1509.116455078125
100 -4022.095703125
110 -4237.75927734375
120 -4632.67822265625
130 -5169.7255859375
140 -5332.6923828125
150 -5217.6103515625
160 -5061.0400390625
170 -4781.6083984375
180 -4603.91650390625
190 -5059.9130859375
200 -4667.50048828125
210 -3645.961669921875
220 -3748.650634765625
230 -4837.8837890625
240 -7517.275390625
250 -4796.443359375
260 -3764.0419921875
270 -4351.09716796875
280 -5572.529296875
290 -6364.85107421875
300 -6197.22607421875
310 -5514.697265625
320 -5600.517578125
330 -6186.46728515625
340 -6544.83251953125
350 -6311.34228515625
360 -5515.54150390625
370 -6246.1044921875
380 -6127.64501953125
390 -6028.6494140625
400 -6295.71337890625
410 -5905.232421875
420 -4834.98046875
430 -4517.34033203125
440 -4554.1640625
450 -5178.0400390625
460 -5127.63037109375
470 -5224.6728515625
480 -5064.50537109375
490 -5006.93603515625
500 -6337.38623046875
510 -5656.9052734375
520 -4751.6943359375
530 -4593.13525390625
540 -5655.5087890625
550 -6162.23583984375
560 -5980.9951171875
570 -5681.287109375
580 -5630.11962890625
590 -4800.75634765625
600 -4842.86474609375
610 -5118.12548828125
620 -5346.3369140625
630 -5403.43408203125
640 -4512.08984375
650 -4826.5380859375
660 -4760.240234375
670 -4427.4736328125
680 -4529.13330078125
690 -4685.294921875
700 -4193.478515625
710 -4355.0751953125
720 -4873.5849609375
730 -4931.892578125
740 -4673.720703125
750 -4314.63623046875
760 -4191.1123046875
770 -4279.00830078125
780 -4539.984375
790 -5162.59228515625
800 -4873.1806640625
810 -4576.98779296875
820 -4757.69091796875
830 -5039.8466796875
840 -4560.4296875
850 -3953.03466796875
860 -4286.61376953125
870 -4942.48193359375
880 -5283.1259765625
890 -5220.810546875
900 -5064.74169921875
910 -5059.23095703125
920 -5229.92431640625
930 -4947.041015625
940 -4787.17138671875
950 -4669.1201171875
960 -4861.5556640625
970 -5241.82373046875
980 -5419.8681640625
990 -5304.11962890625
1000 -4788.09033203125
1010 -4919.98828125
1020 -5039.53076171875
1030 -4561.75830078125
1040 -4779.501953125
1050 -5023.89013671875
1060 -4979.6181640625
1070 -4957.60205078125
1080 -4581.08154296875
1090 -4525.22265625
1100 -4930.68505859375
1110 -5345.5322265625
1120 -4516.51904296875
1130 -4168.8291015625
1140 -4074.324951171875
1150 -4179.865234375
1160 -4320.26318359375
1170 -4268.7119140625
1180 -4423.35693359375
1190 -4366.3203125
