"Time Step" "point-ho-out"
1990 2.180756979441867e-07
2000 2.16309643974455e-07
2010 2.125761113802582e-07
2020 2.070431577294585e-07
2030 2.000445675776064e-07
2040 1.923456807162438e-07
2050 1.841874563979218e-07
2060 1.752665497178896e-07
2070 1.655945851553042e-07
2080 1.559700564257582e-07
2090 1.467711143732231e-07
2100 1.381747551931767e-07
2110 1.303322392232076e-07
2120 1.234491406876259e-07
2130 1.17705326374562e-07
2140 1.131776912188798e-07
2150 1.098009647648723e-07
2160 1.075304325581783e-07
2170 1.063680841184578e-07
2180 1.06300134916637e-07
2190 1.074060662631382e-07
2200 1.096974813208362e-07
2210 1.128822262330686e-07
2220 1.165971070804517e-07
2230 1.204449944225416e-07
2240 1.244292633373334e-07
2250 1.287933173443889e-07
2260 1.334223753701735e-07
2270 1.380820151553053e-07
2280 1.426014648586715e-07
2290 1.471504162964266e-07
2300 1.517330048272925e-07
2310 1.562204374749854e-07
2320 1.605987876018844e-07
2330 1.647611327371123e-07
2340 1.686372996800856e-07
2350 1.723338414194586e-07
2360 1.758682941499501e-07
2370 1.791728578837137e-07
2380 1.823346167384443e-07
2390 1.854434117376513e-07
2400 1.886950400376008e-07
2410 1.92408293742119e-07
2420 1.965806006865023e-07
2430 2.011694419934429e-07
2440 2.061843105138905e-07
2450 2.118854496302447e-07
2460 2.19108969190529e-07
2470 2.293331675673471e-07
2480 2.442159257043386e-07
2490 2.639988849750807e-07
2500 2.8821293085457e-07
2510 3.159341872560617e-07
2520 3.478135397472215e-07
2530 3.863493134304008e-07
2540 4.336932590831566e-07
2550 4.90790341700631e-07
2560 5.564728553508758e-07
2570 6.29168312116235e-07
2580 7.040678156045033e-07
2590 7.754029525131045e-07
2600 8.407924383391219e-07
2610 9.018712034958298e-07
2620 9.587324711901601e-07
2630 1.010411438073788e-06
2640 1.053768869496707e-06
2650 1.087247483155807e-06
2660 1.111442770707072e-06
2670 1.128242956838221e-06
2680 1.137897129410703e-06
2690 1.138841639658494e-06
2700 1.129127440435695e-06
2710 1.107652337850595e-06
2720 1.073945554708189e-06
2730 1.029461145662935e-06
2740 9.754221537150443e-07
2750 9.14690645004157e-07
2760 8.495196084368217e-07
2770 7.803159292052442e-07
2780 7.061505016281444e-07
2790 6.27493136562407e-07
2800 5.485131850946345e-07
2810 4.755197551276069e-07
2820 4.15209967741248e-07
2830 3.717429422067653e-07
2840 3.514565776185918e-07
2850 3.582175338578963e-07
2860 3.865284270432312e-07
2870 4.355198086614109e-07
2880 5.10715267409978e-07
2890 6.212515586412337e-07
2900 7.819049301360792e-07
2910 1.015052248476422e-06
2920 1.359540419798577e-06
2930 1.886342261059326e-06
2940 2.722362296481151e-06
2950 4.093450570508139e-06
2960 6.399082849384286e-06
2970 1.03569645943935e-05
2980 1.72119998751441e-05
2990 2.903803215303924e-05
3000 4.947642082697712e-05
3010 8.469461317872629e-05
3020 0.0001424818474333733
3030 0.0002300888154422864
3040 0.0003534730640240014
3050 0.0005141423898749053
3060 0.0007090188446454704
3070 0.0009259001235477626
3080 0.001158514292910695
3090 0.001387678552418947
3100 0.001598328701220453
3110 0.001788043999113142
3120 0.001946121570654213
3130 0.002068669069558382
3140 0.002151409396901727
3150 0.002191405044868588
3160 0.002192056970670819
3170 0.002157790819182992
3180 0.002092140493914485
3190 0.002001560991629958
3200 0.001894333632662892
3210 0.001779469894245267
3220 0.001664134440943599
3230 0.001552581554278731
3240 0.001446447568014264
3270 0.001161099295131862
3300 0.0009306418942287564
0 0
10 3.817560156882394e-11
20 7.424700437796972e-11
30 1.074380237553463e-10
40 1.372121027909401e-10
50 1.63035113187604e-10
60 1.849627118133412e-10
70 2.033709728399558e-10
80 2.186310577023676e-10
90 2.310501512337026e-10
100 2.408999943970258e-10
110 2.484751848719213e-10
120 2.54114979059139e-10
130 2.580839431054471e-10
140 2.607555837919051e-10
150 2.624194195277596e-10
160 2.632404294544699e-10
170 2.634812368285111e-10
180 2.633177842437107e-10
190 2.62951077578677e-10
200 2.625796524657886e-10
210 2.623499473219937e-10
220 2.623311012861507e-10
230 2.625811235112963e-10
240 2.631590223511893e-10
250 2.641365182132205e-10
260 2.655253239502997e-10
270 2.673918586548751e-10
280 2.697826129161029e-10
290 2.727392756085578e-10
300 2.76368122831272e-10
310 2.807844790009284e-10
320 2.861365866468901e-10
330 2.925645281592892e-10
340 3.001670023650149e-10
350 3.090930011939719e-10
360 3.194307596210422e-10
370 3.311597385202703e-10
380 3.444015905795794e-10
390 3.592801056662154e-10
400 3.758865996239535e-10
410 3.943219639701567e-10
420 4.146261667337114e-10
430 4.367909367530842e-10
440 4.608629589064606e-10
450 4.869588621225773e-10
460 5.151702953121173e-10
470 5.45549938557599e-10
480 5.781520817649266e-10
490 6.131588570212898e-10
500 6.507486771667459e-10
510 6.910220173850234e-10
520 7.340271723776937e-10
530 7.797640311224541e-10
540 8.282208252552437e-10
550 8.793545336338582e-10
560 9.33086274912398e-10
570 9.892741070771649e-10
580 1.047795072928182e-09
590 1.108454883436139e-09
600 1.170984309517564e-09
610 1.235029856161418e-09
620 1.300159979678028e-09
630 1.365843993461624e-09
640 1.431495477710598e-09
650 1.49647916281026e-09
660 1.560110707288231e-09
670 1.62166147177345e-09
680 1.680306893625527e-09
690 1.735134702585128e-09
700 1.785137482279708e-09
710 1.829256079943775e-09
720 1.866453436250026e-09
740 1.916171887828e-09
750 1.927109805066607e-09
760 1.928091242220376e-09
770 1.91871829535728e-09
780 1.898981860648519e-09
790 1.869268295706661e-09
800 1.829833062849673e-09
810 1.781256475652526e-09
830 1.660972248629378e-09
840 1.592152742979636e-09
850 1.520301662338852e-09
860 1.446565978113767e-09
870 1.371266100669288e-09
880 1.295421325764323e-09
890 1.220420431380376e-09
900 1.14777753967843e-09
910 1.079845768359178e-09
920 1.018476192271578e-09
930 9.649128163147225e-10
940 9.196682304590809e-10
950 8.832067854847026e-10
960 8.541801710393315e-10
970 8.334017365108082e-10
980 8.212754920577936e-10
990 8.185702116136895e-10
1000 8.270036877533471e-10
1010 8.469441814540346e-10
1020 8.781694815773733e-10
1030 9.207209439310304e-10
1040 9.739488104898442e-10
1050 1.039526797974588e-09
1060 1.118705239555595e-09
1070 1.208575794997557e-09
1080 1.306769359388227e-09
1090 1.413487438206573e-09
1100 1.528144610851712e-09
1110 1.65151758935167e-09
1120 1.784957737172022e-09
1130 1.929857607052554e-09
1140 2.085884798219695e-09
1150 2.250476915932609e-09
1160 2.423038436560887e-09
1170 2.603314452898076e-09
1180 2.792933440076695e-09
1190 2.994095638086947e-09
