"Time Step" "point-tau_vm-out"
3250 0.1262335777282715
3260 0.1259536445140839
3270 0.1258761137723923
3280 0.1259968876838684
3290 0.1262827813625336
3300 0.1267140358686447
3310 0.1272670477628708
3320 0.127918615937233
3330 0.1286505162715912
3340 0.1294518411159515
3350 0.13031405210495
3360 0.1312315165996552
3370 0.1321825832128525
3380 0.1331621259450912
3390 0.1341351568698883
3400 0.1350831091403961
3410 0.1360267698764801
3420 0.1369599401950836
3430 0.1378399580717087
3440 0.1386592835187912
3450 0.1394592225551605
3460 0.1401852369308472
3470 0.140882283449173
3480 0.1415633410215378
3490 0.1422316133975983
3500 0.1428756564855576
3510 0.14349465072155
3520 0.1441700607538223
3530 0.1448973715305328
3540 0.1456195563077927
3550 0.1463345885276794
3560 0.1470233201980591
3570 0.1476857960224152
3580 0.1483433693647385
3590 0.1490069329738617
3600 0.1496769189834595
730 0.08984654396772385
740 0.08959504216909409
750 0.08926994353532791
760 0.08888798207044601
770 0.08842045068740845
780 0.08781076222658157
790 0.08710008859634399
800 0.08629444241523743
810 0.08538979291915894
820 0.08437397330999374
830 0.08325249701738358
840 0.08200856298208237
850 0.0806611180305481
860 0.07919584959745407
870 0.07762797921895981
880 0.07595384120941162
890 0.07418808341026306
900 0.07231509685516357
910 0.07029391080141068
920 0.0681624561548233
930 0.06591320782899857
940 0.06352725625038147
950 0.06104371324181557
960 0.05839912965893745
970 0.05558229982852936
980 0.05263450741767883
990 0.04960028454661369
1000 0.04674867540597916
1010 0.04442936182022095
1020 0.04275019839406013
1030 0.04115983098745346
1040 0.03986085578799248
1050 0.03853674978017807
1060 0.03728855028748512
1070 0.03606561571359634
1080 0.03494801372289658
1090 0.03401747718453407
1100 0.03355138748884201
1110 0.03378001973032951
1120 0.03419575467705727
1130 0.03485536575317383
1140 0.03561173751950264
1150 0.03647509962320328
1160 0.03741392120718956
1170 0.0385279543697834
1180 0.03977604582905769
1190 0.04087211936712265
1200 0.04201076179742813
1210 0.04317513853311539
1220 0.04432736709713936
1230 0.04550087824463844
1240 0.04669223725795746
1250 0.0479358546435833
1260 0.04930555075407028
1270 0.05091413483023643
1280 0.05260790884494781
1290 0.05431417003273964
1300 0.05599850416183472
1310 0.05772857740521431
1320 0.05964963138103485
1330 0.06158966571092606
1340 0.06350819766521454
1350 0.06540191918611526
1360 0.06783626973628998
1370 0.07042096555233002
1380 0.07312127202749252
1390 0.07589523494243622
1400 0.07871893048286438
1410 0.08147478103637695
1420 0.08421791344881058
1430 0.08679147064685822
1440 0.0893414244055748
1450 0.09196934103965759
1460 0.09470436722040176
1470 0.09751331806182861
1480 0.1003774031996727
1490 0.1034417226910591
1500 0.1064791083335876
1510 0.1095926910638809
1520 0.1125683039426804
1530 0.1154302805662155
1540 0.1182268634438515
1550 0.1209564357995987
1560 0.1236298456788063
1570 0.1262134611606598
1580 0.1287221908569336
1590 0.1311916708946228
1600 0.1336252093315125
1610 0.1360502690076828
1620 0.1384120285511017
1630 0.1406662613153458
1640 0.1428489089012146
1650 0.1449951678514481
1660 0.1470485925674438
1670 0.1490293145179749
1680 0.1509452015161514
1690 0.1528284996747971
1700 0.154646247625351
1710 0.1564169079065323
1720 0.1581564396619797
1730 0.1598547548055649
1740 0.1615203022956848
1750 0.1631381213665009
1760 0.1647073477506638
1770 0.1662356108427048
1780 0.1677224189043045
1790 0.1691702157258987
1800 0.1705760210752487
1810 0.1719367206096649
1820 0.1732513755559921
1830 0.1745127886533737
1840 0.1757223904132843
1850 0.1768690347671509
1860 0.1779104620218277
1870 0.1788782030344009
1880 0.1797644048929214
1890 0.1805656254291534
1900 0.1812753826379776
1910 0.1818844079971313
1920 0.1823836266994476
1930 0.1827568411827087
1940 0.1829995959997177
1950 0.1831210851669312
1960 0.1831005662679672
1970 0.1829212605953217
1980 0.1826001405715942
1990 0.1820409744977951
2000 0.1812476515769958
2010 0.1802781522274017
2020 0.1791428029537201
2030 0.1778484880924225
2040 0.1764506697654724
2050 0.1748180985450745
2060 0.172931045293808
2070 0.1708926409482956
2080 0.1687245219945908
2090 0.1664941757917404
2100 0.1642145961523056
2110 0.1619012504816055
2120 0.1594147384166718
2130 0.1572402268648148
2140 0.1547917127609253
2150 0.152231901884079
2160 0.149782195687294
2170 0.1474655270576477
2180 0.1452271640300751
2190 0.1431056708097458
2200 0.1410923898220062
2210 0.1390722543001175
2220 0.1372448652982712
2230 0.1356464922428131
2240 0.1342435628175735
2250 0.1330145448446274
2260 0.1317629665136337
2270 0.1305819898843765
2280 0.1295723468065262
2290 0.1287509500980377
2300 0.1281095743179321
2310 0.1276439726352692
2320 0.127346470952034
2330 0.1271751075983047
2340 0.1271031498908997
2350 0.1271201074123383
2360 0.1272138953208923
2370 0.1273698359727859
2380 0.1275984942913055
2390 0.1279022097587585
2400 0.1282750964164734
2410 0.1287294030189514
2420 0.1292892694473267
2430 0.1299275010824203
2440 0.1306079477071762
2450 0.1312021017074585
2460 0.1317813992500305
2470 0.1323427110910416
2480 0.1329163461923599
2490 0.133540078997612
2500 0.1341744214296341
2510 0.1348178088665009
2520 0.1354710161685944
2530 0.1361133307218552
2540 0.1367315948009491
2550 0.1370589733123779
2560 0.1371514648199081
2570 0.1370945870876312
2580 0.1374290883541107
2590 0.1377995163202286
2600 0.1381068825721741
2610 0.1384979635477066
2620 0.1389651745557785
2630 0.1394044309854507
2640 0.1399544328451157
2650 0.1404792070388794
2660 0.1410000324249268
2670 0.1416184157133102
2680 0.1423856616020203
2690 0.1432649046182632
2700 0.1441925168037415
2710 0.1452226042747498
2720 0.146243691444397
2730 0.1472959518432617
2740 0.1483860164880753
2750 0.1494898051023483
2760 0.1506550759077072
2770 0.1518711596727371
2780 0.153159573674202
2790 0.1545131653547287
2800 0.1558891236782074
2810 0.1573073267936707
2820 0.1587604880332947
2830 0.1602352410554886
2840 0.1617085933685303
2850 0.1631796360015869
2860 0.1646558791399002
2870 0.1661367416381836
2880 0.167611688375473
2890 0.1690707504749298
2900 0.1705071777105331
2910 0.1719092279672623
2920 0.1732679903507233
2930 0.1745731234550476
2940 0.1758217215538025
2950 0.1770063936710358
2960 0.1781000941991806
2970 0.1791206300258636
2980 0.1800549328327179
2990 0.18087138235569
3000 0.1815456449985504
3010 0.1820506751537323
3020 0.182333305478096
3030 0.1823930740356445
3040 0.1821900904178619
3050 0.1816635876893997
3060 0.1807032078504562
3070 0.1792377382516861
3080 0.1772364675998688
3090 0.1747236847877502
3100 0.1717485040426254
3110 0.1684005111455917
3120 0.1647418886423111
3130 0.1608472168445587
3140 0.156828761100769
3150 0.1524984389543533
3160 0.1480806767940521
3170 0.1439081579446793
3180 0.1400752067565918
3190 0.1366968154907227
3200 0.1337252408266068
3210 0.131230041384697
3220 0.1292098015546799
