"Time Step" "point-vel-a"
3250 0.4094013273715973
3260 0.4087567627429962
3270 0.4081400632858276
3280 0.4078800976276398
3290 0.4080820381641388
3300 0.4080706238746643
3310 0.4078301191329956
3320 0.4076064229011536
3330 0.4074400663375854
3340 0.4072030484676361
3350 0.4076946973800659
3360 0.4083226323127747
3370 0.4089930653572083
3380 0.4093401730060577
3390 0.4094399809837341
3400 0.4098115563392639
3410 0.4100359678268433
3420 0.4099474549293518
3430 0.4095353484153748
3440 0.4091044664382935
3450 0.4090997874736786
3460 0.409615695476532
3470 0.4102162420749664
3480 0.4108529090881348
3490 0.41154545545578
3500 0.4118417501449585
3510 0.4115122556686401
3520 0.4108951389789581
3530 0.4102615714073181
3540 0.4097069501876831
3550 0.4095539152622223
3560 0.4098744094371796
3570 0.4103974103927612
3580 0.410762757062912
3590 0.4107581377029419
3600 0.4105985760688782
730 0.4092272520065308
740 0.4084821045398712
750 0.4076105654239655
760 0.4070064425468445
770 0.4069049954414368
780 0.4067196846008301
790 0.4063874483108521
800 0.4061025977134705
810 0.4059625864028931
820 0.4057754278182983
830 0.4061861932277679
840 0.4067686796188354
850 0.4073333740234375
860 0.4076194167137146
870 0.4077079594135284
880 0.4080902934074402
890 0.408346027135849
900 0.4082963764667511
910 0.407848447561264
920 0.4072500467300415
930 0.4070095419883728
940 0.4072478413581848
950 0.4075697660446167
960 0.4079474210739136
970 0.408391922712326
980 0.4085010588169098
990 0.4081695675849915
1000 0.4077712595462799
1010 0.4074920415878296
1020 0.4073450267314911
1030 0.407616913318634
1040 0.4083582162857056
1050 0.4092396795749664
1060 0.409995436668396
1070 0.4103188216686249
1080 0.4104406833648682
1090 0.4100245535373688
1100 0.4092062413692474
1110 0.4082574546337128
1120 0.4074227511882782
1130 0.4069342613220215
1140 0.4063859581947327
1150 0.4056225717067719
1160 0.4049499332904816
1170 0.4045164883136749
1180 0.4042080640792847
1190 0.4045722186565399
1200 0.4049292206764221
1210 0.4055143892765045
1220 0.4060299694538116
1230 0.4066646993160248
1240 0.4078424870967865
1250 0.4089518785476685
1260 0.4096161723136902
1270 0.4097790420055389
1280 0.4096300303936005
1290 0.4096947014331818
1300 0.4101458191871643
1310 0.4105556905269623
1320 0.4108090400695801
1330 0.4110146164894104
1340 0.4108319580554962
1350 0.410161018371582
1360 0.4093952775001526
1370 0.4087800085544586
1380 0.4083986580371857
1390 0.4084660410881042
1400 0.4089999496936798
1410 0.4096524715423584
1420 0.4101743102073669
1430 0.4103329181671143
1440 0.4102575778961182
1450 0.4097237586975098
1460 0.4088954329490662
1470 0.4079835712909698
1480 0.4073342382907867
1490 0.4071596264839172
1500 0.4068909883499146
1510 0.4064899682998657
1520 0.4061902463436127
1530 0.4060836732387543
1540 0.4059281349182129
1550 0.406294047832489
1560 0.4069458544254303
1570 0.4076305031776428
1580 0.4080446064472198
1590 0.4082320928573608
1600 0.4086880683898926
1610 0.4089855253696442
1620 0.4088568389415741
1630 0.40818852186203
1640 0.4072146117687225
1650 0.4064721167087555
