"Time Step" "point-gw-out"
1820 1.392073656347748e-08
1830 1.497540580430723e-08
1840 1.609520694501043e-08
1850 1.724978737627225e-08
1860 1.841925190149141e-08
1870 1.961417872564652e-08
1880 2.088138906231052e-08
1890 2.22370193370125e-08
1900 2.364751239269935e-08
1910 2.500294904450584e-08
1920 2.62543284890171e-08
1930 2.739714588528841e-08
1940 2.843851909517525e-08
1950 2.936387488716719e-08
1960 3.009365912021167e-08
1970 3.053066777169988e-08
1980 3.072212351185044e-08
1990 3.071029297530004e-08
2000 3.043821905635014e-08
2010 2.987517078167912e-08
2020 2.903056639524948e-08
2030 2.793620090812965e-08
2040 2.672411270054909e-08
2050 2.544754629241197e-08
2060 2.40587159083816e-08
2070 2.254144781943523e-08
2080 2.102558660510567e-08
2090 1.958299478133085e-08
2100 1.823306838844019e-08
2110 1.699732443682933e-08
2120 1.592699305774659e-08
2130 1.503271995773048e-08
2140 1.433030938358115e-08
2150 1.381248448950601e-08
2160 1.347066458379231e-08
2170 1.330507348740184e-08
2180 1.332679389065561e-08
2190 1.353718470653575e-08
2200 1.392120552168308e-08
2210 1.442451136313139e-08
2220 1.499519619585499e-08
2230 1.559890350222304e-08
2240 1.624631629226769e-08
2250 1.693322637663641e-08
2260 1.76561130160735e-08
2270 1.837564056472729e-08
2280 1.906906632598293e-08
2290 1.976922803237358e-08
2300 2.049337055609612e-08
2310 2.122055953179824e-08
2320 2.193875303646564e-08
2330 2.262936327213083e-08
2340 2.328048331889931e-08
2350 2.388079245463359e-08
2360 2.443462143730812e-08
2370 2.496692275144596e-08
2380 2.550405042711645e-08
2390 2.607121274422752e-08
2400 2.669177234793096e-08
2410 2.736855009288774e-08
2420 2.809230004174879e-08
2430 2.885994732082509e-08
2440 2.969976975464306e-08
2450 3.071658127851151e-08
2460 3.208420551459312e-08
2470 3.405295956326881e-08
2480 3.694720973612675e-08
2490 4.115506158086646e-08
2500 4.666126685037852e-08
2510 5.332487162945654e-08
2520 6.1275535756522e-08
2530 7.088305409297391e-08
2540 8.253958583281928e-08
2550 9.643234477607621e-08
2560 1.127305537806933e-07
2570 1.309456507669893e-07
2580 1.496253787536261e-07
2590 1.673319616202207e-07
2600 1.835957874618543e-07
2610 1.987824020943663e-07
2620 2.129367402403659e-07
2630 2.256962972069232e-07
2640 2.361668407502293e-07
2650 2.441026651922584e-07
2660 2.497798732292722e-07
2670 2.536423266974452e-07
2680 2.556943172749016e-07
2690 2.55479136512804e-07
2700 2.526622893128661e-07
2710 2.468991908699536e-07
2720 2.379297967536331e-07
2730 2.261364500100171e-07
2740 2.118454034416573e-07
2750 1.959436559673122e-07
2760 1.791290884511909e-07
2770 1.61632044637372e-07
2780 1.432943577128754e-07
2790 1.240053535411789e-07
2800 1.043112618503983e-07
2810 8.541275064999354e-08
2820 6.937072782875475e-08
2830 5.80361394497686e-08
2840 5.247927248319684e-08
2850 5.774241529366009e-08
2860 8.10047069421671e-08
2870 1.306888748331403e-07
2880 2.124165945360801e-07
2890 3.319011909752589e-07
2900 5.058637384536269e-07
2910 7.75999410507211e-07
2920 1.241650920746906e-06
2930 2.133101361323497e-06
2940 3.869426564051537e-06
2950 7.136522526707267e-06
2960 1.313144457526505e-05
2970 2.401744313829113e-05
2980 4.382406405056827e-05
2990 8.00686830189079e-05
3000 0.0001453754375688732
3010 0.000258105545071885
3020 0.0004382129409350455
3030 0.0007068939739838243
3040 0.001092200283892453
3050 0.001607983722351491
3060 0.002253590384498239
3070 0.002983807353302836
3080 0.003772675758227706
3090 0.004562737420201302
3100 0.005295963957905769
3110 0.00596109963953495
3120 0.006543246563524008
3130 0.007015375420451164
3140 0.007382360752671957
3150 0.007641189731657505
3160 0.007783533073961735
3170 0.007828442379832268
3180 0.007785267662256956
3190 0.007650248240679502
3200 0.007425179239362478
3210 0.007124956697225571
3220 0.006773452274501324
3230 0.006394580472260714
3240 0.006007480900734663
3310 0.00372287561185658
3320 0.003500281600281596
3340 0.003145690308883786
0 0
10 2.750907140969261e-12
20 5.348717128927927e-12
30 7.754513177415934e-12
40 9.88224953257788e-12
50 1.167823737019402e-11
60 1.315349131697507e-11
70 1.434552910489773e-11
80 1.528955954899214e-11
90 1.601354986113801e-11
100 1.654179050680771e-11
110 1.689943497640289e-11
120 1.71141156801724e-11
130 1.720668052485053e-11
140 1.720289709294942e-11
150 1.712528556463422e-11
160 1.699087225082163e-11
170 1.681863676106232e-11
180 1.662913209909966e-11
190 1.643340151458172e-11
200 1.624330010774333e-11
210 1.606771660167539e-11
220 1.591296192038349e-11
230 1.578288541526085e-11
240 1.567998682283633e-11
250 1.560690986168733e-11
260 1.556692101611912e-11
270 1.556139592184813e-11
280 1.559109785720381e-11
290 1.565834614747352e-11
300 1.57681506740559e-11
310 1.59278805422769e-11
320 1.614698132146319e-11
330 1.643544501883643e-11
340 1.680292190109345e-11
350 1.725850712341881e-11
360 1.780379489668693e-11
370 1.844305784481914e-11
380 1.918762024266663e-11
390 2.004068265504255e-11
400 2.100612218891573e-11
410 2.209278419929017e-11
420 2.329928611155552e-11
430 2.463626004589603e-11
440 2.610921374934794e-11
450 2.772756330093884e-11
460 2.950005170698766e-11
470 3.142989341009539e-11
480 3.352342362039629e-11
490 3.579501278716535e-11
500 3.82548263899718e-11
510 4.091439340103697e-11
520 4.378130843973871e-11
530 4.686164650768987e-11
540 5.015760376481104e-11
550 5.366799366024466e-11
560 5.739083513978116e-11
570 6.131978258494541e-11
580 6.544539910002811e-11
590 6.97574636943088e-11
600 7.424116876819653e-11
610 7.887371311632307e-11
620 8.362483622237349e-11
630 8.845844889915355e-11
640 9.333018385904168e-11
650 9.819121904452999e-11
660 1.029898666349283e-10
670 1.076698452617819e-10
680 1.121661444281052e-10
690 1.164056143143632e-10
700 1.203121907655813e-10
710 1.237997204750485e-10
720 1.267826815753992e-10
730 1.291731721586586e-10
750 1.318661291271894e-10
760 1.320567405427298e-10
770 1.314429814991414e-10
790 1.2778721136808e-10
800 1.247528746972648e-10
830 1.114280126501832e-10
840 1.059344278964147e-10
850 1.000883612101156e-10
860 9.401061179525882e-11
870 8.786420896411684e-11
880 8.173067778116661e-11
890 7.56891910258517e-11
900 6.990678175222698e-11
910 6.45403661070354e-11
920 5.971526051418152e-11
930 5.55198977070237e-11
940 5.197045224725194e-11
950 4.898788666385379e-11
960 4.663184768882722e-11
970 4.49876698394025e-11
980 4.40666773904308e-11
990 4.405447881494773e-11
1000 4.500762956771709e-11
1010 4.683829712970322e-11
1020 4.9498037613116e-11
1030 5.28673944899527e-11
1040 5.697902566437207e-11
1050 6.198250246391979e-11
1060 6.786945311310077e-11
1070 7.451832206850639e-11
1080 8.189180583650923e-11
1090 8.996190598020704e-11
1100 9.876816725595816e-11
1110 1.083134901214144e-10
1120 1.186017256626926e-10
1130 1.297400936683957e-10
1140 1.416905898166121e-10
1150 1.5440207445927e-10
1160 1.678546746042286e-10
1170 1.820661399420942e-10
1180 1.972357971391503e-10
1190 2.134628862560106e-10
