"Time Step" "point-pressure-d"
1540 -6258.9697265625
1550 -5446.19140625
1560 -2654.5791015625
1570 -7779.30859375
1580 -8639.076171875
1590 -9179.580078125
1600 -7757.88427734375
1610 -6077.74755859375
1620 -5347.25537109375
1630 -6052.63330078125
1640 -5490.28125
1650 -2803.6630859375
1660 -4266.6025390625
1670 -7469.626953125
1680 -7729.0771484375
1690 -6188.3935546875
1700 -7280.00390625
1710 -6430.1572265625
1720 -7019.8349609375
1730 -5948.115234375
1740 -3647.36865234375
1750 -5667.4365234375
1760 -5169.38330078125
1770 -4201.17822265625
1780 -4573.10791015625
1790 -6563.97509765625
1800 -8488.59765625
1810 -9415.9921875
1820 -5987.32568359375
1830 -1981.84033203125
1840 -4941.56640625
1850 -6862.9697265625
1860 -6054.353515625
1870 -7775.25390625
1880 -7125.8369140625
1890 -6210.90234375
1900 -4367.53076171875
1910 -5424.65380859375
1920 -3437.64990234375
1930 -8673.5283203125
1940 -7921.4609375
1950 -6676.404296875
1960 -5477.14453125
1970 -6320.47607421875
1980 -8103.7255859375
1990 -8446.61328125
2000 -6291.2294921875
2010 -3375.889404296875
2020 -6417.1962890625
2030 -7461.703125
2040 -8869.72265625
2050 -9701.697265625
2060 -5867.54443359375
2070 -5458.0146484375
2080 -6511.111328125
2090 -4835.85986328125
2100 -3097.730224609375
2110 -8452.6171875
2120 -8764.060546875
2130 -9551.9375
2140 -6278.2763671875
2150 -6048.568359375
2160 -6984.72900390625
2170 -8479.537109375
2180 -6833.8466796875
2190 -2939.9921875
2200 -4350.5556640625
2210 -7221.55322265625
2220 -6799.541015625
2230 -5464.6865234375
2240 -6160.2685546875
2250 -6670.99658203125
2260 -7441.0615234375
2270 -7005.779296875
2280 -4232.716796875
2290 -5625.384765625
2300 -6112.35498046875
2310 -7498.0087890625
2320 -8952.57421875
2330 -9413.736328125
2340 -5634.5947265625
2350 -5447.9140625
2360 -5061.4765625
2370 -3231.5654296875
2380 -5838.0673828125
2390 -7495.767578125
2400 -8388.771484375
2410 -5498.71875
2420 -3368.277587890625
2430 -4989.7255859375
2440 -7143.8759765625
2450 -8182.3779296875
2460 -5722.50390625
2470 -6807.5693359375
2480 -7030.3857421875
2490 -7423.263671875
2500 -9732.626953125
2510 -9029.0078125
2520 -7718.20751953125
2530 -6718.6875
2540 -4867.8740234375
2550 -3524.093017578125
2560 -7039.6240234375
2570 -8648.431640625
2580 -8311.30859375
2590 -8872.720703125
2600 -8519.0751953125
2610 -6628.490234375
2620 -6874.83203125
2630 -5186.09033203125
2640 -3338.24267578125
2650 -7153.88720703125
2660 -5965.140625
2670 -5569.2548828125
2680 -5773.658203125
2690 -8262.322265625
2700 -8515.275390625
2710 -6588.591796875
2720 -6483.3984375
2730 -4170.72900390625
2740 -8452.462890625
2750 -8103.4951171875
2760 -9645.416015625
2770 -10210.4306640625
2780 -10224.681640625
2790 -7733.3642578125
2800 -6411.0810546875
2810 -4380.2578125
2820 -1375.224731445312
2830 -4711.47265625
2840 -7777.294921875
2850 -8533.001953125
2860 -6296.9091796875
2870 -5658.3642578125
2880 -6338.03515625
2890 -6453.58740234375
2900 -6572.416015625
2910 -2623.82568359375
2920 -8324.51171875
2930 -8599.779296875
2940 -6549.63623046875
2950 -8263.400390625
2960 -9509.6015625
2970 -8422.4794921875
2980 -7473.47509765625
2990 -5907.6015625
3000 -2411.911376953125
3010 -7190.73974609375
3020 -7123.962890625
3030 -6723.2373046875
3040 -8351.8525390625
3050 -9077.9169921875
3060 -9622.623046875
3070 -8059.2802734375
3080 -4583.26708984375
3090 -1743.40576171875
3100 -4064.5498046875
3110 -5865.8916015625
3120 -6494.43603515625
3130 -6777.2041015625
3140 -4533.75341796875
3150 -6816.98388671875
3160 -7178.697265625
3170 -7790.5341796875
3180 -5202.4912109375
3190 -7399.1689453125
3200 -5711.12109375
3210 -5153.5009765625
3220 -7811.947265625
3230 -8445.576171875
3240 -8858.58203125
3250 -7098.017578125
3260 -5566.5498046875
3270 -2835.768798828125
3280 -4561.14501953125
3290 -8362.2646484375
3300 -8126.3017578125
3310 -6826.412109375
3320 -6530.4970703125
3330 -4012.5068359375
3340 -3111.7314453125
0 -17088.37109375
10 -14454.431640625
20 -9712.1298828125
30 -1642.129638671875
40 -3378.056640625
50 -4906.79931640625
60 -5557.6376953125
70 -5763.400390625
80 -7270.6650390625
90 -8897.150390625
100 -10224.33203125
110 -9635.810546875
120 -6543.1884765625
130 -8479.443359375
140 -9976.5234375
150 -8738.61328125
160 -8366.2509765625
170 -5659.16650390625
180 -3563.34814453125
190 -1205.451538085938
200 -2516.16357421875
210 -3130.9443359375
220 -8907.541015625
230 -9641.55078125
240 -9833.5078125
250 -11042.068359375
260 -10932.126953125
270 -7555.8583984375
280 -7768.46875
290 -8786.296875
300 -6303.583984375
310 -8867.69140625
320 -11982.935546875
330 -9983.2626953125
340 -8330.78515625
350 -8024.01416015625
360 -8635.798828125
370 -10650.755859375
380 -9294.576171875
390 -4402.185546875
400 -7732.62109375
410 -11274.005859375
420 -12027.765625
430 -11376.8701171875
440 -11334.37109375
450 -10729.8251953125
460 -9206.482421875
470 -6583.04296875
480 -5790.349609375
490 -9950.650390625
500 -9175.6953125
510 -9259.44921875
520 -10972.103515625
530 -10642.1806640625
540 -10774.220703125
550 -8303.435546875
560 -7247.4462890625
570 -3215.56201171875
580 -6226.423828125
590 -8417.224609375
600 -8893.70703125
610 -8694.4345703125
620 -5484.75048828125
630 -4732.2822265625
640 -3306.785400390625
650 -1779.112426757812
660 -1907.8701171875
670 -6891.1669921875
680 -7567.47705078125
690 -9512.744140625
700 -8690.89453125
710 -9062.423828125
720 -9623.373046875
730 -6997.509765625
740 -4759.927734375
750 -1278.103515625
760 -5177.99462890625
770 -9301.994140625
780 -10251.19921875
790 -10662.36328125
800 -8643.09765625
810 -5936.0322265625
820 -5636.58203125
830 -5075.40234375
840 -1268.540771484375
850 -4737.5576171875
860 -6940.904296875
870 -11146.359375
880 -9353.59375
890 -6857.640625
900 -6222.6376953125
910 -5397.00146484375
920 -6547.8984375
930 -4540.1142578125
940 -8659.8125
950 -9620.12109375
960 -11013.0439453125
970 -10041.634765625
980 -7575.55615234375
990 -4785.00048828125
1000 -4080.9296875
1010 -4556.890625
1020 -3147.6240234375
1030 -6312.6806640625
1040 -8215.265625
1050 -7059.947265625
1060 -6939.5888671875
1070 -6307.7607421875
1080 -7028.6689453125
1090 -7418.169921875
1100 -5848.654296875
1110 -2659.635498046875
1120 -8100.7861328125
1130 -9183.455078125
1140 -7545.10693359375
1150 -7164.63623046875
1160 -7222.7412109375
1170 -5931.12060546875
1180 -5786.5537109375
1190 -6512.912109375
