"Time Step" "point-ho-a"
3250 1.860639031292521e-06
3260 1.867855075943226e-06
3270 1.874000417956267e-06
3280 1.878953753475798e-06
3290 1.88408216672542e-06
3300 1.887175244519312e-06
3310 1.889641112029494e-06
3320 1.896095341180626e-06
3330 1.908232434288948e-06
3340 1.922025830936036e-06
3350 1.934143483595108e-06
3360 1.937474280566676e-06
3370 1.932835630213958e-06
3380 1.928344545376603e-06
3390 1.927195398820913e-06
3400 1.93293931260996e-06
3410 1.941707751029753e-06
3420 1.948638100657263e-06
3430 1.953895207407186e-06
3440 1.958632083187695e-06
3450 1.962433088920079e-06
3460 1.967350954146241e-06
3470 1.970174025700544e-06
3480 1.971487336049904e-06
3490 1.972498921531951e-06
3500 1.971955043700291e-06
3510 1.970751782209845e-06
3520 1.974479118871386e-06
3530 1.981646164495032e-06
3540 1.985002199944574e-06
3550 1.981507921300363e-06
3560 1.974004362637061e-06
3570 1.966036961675854e-06
3580 1.960054760274943e-06
3590 1.957736003532773e-06
3600 1.958896746145911e-06
730 1.406457954544749e-06
740 1.410981894878205e-06
750 1.415326892129087e-06
760 1.41769294259575e-06
770 1.419785235157178e-06
780 1.419864815943583e-06
790 1.419270802216488e-06
800 1.422873424417048e-06
810 1.432161184311553e-06
820 1.44208854635508e-06
830 1.449436922484892e-06
840 1.449985802537412e-06
850 1.44171281135641e-06
860 1.431633108950336e-06
870 1.425314621883444e-06
880 1.42716953632771e-06
890 1.433370130143885e-06
900 1.438013327970111e-06
910 1.439776383449498e-06
920 1.441652898392931e-06
930 1.443257133360021e-06
940 1.444025201635668e-06
950 1.442667098672246e-06
960 1.442517941541155e-06
970 1.443250539523433e-06
980 1.442097300241585e-06
990 1.440029336663429e-06
1000 1.441040808458638e-06
1010 1.445165025870665e-06
1020 1.447006411581242e-06
1030 1.444184135834803e-06
1040 1.438060849068279e-06
1050 1.430104930477683e-06
1060 1.424724814569345e-06
1070 1.424407969352615e-06
1080 1.427499341843941e-06
1090 1.430536030966323e-06
1100 1.434358523511037e-06
1110 1.438486833649222e-06
1120 1.440675646335876e-06
1130 1.443233259124099e-06
1140 1.444547251594486e-06
1150 1.443385485799809e-06
1160 1.445554516976699e-06
1170 1.454040443604754e-06
1180 1.46433808367874e-06
1190 1.470880306442268e-06
1200 1.46764432429336e-06
1210 1.45891067404591e-06
1220 1.451497382731759e-06
1230 1.448307443752128e-06
1240 1.452094238629797e-06
1250 1.458958763578266e-06
1260 1.465125251343125e-06
1270 1.469141466259316e-06
1280 1.472010353609221e-06
1290 1.47426078456192e-06
1300 1.476485067541944e-06
1310 1.477092723689566e-06
1320 1.477563841945084e-06
1330 1.47834646213596e-06
1340 1.47712944453815e-06
1350 1.47497735270008e-06
1360 1.475955514251837e-06
1370 1.479806087445468e-06
1380 1.481016624893527e-06
1390 1.477812702432857e-06
1400 1.471766950089659e-06
1410 1.46399827372079e-06
1420 1.459038003304158e-06
1430 1.459022996641579e-06
1440 1.461114493395144e-06
1450 1.46439447235025e-06
1460 1.469943072152091e-06
1470 1.475414251217444e-06
1480 1.47874516187585e-06
1490 1.481661229263409e-06
1500 1.481864046581904e-06
1510 1.480958303545776e-06
1520 1.484755898673029e-06
1530 1.494718617323088e-06
1540 1.505781256128103e-06
1550 1.514265477453591e-06
1560 1.516305246695993e-06
1570 1.509204707872414e-06
1580 1.500055986980442e-06
1590 1.494837533755344e-06
1600 1.497841367381625e-06
1610 1.505026034465118e-06
1620 1.510791207692819e-06
1630 1.513180109213863e-06
1640 1.515491703685257e-06
1650 1.51815208937478e-06
1660 1.519674810879224e-06
1670 1.518274757472682e-06
1680 1.518546923762187e-06
1690 1.519348415968125e-06
1700 1.518471322015102e-06
1710 1.516694965175702e-06
1720 1.518370481790043e-06
1730 1.5228046095217e-06
1740 1.52536483710719e-06
1750 1.524566300759034e-06
1760 1.520735509075166e-06
1770 1.515171334176557e-06
1780 1.512573135187267e-06
1790 1.51385040680907e-06
1800 1.51562426253804e-06
1810 1.518798853794578e-06
1820 1.524865979263268e-06
1830 1.531623865957954e-06
1840 1.53611938458198e-06
1850 1.539336153655313e-06
1860 1.539563982078107e-06
1870 1.538812625767605e-06
1880 1.54276926878083e-06
1890 1.552615117361711e-06
1900 1.563838395668427e-06
1910 1.573557142364734e-06
1920 1.576187059981748e-06
1930 1.570384483784437e-06
1940 1.563394221193448e-06
1950 1.559865609124245e-06
1960 1.563477781019174e-06
1970 1.570219410496065e-06
1980 1.575573492118565e-06
1990 1.578619958308991e-06
2000 1.581567175890086e-06
2010 1.584401047693973e-06
2020 1.586968096489727e-06
2030 1.587247425050009e-06
2040 1.588090981385903e-06
2050 1.589536509527534e-06
2060 1.589430212334264e-06
2070 1.588210693626024e-06
2080 1.590466013112746e-06
2090 1.595638423168566e-06
2100 1.597990603841026e-06
2110 1.596046104168636e-06
2120 1.591846626070037e-06
2130 1.586622033755702e-06
2140 1.583207108524221e-06
2150 1.583193125043181e-06
2160 1.584822371114569e-06
2170 1.589631324350194e-06
2180 1.596779611645616e-06
2190 1.603748955858464e-06
2200 1.608592356205918e-06
2210 1.612084020052862e-06
2220 1.612719643162563e-06
2230 1.612994424249337e-06
2240 1.618447299733816e-06
2250 1.628915015317034e-06
2260 1.641146809561178e-06
2270 1.652561195442104e-06
2280 1.658323185438348e-06
2290 1.65459721301886e-06
2300 1.647939370741369e-06
2310 1.644167582526279e-06
2320 1.647240878810408e-06
2330 1.653834374337748e-06
2340 1.659586473579111e-06
2350 1.662278236835846e-06
2360 1.664558681113704e-06
2370 1.667255560278136e-06
2380 1.669778043833503e-06
2390 1.670285769250768e-06
2400 1.671672407610458e-06
2410 1.673902602306043e-06
2420 1.674229793025006e-06
2430 1.673140104685444e-06
2440 1.676307874731719e-06
2450 1.682001652625331e-06
2460 1.684189101069933e-06
2470 1.682268020886113e-06
2480 1.67841653819778e-06
2490 1.673884980846196e-06
2500 1.671305426498293e-06
2510 1.671869085839717e-06
2520 1.673364408816269e-06
2530 1.678326498222305e-06
2540 1.685594497757847e-06
2550 1.692916953288659e-06
2560 1.698751702861045e-06
2570 1.703658767837624e-06
2580 1.705977410892956e-06
2590 1.706659645606123e-06
2600 1.71089413925074e-06
2610 1.720199406918255e-06
2620 1.731487600409309e-06
2630 1.742152676342812e-06
2640 1.747095552673272e-06
2650 1.742625954648247e-06
2660 1.735785872369888e-06
2670 1.732139708110481e-06
2680 1.735750174702844e-06
2690 1.743138113852183e-06
2700 1.749098828440765e-06
2710 1.75244372258021e-06
2720 1.755492803567904e-06
2730 1.758114876793115e-06
2740 1.761521389198606e-06
2750 1.763251248121378e-06
2760 1.764776925483602e-06
2770 1.766709260664356e-06
2780 1.76734829437919e-06
2790 1.766937771208177e-06
2800 1.770956146174285e-06
2810 1.777977331585134e-06
2820 1.780953880370362e-06
2830 1.778541104613396e-06
2840 1.77341837570566e-06
2850 1.767548610587255e-06
2860 1.763481577654602e-06
2870 1.763022282830207e-06
2880 1.76495666437404e-06
2890 1.77055221683986e-06
2900 1.777914349077037e-06
2910 1.784481128197513e-06
2920 1.789011889741232e-06
2930 1.79257369836705e-06
2940 1.793925321180723e-06
2950 1.795220555322885e-06
2960 1.801229700504337e-06
2970 1.812067011996987e-06
2980 1.824739342737303e-06
2990 1.836969659052556e-06
3000 1.842542019403481e-06
3010 1.838836283241108e-06
3020 1.83285987986892e-06
3030 1.828970880524139e-06
3040 1.83144277343672e-06
3050 1.837740683185984e-06
3060 1.84326461294404e-06
3070 1.846108034442295e-06
3080 1.848393367254175e-06
3090 1.851047954914975e-06
3100 1.853514959293534e-06
3110 1.853853518696269e-06
3120 1.854641141108004e-06
3130 1.856356220741873e-06
3140 1.856095195762464e-06
3150 1.854945026025234e-06
3160 1.858544919741689e-06
3170 1.865129206635174e-06
3180 1.868042545538628e-06
3190 1.865708100012853e-06
3200 1.860722591118247e-06
3210 1.855715026977123e-06
3220 1.851944034569897e-06
3230 1.850972012107377e-06
3240 1.853924004535656e-06
3260 1.867854962256388e-06
3270 1.874000076895754e-06
3280 1.878953298728447e-06
3290 1.884082053038583e-06
3300 1.887174676085124e-06
3310 1.88964133940317e-06
3320 1.896096023301652e-06
3330 1.908232206915272e-06
3340 1.92202514881501e-06
0 0
10 5.528246447283891e-07
20 9.760331067809602e-07
30 1.22035328331549e-06
40 1.334925968876632e-06
50 1.385713630952523e-06
60 1.406999331265979e-06
70 1.412736082784249e-06
80 1.413736072208849e-06
90 1.416346890437126e-06
100 1.418301508238073e-06
110 1.415518340763811e-06
120 1.407569357070315e-06
130 1.397878008901898e-06
140 1.391517344018212e-06
150 1.389770545756619e-06
160 1.394158175571647e-06
170 1.402265752403764e-06
180 1.409978040101123e-06
190 1.414482426298491e-06
200 1.417012185811473e-06
210 1.419111299583165e-06
220 1.4208160337148e-06
230 1.421210527041694e-06
240 1.421854221916874e-06
250 1.423164121661102e-06
260 1.423904564035183e-06
270 1.422723016730743e-06
280 1.423317712578864e-06
290 1.426069957233267e-06
300 1.426082576472254e-06
310 1.420948365193908e-06
320 1.410170170856873e-06
330 1.399773736920906e-06
340 1.392657736687397e-06
350 1.389637645843322e-06
360 1.391307478115777e-06
370 1.395580056851031e-06
380 1.397604705744016e-06
390 1.397974074279773e-06
400 1.397350160914357e-06
410 1.397655523760477e-06
420 1.396282982568664e-06
430 1.394996843373519e-06
440 1.399892084918974e-06
450 1.410867525919457e-06
460 1.422875357093289e-06
