"Time Step" "point-vel-d"
3250 7.323245525360107
3260 6.879105091094971
3270 6.809398651123047
3280 7.23066234588623
3290 7.549452304840088
3300 6.563794136047363
3310 7.110472202301025
3320 7.125521659851074
3330 6.384274959564209
3340 6.830222606658936
3350 7.096823692321777
3360 8.104038238525391
3370 7.119234085083008
3380 6.697092533111572
3390 6.622754096984863
3400 6.448062419891357
3410 6.628075122833252
3420 6.99120044708252
3430 6.959419250488281
3440 6.910096168518066
3450 7.970526695251465
3460 7.149015426635742
3470 6.725954055786133
3480 6.487283706665039
3490 7.364601135253906
3500 7.821054458618164
3510 7.194153308868408
3520 7.155693054199219
3530 6.986810684204102
3540 7.697979927062988
3550 7.238863945007324
3560 7.050424575805664
3570 6.853452205657959
3580 6.767341136932373
3590 7.247639656066895
3600 7.09649658203125
730 7.082345008850098
740 6.668196678161621
750 6.836046695709229
760 7.990024566650391
770 7.456887722015381
780 8.211167335510254
790 7.482708930969238
800 7.107428073883057
810 6.706243515014648
820 7.388180732727051
830 6.954230308532715
840 6.807333946228027
850 7.671638965606689
860 7.231612205505371
870 8.333433151245117
880 6.821446418762207
890 7.201542854309082
900 6.804418563842773
910 7.099574089050293
920 6.912039279937744
930 7.686967849731445
940 7.607607364654541
950 6.888848781585693
960 7.720662117004395
970 7.542092323303223
980 7.164749622344971
990 6.405108451843262
1000 6.419472217559814
1010 6.561721801757812
1020 7.471570491790771
1030 7.21807861328125
1040 6.488893508911133
1050 6.586735248565674
1060 7.091432571411133
1070 6.723590850830078
1080 7.186787605285645
1090 7.617355346679688
1100 6.94227123260498
1110 7.344555854797363
1120 7.642324924468994
1130 7.111391067504883
1140 6.787637233734131
1150 7.200101852416992
1160 7.429736614227295
1170 6.954607009887695
1180 7.186269283294678
1190 7.077600479125977
1200 7.662535190582275
1210 6.617086410522461
1220 6.442267417907715
1230 6.944573402404785
1240 7.163000106811523
1250 7.282302856445312
1260 7.562709331512451
1270 7.317142486572266
1280 6.974827289581299
1290 7.03566837310791
1300 6.979805946350098
1310 6.971259117126465
1320 7.026237964630127
1330 6.879572868347168
1340 7.377188205718994
1350 7.311227321624756
1360 6.4372239112854
1370 6.809253692626953
1380 7.733118057250977
1390 6.983208656311035
1400 7.049928188323975
1410 7.855090141296387
1420 7.648722171783447
1430 7.404400825500488
1440 6.761475086212158
1450 7.051285743713379
1460 6.906301021575928
1470 6.763425350189209
1480 6.842890739440918
1490 7.052030563354492
1500 6.713737487792969
1510 7.502482414245605
1520 7.279048919677734
1530 7.414902210235596
1540 7.398190975189209
1550 7.076361656188965
1560 7.468807220458984
1570 7.395965576171875
1580 7.295737266540527
1590 7.667195320129395
1600 7.471368789672852
1610 6.746228694915771
1620 7.146651268005371
1630 6.903068542480469
1640 6.75614070892334
1650 7.048178672790527
1660 7.211636066436768
1670 7.115552425384521
1680 6.680612564086914
1690 7.002315521240234
1700 7.156774520874023
1710 7.558377265930176
1720 7.325360298156738
1730 7.165979862213135
1740 6.916962146759033
1750 6.672711372375488
1760 6.21136474609375
1770 6.313596725463867
1780 6.651261329650879
1790 7.158609867095947
1800 7.271730422973633
1810 7.762098789215088
1820 6.825953483581543
1830 7.0888671875
1840 7.412520408630371
1850 6.673498153686523
1860 6.537666797637939
1870 7.098530769348145
1880 7.025151252746582
1890 7.221628189086914
1900 6.945756435394287
1910 6.930202484130859
1920 7.757882118225098
1930 7.329404830932617
1940 6.593752861022949
1950 6.289753913879395
1960 6.489192962646484
1970 7.278097152709961
1980 7.587942123413086
1990 7.362874507904053
2000 7.003473281860352
2010 7.541733741760254
2020 7.184248447418213
2030 6.841813087463379
2040 7.562499046325684
2050 6.83012056350708
2060 6.702520370483398
2070 7.529623985290527
2080 7.415048122406006
2090 6.878634452819824
2100 7.650352954864502
2110 7.238313674926758
2120 6.646468162536621
2130 6.714486122131348
2140 6.613485336303711
2150 6.793154716491699
2160 7.082952499389648
2170 6.900234222412109
2180 6.940071105957031
2190 6.840799331665039
2200 7.858067512512207
2210 7.334157943725586
2220 6.87214183807373
2230 6.47741174697876
2240 6.794870853424072
2250 7.547025680541992
2260 7.170131206512451
2270 7.03752613067627
2280 7.262141227722168
2290 7.166347503662109
2300 6.839808464050293
2310 7.164465427398682
2320 7.238776206970215
2330 6.700520992279053
2340 6.980949878692627
2350 6.824625015258789
2360 6.845815181732178
2370 6.86493444442749
2380 7.704489707946777
2390 7.874822616577148
2400 7.614707946777344
2410 6.25269603729248
2420 6.682144165039062
2430 6.920811176300049
2440 7.302051544189453
2450 7.371803760528564
2460 7.684169292449951
2470 6.791190147399902
2480 6.611714363098145
2490 6.658819675445557
2500 7.565988540649414
2510 7.57414722442627
2520 7.665184497833252
2530 7.619786262512207
2540 7.06157922744751
2550 7.371395587921143
2560 7.273079872131348
2570 6.580461502075195
2580 7.013734340667725
2590 7.451449394226074
2600 7.046369075775146
2610 7.398238658905029
2620 7.206502437591553
2630 6.943705558776855
2640 7.71920108795166
2650 7.009125709533691
2660 6.801323413848877
2670 6.406947135925293
2680 6.629424095153809
2690 7.779060363769531
2700 7.300368309020996
2710 7.199882507324219
2720 6.786847591400146
2730 8.092985153198242
2740 7.507211685180664
2750 7.351933479309082
2760 7.00705623626709
2770 7.314696311950684
2780 7.323221683502197
2790 7.37799596786499
2800 7.133658885955811
2810 6.858648777008057
2820 6.876741409301758
2830 7.529796600341797
2840 7.216876983642578
2850 6.551835060119629
2860 6.42145824432373
2870 6.640539646148682
2880 7.215989589691162
2890 7.414329528808594
2900 6.936141014099121
2910 7.59538745880127
2920 7.45158576965332
2930 6.441033363342285
2940 6.80711555480957
2950 7.709632396697998
2960 7.715756416320801
2970 7.521456241607666
2980 7.605080604553223
2990 7.017983436584473
3000 7.588047027587891
3010 6.993069648742676
3020 6.540501594543457
3030 6.68585205078125
3040 7.607118129730225
3050 7.211336612701416
3060 7.519652366638184
3070 7.146823883056641
3080 6.999671459197998
3090 6.635046482086182
3100 6.806029319763184
3110 7.19075870513916
3120 7.591364860534668
3130 6.398299217224121
3140 6.708356380462646
3150 7.13939380645752
3160 7.320105075836182
3170 7.039345741271973
3180 6.651614189147949
3190 7.195782661437988
3200 6.827313423156738
3210 7.373169898986816
3220 7.506660461425781
3230 6.988324642181396
3240 7.344242095947266
3250 7.32324743270874
3260 6.879108428955078
3280 7.230664730072021
3290 7.549452781677246
3320 7.125519752502441
3330 6.384272575378418
3340 6.83022403717041
0 9.076859474182129
10 8.608028411865234
20 7.496009826660156
30 6.384947776794434
40 7.820127487182617
50 7.423968315124512
60 7.178050994873047
70 6.651753902435303
80 7.575195789337158
90 7.588779926300049
100 8.005610466003418
110 7.447081089019775
120 8.10472583770752
130 7.920232772827148
140 7.376810073852539
150 7.023276329040527
160 6.985004425048828
170 6.832679271697998
180 6.249220371246338
190 6.431427955627441
200 6.45944881439209
210 7.542084693908691
220 8.006962776184082
230 6.505878448486328
240 7.342796325683594
250 7.431130886077881
260 6.869336128234863
270 6.6280517578125
280 6.652034759521484
290 6.628301620483398
300 6.563179969787598
310 7.788555145263672
320 6.801019668579102
330 6.808274269104004
340 6.908425807952881
350 6.787147521972656
360 7.157115936279297
370 7.383647918701172
380 6.515872001647949
390 6.573416709899902
400 7.278458118438721
410 7.707037448883057
420 8.112255096435547
430 7.93886661529541
440 7.513127326965332
450 7.498053073883057
460 7.148046493530273
470 6.779860496520996
480 7.674727439880371
490 7.232152938842773
500 6.928729057312012
510 7.166584968566895
520 7.61777400970459
530 7.281584739685059
540 7.415971755981445
550 7.122280120849609
560 6.491250514984131
570 6.841188907623291
580 7.191720962524414
590 6.486067295074463
600 7.358241081237793
610 6.419833183288574
620 6.641878128051758
630 6.724795818328857
640 6.157474040985107
650 6.450450897216797
660 7.220176696777344
670 7.785262107849121
680 7.216975212097168
690 7.187484741210938
700 7.118150234222412
710 7.365062713623047
720 7.241012573242188
730 7.082347869873047
740 6.668193817138672
750 6.836050510406494
760 7.990026473999023
770 7.456884384155273
780 8.211165428161621
790 7.48270845413208
830 6.954221725463867
840 6.807318687438965
850 7.671636581420898
860 7.231616020202637
870 8.333431243896484
880 6.821443557739258
890 7.201543807983398
900 6.804409980773926
910 7.099568367004395
920 6.912033081054688
930 7.686965942382812
940 7.607611179351807
950 6.888842582702637
960 7.720648765563965
980 7.16473913192749
990 6.405098438262939
1000 6.419466018676758
1010 6.561723709106445
1020 7.471564769744873
1030 7.218070983886719
1040 6.488886833190918
1050 6.586724281311035
1060 7.091397762298584
1070 6.723633766174316
1080 7.186785221099854
1090 7.617353439331055
1100 6.942278861999512
1110 7.344553470611572
1120 7.642323970794678
1130 7.111392974853516
1140 6.787629127502441
1150 7.200068473815918
1160 7.429713249206543
1170 6.954587459564209
1180 7.186273574829102
1190 7.077605247497559
