"Time Step" "point-ho-c"
3250 0.110673263669014
3260 0.09574464708566666
3270 0.07734730094671249
3280 0.07113973796367645
3290 0.1250841915607452
3300 0.07288969308137894
3310 0.1101901084184647
3320 0.05083191767334938
3330 0.07587532699108124
3340 0.1096451655030251
3350 0.1123174205422401
3360 0.1187247931957245
3370 0.1095955073833466
3380 0.1118647754192352
3390 0.08318684250116348
3400 0.06244490295648575
3410 0.07440311461687088
3420 0.07978924363851547
3430 0.09201184660196304
3440 0.1130685657262802
3450 0.1157305687665939
3460 0.09210343658924103
3470 0.07613445073366165
3480 0.1021170616149902
3490 0.08295387029647827
3500 0.09442366659641266
3510 0.079515740275383
3520 0.05068430304527283
3530 0.0948798730969429
3540 0.1029834523797035
3550 0.09468883275985718
3560 0.09224500507116318
3570 0.07153281569480896
3580 0.08904106169939041
3590 0.08935380727052689
3600 0.09689697623252869
730 0.02423734590411186
740 0.03637923672795296
750 0.03211167082190514
760 0.02750635333359241
770 0.04403280094265938
780 0.03015513531863689
790 0.03626418486237526
800 0.03143121674656868
810 0.02232706733047962
820 0.02023117989301682
830 0.02709038741886616
840 0.0314665324985981
850 0.03755587339401245
860 0.01850770972669125
870 0.03033776395022869
880 0.01408722065389156
890 0.021309994161129
900 0.02154122851788998
910 0.03771513700485229
920 0.0355728380382061
930 0.02099866420030594
940 0.02981702983379364
950 0.04113730043172836
960 0.0305798314511776
970 0.02179954573512077
980 0.0278693251311779
990 0.02591613121330738
1000 0.03271841257810593
1010 0.02517248876392841
1020 0.0246281586587429
1030 0.03672485053539276
1040 0.03327253460884094
1050 0.02670187503099442
1060 0.04708115011453629
1070 0.04676181450486183
1080 0.02839083410799503
1090 0.03031725436449051
1100 0.02590097486972809
1110 0.02581873536109924
1120 0.04351655766367912
1130 0.05001444742083549
1140 0.02968119084835052
1150 0.02023240178823471
1160 0.02233529463410378
1170 0.03396670147776604
1180 0.03333733603358269
1190 0.03279050067067146
1200 0.03643977642059326
1210 0.03999436274170876
1220 0.04597173631191254
1230 0.05966964736580849
1240 0.04638870805501938
1250 0.04531533643603325
1260 0.03537049889564514
1270 0.04214268177747726
1280 0.03603500500321388
1290 0.03343749791383743
1300 0.05705484002828598
1310 0.0641317293047905
1320 0.06880129873752594
1330 0.04752026870846748
1340 0.03390964865684509
1350 0.04112907499074936
1360 0.04138121008872986
1370 0.04935948923230171
1380 0.03595755621790886
1390 0.04573729634284973
1400 0.071680948138237
1410 0.02564362995326519
1420 0.04198252037167549
1430 0.05341445654630661
1440 0.05534462630748749
1450 0.05230818316340446
1460 0.05550866574048996
1470 0.04446026310324669
1480 0.04549865052103996
1490 0.05514819920063019
1500 0.07019858807325363
1510 0.06155645102262497
1520 0.05829423666000366
1530 0.03134374693036079
1540 0.04067297652363777
1550 0.05487561598420143
1560 0.06303640455007553
1570 0.05804703012108803
1580 0.06861227750778198
1590 0.03568322956562042
1600 0.04194892197847366
1610 0.04556702449917793
1620 0.04732821881771088
1630 0.06001976877450943
1640 0.06344304978847504
1650 0.07219341397285461
1660 0.04282085597515106
1670 0.06687232851982117
1680 0.03627390787005424
1690 0.04429037123918533
1700 0.04350677877664566
1710 0.058543611317873
1720 0.06163059920072556
1730 0.06887828558683395
1740 0.05892671644687653
1750 0.06060507521033287
1760 0.04578135907649994
1770 0.04333560541272163
1780 0.04469706490635872
1790 0.03710220381617546
1800 0.0543871782720089
1810 0.05443091690540314
1820 0.05634927377104759
1830 0.07211051881313324
1840 0.06263300031423569
1850 0.05378894135355949
1860 0.06622055172920227
1870 0.06100386381149292
1880 0.03941949084401131
1890 0.05869783088564873
1900 0.05998425930738449
1910 0.08657362312078476
1920 0.06411498785018921
1930 0.07410668581724167
1940 0.03678395971655846
1950 0.04746133834123611
1960 0.06230809539556503
1970 0.06049886718392372
1980 0.05092612281441689
1990 0.05618193000555038
2000 0.06214623898267746
2010 0.05857886373996735
2020 0.08304226398468018
2030 0.0632011815905571
2040 0.06508138030767441
2050 0.06645824015140533
2060 0.04540536180138588
2070 0.06574566662311554
2080 0.06179304048418999
2090 0.08110128343105316
2100 0.06655880808830261
2110 0.04947155714035034
2120 0.04688449949026108
2130 0.05077876895666122
2140 0.05599871277809143
2150 0.06924994289875031
2160 0.06371480226516724
2170 0.04733689874410629
2180 0.09733757376670837
2190 0.09530382603406906
2200 0.08667711913585663
2210 0.08510486781597137
2220 0.07062981277704239
2230 0.06278606504201889
2240 0.0623980239033699
2250 0.05126374214887619
2260 0.07845783978700638
2270 0.06869249790906906
2280 0.05852368101477623
2290 0.05716277286410332
2300 0.08594544976949692
2310 0.09432942420244217
2320 0.04052668809890747
2330 0.07640927284955978
2340 0.07934646308422089
2350 0.06309638917446136
2360 0.06652183830738068
2370 0.07315404713153839
2380 0.05145531892776489
2390 0.059269979596138
2400 0.07991307228803635
2410 0.06918663531541824
2420 0.07989848405122757
2430 0.06655773520469666
2440 0.06460560113191605
2450 0.0925610363483429
2460 0.0766880139708519
2470 0.08017020672559738
2480 0.07051271945238113
2490 0.07277963310480118
2500 0.07020013034343719
2510 0.0706881582736969
2520 0.0801340788602829
2530 0.07725145667791367
2540 0.1007914319634438
2550 0.0890558585524559
2560 0.1037744209170341
2570 0.09645988792181015
2580 0.05974679440259933
2590 0.07407427579164505
2600 0.08204490691423416
2610 0.07084324955940247
2620 0.08188717067241669
2630 0.07372482866048813
2640 0.07440263032913208
2650 0.07405941188335419
2660 0.06559725105762482
2670 0.04560546576976776
2680 0.09811358153820038
2690 0.06078930571675301
2700 0.07178612798452377
2710 0.06170406192541122
2720 0.08084896206855774
2730 0.07153114676475525
2740 0.06949436664581299
2750 0.0789264440536499
2760 0.06523946672677994
2770 0.07650532573461533
2780 0.112884521484375
2790 0.07626020908355713
2800 0.07126490026712418
2810 0.1036877185106277
2820 0.08019097149372101
2830 0.08341541886329651
2840 0.109184555709362
2850 0.06233352422714233
2860 0.1024182513356209
2870 0.08639008551836014
2880 0.08409299701452255
2890 0.06796765327453613
2900 0.1231013089418411
2910 0.08051617443561554
2920 0.07362230122089386
2930 0.07085339725017548
2940 0.113077387213707
2950 0.09304443746805191
2960 0.08038808405399323
2970 0.09122782200574875
2980 0.07287432998418808
2990 0.09234197437763214
3000 0.07812719792127609
3010 0.09827326983213425
3020 0.06935658305883408
3030 0.07227432727813721
3040 0.1124825999140739
3050 0.09928575158119202
3060 0.09180887788534164
3070 0.07551231235265732
3080 0.09384628385305405
3090 0.05677489936351776
3100 0.1231659203767776
3110 0.08775817602872849
3120 0.09526237100362778
3130 0.0809917151927948
3140 0.08676476776599884
3150 0.08126311749219894
3160 0.08811407536268234
3170 0.1067526489496231
3180 0.07880742847919464
3190 0.08337215334177017
3200 0.0533427819609642
3210 0.07856380194425583
3220 0.06691077351570129
3230 0.08311221748590469
3240 0.09845065325498581
3260 0.09574463963508606
3290 0.1250842958688736
3300 0.07288967072963715
3310 0.1101901605725288
3320 0.05083194002509117
3330 0.07587537169456482
3340 0.1096451282501221
0 0
10 1.555474591441453e-05
20 6.354009201459121e-06
30 8.382729674849543e-07
40 0.0001000299816951156
50 6.661233783233911e-06
60 0.0007853402057662606
70 -7.009402906987816e-06
80 0.001261520897969604
90 0.004281646106392145
100 -0.0002208088408224285
110 0.005761596839874983
120 0.001061446499079466
130 0.0002308550465386361
140 0.001189783797599375
150 0.001147478818893433
160 0.001029028440825641
170 0.001783427782356739
180 0.0002263335627503693
190 0.003218342317268252
