"Time Step" "p-in"
3250 -37739.45741483613
3260 -34619.29119031785
3270 -31708.01999300151
3280 -34490.36089582115
3290 -38519.99082445115
3300 -38628.10673834875
3310 -37458.45775916245
3320 -36553.38428282928
3330 -34039.88539694373
3340 -33128.59126479993
3350 -34219.00626908432
3360 -34677.58270024234
3370 -37359.96126884419
3380 -38137.2682660971
3390 -38779.17916762499
3400 -36046.70272283872
3410 -36374.5633678368
3420 -35813.29676599769
3430 -36047.29681018262
3440 -34966.31866572525
3450 -33787.38407483614
3460 -35976.00589046046
3470 -35873.07006863954
3480 -36885.43568566783
3490 -37214.36646129243
3500 -38776.84630268461
3510 -38745.56812864802
3520 -38013.49063945525
3530 -34403.08874606901
3540 -31556.05571572968
3550 -34540.68735969392
3560 -37137.20056847959
3570 -37091.34662600248
3580 -38270.34851403306
3590 -39140.31564489486
3600 -37766.96586268261
730 -37028.26378548636
740 -32431.53098740324
750 -29127.4701578038
760 -34751.99835103701
770 -39754.69485650481
780 -40869.06386650858
790 -41434.21901878522
800 -39456.39202268731
810 -36543.13680023331
820 -35598.02224354916
830 -32982.66117832937
840 -29105.60388818821
850 -33348.55825117124
860 -37049.78460161955
870 -41155.2584937053
880 -39932.04884395209
890 -37248.83789153714
900 -36199.76115874037
910 -35460.26385012223
920 -34939.57966119933
930 -33361.94659084566
940 -38223.63174603703
950 -39395.19794346059
960 -41728.71946249895
970 -40741.30673205782
980 -37538.82672527243
990 -34605.274453244
1000 -33897.92319576734
1010 -33237.67326442905
1020 -31784.16752809939
1030 -35530.80173658555
1040 -37625.9310757516
1050 -37147.75045208521
1060 -37055.96368657409
1070 -36832.96074596747
1080 -37990.37262543251
1090 -37527.09996873567
1100 -33960.50027608113
1110 -31500.79447078489
1120 -37496.01742525209
1130 -38835.93428250988
1140 -37549.76717654403
1150 -37467.07079789785
1160 -37541.40284591934
1170 -36399.54804078317
1180 -36048.829477076
1190 -35372.45614733198
1200 -33524.99366299676
1210 -36241.58126440858
1220 -36406.95692063803
1230 -37961.12040780771
1240 -39247.12827912433
1250 -38701.50499241641
1260 -38005.80729516575
1270 -37995.02556164773
1280 -34111.95978337975
1290 -30449.15135597138
1300 -34250.54375063951
1310 -36539.35117358342
1320 -36452.65136237186
1330 -37904.15808284171
1340 -39120.51159323672
1350 -38921.19478565187
1360 -36670.43684142554
1370 -34014.79343871993
1380 -31990.81174746886
1390 -34114.73223125895
1400 -36648.65031898309
1410 -38142.00288457823
1420 -38160.78442364462
1430 -37446.3025766746
1440 -37259.0954558399
1450 -35678.88592621966
1460 -33035.76169682763
1470 -29157.42439046731
1480 -30946.06323899104
1490 -34072.28034005214
1500 -36936.20321922522
1510 -38108.70762074862
1520 -37975.31164510676
1530 -37189.96721303732
1540 -36233.62907978075
1550 -33474.40283046603
1560 -31335.65974088723
1570 -37210.65557190764
1580 -39231.87475241512
1590 -39738.68444311296
1600 -38374.17149317967
1610 -36650.77967912107
1620 -35822.92272530417
1630 -36252.32662413405
1640 -34098.36772532544
1650 -31144.8083016655
1660 -32954.27929396315
1670 -36959.76991956976
1680 -37558.57566680579
1690 -36259.8413526189
1700 -37523.91505417359
1710 -36880.7415633644
1720 -37348.81294396252
1730 -34788.34326144537
1740 -32489.4990362315
1750 -34806.42298475334
1760 -34622.0282180812
1770 -33737.349259587
1780 -34690.33944180918
1790 -37012.20659335943
1800 -39389.13537572886
1810 -40106.20578897688
1820 -35092.42796450188
1830 -30549.21274872043
1840 -33899.69772452951
1850 -36252.02487261171
1860 -35898.84303625089
1870 -38549.24216958437
1880 -37519.85449770368
1890 -36333.55657988538
1900 -34243.56341672719
1910 -33965.93466449111
1920 -32009.81277478133
1930 -37105.86570668835
1940 -37384.13076915148
1950 -36293.89467888989
1960 -35551.6178796891
1970 -37156.6487564669
1980 -38979.47552003685
1990 -39242.10967347672
2000 -35124.6891865763
2010 -32080.66127185437
2020 -35894.61615728671
2030 -37638.2418682825
2040 -40129.59218329279
2050 -40042.27582593662
2060 -35990.14776201197
2070 -35813.77459394772
2080 -36164.90098069575
2090 -32812.47311092749
2100 -31997.78865766009
2110 -38173.89156191644
2120 -38922.0024566592
2130 -39205.79950745677
2140 -36523.63010961907
2150 -36418.44221970712
2160 -37353.44706703768
2170 -38947.17646015562
2180 -35786.86773925074
2190 -31253.80150541485
2200 -33419.8951328973
2210 -36877.86367526566
