"Time Step" "point-shear-c"
2890 1918.21875
2900 2578.177490234375
2910 2081.089599609375
2920 701.1334228515625
2930 624.8949584960938
2940 975.1029052734375
2950 424.4195556640625
2960 445.80419921875
2970 899.3258056640625
2980 2122.18310546875
2990 1693.787719726562
3000 1711.882690429688
3010 852.1959838867188
3020 988.2250366210938
3030 642.1617431640625
3040 533.4774780273438
3050 469.0856323242188
3060 1252.237670898438
3070 2793.28369140625
3080 1663.654418945312
3090 530.88916015625
3100 899.02783203125
3110 240.2914276123047
3120 455.3639831542969
3130 881.1751708984375
3140 421.6084594726562
3150 1962.60400390625
3160 2262.302978515625
3170 2464.720947265625
3180 2004.26513671875
3190 1114.454467773438
3200 1412.201538085938
3210 1151.437377929688
3220 1022.353637695312
3230 363.9692993164062
3240 968.2677612304688
3250 1870.691772460938
3260 1953.936279296875
3270 615.9801025390625
3280 835.1204223632812
3290 532.5146484375
3300 1178.908813476562
3310 299.9130859375
3320 672.8992919921875
3330 1124.535522460938
3340 2055.859130859375
3350 2346.198974609375
3360 1639.340942382812
3370 771.333251953125
3380 574.796875
3390 939.0211791992188
3400 1672.202392578125
3410 622.662109375
3420 614.35595703125
3430 2030.24072265625
3440 2611.094482421875
3450 1648.765991210938
3460 1615.980834960938
3470 621.2728271484375
3480 1533.168212890625
3490 1113.85400390625
3500 600.930419921875
3510 1799.835205078125
3520 2594.1279296875
3530 1525.15869140625
3540 802.8325805664062
3550 1338.788452148438
3560 1036.061767578125
3570 699.8911743164062
3580 933.5390014648438
3590 1074.722290039062
3600 1378.662231445312
0 2634.054931640625
10 2247.616455078125
20 1253.632446289062
30 1130.463623046875
40 480.3316955566406
50 684.783935546875
60 583.7574462890625
70 1626.53515625
80 1161.758056640625
90 1404.227905273438
100 1516.4501953125
110 2405.142578125
120 1020.003479003906
130 576.8916015625
140 1413.367309570312
150 1128.864379882812
160 440.751953125
170 590.6178588867188
180 2040.97900390625
190 3216.520751953125
200 1559.685180664062
210 1153.864624023438
220 2546.62158203125
230 1312.287109375
240 717.7239379882812
250 562.012939453125
260 582.9974365234375
270 1032.923828125
280 2538.82470703125
290 891.34033203125
300 1390.881103515625
310 1513.58544921875
320 563.1723022460938
330 1017.334045410156
340 662.7526245117188
350 764.5986328125
360 981.6160888671875
370 2472.63134765625
380 1766.986938476562
390 990.048583984375
400 1643.6259765625
410 2030.07666015625
420 754.13037109375
430 663.1678466796875
440 593.5033569335938
450 1681.785766601562
460 1534.728271484375
470 1299.163696289062
480 840.3068237304688
490 511.403564453125
500 1011.005126953125
510 786.7954711914062
520 755.3651123046875
530 1468.578735351562
540 1013.060546875
550 1459.937744140625
560 1420.1416015625
570 834.3988647460938
580 1443.921264648438
590 941.6857299804688
600 1163.256591796875
610 822.0487060546875
620 981.293212890625
630 1306.941528320312
640 2004.34423828125
650 1195.463012695312
660 716.5957641601562
670 527.0799560546875
680 668.802978515625
690 923.883544921875
700 752.1754760742188
710 1395.415771484375
720 1131.350341796875
730 1735.715942382812
740 2047.977172851562
750 1395.80224609375
760 968.9229736328125
770 1090.927001953125
780 721.4058227539062
790 1415.475952148438
800 397.9448852539062
810 356.4561157226562
820 3427.362060546875
830 1401.5546875
840 893.2230224609375
850 873.04052734375
860 691.34521484375
870 603.6441650390625
880 621.5642700195312
890 1053.597412109375
900 659.4862060546875
910 1402.55859375
920 2030.788330078125
930 1966.348510742188
940 770.9965209960938
950 701.0818481445312
960 451.9082641601562
970 305.794921875
980 535.1793212890625
990 1267.891967773438
1000 2685.861328125
1010 2892.506591796875
1020 1230.699462890625
1030 593.2061157226562
1040 885.4462890625
1050 265.4241027832031
1060 968.8602905273438
1070 419.5775451660156
1080 345.6017456054688
1090 758.2302856445312
1100 1813.848266601562
1110 1250.656860351562
1120 649.9755859375
1130 1946.373291015625
1140 1359.131591796875
1150 1273.034301757812
1160 646.5385131835938
1170 908.3526611328125
1180 1331.895385742188
1190 719.5599365234375
1200 1131.712158203125
1210 2358.08642578125
1220 1211.425170898438
1230 1135.663330078125
1240 523.6925048828125
1250 557.1893310546875
1260 1015.893188476562
1270 2273.15087890625
1280 1054.146728515625
1290 2682.406982421875
1300 1189.547119140625
1310 2598.595703125
1320 1202.127197265625
1330 1152.06640625
1340 566.114990234375
1350 1296.878662109375
1360 1313.182373046875
1370 3183.4130859375
1380 1266.547119140625
1390 2034.876708984375
1400 1337.416015625
1410 1265.117309570312
1420 669.2568359375
1430 505.4821472167969
1440 1675.467407226562
1450 2243.950927734375
1460 1661.551025390625
1470 1050.27587890625
1480 1505.134521484375
1490 1563.697509765625
1500 1683.693725585938
1510 730.1008911132812
1520 305.6244506835938
1530 1950.445678710938
1540 707.3098754882812
1550 1882.620849609375
1560 1551.879028320312
1570 1796.229248046875
1580 1295.108764648438
1590 1145.906982421875
1600 572.4283447265625
1610 469.1849365234375
1620 790.0545654296875
1630 1385.600219726562
1640 1902.72705078125
1650 459.2497863769531
1660 451.9553527832031
1670 292.4205932617188
1680 277.7171936035156
1690 585.3532104492188
1700 446.2377319335938
1710 1547.26953125
1720 1609.989990234375
1730 1158.859619140625
1740 489.9936828613281
1750 636.8238525390625
1760 527.878173828125
1770 725.5023803710938
1780 708.4265747070312
1790 462.2301635742188
1800 659.8762817382812
1810 2077.842529296875
1820 1742.3896484375
1830 808.890380859375
1840 594.710693359375
1850 452.9230651855469
1860 744.1068725585938
1870 988.763916015625
1880 592.2957153320312
1890 1432.7412109375
1900 1625.73095703125
1910 1750.54296875
1920 1881.652954101562
1930 1302.47412109375
1940 603.135986328125
1950 697.4256591796875
1960 571.1256103515625
1970 1274.083984375
1980 1105.2392578125
1990 1303.20703125
2000 1424.306396484375
2010 1478.774536132812
2020 1053.85791015625
2030 2209.1826171875
2040 1310.353271484375
2050 434.4689025878906
2060 527.087158203125
2070 3013.7431640625
2080 1452.36376953125
2090 2060.92626953125
2100 671.8772583007812
2110 2257
2120 1439.164184570312
2130 642.1310424804688
2140 795.7223510742188
2150 970.0914916992188
2160 969.6898803710938
2170 2175.958740234375
2180 1935.465087890625
2190 1509.219116210938
2200 1285.759765625
2210 1088.896118164062
2220 475.6141662597656
2230 768.03271484375
2240 405.2635803222656
2250 1802.794067382812
2260 2781.479736328125
2270 2753.352783203125
2280 1824.600341796875
2290 1743.768920898438
2300 752.5979614257812
2310 1029.380981445312
2320 1176.3037109375
2330 553.087158203125
2340 1898.79931640625
2350 1174.21533203125
2360 2375.594482421875
2370 817.9223022460938
2380 560.6888427734375
2390 372.470458984375
2400 766.34228515625
2410 495.9368896484375
2420 590.7164306640625
2430 1202.876831054688
2440 2387.845458984375
2450 2098.8125
2460 1489.196899414062
2470 454.9645080566406
2480 554.8280029296875
2490 1560.34912109375
2500 650.9517211914062
2510 675.5806884765625
2520 1755.14892578125
2530 2004.904541015625
2540 1707.550903320312
2550 2438.0751953125
2560 1453.289306640625
2570 772.4521484375
2580 498.7918090820312
2590 540.0056762695312
2600 662.1712646484375
2610 627.0745849609375
2620 2377.44921875
2630 2739.35546875
2640 1524.77392578125
2650 2130.84033203125
2660 1514.53759765625
2670 844.6040649414062
2680 897.0565185546875
2690 582.0194702148438
2700 412.2677307128906
2710 1711.296020507812
2720 1586.490234375
2730 403.7458801269531
2740 1289.69775390625
2750 621.3668212890625
2760 958.2470092773438
2770 350.9032592773438
2780 643.4366455078125
2790 837.32568359375
2800 1842.370971679688
2810 3001.99853515625
2820 1670.70703125
2830 2099.2666015625
2840 1896.372680664062
2850 1950.432006835938
2860 573.2032470703125
2870 374.4251403808594
2880 1834.653076171875
2890 1918.218872070312
2910 2081.08642578125
2920 701.1312866210938
2930 624.8970336914062
2940 975.105224609375
2950 424.4178161621094
2960 445.8052062988281
2970 899.328125
2980 2122.177734375
2990 1693.791870117188
3000 1711.886596679688
3010 852.2007446289062
3020 988.21533203125
3030 642.1643676757812
3040 533.4755859375
3050 469.0839233398438
3060 1252.240844726562
