"Time Step" "point-ho-a"
2890 2.034766794167808e-06
2900 2.039110995610827e-06
2910 2.04484558707918e-06
2920 2.04918023882783e-06
2930 2.05363016902993e-06
2940 2.055342974927044e-06
2950 2.05640299100196e-06
2960 2.063376086880453e-06
2970 2.073804353130981e-06
2980 2.082678520309855e-06
2990 2.084563675452955e-06
3000 2.078244278891361e-06
3010 2.072452389256796e-06
3020 2.068786216113949e-06
3030 2.068464482363197e-06
3040 2.075204974971712e-06
3050 2.080237209156621e-06
3060 2.082813125525718e-06
3070 2.084907691823901e-06
3080 2.087160510200192e-06
3090 2.088356268359348e-06
3100 2.08691562875174e-06
3110 2.08282699531992e-06
3120 2.084422249026829e-06
3130 2.086091399178258e-06
3140 2.082824266835814e-06
3150 2.080632384604542e-06
3160 2.085354026348796e-06
3170 2.089781219183351e-06
3180 2.087485654556076e-06
3190 2.077919134535477e-06
3200 2.069936954285367e-06
3210 2.065884245894267e-06
3220 2.061838813460781e-06
3230 2.061953409793205e-06
3240 2.066314664261881e-06
3250 2.071316430374281e-06
3260 2.074022859233082e-06
3270 2.076335931633366e-06
3280 2.078370243907557e-06
3290 2.081024831568357e-06
3300 2.080825879602344e-06
3310 2.079983914882177e-06
3320 2.083843128275475e-06
3330 2.092601107506198e-06
3340 2.099793846355169e-06
3350 2.100370920743444e-06
3360 2.094696810672758e-06
3370 2.090206862703781e-06
3380 2.086649601551471e-06
3390 2.085796268147533e-06
3400 2.091720034513855e-06
3410 2.09583936339186e-06
3420 2.097215428875643e-06
3430 2.097219976349152e-06
3440 2.096728849210194e-06
3450 2.095996478601592e-06
3460 2.092111344609293e-06
3470 2.085776259264094e-06
3480 2.085804680973524e-06
3490 2.086701442749472e-06
3500 2.083525487250881e-06
3510 2.079784962916165e-06
3520 2.082708078887663e-06
3530 2.085523874484352e-06
3540 2.081702405121177e-06
3550 2.073108589684125e-06
3560 2.067324885501876e-06
3570 2.063485226244666e-06
3580 2.058506652247161e-06
3590 2.056418907159241e-06
3600 2.058113750535995e-06
0 0
10 7.19550484973297e-07
20 1.164702553069219e-06
30 1.341792312814505e-06
40 1.398376753058983e-06
50 1.414342591488094e-06
60 1.416566533407604e-06
70 1.414614416717086e-06
80 1.414801090504625e-06
90 1.418060946889454e-06
100 1.420025569132122e-06
110 1.417573912476655e-06
120 1.408984530826274e-06
130 1.400472228851868e-06
140 1.395235585732735e-06
150 1.395794015479623e-06
160 1.404586782882689e-06
170 1.411443804499868e-06
180 1.415989572706167e-06
190 1.41963244004728e-06
200 1.422733816980326e-06
210 1.424876359124028e-06
220 1.422789182470297e-06
230 1.419211457687197e-06
240 1.42106352996052e-06
250 1.4224636970539e-06
260 1.420841158505937e-06
270 1.419845602868008e-06
280 1.423649564458174e-06
290 1.428336304343247e-06
300 1.427673282705655e-06
310 1.421053639205638e-06
320 1.412365350006439e-06
330 1.406162596140348e-06
340 1.401810209245014e-06
350 1.401728809469205e-06
360 1.40552128868876e-06
370 1.409510446137574e-06
380 1.411717903465615e-06
