"Time Step" "point-shear-b"
2890 2880.986328125
2900 1791.232299804688
2910 1072.943359375
2920 889.0445556640625
2930 1011.244384765625
2940 1299.448120117188
2950 1092.983764648438
2960 925.8536376953125
2970 5334.85986328125
2980 1506.537475585938
2990 1966.2109375
3000 814.0697021484375
3010 826.613525390625
3020 972.1671142578125
3030 1186.145751953125
3040 1124.40673828125
3050 1881.5703125
3060 4986.8193359375
3070 3709.795654296875
3080 1725.184814453125
3090 929.4642944335938
3100 839.248046875
3110 1771.193359375
3120 506.9187927246094
3130 774.8740844726562
3140 2777.36181640625
3150 4175.61376953125
3160 4177.251953125
3170 1247.298095703125
3180 1162.721069335938
3190 1215.073608398438
3200 548.8869018554688
3210 868.98046875
3220 867.3129272460938
3230 1797.174194335938
3240 6016.9677734375
3250 3168.3427734375
3260 804.520263671875
3270 2505.710693359375
3280 768.5393676757812
3290 1001.728637695312
3300 730.6588745117188
3310 1170.126220703125
3320 1463.412719726562
3330 3199.627197265625
3340 3396.435546875
3350 1770.214111328125
3360 1250.136352539062
3370 1013.655822753906
3380 1155.060546875
3390 1131.969604492188
3400 923.591552734375
3410 1240.771118164062
3420 3467.440185546875
3430 2268.8955078125
3440 2005.020874023438
3450 778.297119140625
3460 876.2608642578125
3470 883.1270751953125
3480 849.2863159179688
3490 802.0194702148438
3500 2181.069580078125
3510 3572.334716796875
3520 3362.86474609375
3530 1404.412353515625
3540 975.8490600585938
3550 982.8240356445312
3560 883.7456665039062
3570 682.5485229492188
3580 1344.184448242188
3590 1307.800903320312
3600 5653.8984375
0 1674.942749023438
10 965.935546875
20 2033.492431640625
30 617.6680908203125
40 798.9189453125
50 702.5961303710938
60 977.025146484375
70 771.1524047851562
80 811.1183471679688
90 729.4368896484375
100 1334.8603515625
110 675.812744140625
120 1534.047973632812
130 507.6441955566406
140 775.6763916015625
150 1349.5
160 1375.235595703125
170 929.1942138671875
180 2347.285888671875
190 4644.67236328125
200 860.5215454101562
210 1425.29052734375
220 929.2597045898438
230 679.1900024414062
240 386.1147766113281
250 766.1444702148438
260 1498.698852539062
270 4376.85498046875
280 5563.2900390625
290 2560.031982421875
300 1453.49658203125
310 1021.85009765625
320 1223.93994140625
330 1098.459228515625
340 1384.002563476562
350 2069.2041015625
360 4677.16455078125
370 3561.90234375
380 1505.8974609375
390 1147.309326171875
400 1806.665283203125
410 1142.98291015625
420 968.8056640625
430 546.5678100585938
440 1867.638793945312
450 3666.22216796875
460 1511.752319335938
470 2109.590087890625
480 740.5435180664062
490 1019.261596679688
500 1120.5
510 1557.600463867188
520 792.6796875
530 1049.067749023438
540 6296.8369140625
550 3750.597412109375
560 1961.716064453125
570 1286.678344726562
580 1045.348266601562
590 1521.101318359375
600 1222.712036132812
610 995.3880004882812
620 1968.44677734375
630 4621.24072265625
640 3423.454345703125
650 971.6122436523438
660 1137.881103515625
670 1273.865356445312
680 1363.286376953125
690 1445.497924804688
700 645.573486328125
710 871.4747924804688
720 3496.42041015625
730 1880.4208984375
740 1453.653442382812
750 1004.927673339844
760 1393.534423828125
770 2039.9921875
780 1150.29736328125
790 989.55810546875
800 1156.200073242188
810 3771.7998046875
820 1794.90576171875
830 2374.587646484375
840 830.6467895507812
850 445.4983215332031
860 1541.56640625
870 1620.596435546875
880 958.9366455078125
890 736.278564453125
900 5235.400390625
910 1536.835083007812
920 1581.988525390625
930 953.4454345703125
940 1256.607666015625
950 1323.2314453125
960 937.8660278320312
970 811.8406372070312
980 851.861572265625
990 4630.0556640625
1000 2528.54296875
1010 1595.199096679688
1020 929.6415405273438
1030 1462.126342773438
1040 758.9287719726562
1050 1055.809692382812
1060 511.7247314453125
1070 1614.94775390625
1080 5135.0166015625
1090 2924.415771484375
1100 1549.913696289062
1110 1151.959716796875
1120 643.0972290039062
1130 731.4209594726562
1140 1222.457153320312
1150 1791.302124023438
1160 691.7244873046875
1170 3480.058837890625
1180 4189.8564453125
1190 1628.192260742188
1200 725.658203125
1210 869.5632934570312
1220 700.4900512695312
