"Time Step" "point-ho-b"
2890 0.01253495924174786
2900 0.03091953136026859
2910 0.02453485876321793
2920 0.04065617173910141
2930 0.04712609201669693
2940 0.04417426884174347
2950 0.03968503698706627
2960 0.01661084219813347
2970 0.02009959518909454
2980 0.006860575638711452
2990 0.03554897010326385
3000 0.02030940353870392
3010 0.03914955258369446
3020 0.06643794476985931
3030 0.0431341677904129
3040 0.03414450585842133
3050 0.03041629865765572
3060 0.01939242333173752
3070 0.03459661453962326
3080 0.01650714129209518
3090 0.05810558795928955
3100 0.04078065603971481
3110 0.04601070284843445
3120 0.05794710665941238
3130 0.04152793064713478
3140 0.04178269580006599
3150 0.0191669724881649
3160 0.03272078186273575
3170 0.02514893375337124
3180 0.02500945329666138
3190 0.05531487613916397
3200 0.03954092785716057
3210 0.04428093135356903
3220 0.04036228358745575
3230 0.02018941938877106
3240 0.02140902541577816
3250 0.02450845763087273
3260 0.04061174020171165
3270 0.04087446630001068
3280 0.05710479244589806
3290 0.05848613753914833
3300 0.05040746554732323
3310 0.05528425425291061
3320 0.03220683336257935
3330 0.01361979451030493
3340 0.02775504626333714
3350 0.01495130080729723
3360 0.02291251346468925
3370 0.05190698429942131
3380 0.04862998425960541
3390 0.0356922335922718
3400 0.03086761943995953
3410 0.01314587891101837
3420 0.01646076701581478
3430 0.02666079439222813
3440 0.03044630400836468
3450 0.0277418103069067
3460 0.04149464145302773
3470 0.05642557516694069
3480 0.04244252666831017
3490 0.04381388798356056
3500 0.04099093377590179
3510 0.01752945594489574
3520 0.04309951886534691
3530 0.03956005722284317
3540 0.03160293027758598
3550 0.03763990104198456
3560 0.04117301851511002
3570 0.03159132972359657
3580 0.04235908389091492
3590 0.01239355280995369
3600 0.01799541339278221
0 0
10 8.810090434963058e-07
20 6.573466816917062e-05
30 3.495852070045657e-06
40 2.325767809452373e-06
50 3.906387064489536e-06
60 6.890604254294885e-06
70 4.438338692125399e-06
80 3.740172815014375e-06
90 8.255610737251118e-06
100 0.0004206770099699497
110 0.0004339208535384387
120 0.002530376194044948
130 0.003133106511086226
140 0.001381060923449695
150 0.00329760811291635
160 0.00322282686829567
170 0.002282239496707916
180 0.0007063955999910831
190 0.006378285586833954
200 0.002609579358249903
210 0.002118751173838973
220 0.0004403114144224674
230 0.001728655188344419
240 0.003865084610879421
250 0.001975632039830089
260 8.783359226072207e-05
270 0.005992733873426914
280 0.007436474785208702
290 0.001091222977265716
300 0.006865771021693945
310 0.002757754409685731
320 0.005263498984277248
330 0.003112801117822528
340 0.001682982547208667
350 0.01324517466127872
360 0.005070248618721962
370 0.008172547444701195
380 0.001307401340454817
390 0.002444679383188486
400 0.005283206701278687
410 0.006739786826074123
420 0.004115908872336149
430 0.002013566205278039
440 0.01415866706520319
450 0.005559970624744892
460 0.00446693878620863
470 0.01449314318597317
480 0.00141744629945606
490 0.00440472224727273
500 0.007296943571418524
510 0.01040051411837339
520 0.003823764156550169
530 0.009158379398286343
540 0.01124454010277987
550 0.01116116531193256
560 0.002166314981877804
570 0.004166971426457167
580 0.004692551679909229
590 0.01647001132369041
600 0.01614554971456528
610 0.01084008254110813
620 0.004073085729032755
630 0.006353787612169981
640 0.01040073297917843
650 0.007326994556933641
660 0.00585224712267518
670 0.01712447218596935
680 0.01283655408769846
690 0.01164563372731209
700 0.007473678328096867
710 0.02849641069769859
720 0.00809880718588829
730 0.02168247848749161
740 0.007105113938450813
750 0.0104155270382762
760 0.01323106791824102
770 0.01127613894641399
780 0.01766159757971764
790 0.009170396253466606
800 0.003303575562313199
810 0.007852761074900627
820 0.01493343431502581
830 0.005798015277832747
840 0.008015777915716171
850 0.0115914773195982
860 0.02048205398023129
870 0.0170055665075779
880 0.01053751166909933
890 0.002177252899855375
900 0.01880070008337498
910 0.008943540044128895
920 0.0181388333439827
930 0.009307105094194412
940 0.01692765578627586
950 0.01450519263744354
960 0.01085314806550741
970 0.009269610978662968
980 0.01127926353365183
990 0.01069610472768545
1000 0.009577437303960323
1010 0.0100425174459815
1020 0.0137265594676137
1030 0.01579482667148113
1040 0.0158492848277092
1050 0.0149187296628952
1060 0.01278012059628963
1070 0.02528584189713001
1080 0.0158267505466938
1090 0.008191368542611599
1100 0.01743117906153202
1110 0.01227388810366392
1120 0.01705187745392323
1130 0.01449008192867041
1140 0.02405010163784027
1150 0.02029407396912575
1160 0.01201341859996319
1170 0.01318391226232052
1180 0.02341310493648052
1190 0.01217991951853037
1200 0.02148239500820637
1210 0.01260399725288153
1220 0.01427013799548149
1230 0.02683597058057785
1240 0.02143242582678795
1250 0.01311768591403961
1260 0.01513028517365456
1270 0.01151110790669918
1280 0.02345192804932594
1290 0.01404266804456711
1300 0.02527513168752193
1310 0.02112657576799393
1320 0.02988937310874462
1330 0.01718860678374767
1340 0.007160804234445095
1350 0.01995746791362762
1360 0.01563281379640102
1370 0.01098592765629292
1380 0.00610962463542819
1390 0.02131845615804195
1400 0.03036157973110676
1410 0.02023500204086304
1420 0.02960480190813541
1430 0.01661065965890884
1440 0.0145054729655385
1450 0.01054679974913597
1460 0.0138029009103775
1470 0.01555569656193256
1480 0.01889016851782799
1490 0.03211633116006851
1500 0.0287654772400856
1510 0.0291262362152338
1520 0.01903199031949043
1530 0.01555924117565155
1540 0.01856871694326401
1550 0.01137032639235258
1560 0.008294562809169292
1570 0.03223080188035965
1580 0.03297615796327591
1590 0.01918159984052181
1600 0.01513508521020412
1610 0.008965298533439636
1620 0.01689487136900425
1630 0.01946578174829483
1640 0.0340765044093132
1650 0.02304677851498127
1660 0.0279969684779644
1670 0.03159777075052261
1680 0.03251861408352852
1690 0.02381459437310696
1700 0.01770080253481865
1710 0.01463651098310947
1720 0.02490345947444439
1730 0.01858308911323547
1740 0.03136888518929482
1750 0.02592096105217934
1760 0.03223887085914612
1770 0.03679234534502029
1780 0.01728054694831371
1790 0.00917060486972332
1800 0.01890479773283005
1810 0.02147464640438557
1820 0.02809430100023746
1830 0.03886396810412407
1840 0.03170103952288628
1850 0.03291226550936699
1860 0.0303961206227541
1870 0.03125613182783127
1880 0.009086002595722675
1890 0.02039167657494545
1900 0.02194592170417309
1910 0.03209060430526733
1920 0.02288976311683655
1930 0.02861475013196468
1940 0.04288280010223389
1950 0.02983561716973782
1960 0.02716227620840073
1970 0.01243604812771082
1980 0.02000533230602741
1990 0.01549610774964094
2000 0.01768865808844566
2010 0.02921902388334274
2020 0.02773656882345676
2030 0.0420549139380455
2040 0.02977276034653187
2050 0.0305160004645586
2060 0.02095016837120056
2070 0.01889028772711754
2080 0.03267248347401619
2090 0.01216084323823452
2100 0.04156174883246422
2110 0.03828892856836319
2120 0.03091771155595779
2130 0.0358603447675705
2140 0.03098327852785587
2150 0.0175375659018755
2160 0.01609484478831291
2170 0.01638972014188766
2180 0.03834659978747368
2190 0.02009031362831593
2200 0.02609828859567642
2210 0.04167890176177025
2220 0.0434124544262886
2230 0.02869069762527943
2240 0.03858419507741928
2250 0.01925032213330269
2260 0.02651206031441689
2270 0.02179399691522121
2280 0.0449414923787117
2290 0.04827768355607986
2300 0.03263268247246742
2310 0.03733738139271736
2320 0.03981108590960503
2330 0.03425254672765732
2340 0.02171172201633453
2350 0.01416703779250383
2360 0.03067491948604584
2370 0.01976354420185089
2380 0.02869032882153988
2390 0.04248815029859543
2400 0.0372086837887764
2410 0.03187235817313194
2420 0.0297414269298315
2430 0.01899656094610691
2440 0.02950092032551765
2450 0.03088265098631382
2460 0.02343674562871456
2470 0.04053570702672005
2480 0.04146908968687057
2490 0.04475517943501472
2500 0.03588354215025902
2510 0.03422563523054123
2520 0.02295990101993084
2530 0.02802884764969349
2540 0.02954245358705521
2550 0.01936301030218601
2560 0.03026874363422394
2570 0.0452234297990799
2580 0.04228741675615311
2590 0.04679695516824722
2600 0.02715589851140976
2610 0.01663899049162865
2620 0.01197872869670391
2630 0.02582547999918461
2640 0.03182707726955414
2650 0.04987871274352074
2660 0.04588326066732407
2670 0.03351951017975807
2680 0.01563959568738937
2690 0.02460308186709881
2700 0.01550879329442978
2710 0.02911931276321411
2720 0.02976401895284653
2730 0.01824743300676346
2740 0.03791350871324539
2750 0.04668711125850677
2760 0.04757044464349747
2770 0.0369916595518589
2780 0.02290421910583973
2790 0.01831546984612942
2800 0.02915490418672562
2810 0.01673176512122154
2820 0.0299074612557888
2830 0.04483320191502571
2840 0.0563388466835022
2850 0.04214148595929146
2860 0.03930007666349411
2870 0.02894322946667671
2880 0.01728131994605064
2890 0.01253495831042528
2900 0.03091953322291374
2920 0.04065613821148872
2930 0.04712609946727753
2940 0.04417425766587257
2950 0.03968500718474388
2970 0.02009986713528633
2980 0.006860766094177961
2990 0.03554918244481087
3000 0.02030955068767071
3010 0.03914954513311386
3020 0.0664379820227623
3030 0.04313415288925171
3040 0.03414455056190491
3050 0.03041619993746281
3060 0.01939231716096401
