"Time Step" "point-shear-a"
2890 988.7453002929688
2900 988.7577514648438
2910 988.6583862304688
2920 987.718017578125
2930 986.8554077148438
2940 984.4866333007812
2950 982.2916870117188
2960 982.3011474609375
2970 983.8379516601562
2980 986.1243286132812
2990 987.0003051757812
3000 986.463623046875
3010 986.81640625
3020 986.0925903320312
3030 986.4351806640625
3040 988.5576782226562
3050 989.252685546875
3060 989.05712890625
3070 988.595947265625
3080 989.0753784179688
3090 990.0009155273438
3100 988.841796875
3110 988.031494140625
3120 988.6463012695312
3130 989.2559204101562
3140 988.5628051757812
3150 987.5576171875
3160 988.7640991210938
3170 990.3186645507812
3180 989.4909057617188
3190 986.3997192382812
3200 985.7219848632812
3210 985.9022216796875
3220 985.8165283203125
3230 985.9369506835938
3240 986.72314453125
3250 988.1309814453125
3260 988.5540771484375
3270 988.6222534179688
3280 988.40576171875
3290 988.0144653320312
3300 985.970947265625
3310 983.5288696289062
3320 983
3330 984.4498291015625
3340 985.8360595703125
3350 986.547607421875
3360 986.0020141601562
3370 986.44482421875
3380 985.6945190429688
3390 986.0270385742188
3400 988.174072265625
3410 989.0465087890625
3420 989.0183715820312
3430 988.515625
3440 988.7376708984375
3450 989.7492065429688
3460 988.453125
3470 987.861083984375
3480 988.6649169921875
3490 989.8903198242188
3500 989.4931640625
3510 988.6231079101562
3520 989.4733276367188
3530 990.2448120117188
3540 988.2181396484375
3550 985.3008422851562
3560 985.0366821289062
3570 985.19677734375
3580 985.0914916992188
3590 985.1436767578125
3600 985.822021484375
0 1058.470581054688
10 998.887939453125
20 997.3953857421875
30 994.8223876953125
40 992.3897705078125
50 990.6084594726562
60 988.3624267578125
70 985.6920776367188
80 984.0103149414062
90 983.7339477539062
100 983.7898559570312
110 983.7291259765625
120 982.2147827148438
130 981.5405883789062
140 980.5403442382812
150 981.1790161132812
160 983.4630126953125
170 984.1266479492188
180 984.23828125
190 983.90966796875
200 984.398193359375
210 985.4918212890625
220 984.5992431640625
230 984.1987915039062
240 984.7472534179688
250 985.1419677734375
260 984.5926513671875
270 983.6702270507812
280 984.8509521484375
