"Time Step" "point-gw-b"
2890 0.03036300465464592
2900 0.07452651858329773
2910 0.06019477173686028
2920 0.0925079733133316
2930 0.1060646697878838
2940 0.09961285442113876
2950 0.09110923111438751
2960 0.04250891134142876
2970 0.0501272939145565
2980 0.01528810150921345
2990 0.08902648836374283
3000 0.04799680411815643
3010 0.09163036197423935
3020 0.145644411444664
3030 0.1009229719638824
3040 0.07857266068458557
3050 0.08001760393381119
3060 0.05093197897076607
3070 0.08416061103343964
3080 0.03917593508958817
3090 0.131626233458519
3100 0.09612686187028885
3110 0.1027276068925858
3120 0.1300799250602722
3130 0.09627176821231842
3140 0.1062307134270668
3150 0.04699136316776276
3160 0.07754457741975784
3170 0.06186942756175995
3180 0.05671755596995354
3190 0.1243623942136765
3200 0.09213201701641083
3210 0.101202093064785
3220 0.09704963117837906
3230 0.05159217864274979
3240 0.05340956524014473
3250 0.06079863384366035
3260 0.09667005389928818
3270 0.09351338446140289
3280 0.1290186941623688
3290 0.1316265463829041
3300 0.116558663547039
3310 0.1273414939641953
3320 0.07799340039491653
3330 0.03360265865921974
3340 0.06400837004184723
3350 0.03538085520267487
3360 0.05301174521446228
3370 0.1142508983612061
3380 0.1105607897043228
3390 0.0828910768032074
3400 0.07356693595647812
3410 0.03298905864357948
3420 0.0427059568464756
3430 0.06775140017271042
3440 0.07223869860172272
3450 0.06881994754076004
3460 0.0981491357088089
3470 0.1273056715726852
3480 0.09995771199464798
3490 0.1119042634963989
3500 0.1073851957917213
3510 0.04549732059240341
3520 0.1062713712453842
3530 0.09313296526670456
3540 0.07472548633813858
3550 0.08871439844369888
3560 0.09613556414842606
3570 0.07505813986063004
3580 0.09860986471176147
3590 0.03077295422554016
3600 0.04654455929994583
0 0
10 3.653638884770771e-07
20 6.259237125050277e-05
30 1.463462240280933e-06
40 8.670882039041317e-07
50 1.577048124090652e-06
60 2.98349959848565e-06
70 1.815206246646994e-06
80 1.614386292203562e-06
90 3.818211553152651e-06
100 0.0009274967014789581
110 0.001057356246747077
120 0.007742349058389664
130 0.01330919563770294
140 0.003853027010336518
150 0.007599701173603535
160 0.00797328632324934
170 0.004110337700694799
180 0.00266507500782609
190 0.01790493726730347
200 0.007996361702680588
210 0.005393861792981625
220 0.0009390672203153372
230 0.003557045012712479
240 0.007594769820570946
250 0.004146024119108915
260 0.0001948687277035788
270 0.01779573410749435
280 0.0204184278845787
290 0.00358288805000484
300 0.0137536684051156
310 0.005832050926983356
320 0.01266065239906311
330 0.006801976822316647
340 0.003378445282578468
350 0.03685455396771431
360 0.01489852834492922
370 0.02068856172263622
380 0.002545079216361046
390 0.007196149323135614
400 0.009269756264984608
410 0.01530610024929047
420 0.01113354135304689
430 0.005056402180343866
440 0.02813856303691864
450 0.01704182103276253
460 0.010155089199543
470 0.03617432340979576
480 0.002590251620858908
490 0.009603755548596382
500 0.01528605166822672
510 0.02537420950829983
520 0.009954005479812622
530 0.02346772328019142
540 0.03246370702981949
550 0.02811321243643761
560 0.004061277490109205
570 0.006982446648180485
580 0.009645635262131691
590 0.03842885419726372
600 0.03892633691430092
610 0.02490291930735111
