"Time Step" "point-pressure-c"
2890 4571.5732421875
2900 5304.63134765625
2910 7002.09912109375
2920 3309.78564453125
2930 4077.4736328125
2940 4152.58349609375
2950 4864.8505859375
2960 2888.70556640625
2970 1979.1689453125
2980 2170.793701171875
2990 3932.69140625
3000 7465.84716796875
3010 4616.841796875
3020 5024.716796875
3030 4857.10205078125
3040 3264.12548828125
3050 2658.043701171875
3060 4154.19921875
3070 4576.154296875
3080 5824.9248046875
3090 9884.02734375
3100 7106.1357421875
3110 6335.3544921875
3120 4731.7197265625
3130 4340.3271484375
3140 3899.024658203125
3150 2979.412353515625
3160 3064.1005859375
3170 6036.73974609375
3180 6917.0751953125
3190 3368.592529296875
3200 4592.5927734375
3210 5041.5166015625
3220 6711.11572265625
3230 5400.79541015625
3240 2209.776611328125
3250 3272.18310546875
3260 4826.9970703125
3270 7477.296875
3280 4363.10205078125
3290 4418.2802734375
3300 3140.93701171875
3310 3910.848876953125
3320 1898.594116210938
3330 270.8575134277344
3340 2480.3515625
3350 2722.916015625
3360 4565.52880859375
3370 1224.0537109375
3380 1159.696411132812
3390 1200.130004882812
3400 2265.386962890625
3410 2041.4755859375
3420 3002.30029296875
3430 4155.5732421875
3440 6140.85986328125
3450 8260.923828125
3460 6660.982421875
3470 7038.60400390625
3480 6548.04248046875
3490 6679.388671875
3500 4943.76416015625
3510 3738.51025390625
3520 4176.49951171875
3530 5973.1533203125
3540 8051.69873046875
3550 4225.51953125
3560 2845.51513671875
3570 3381.80810546875
3580 3808.321044921875
3590 3819.627685546875
3600 1965.162841796875
0 6500.45068359375
10 1828.262084960938
20 8192.9765625
30 15182.3486328125
40 13343.9794921875
50 12760.412109375
60 10857.9091796875
70 9354.755859375
80 7234.498046875
90 4102.955078125
100 3149.591552734375
110 5304.6181640625
120 7475.50439453125
130 6457.7451171875
140 8164.06201171875
150 8810.658203125
160 7780.2431640625
170 5814.8994140625
180 4486.40625
190 5648.908203125
200 6475.6767578125
210 7970.71435546875
220 4815.50244140625
230 5083.31787109375
240 3852.43212890625
250 5015.06201171875
260 5874.470703125
270 1929.04150390625
280 1942.617919921875
290 3458.226318359375
300 6712.76318359375
310 4483.0927734375
320 4824.326171875
330 3478.568359375
340 4485.4189453125
350 2764.5654296875
360 96.75698089599609
370 -1421.076904296875
380 707.1589965820312
390 4816.97412109375
400 1887.11279296875
410 1997.657470703125
420 2355.8818359375
430 2245.47998046875
440 5276.53173828125
450 5308.75
460 4083.52490234375
470 4472.27490234375
480 8842.8154296875
490 7305.44287109375
500 7749.4677734375
510 5730.1103515625
520 3798.63525390625
530 4647.13671875
540 2058.522216796875
550 1925.184692382812
560 3351.46484375
570 6411.22705078125
580 3353.114990234375
590 3769.42578125
600 2741.301513671875
610 2852.484619140625
620 5665.86181640625
630 2629.9609375
640 3565.545654296875
650 6825.72705078125
660 10481.693359375
670 6243.1025390625
680 3940.99609375
690 3387.972412109375
700 4387.13916015625
710 4896.31494140625
720 4341.27783203125
730 4417.873046875
740 5734.755859375
750 9490.2431640625
760 5756.8642578125
770 4297.77880859375
780 5070.18408203125
790 3538.869873046875
800 2974.17138671875
810 3786.1943359375
820 5052.71484375
830 5962.986328125
840 9478.595703125
850 7515.810546875
860 6486.50146484375
870 5478.69970703125
880 6417.7685546875
890 7134.44482421875
900 5798.13916015625
910 5620.23388671875
920 6580.12158203125
930 9731.6904296875
940 6889.6474609375
950 6413.62451171875
960 4099.033203125
970 4327.126953125
980 4836.05908203125
990 4677.75732421875
1000 5556.525390625
1010 5952.8330078125
1020 7878.64794921875
1030 5539.01416015625
