"Time Step" "p-in"
1900 -4288.205922720744
1910 -2772.997873017487
1920 -1483.261392257951
1930 -4908.555667756827
1940 -6351.240520139939
1950 -5719.628054422502
1960 -5388.062668697041
1970 -6498.66755826031
1980 -7986.521418917726
1990 -7708.853674960193
2000 -4601.238590066378
2010 -3348.167382226073
2020 -7373.204407135703
2030 -7116.990319667158
2040 -7591.148904288001
2050 -8430.088818590375
2060 -8825.664537293778
2070 -8155.99427704522
2080 -7631.779041720757
2090 -5916.625561620502
2100 -5975.143628314278
2110 -10950.03970051362
2120 -10378.68662493445
2130 -10137.64937818518
2140 -8372.051305163912
2150 -7941.628896259077
2160 -8081.490412088794
2170 -9384.769664698415
2180 -8373.085552320594
2190 -3805.549116010995
2200 -7376.816318671163
2210 -6800.062530066512
2220 -6204.865960290688
2230 -6381.495979679222
2240 -6503.351655436431
2250 -5638.413399915539
2260 -4681.799960268773
2270 -3002.155001239888
2280 -1322.347848507474
2290 -5039.891361354386
2300 -4607.610823840436
2310 -5939.824404854071
2320 -7204.788734116111
2330 -9437.578665594883
2340 -9337.824945283004
2350 -7868.212018535111
2360 -6131.739239128015
2370 -4923.703829560259
2380 -9374.343349446719
2390 -8314.885360666767
2400 -8194.628959220807
2410 -8032.286066853688
2420 -8139.954080442722
2430 -8582.301976776262
2440 -9201.566014791053
2450 -7959.294285176685
2460 -4165.887611726142
2470 -6867.695463653153
2480 -7462.760513694032
2490 -9242.181560513562
2500 -9402.778751236836
2510 -9184.925518575419
2520 -9235.964047538515
2530 -7314.867467384
2540 -5517.52905417902
2550 -2521.634743267916
2560 -4929.541725531025
2570 -5146.688516298406
2580 -6185.676199697621
2590 -6099.824716354881
2600 -8345.765960908135
2610 -9273.489525895789
2620 -9659.199496500549
2630 -6610.064252285968
2640 -4187.860552187938
2650 -8129.65570095376
2660 -8270.98487030364
2670 -9171.096529750313
2680 -7599.468111729045
2690 -6642.186818898617
2700 -6011.949472582316
2710 -5386.154277825669
2720 -3480.947753710541
2730 -1186.052056013807
2740 -3883.324117971099
2750 -4405.226733525478
2760 -6307.897499769194
2770 -5865.210523220252
2780 -7608.532589600236
2790 -7138.628538624962
2800 -6367.185940138014
2810 -6397.511478238764
2820 -4738.237357755871
2830 -8860.927519244453
2840 -8927.897477845709
2850 -8845.645363383714
2860 -7560.084574144846
2870 -7676.344281849213
2880 -7064.515031011524
2890 -6360.513112995722
2900 -5795.832473662376
2910 -4750.000086161073
2920 -9044.886059220882
2930 -8403.133578858613
2940 -8492.010445398359
2950 -7774.277687643953
2960 -9660.569825078052
2970 -9609.817997996201
2980 -8917.085383028245
2990 -7369.891079763102
3000 -4166.538573832303
3010 -7344.372183039453
3020 -7284.040769587361
3030 -7418.325215691034
3040 -9374.121210023477
3050 -9803.498425677002
3060 -7214.506765213816
