"Time Step" "point-pressure-a"
2890 -6814.64697265625
2900 -6237.47802734375
2910 -5176.93701171875
2920 -9518.443359375
2930 -8861.138671875
2940 -8939.8486328125
2950 -8230.294921875
2960 -10112.3984375
2970 -10060.95703125
2980 -9398.7900390625
2990 -7822.84228515625
3000 -4637.1962890625
3010 -7808.18212890625
3020 -7745.67822265625
3030 -7879.748046875
3040 -9832.19921875
3050 -10253.267578125
3060 -7680.0419921875
3070 -7286.34765625
3080 -5813.50732421875
3090 -1712.094970703125
3100 -5192.8212890625
3110 -6104.6396484375
3120 -8007.13232421875
3130 -8427.4169921875
3140 -8704.150390625
3150 -8859.5966796875
3160 -8326.99609375
3170 -5679.642578125
3180 -4926.4619140625
3190 -9205.009765625
3200 -8448.33203125
3210 -7755.8115234375
3220 -6334.40625
3230 -7485.74658203125
3240 -9601.9580078125
3250 -9017.125
3260 -6673.54150390625
3270 -4156.138671875
3280 -7682.45849609375
3290 -8031.59716796875
3300 -9707.2138671875
3310 -9017.716796875
3320 -10880.615234375
3330 -11490.333984375
3340 -9482.5966796875
3350 -8893.9580078125
3360 -7419.966796875
3370 -11599.2880859375
3380 -11831.701171875
3390 -11977.2451171875
3400 -10839.3310546875
3410 -10773.0048828125
3420 -9024.4482421875
3430 -7898.5126953125
3440 -5800.7236328125
3450 -3807.442626953125
3460 -6212.919921875
3470 -5838.205078125
3480 -6503.0703125
3490 -6234.22314453125
3500 -7460.72021484375
3510 -7814.8818359375
3520 -7365.451171875
3530 -5544.1572265625
3540 -3806.8056640625
3550 -8363.779296875
3560 -10220.318359375
3570 -9726.3349609375
3580 -9290.2275390625
3590 -9063.5400390625
3600 -9949.3515625
0 -6784.115234375
10 -7809.83154296875
20 -796.6652221679688
30 5633.49169921875
40 2796.1572265625
50 1790.330078125
60 -742.9381713867188
70 -2996.539306640625
80 -5094.416015625
90 -6814.8310546875
100 -7270.52685546875
110 -4834.74365234375
120 -2612.76513671875
130 -4467.185546875
140 -3116.75341796875
150 -2686.78759765625
160 -4227.75390625
170 -6297.7373046875
180 -6399.81103515625
190 -5655.25146484375
200 -4059.65966796875
210 -3171.69384765625
220 -6758.5810546875
230 -7176.333984375
240 -8516.169921875
250 -7400.25
260 -6191.23681640625
270 -8983.2421875
280 -8355.6767578125
290 -6766.53564453125
300 -3755.20458984375
310 -6598.48046875
320 -6632.12548828125
330 -8490.0390625
340 -7850.546875
350 -9620.80859375
360 -11018.9462890625
370 -11759.990234375
380 -9795.1142578125
390 -5347.32373046875
400 -9871.33203125
410 -10087.7783203125
420 -10522.560546875
430 -10180.6201171875
440 -7119.880859375
450 -6031.73095703125
