"Time Step" "point-gw-d"
2890 0.07770095765590668
2900 0.06465883553028107
2910 0.06931827962398529
2920 0.08309654146432877
2930 0.07855276763439178
2940 0.07648342847824097
2950 0.07650917768478394
2960 0.07016026973724365
2970 0.1012458503246307
2980 0.07752043008804321
2990 0.08060894906520844
3000 0.1042807400226593
3010 0.0731763020157814
3020 0.09700959920883179
3030 0.1028211563825607
3040 0.08839944005012512
3050 0.09190048277378082
3060 0.09181202948093414
3070 0.06810881197452545
3080 0.0868699848651886
3090 0.08484967052936554
3100 0.09781099110841751
3110 0.09779800474643707
3120 0.07954607903957367
3130 0.07613355666399002
3140 0.08486545085906982
3150 0.06696073710918427
3160 0.06760609894990921
3170 0.07220518589019775
3180 0.07594873756170273
3190 0.08205389231443405
3200 0.08884190022945404
3210 0.119957447052002
3220 0.08152371644973755
3230 0.1123804226517677
3240 0.1305497586727142
3250 0.1167957037687302
3260 0.08638262003660202
3270 0.08836352825164795
3280 0.1037193685770035
3290 0.09248264878988266
3300 0.07401670515537262
3310 0.09013167023658752
3320 0.09314996004104614
3330 0.1017734110355377
3340 0.09568741917610168
3350 0.07875150442123413
3360 0.09387906640768051
3370 0.08281788975000381
3380 0.08289711177349091
3390 0.06553886830806732
3400 0.1006441861391068
3410 0.0770440548658371
3420 0.1300731748342514
3430 0.1054260730743408
3440 0.06127310171723366
3450 0.1009441763162613
3460 0.108106791973114
3470 0.1031053140759468
3480 0.1051970422267914
3490 0.07726387679576874
3500 0.08328065276145935
3510 0.08787278831005096
3520 0.08468399941921234
3530 0.07822912186384201
3540 0.06309637427330017
3550 0.05339755490422249
3560 0.09573057293891907
3570 0.09207542240619659
3580 0.1104955226182938
3590 0.09259524196386337
3600 0.1184937804937363
0 0
10 1.331680323346518e-06
20 1.222555329150055e-05
30 0.0001953676692210138
40 0.0005166840273886919
50 0.0007508632843382657
60 0.0002762081567198038
70 4.701498983195052e-05
80 2.07780503842514e-05
90 0.0006348890019580722
100 0.00204930268228054
110 -8.98240105016157e-05
120 0.004569913260638714
130 0.003773378673940897
140 0.002925345674157143
150 0.0005042181583121419
160 0.001978906337171793
170 0.008848373778164387
180 0.003981062211096287
190 0.008396514691412449
200 -0.0007602688856422901
210 0.01029516011476517
220 0.002530926605686545
230 0.004403924569487572
240 0.001671274891123176
250 0.008508266881108284
260 0.003219886217266321
270 -8.370805517188273e-06
280 -2.62157982433564e-06
290 0.0004149713204242289
300 0.01273663714528084
310 0.01261159218847752
320 0.0251158494502306
330 0.01095053553581238
340 0.01231933943927288
350 0.01402722764760256
360 0.01975661888718605
370 0.008441314101219177
380 0.0004695371899288148
390 0.01463481970131397
400 0.03151583671569824
410 0.04147056117653847
420 0.03599816560745239
430 0.02336208149790764
