"Time Step" "point-gw-out"
330 2.987059766201838e-10
340 3.112300972496485e-10
350 3.241018009525476e-10
360 3.373214763069399e-10
370 3.508809631735943e-10
380 3.64774183081451e-10
390 3.790045222107352e-10
400 3.935838599478103e-10
410 4.08518718852946e-10
420 4.238147055524166e-10
430 4.394656027972843e-10
440 4.554590316008245e-10
450 4.717879420468307e-10
460 4.88454221514445e-10
470 5.054697771456063e-10
480 5.22855814200085e-10
490 5.406358694060032e-10
500 5.588269291756376e-10
510 5.774574707295699e-10
520 5.965694604981309e-10
530 6.162136356735459e-10
540 6.364566651484438e-10
550 6.573615540794719e-10
560 6.789734885437326e-10
570 7.013195024718755e-10
580 7.243908251020059e-10
590 7.481394392883089e-10
600 7.725305395389626e-10
610 7.975633486978495e-10
620 8.232568515786909e-10
630 8.496592873719067e-10
640 8.768340498122029e-10
650 9.049028748542298e-10
660 9.339650164363889e-10
670 9.64067270459168e-10
680 9.952423329906424e-10
690 1.027541607356852e-09
700 1.061019938575214e-09
710 1.095730395306305e-09
720 1.131727933589843e-09
730 1.169055297012278e-09
740 1.207780320200413e-09
750 1.24797383538322e-09
760 1.289689577355091e-09
770 1.333004706616236e-09
780 1.378018477105059e-09
790 1.424835027741267e-09
800 1.473575372834546e-09
810 1.524381509909745e-09
820 1.577383668127652e-09
830 1.632703305887162e-09
840 1.690457662739675e-09
850 1.750728673144408e-09
860 1.813593608623876e-09
870 1.879088440404075e-09
880 1.947315420025575e-09
890 2.018385014679325e-09
900 2.092428230682231e-09
910 2.169602497659184e-09
920 2.250071906573226e-09
930 2.33401298288527e-09
940 2.42160669294833e-09
950 2.513015573413213e-09
960 2.608355087474479e-09
970 2.707700508253197e-09
980 2.811101351696266e-09
990 2.918599140144806e-09
1000 3.030228290512582e-09
1010 3.146017002464419e-09
1020 3.26598215139029e-09
1030 3.390122405022566e-09
1040 3.518369817712141e-09
1050 3.650565183477283e-09
1060 3.786454261245353e-09
1070 3.925659353143374e-09
1080 4.067667536133968e-09
1090 4.211881066140677e-09
1100 4.357664895593416e-09
1110 4.5042938268125e-09
1120 4.651071972006093e-09
1130 4.797443775572674e-09
1140 4.943162768000775e-09
1150 5.08801223375599e-09
1160 5.231832300722772e-09
1170 5.374594991280901e-09
1180 5.516400225502593e-09
1190 5.657632584643579e-09
1200 5.798777458210225e-09
1210 5.940462344256048e-09
1220 6.083387127375772e-09
1230 6.228343618630561e-09
1240 6.376163597110462e-09
1250 6.527717033577574e-09
1260 6.683820608088809e-09
1270 6.845208844197259e-09
1280 7.012570968356613e-09
1290 7.186581107987422e-09
1300 7.36790983779656e-09
1310 7.557116710188438e-09
1320 7.75457653645617e-09
1330 7.960604619938749e-09
1340 8.175425669776359e-09
1350 8.398957085375969e-09
1360 8.630947512244802e-09
1370 8.871163359458478e-09
1380 9.119487387465597e-09
1390 9.375905385411443e-09
1400 9.640563902735266e-09
1410 9.913355469848284e-09
1420 1.019420903247692e-08
1430 1.04830490954555e-08
1440 1.077986144792931e-08
1450 1.108493297152791e-08
1460 1.139888539114509e-08
1470 1.172251806735858e-08
1480 1.205687638616837e-08
1490 1.240353153519891e-08
1500 1.276579109088516e-08
1510 1.314850006650659e-08
1520 1.355622103460519e-08
1530 1.39899745121852e-08
1540 1.445128727795009e-08
1550 1.494263379697713e-08
1560 1.54669113072714e-08
1570 1.603155119767052e-08
1580 1.663836890486436e-08
1590 1.727668674789129e-08
1600 1.795834236872906e-08
1610 1.870087196209624e-08
1620 1.950892780655522e-08
1630 2.037931956522243e-08
1640 2.130503418129592e-08
1650 2.22936957783304e-08
1660 2.336387971979548e-08
1670 2.453872838259485e-08
1680 2.582437730325182e-08
1690 2.722391911902378e-08
1700 2.874197413405e-08
1710 3.039402329818586e-08
1720 3.220141664428411e-08
1730 3.417639504732506e-08
1740 3.632576195400361e-08
1750 3.867459952289209e-08
1760 4.128528985347657e-08
1770 4.423536736908318e-08
1780 4.758962646178588e-08
1790 5.138347347610761e-08
1800 5.566721483774018e-08
1810 6.049470613334051e-08
1820 6.591219658957925e-08
1830 7.189952100361552e-08
1840 7.844388250077827e-08
1850 8.543364771185225e-08
1860 9.282155843948203e-08
1870 1.009265631068956e-07
1880 1.098906992069715e-07
1890 1.196503802702864e-07
1900 1.302751968523808e-07
1910 1.416077424210016e-07
1920 1.530438282770774e-07
1930 1.634381163739818e-07
1940 1.713616200049728e-07
1950 1.76589821876405e-07
1960 1.81151051492634e-07
1970 1.940469900318931e-07
1980 2.493982265150407e-07
1990 3.916444484275416e-07
2000 6.204790565789153e-07
2010 9.247772254639131e-07
2020 1.252526772077545e-06
2030 1.632002863516391e-06
2040 2.158879851776874e-06
2050 2.934812300736667e-06
2060 4.071024250151822e-06
2070 5.673767191183288e-06
2080 7.834686584828887e-06
2090 1.066249660652829e-05
2100 1.434914247511188e-05
2110 1.920551039802376e-05
2120 2.562662484706379e-05
2130 3.395814565010369e-05
2140 4.433689537108876e-05
2150 5.667234290740453e-05
2160 7.089124119374901e-05
2170 8.724393410375342e-05
2180 0.0001064173338818364
2190 0.0001294388639507815
2200 0.0001570023887325078
2210 0.0001885168312583119
2220 0.0002218358276877552
2230 0.0002546440518926829
2240 0.0002860297390725464
2250 0.0003164815425407141
2260 0.0003472575917840004
2270 0.0003796680248342454
2280 0.0004147512663621455
2290 0.0004520360380411148
2300 0.0004907170659862459
2310 0.0005301100900396705
2320 0.000569869065657258
2330 0.0006092769908718765
2340 0.0006469963118433952
2350 0.0006813161890022457
2360 0.0007089702412486076
2370 0.0007273689261637628
2380 0.0007335796835832298
2390 0.0007261240389198065
2400 0.0007065795361995697
2410 0.0006795249646529555
2420 0.0006514841224998236
2430 0.0006297852960415184
2440 0.0006222852971404791
2450 0.0006361627019941807
2460 0.0006765103898942471
2470 0.0007452280842699111
2480 0.000841179396957159
2490 0.0009631584398448467
2500 0.001123032998293638
2510 0.001347087672911584
2520 0.001650813035666943
2530 0.002020074287429452
2540 0.00240281829610467
2550 0.002751887543126941
2560 0.003043913515284657
2570 0.003284305334091187
2580 0.003576957387849689
2590 0.003995791077613831
2600 0.004574010614305735
2610 0.005318402778357267
2620 0.006204482633620501
2630 0.007195780053734779
2640 0.00824551098048687
2650 0.009301381185650826
2660 0.01030485704541206
2670 0.01119526103138924
2680 0.01193561870604753
2690 0.01251404080539942
2700 0.01294491160660982
2710 0.01326957624405622
2720 0.01354902796447277
2730 0.01385230384767056
2740 0.0142420930787921
2750 0.01476960256695747
2760 0.01546898484230042
2770 0.01634523831307888
2780 0.01735262386500835
2790 0.01838159374892712
2800 0.01929667592048645
2810 0.01993529684841633
2820 0.02015442587435246
2830 0.01987609267234802
2840 0.01911531202495098
2850 0.01799899339675903
2860 0.01673212647438049
2870 0.01554184965789318
2880 0.01461100298911333
2900 0.01397720444947481
2910 0.01441390346735716
2920 0.01545366179198027
2930 0.0172119140625
2950 0.02355682104825974
2960 0.02850401401519775
2970 0.03466595336794853
2980 0.04181241244077682
2990 0.04948258399963379
3000 0.05707463622093201
3010 0.06396698951721191
3030 0.07356566190719604
