"Time Step" "mass-flux"
2890 1.506715764515443e-07
2900 3.430133237725119e-07
2910 -1.666348108525506e-07
2920 1.327070575513067e-07
2930 3.569507212863865e-07
2940 1.320699150736404e-07
2950 2.667254565408284e-07
2960 2.660864237419291e-07
2970 3.40382771413239e-08
2980 3.737121203745142e-07
2990 4.02558568285416e-07
3000 2.104062309382648e-07
3010 -4.950740255388331e-07
3020 1.207080440879249e-07
3030 2.778833292638172e-07
3040 1.086255035781525e-07
3050 3.334910787383683e-07
3060 4.050905795249804e-07
3070 3.175294448903854e-07
3080 5.022510075891606e-08
3090 2.642762012422528e-07
3100 -4.690945547281e-07
3110 1.673483115416374e-07
3120 2.572233620129483e-07
3130 3.020760595828786e-07
3140 2.820001532843897e-07
3150 3.657175222243625e-07
3160 3.177995833020253e-07
3170 -4.64341111394706e-09
3180 -4.338269183612464e-07
3190 2.743441493702203e-07
3200 3.951803244084395e-07
3210 4.058705456305711e-07
3220 2.552905824099172e-07
3230 2.074834943993631e-07
3240 8.883853440389e-08
3250 2.418444651069995e-07
3260 4.268333461537877e-07
3270 3.140023668579683e-07
3280 1.36093246311253e-07
3290 2.110362591345449e-07
3300 3.172876326812402e-07
3310 3.372888899288995e-07
3320 2.253043903943652e-07
3330 2.418888686572807e-07
3340 4.550033273764686e-07
3350 5.040861899563431e-07
3360 1.133684511128719e-07
3370 -5.493400020289974e-07
3380 6.989772025067786e-08
3390 2.993296737835438e-07
3400 2.50250484001846e-07
3410 3.340458845230154e-07
3420 3.035529361622435e-07
3430 1.363298675199909e-07
3440 3.747786973123945e-07
3450 2.96378110151152e-07
3460 -1.558747078078682e-07
3470 3.964603042666548e-07
3480 1.52637532405131e-07
3490 2.235568997144277e-07
3500 3.476573674360273e-07
3510 2.273021929427577e-07
3520 3.936976503832179e-07
3530 3.074291962945619e-07
3540 -2.98714158852853e-07
3550 -5.228689018144106e-07
3560 8.968325435065871e-08
3570 2.698795335265292e-07
3580 2.051591114354823e-07
3590 1.653926856026722e-07
3600 1.696479978302579e-07
0 0.0007853604080050175
10 1.898346077139346e-07
20 3.549196160163026e-07
