"Time Step" "point-vel-c"
2890 6.324270725250244
2900 5.963869571685791
2910 5.834362983703613
2920 5.502530097961426
2930 5.918703079223633
2940 5.500630855560303
2950 5.422981739044189
2960 5.571267604827881
2970 5.225410461425781
2980 5.685708045959473
2990 5.23613977432251
3000 5.520953178405762
3010 6.062661170959473
3020 5.76767635345459
3030 5.691791534423828
3040 5.60048770904541
3050 5.604867935180664
3060 5.160051822662354
3070 5.788658142089844
3080 5.950913429260254
3090 5.925248622894287
3100 5.892547130584717
3110 5.585324287414551
3120 5.942375183105469
3130 5.49969482421875
3140 5.310263156890869
3150 5.548436164855957
3160 6.067980766296387
3170 5.669728755950928
3180 5.388032913208008
3190 4.742386341094971
3200 5.4812912940979
3210 5.763548851013184
3220 5.389031410217285
3230 5.363976955413818
3240 5.2118239402771
3250 5.614038944244385
3260 6.33638334274292
3270 6.099658489227295
3280 5.444752216339111
3290 5.685050964355469
3300 5.375077247619629
3310 5.352821350097656
3320 5.433071136474609
3330 4.940294742584229
3340 6.016656398773193
3350 5.371301174163818
3360 5.640546798706055
3370 5.805812835693359
3380 5.685952186584473
3390 5.497137546539307
3400 5.320801258087158
3410 5.523172378540039
3420 5.210638999938965
3430 5.850719928741455
3440 5.790379524230957
3450 5.449840545654297
3460 5.553369998931885
3470 5.817529201507568
3480 5.663187026977539
3490 5.51552152633667
3500 5.365530490875244
3510 5.151848793029785
3520 5.676625728607178
3530 6.36625337600708
3540 6.142792701721191
3550 5.724031925201416
3560 5.572199821472168
3570 5.301011085510254
3580 4.986821174621582
3590 5.334098815917969
3600 5.456770896911621
0 5.575153827667236
10 5.470162868499756
20 5.152495861053467
30 5.224610805511475
40 5.26758337020874
50 5.259396076202393
60 5.441204071044922
70 5.37109899520874
80 5.570601940155029
90 5.022987842559814
100 5.730083465576172
110 5.403796195983887
120 4.998720645904541
130 5.022401809692383
140 5.770820140838623
150 5.029170036315918
160 5.471121788024902
170 5.445562839508057
180 5.287543773651123
190 5.579949378967285
200 5.058742046356201
210 5.290000915527344
220 5.193181037902832
230 5.473021507263184
240 5.581972599029541
250 5.542632102966309
260 5.351333141326904
270 4.872447490692139
280 5.852493762969971
290 5.706939220428467
300 5.851531028747559
310 6.202023983001709
320 6.041084289550781
330 5.927099227905273
340 5.715765953063965
350 5.428930759429932
360 5.1119065284729
370 6.229350090026855
380 6.044770240783691
390 6.342721939086914
400 5.782509326934814
410 4.825223922729492
420 5.005346298217773
430 5.583652973175049
440 5.241585254669189
450 5.320378303527832
460 5.734992027282715
470 6.028039455413818
480 5.966796398162842
490 5.813669681549072
500 6.03435230255127
510 5.788385391235352
520 5.431032180786133
530 5.196578025817871
540 4.775952339172363
550 6.189035892486572
560 6.327694416046143
570 6.120391845703125
580 5.4900221824646
590 5.045276165008545
600 5.36230993270874
610 5.135889053344727
620 4.88267993927002
630 4.618241310119629
640 6.247142314910889
650 6.807138442993164
660 5.857131958007812
670 5.365520477294922
680 5.428447246551514
690 5.623536109924316
700 5.627504348754883
710 5.570228099822998
720 4.981697559356689
730 6.045093536376953
740 6.285119533538818
750 5.277884483337402
760 5.984950542449951
770 5.485250949859619
780 5.643889427185059
790 5.212128162384033
800 5.112405776977539
810 4.796700477600098
820 5.983592987060547
830 5.658821582794189
840 6.003213405609131
850 5.7366623878479
860 5.355214595794678
870 5.485698699951172
880 5.610123157501221
890 5.388814449310303
900 4.913511276245117
910 5.70764684677124
920 5.65907621383667
930 5.744862079620361
940 5.98514461517334
950 5.657803058624268
960 5.397622108459473
970 5.382384300231934
980 5.496576309204102
990 4.996920585632324
1000 5.302382946014404
1010 6.154746532440186
1020 5.610453128814697
1030 5.490428447723389
1040 5.247369766235352
1050 5.747981071472168
1060 5.40107536315918
1070 5.258932113647461
1080 4.91611909866333
1090 5.751717567443848
1100 5.589359283447266
1110 6.039597988128662
