"Time Step" "point-pressure-e"
2890 -960.1028442382812
2900 -4285.78271484375
2910 -3730.87060546875
2920 -3855.99951171875
2930 -6337.93505859375
2940 -9561.94921875
2950 -6123.5654296875
2960 -1514.798950195312
2970 -1705.9775390625
2980 -1171.3310546875
2990 -1546.366455078125
3000 -5593.6279296875
3010 -5776.630859375
3020 -6242.32568359375
3030 -7121.87109375
3040 -6614.66357421875
3050 -8213.9453125
3060 -7903.8388671875
3070 -5989.91259765625
3080 -6393.8125
3090 -4962.533203125
3100 -4668.373046875
3110 1360.514282226562
3120 -4677.41064453125
3130 -4411.3857421875
3140 -6693.46826171875
3150 -6652.1123046875
3160 -5523.02099609375
3170 -4606.10595703125
3180 -2192.96728515625
3190 -3243.38623046875
3200 -3514.97412109375
3210 -6877.03125
3220 -4979.28759765625
3230 -3722.4921875
3240 -2804.580810546875
3250 -979.7134399414062
3260 -4973.9111328125
3270 -6846.427734375
3280 -12344.4892578125
3290 -8655.8544921875
3300 -10324.0849609375
3310 -7257.7001953125
3320 -7928.265625
3330 -7738.37109375
3340 -1120.037475585938
3350 -11107.513671875
3360 -8752.240234375
3370 -8418.126953125
3380 -7033.44384765625
3390 -5668.556640625
3400 -8258.3037109375
3410 -6179.26220703125
3420 -3364.7138671875
3430 -5620.94970703125
3440 -6456.37939453125
3450 -7543.33203125
3460 -7769.5556640625
3470 -9048.5107421875
3480 -8783.169921875
3490 -6254.15380859375
3500 -3356.38916015625
3510 1838.052612304688
3520 721.2008666992188
3530 -4183.388671875
3540 -2304.769287109375
3550 -4324.4443359375
3560 -5236.67919921875
3570 -7296.15625
3580 -6639.30859375
3590 -4769.45947265625
3600 -3947.930419921875
0 -4010.457763671875
10 -3655.3310546875
20 -3657.731201171875
30 -3707.24169921875
40 -3907.121337890625
50 -2687.310791015625
60 -5882.89990234375
70 -3177.580078125
80 -5045.91015625
90 -4769.9677734375
100 -5585.8037109375
110 -7592.61572265625
120 -7920.08544921875
130 -5425.45263671875
140 -7366.794921875
150 -8692.1240234375
160 -4677.63330078125
170 -4920.166015625
180 -4394.02490234375
190 -4968.8349609375
200 4080.427001953125
210 -1021.893371582031
220 -4389.04345703125
230 -5060.78759765625
240 -6549.54052734375
250 -6271.0146484375
260 -8056.53369140625
270 -9486.2236328125
280 -7631.1181640625
290 -9129.12890625
300 -8241.04296875
310 -1983.4013671875
320 -2427.26171875
330 -9024.060546875
340 -6241.357421875
350 -9172.017578125
360 -5521.2392578125
370 -6717.55908203125
380 -4515.83642578125
390 -9161.609375
400 -6667.0263671875
410 -5293.45556640625
420 -6505.11279296875
430 -5220.8173828125
440 -4717.5107421875
450 -4849.810546875
460 -6839.4755859375
470 -3733.7890625
480 -9096.802734375
490 -7566.078125
500 -7254.96826171875
510 -10401.509765625
520 -1564.973510742188
530 -4961.18994140625
540 2102.385009765625
550 -8341.001953125
560 -6603.345703125
