"Time Step" "point-vel-e"
2890 5.634330749511719
2900 5.38267993927002
2910 6.154672622680664
2920 6.308671951293945
2930 6.315120220184326
2940 5.947850227355957
2950 5.814090251922607
2960 6.079442501068115
2970 5.637964248657227
2980 5.659201622009277
2990 5.570205688476562
3000 5.860965728759766
3010 5.516071319580078
3020 5.85053539276123
3030 6.096152305603027
3040 6.344892501831055
3050 5.835088729858398
3060 5.850754261016846
3070 5.905090808868408
3080 5.556976795196533
3090 5.552823066711426
3100 5.566603183746338
3110 5.811099052429199
3120 5.977396965026855
3130 6.048043251037598
3140 5.603427886962891
3150 6.01408576965332
3160 5.478184700012207
3170 5.184776306152344
3180 5.963428497314453
3190 5.499275207519531
3200 5.856588363647461
3210 5.396468162536621
3220 5.191269397735596
3230 5.962006568908691
3240 5.950111389160156
3250 5.629905700683594
3260 5.426748752593994
3270 6.713841438293457
3280 5.509995460510254
3290 5.357848167419434
3300 6.061182022094727
3310 5.714228630065918
3320 5.865123271942139
3330 5.591513633728027
3340 5.40690803527832
3350 5.441304683685303
3360 5.588775634765625
3370 6.291338443756104
3380 6.286684989929199
3390 5.95462703704834
3400 5.984825611114502
3410 5.770237445831299
3420 5.842399597167969
3430 5.915471076965332
3440 5.579442501068115
3450 5.513040065765381
3460 5.840449810028076
3470 5.819396495819092
3480 5.777164459228516
3490 5.81544017791748
3500 5.991353034973145
3510 5.964346408843994
3520 5.866750240325928
3530 5.449234962463379
3540 5.741880416870117
3550 6.032553195953369
3560 5.728416442871094
3570 6.146526336669922
3580 6.132260322570801
3590 6.036755084991455
3600 5.73582124710083
0 6.903705596923828
10 6.348231315612793
20 5.460740566253662
30 4.937806129455566
40 5.42042875289917
50 5.374295234680176
60 5.211514472961426
70 5.607067108154297
80 5.505324363708496
90 5.803646087646484
100 5.81552791595459
110 5.485440254211426
120 5.740867614746094
130 5.948018074035645
140 5.779735565185547
150 5.308625221252441
160 5.32017707824707
170 6.173744201660156
180 5.316247940063477
190 5.294076442718506
200 5.288385391235352
210 6.133389472961426
220 5.468727588653564
230 5.483476638793945
240 6.528553009033203
250 5.525766372680664
260 5.443725109100342
270 5.996339797973633
280 6.032353401184082
290 5.594062805175781
300 5.199208736419678
310 5.975065231323242
