"Time Step" "point-shear-d"
2890 854.943603515625
2900 927.3468627929688
2910 1185.181884765625
2920 1655.694702148438
2930 740.1815185546875
2940 663.818359375
2950 784.3067626953125
2960 946.3949584960938
2970 1417.457275390625
2980 680.9608154296875
2990 908.1126708984375
3000 1549.854736328125
3010 832.887939453125
3020 1664.562255859375
3030 637.8951416015625
3040 795.515869140625
3050 1505.450073242188
3060 673.2340087890625
3070 665.4945678710938
3080 965.7946166992188
3090 1850.804321289062
3100 978.4984130859375
3110 970.1988525390625
3120 589.5403442382812
3130 603.4647216796875
3140 850.4031982421875
3150 782.9922485351562
3160 1248.1396484375
3170 926.0014038085938
3180 874.1583862304688
3190 1386.170776367188
3200 1637.6494140625
3210 1421.6171875
3220 746.4600830078125
3230 679.5018310546875
3240 1193.392333984375
3250 1323.673828125
3260 694.568603515625
3270 1753.658081054688
3280 1664.60205078125
3290 622.2496948242188
3300 559.478515625
3310 1497.2626953125
3320 857.7462768554688
3330 1896.119506835938
3340 856.969970703125
3350 1496.808349609375
3360 751.8677978515625
3370 2450.423828125
3380 1203.72607421875
3390 588.8858642578125
3400 624.3651123046875
3410 854.0780639648438
3420 415.5192260742188
3430 388.050537109375
3440 548.2943115234375
3450 857.4686279296875
3460 1398.985229492188
3470 1841.817138671875
3480 1727.814208984375
3490 909.7318725585938
3500 460.0476684570312
3510 402.5112915039062
3520 530.0103759765625
3530 780.6478271484375
3540 893.7948608398438
3550 1439.62255859375
3560 2638.1279296875
3570 828.130859375
3580 1121.1650390625
3590 630.941650390625
3600 652.8958740234375
0 1512.9951171875
10 1375.5263671875
20 1113.009521484375
30 973.7989501953125
40 1570.8125
50 1058.6259765625
60 983.192138671875
70 1004.237915039062
80 946.6889038085938
90 486.6801147460938
100 1865.68798828125
110 1340.12060546875
120 1410.5908203125
130 891.8424072265625
140 764.13623046875
150 961.3004150390625
160 816.4514770507812
170 1298.57177734375
180 1177.5673828125
190 1488.164428710938
200 1078.974243164062
210 1605.18798828125
220 1315.439453125
230 629.3232421875
240 841.356689453125
250 1461.46337890625
260 888.133056640625
270 680.427490234375
280 897.9493408203125
290 879.0386962890625
300 1920.877685546875
310 1197.574096679688
320 1896.798706054688
330 1448.65283203125
340 663.15380859375
350 597.350341796875
360 1073.679809570312
370 1012.628662109375
380 593.8016357421875
390 1757.868896484375
400 2169.90185546875
410 1310.617431640625
420 1134.871459960938
430 798.896728515625
440 1384.6708984375
450 986.7820434570312
460 555.0016479492188
470 1460.318481445312
480 1400.115844726562
490 1851.804443359375
500 1512.286376953125
510 1129.3115234375
520 715.9590454101562
530 401.2396545410156
540 1122.398681640625
550 795.5357055664062
560 927.082275390625
570 1061.60498046875
580 888.900634765625
590 1319.079711914062
600 472.1863708496094
610 1525.7587890625
620 759.1410522460938
630 333.4441528320312
640 1298.827758789062
650 1216.53759765625
660 768.7457275390625
670 1247.004638671875
680 1601.582153320312
690 1043.429077148438
700 877.7548828125
710 1206.170166015625
720 732.516845703125
730 858.8877563476562
740 1229.0341796875
750 1370.1689453125
