cellnumber x-coordinate y-coordinate z-coordinate velocity-magnitude
1 0.01999999955 -0.02583321184 0.006561999675 3.154705089
2 0.01999996044 -0.02592459694 0.006562000141 3.085530504
3 0.0199999474 -0.02602700889 0.006562000141 2.993431955
4 0.01999998651 -0.02607314475 0.006562000141 2.989322881
5 0.01999999955 -0.02615704387 0.006562000141 3.032882586
6 0.01999999955 -0.02630104311 0.006562000141 3.192009673
7 0.01999999955 -0.02644504234 0.006562000141 3.241936195
8 0.01999999955 -0.02658904344 0.006562000141 3.195097184
9 0.01999999955 -0.02673304267 0.006562000141 3.156504041
10 0.01999999955 -0.02687704377 0.006562000141 3.114442079
11 0.01999999955 -0.027021043 0.006562000141 3.07414923
12 0.01999999955 -0.02716504224 0.006562000141 3.074766239
13 0.01999999955 -0.02730904333 0.006562000141 3.096540963
14 0.01999999955 -0.02745304257 0.006562000141 3.064289477
15 0.01999999955 -0.02759704366 0.006562000141 2.984204404
16 0.01999999955 -0.0277410429 0.006562000141 2.967628593
17 0.01999999955 -0.02788504399 0.006562000141 3.023646753
18 0.01999999955 -0.02802904323 0.006562000141 3.124373181
19 0.01999999955 -0.02817304246 0.006562000141 3.247012733
20 0.01999999955 -0.02831704356 0.006562000141 3.398020704
21 0.01999999955 -0.02846104279 0.006562000141 3.519767131
22 0.01999999955 -0.02860504203 0.006562000141 3.528470021
23 0.01999999955 -0.02874904312 0.006562000141 3.426791198
24 0.01999999955 -0.02889304236 0.006562000141 3.070598321
25 0.01999999955 -0.02903704345 0.006562000141 2.32348311
26 0.01999999955 -0.02918104269 0.006562000141 1.573788747
27 0.01999999955 -0.02932504378 0.006562000141 1.451015029
28 0.01999999955 -0.02946904302 0.006562000141 1.513778594
29 0.01999999955 -0.02959104441 0.006562000141 1.231213494
30 0.01999999955 -0.02971169166 0.006562000606 1.000178836
31 0.01999999955 -0.02980891429 0.006562000141 0.6901274352
32 0.01999999955 -0.02984774485 0.006562000141 0.5457187572
1 0.01999999955 -0.02583321184 0.006561999675 3.804495183
2 0.01999996044 -0.02592459694 0.006562000141 4.179622155
3 0.0199999474 -0.02602700889 0.006562000141 4.249018677
4 0.01999998651 -0.02607314475 0.006562000141 4.216512484
5 0.01999999955 -0.02615704387 0.006562000141 3.965908342
6 0.01999999955 -0.02630104311 0.006562000141 3.794711505
7 0.01999999955 -0.02644504234 0.006562000141 3.709862253
8 0.01999999955 -0.02658904344 0.006562000141 3.675822268
