index Bins bin_centres Counts "Bin Variance" x-coordinate_bin_mean x-coordinate_std x-coordinate_sem y-coordinate_bin_mean y-coordinate_std y-coordinate_sem z-coordinate_bin_mean z-coordinate_std z-coordinate_sem velocity-magnitude_bin_mean velocity-magnitude_std velocity-magnitude_sem
0 "(-0.031464, -0.031449]" -0.0314565 34 404.5320855614974 0.02999999933 0.0 0.0 -0.03145632574852941 1.3409000409789194e-09 2.299624598454168e-10 0.006562000141 0.0 0.0 0.7072634502411764 0.36599110329198675 0.06276695638932153
1 "(-0.031337, -0.03133]" -0.0313335 34 386.8565062388592 0.02999999933 0.0 0.0 -0.03133584931 0.0 0.0 0.006562000141 0.0 0.0 0.7674309348352941 0.3486573225936827 0.05979423752439186
2 "(-0.031203, -0.031196]" -0.0311995 34 368.3467023172905 0.02999999933 0.0 0.0 -0.031197043140000002 0.0 0.0 0.006562000141 0.0 0.0 0.8214857764764706 0.4120061410932489 0.07065847026751705
3 "(-0.031054, -0.031047]" -0.0310505 34 364.00356506238853 0.02999999933 0.0 0.0 -0.031053043899999997 0.0 0.0 0.006562000141 0.0 0.0 0.8693704575970588 0.4378858336782406 0.0750968009297662
4 "(-0.030913, -0.030905]" -0.030909 34 349.5080213903743 0.02999999933 0.0 0.0 -0.03090904281 0.0 0.0 0.006562000141 0.0 0.0 0.861753277767647 0.43831004654420064 0.0751695528360776
5 "(-0.030771, -0.030764]" -0.0307675 34 334.84135472370764 0.02999999933 0.0 0.0 -0.030765043570000004 0.0 0.0 0.006562000141 0.0 0.0 0.8720663969382353 0.4369852030128394 0.07494234404491394
6 "(-0.030623, -0.030615]" -0.030619 34 325.9474153297682 0.02999999933 0.0 0.0 -0.030621042534705885 3.1898736871487806e-10 5.470588241293337e-11 0.006562000141 0.0 0.0 0.9028332787235295 0.46419661246387267 0.07960906226549964
7 "(-0.030481, -0.030474]" -0.0304775 34 317.33422459893063 0.02999999933 0.0 0.0 -0.03047704324 0.0 0.0 0.006562000141 0.0 0.0 0.980452031852941 0.4936456845111095 0.08465953645536056
8 "(-0.03034, -0.030332]" -0.030336000000000002 34 302.4964349376114 0.02999999933 0.0 0.0 -0.03033304401 0.0 0.0 0.006562000141 0.0 0.0 1.032298977 0.5364653316286198 0.09200304535231509
9 "(-0.030191, -0.030183]" -0.030187 34 310.01158645276297 0.02999999933 0.0 0.0 -0.030189042909999998 0.0 0.0 0.006562000141 0.0 0.0 1.0777917170058824 0.6140108299297066 0.10530198859512228
10 "(-0.030049, -0.030042]" -0.0300455 34 332.1934046345811 0.02999999933 0.0 0.0 -0.030045043680000005 0.0 0.0 0.006562000141 0.0 0.0 1.159997537417647 0.6603284878129926 0.11324540138922061
11 "(-0.029908, -0.0299]" -0.029904 34 264.439393939394 0.02999999933 0.0 0.0 -0.02990104258 0.0 0.0 0.006562000141 0.0 0.0 1.3187632231294117 0.6238605007151019 0.1069911931989371
12 "(-0.029759, -0.029752]" -0.0297555 34 255.96880570409976 0.02999999933 0.0 0.0 -0.02975704335 0.0 0.0 0.006562000141 0.0 0.0 1.5069563430058823 0.654316611261151 0.11221437306652836
13 "(-0.029618, -0.02961]" -0.029614 34 270.08912655971477 0.02999999933 0.0 0.0 -0.02961304411 0.0 0.0 0.006562000141 0.0 0.0 1.7018831920029411 0.6625193660488177 0.11362113390688414
14 "(-0.029476, -0.029469]" -0.0294725 34 262.7308377896614 0.02999999933 0.0 0.0 -0.029469043020000002 0.0 0.0 0.006562000141 0.0 0.0 1.856825971047059 0.6666519511171805 0.1143298663990894
15 "(-0.029327, -0.02932]" -0.0293235 34 249.3297682709447 0.02999999933 0.0 0.0 -0.02932504378 0.0 0.0 0.006562000141 0.0 0.0 1.9151696697 0.6521292691673911 0.11183924699222589
16 "(-0.029186, -0.029178]" -0.029182 34 206.4884135472371 0.02999999933 0.0 0.0 -0.02918104269 0.0 0.0 0.006562000141 0.0 0.0 1.986879559882353 0.656449858429966 0.11258022193773938
17 "(-0.029044, -0.029037]" -0.0290405 34 175.92245989304814 0.02999999933 0.0 0.0 -0.02903704345 0.0 0.0 0.006562000141 0.0 0.0 2.0576083526088236 0.6963550873315014 0.11942391223414067
18 "(-0.028895, -0.028888]" -0.0288915 34 148.61319073083777 0.02999999933 0.0 0.0 -0.02889304422 0.0 0.0 0.006562000141 0.0 0.0 2.1623228981470586 0.7655473597906084 0.1312902890636725
