x-coord,y-coord,radius,Velocity_Magnitude
-0.0075,-0.0075,0.010606602,2.241671011
-0.0078,-0.0078,0.011030866,2.626842614
-0.0081,-0.0081,0.01145513,2.921738406
-0.0084,-0.0084,0.011879394,3.178831588
-0.0087,-0.0087,0.012303658,3.387924901
-0.009,-0.009,0.012727922,3.578257851
-0.0093,-0.0093,0.013152186,3.787816779
-0.0096,-0.0096,0.01357645,4.082757943
-0.0099,-0.0099,0.014000714,4.318642429
-0.0102,-0.0102,0.014424978,4.56101125
-0.0105,-0.0105,0.014849242,4.809877618
-0.0108,-0.0108,0.015273506,5.028147414
-0.0111,-0.0111,0.015697771,5.194368066
-0.0114,-0.0114,0.016122035,5.310777325
-0.0117,-0.0117,0.016546299,5.417374397
-0.012,-0.012,0.016970563,5.535630479
-0.0123,-0.0123,0.017394827,5.668931103
-0.0126,-0.0126,0.017819091,5.777677487
-0.0129,-0.0129,0.018243355,5.887368625
-0.0132,-0.0132,0.018667619,6.012598983
-0.0135,-0.0135,0.019091883,6.138572413
-0.0138,-0.0138,0.019516147,6.277066007
-0.0141,-0.0141,0.019940411,6.423876148
-0.0144,-0.0144,0.020364675,6.612001907
-0.0147,-0.0147,0.020788939,6.767469491
-0.015,-0.015,0.021213203,6.930110396
-0.0153,-0.0153,0.021637468,7.120036935
-0.0156,-0.0156,0.022061732,7.318862806
-0.0159,-0.0159,0.022485996,7.476624078
-0.0162,-0.0162,0.02291026,7.614951087
-0.0165,-0.0165,0.023334524,7.706436109
-0.0168,-0.0168,0.023758788,7.747741288
-0.0171,-0.0171,0.024183052,7.757876158
-0.0174,-0.0174,0.024607316,7.684001863
-0.0177,-0.0177,0.02503158,7.536294608
-0.018,-0.018,0.025455844,7.346433134
-0.0183,-0.0183,0.025880108,7.089624862
-0.0186,-0.0186,0.026304372,6.779599568
-0.0189,-0.0189,0.026728636,6.353391728
-0.0192,-0.0192,0.0271529,6.196544295
-0.0195,-0.0195,0.027577164,6.133286805
-0.0198,-0.0198,0.028001429,6.205360798
-0.0201,-0.0201,0.028425693,6.257996673
-0.0204,-0.0204,0.028849957,6.290116603
-0.0207,-0.0207,0.029274221,6.336866259
-0.021,-0.021,0.029698485,5.371303694
