"Time Step" "mass-flux"
20210 -2.352914035691489e-07
20220 -4.211779540408411e-08
20230 -2.613250994765171e-07
20240 -1.697174034503979e-07
20250 -2.785474815247824e-07
20260 1.717384941618549e-07
20270 1.627602287251895e-07
20280 -1.998961189908499e-07
20290 -1.779833826293098e-07
20300 -1.369391399164144e-07
20310 -1.704879023650685e-07
20320 -1.312085650406747e-07
20330 -1.9331590407623e-07
20340 -1.763695326451042e-07
20350 -1.662563945681317e-07
20360 -1.680797217379348e-07
20370 -1.596534780212711e-07
20380 1.521613131327815e-07
20390 1.308643216846317e-07
20400 -1.979799677531702e-07
20410 -1.615650682129655e-07
20420 -3.92141347033137e-08
20430 1.874998332429545e-07
20440 5.098966818217754e-09
20450 1.521349379807191e-07
20460 1.865124530792128e-07
20470 1.929049700949426e-07
20480 1.800882531155512e-07
20490 1.647917089592221e-07
20500 7.478804449345677e-08
20510 1.755424928751026e-07
20520 -2.588890113397468e-08
20530 -2.680388623832464e-07
20540 -1.08932755676916e-07
20550 1.820748175979103e-07
20560 -2.761518972799193e-07
20570 -3.914714690467225e-07
20580 -3.977992596715385e-07
20590 -3.594506125109698e-07
20600 1.602819665047495e-07
20610 2.095163458420979e-07
20620 4.740295259098026e-08
20630 -3.859635434866338e-08
20640 -2.165916969665282e-07
20650 -2.364529933240878e-07
20660 -1.14047397761774e-07
20670 -1.613385404442003e-08
20680 -9.603050736550767e-08
20690 1.352449958275104e-07
20700 6.836385230135633e-08
20710 -2.234443895882121e-07
20720 -1.772897900154113e-07
20730 -8.793000633167125e-08
20740 -1.453235940196418e-07
20750 -1.677816335449167e-07
20760 -1.526497042797503e-07
20770 -7.946329975971889e-08
20780 -7.636534758714841e-08
20790 1.449986298390771e-07
20800 1.087216039002969e-07
20810 -1.485926981042995e-07
20820 -7.321319260567005e-08
20830 1.684482324043612e-07
20840 -1.215549397803883e-07
20850 -1.916161662812721e-07
20860 9.480635863867715e-08
20870 -7.749680316915253e-08
20880 1.369778910298436e-07
20890 1.774400652382324e-07
20900 1.615926346343333e-07
20910 -4.882640312897646e-08
20920 -5.349538619026095e-08
20930 5.976053052414443e-08
20940 -1.274199688816591e-07
20950 -2.086501019599174e-07
20960 -1.959799904166504e-07
20970 -2.19265012743608e-07
20980 2.857610942319511e-08
20990 5.605560871035919e-08
21000 -1.938134425172322e-08
21010 -1.849719917651482e-07
21020 -2.448258485387989e-07
21030 -1.058535375325631e-07
21040 6.919821174400376e-08
21050 6.861536158697668e-09
21060 -1.83264585867926e-07
21070 -2.266296207642515e-07
21080 -1.515750882863376e-07
21090 1.300646516044779e-07
21100 -1.470881038079241e-07
21110 -2.105178933953233e-07
21120 -1.604303191959922e-07
21130 -1.387202190061831e-07
21140 -1.379832061110253e-07
21150 -2.112046383617727e-08
21160 -1.486520819354853e-07
21170 -9.111506488190813e-08
21180 1.19674883669596e-07
21190 -1.569963136577313e-07
21200 -1.692076118109398e-07
21210 -1.947357419901374e-07
21220 4.8866749702281e-08
21230 1.367702957971728e-07
21240 -1.593350672235427e-07
21250 1.542082625066721e-07
21260 -1.105820290614457e-07
21270 1.493711213468307e-07
21280 1.173107758295489e-07
21290 -8.361265262102346e-08
21300 1.095933348793654e-07
21310 1.144352501092349e-07
21320 2.027259062425957e-07
21330 1.363809565974039e-07
21340 1.541356524636939e-07
21350 -2.500603093896769e-07
21360 -1.724006927494859e-07
21370 -1.32385610626673e-07
21380 -1.164233807415815e-07
21390 1.289038637636297e-07
21400 1.662365946286659e-08
21410 -2.521205946792726e-07
21420 -1.63336154421212e-07
21430 -1.819402892649924e-07
21440 6.215699253908635e-08
21450 -2.307496747150362e-07
21460 -1.719635613767201e-07
21470 -1.865069782364115e-07
21480 -1.626894035045012e-07
21490 -2.742609352124337e-08
21500 -1.026624427136191e-08
21510 -9.602859682433795e-08
21520 -1.641153213327584e-07
21530 -1.746510067263118e-07
21540 -1.566141327180581e-07
21550 -1.566233603367273e-07
21560 -1.491836196104712e-07
21570 -2.104972397082294e-07
21580 -1.656797981308689e-07
21590 6.036836060208106e-08
21600 6.500303605105895e-08
21610 -2.177964072008765e-07
21620 -1.376671410757702e-07
21630 1.382287074802591e-07
21640 -1.021833133385552e-08
21650 1.021066060036269e-07
21660 -7.345761614263591e-08
21670 8.648200534866479e-08
21680 1.49477305949608e-07
21690 7.657845464692503e-08
21700 1.576648317597185e-07
21710 1.56912562457312e-07
21720 2.248165613116804e-07
21730 1.254110320036972e-07
21740 -1.862638800420591e-07
21750 -2.49320180556456e-07
21760 -2.589707347178116e-07
21770 -1.834473337264386e-07
21780 -1.883258374385521e-07
21790 -1.318600122424129e-07
21800 -1.927680596952586e-07
21810 -1.354493714134097e-07
21820 -1.366979921618716e-07
21830 5.14316496891265e-08
21840 -1.149457872912096e-07
21850 7.65252558265761e-08
21860 -7.53512669066092e-08
21870 -1.73350946278128e-07
21880 -8.718097210813625e-08
21890 -9.93416720690421e-08
21900 -1.758513463595568e-07
21910 8.482913987917229e-08
21920 1.52041745735132e-07
21930 7.6188178113612e-08
21940 -1.187500391630625e-07
21950 -1.966250736257225e-07
21960 -1.011906597819801e-07
21970 -1.617088923183685e-07
21980 -1.876796508204492e-07
21990 1.027491401267566e-07
22000 1.040638670790628e-07
22010 8.39954426290479e-08
22020 4.751031321137411e-08
22030 3.963683187224731e-09
22040 1.86123075479605e-07
22050 1.494541297386576e-07
22060 8.440106680218662e-08
22070 6.525705704973905e-08
22080 1.471790601892398e-07
22090 1.473970925175427e-07
22100 1.705442087551745e-08
22110 -1.362761314488425e-07
22120 1.968780635741574e-08
22130 -2.321141632649626e-07
22140 -1.807030322181769e-07
22150 -1.509834046675707e-07
22160 -1.634721796400784e-07
22170 -1.903551003212822e-07
22180 1.661346583498036e-07
22190 -1.82488276864734e-07
22200 -1.893598809005193e-07
22210 -1.702893251825932e-07
22220 1.399919088984625e-07
22230 -1.441964017495634e-07
22240 -1.088001344157208e-07
22250 1.31863851338121e-07
22260 -1.41884467105835e-07
22270 -1.722354980859819e-07
22280 -1.446069609750689e-07
22290 1.509783111586227e-07
22300 -1.527033385156917e-07
22310 -9.914351802031707e-08
22320 1.524291391163946e-07
22330 -1.400669027706858e-07
22340 -1.865706798637179e-07
22350 -1.691712511048271e-07
22360 -9.643791566704696e-08
22370 -1.670593901548223e-07
22380 -1.51830905528727e-07
22390 6.906239294335315e-08
22400 -1.203668424376581e-07
22410 -1.891293279765449e-07
22420 8.494550202131634e-08
22430 7.318534875344618e-08
22440 -1.300664064091128e-07
22450 -1.07953753852863e-07
22460 1.354697655719939e-07
22470 2.012860741973377e-08
22480 1.587744628134269e-07
22490 1.777852888379394e-07
22500 1.590317585120626e-07
22510 8.106539663155221e-08
22520 -8.178240683276439e-08
22530 9.754880499202034e-08
22540 1.686857959287691e-07
22550 -4.130693675996611e-08
22560 -9.526120740843691e-08
22570 -3.263733686087456e-07
22580 -1.482167461125394e-07
22590 -1.677022173768306e-07
22600 -2.771628625636291e-07
22610 -9.74712693196933e-08
22620 -1.545896817084502e-07
22630 -1.743673973680915e-07
22640 -2.010435763977192e-07
22650 -1.663297760912119e-07
22660 -1.825488258333507e-07
22670 -2.010088462206516e-07
22680 1.272041005445645e-07
22690 1.122953533772009e-07
22700 -2.23894104228739e-08
22710 -2.224776934067751e-07
22720 7.754215151922761e-08
22730 -6.296769577973649e-09
22740 -1.549853129584333e-07
22750 -1.538836824493961e-07
22760 6.051540830942503e-08
22770 -2.444020859443397e-07
22780 -1.817838053974619e-07
22790 -6.387035812738251e-08
22800 -1.715100743787668e-07
22810 -5.751373327589349e-08
22820 1.34764135031884e-07
22830 1.204661084081016e-07
22840 -6.356450221733922e-08
22850 -1.243020219116042e-07
22860 3.219229316453465e-08
22870 5.687247708885401e-08
22880 3.75387748524636e-08
22890 1.998788894397308e-07
22900 2.088501538793919e-07
22910 1.658795925341128e-07
22920 1.622660439487555e-07
22930 -1.80793288895309e-07
22940 -2.242270572133664e-07
22950 -2.064294559872559e-07
22960 -2.691988786746036e-07
22970 -1.289451050379142e-07
22980 1.559958438257514e-07
22990 -2.307081285457535e-07
23000 6.130046217855956e-08
23010 -2.013449153237534e-07
23020 -2.219382708029682e-07
23030 -2.191111211219399e-07
23040 -1.88757711405696e-07
23050 -1.569070192386501e-07
23060 -1.07045841357678e-07
23070 -1.27732621521548e-07
23080 -1.979744702479413e-07
23090 -2.073783439138221e-07
23100 -2.112107431173627e-07
23110 -1.992831789171534e-07
23120 -9.255150693054937e-08
23130 -1.763363145640406e-07
23140 -5.195994318141217e-08
23150 1.442828200526325e-07
23160 1.10847502843292e-07
23170 -1.360443185188798e-07
23180 1.298432503182845e-07
23190 1.153975920098471e-07
23200 1.743076969290547e-07
23210 1.44324132547724e-07
23220 1.533924118279906e-07
23230 1.949164985665108e-07
23240 1.278422439437987e-07
23250 1.522476004989226e-07
23260 -3.411552385035321e-08
23270 -3.806849956100589e-08
23280 -1.90899328539329e-07
23290 1.581080889961894e-07
23300 7.77699600551518e-09
23310 2.418259699571434e-07
23320 2.472749857235224e-07
23330 1.471374685008131e-07
23340 1.625564331753093e-08
23350 -2.002940604761694e-07
23360 -2.343711535957027e-07
23370 -2.393759254010197e-07
23380 -2.343984379510333e-07
23390 -2.414955318358336e-07
23400 -2.252454051332453e-07
23410 -1.350626281648726e-08
23420 -2.886683368730214e-07
23430 -2.412013755809239e-07
23440 -9.055217783937586e-09
23450 -3.916335430953488e-08
23460 -2.05086310489655e-07
23470 -2.512736221732537e-07
23480 -2.085292918341253e-07
23490 -2.027325584907924e-07
23500 -7.827285064543332e-08
23510 1.669001120641056e-07
23520 5.457682694665067e-09
23530 1.111787252955354e-07
23540 3.759921568535773e-09
23550 -1.319751023465265e-07
23560 -1.822922184036013e-07
23570 -1.946605281272218e-07
23580 -1.077326113596566e-07
23590 4.293849154013429e-08
23600 1.389224613124185e-07
23610 3.414233847032211e-08
23620 6.826313164731701e-08
23630 1.83618433374777e-07
23640 2.486262348500023e-07
23650 8.46837301393677e-08
23660 -1.074845009801928e-07
23670 9.466814175629334e-08
23680 -4.507415637955425e-08
23690 1.706295610359732e-07
23700 1.874057675849139e-07
23710 1.65620272579714e-07
23720 1.241359434966949e-07
23730 1.76117449776636e-07
23740 -1.999897345367208e-07
23750 -1.705102294913274e-07
23760 -1.58959753401855e-07
23770 -1.797371775164036e-07
23780 -1.890522341729817e-07
23790 8.46940371307392e-08
23800 4.642235851282095e-08
23810 -1.739540419071206e-07
23820 -2.301335494947487e-07
23830 -9.460865568744481e-08
23840 -1.902673739812011e-07
23850 -1.8098251151899e-07
23860 -1.135446527911199e-07
23870 -5.931881190412991e-08
23880 -9.725542220173633e-08
23890 8.859544953221388e-08
23900 -1.520110038399913e-07
23910 -5.758344104322966e-08
23920 -1.590270931189908e-07
23930 -6.505795012434756e-08
23940 -1.321227679207393e-07
23950 -1.186465484331878e-07
23960 -1.051515291367044e-07
23970 5.076862201469634e-08
23980 -1.689563774859293e-07
23990 -1.268372442492227e-07
24000 1.487642652120424e-08
15610 9.406601958472649e-08
15620 -1.498658080550941e-07
15630 -4.119325297535781e-08
15640 -1.944751888693919e-08
15650 -1.545089587662307e-07
15660 -7.475751177821177e-08
15670 -8.681093621731861e-08
15680 -6.958215588437344e-08
15690 1.958609452540339e-07
15700 1.543207550358527e-07
15710 1.550540391498378e-07
15720 1.013355150625284e-07
15730 -1.987675901649055e-08
15740 -1.891310873886054e-07
15750 -1.658314890129464e-07
15760 -1.555766714206319e-07
15770 -1.468749735722419e-07
15780 -1.929883236273522e-07
15790 -1.902418834826003e-07
15800 -1.990708612120695e-07
15810 -1.482938272873158e-07
15820 -1.82262330505889e-07
15830 -5.872945185725342e-08
15840 1.133348096898912e-07
15850 -1.93612187643355e-07
15860 -4.974641261423773e-08
15870 -1.585723404667894e-07
15880 -1.159525143401563e-07
15890 -1.365927780050402e-07
15900 -1.566584841017349e-07
15910 2.313561613120907e-08
15920 -1.607003010245522e-07
15930 1.239035047617687e-07
15940 1.206524055663571e-07
15950 -7.251450874490306e-08
15960 -1.106734759670491e-07
15970 4.123508630382577e-08
15980 8.924405049681727e-08
15990 9.226821057195522e-09
16000 1.395628854289344e-07
16010 2.567334447811653e-08
16020 -1.477983671144267e-07
16030 -1.634246986487176e-07
16040 -1.421427636427719e-07
16050 -1.69814357811604e-07
16060 -1.779050466943488e-07
16070 1.395190770830945e-07
16080 8.989631607170256e-08
16090 1.460507519646104e-07
16100 5.134403062434512e-08
16110 6.764246857082767e-08
16120 1.225603772914141e-07
16130 -5.277648848500682e-08
16140 1.48219577916775e-07
16150 -1.681246528661973e-07
16160 -1.997080168736343e-07
16170 -1.498341874184295e-07
16180 -1.378197591050956e-07
16190 -1.477173941499821e-07
