"point-gw-b"
"Time_Step" "point-gw-b"
0 0
10 4.178363815299235e-05
20 -1.030693738357513e-06
30 1.39368648888194e-06
40 2.464986437189509e-06
50 1.346451608696952e-05
60 1.269362473976798e-05
70 2.749719385519711e-07
80 3.666703776161739e-07
90 8.467926022603933e-07
100 1.485418124502758e-06
110 4.340984378359281e-05
120 8.400906517636031e-05
130 0.000775106018409133
140 0.005857161711901426
150 0.005561082158237696
160 0.001059750560671091
170 0.0003788257599808276
180 0.001014880137518048
190 0.001887684222310781
200 0.006545765791088343
210 0.0009757427615113556
220 0.0004264372400939465
230 0.00237647071480751
240 0.01457511726766825
250 0.01051072776317596
260 0.006784386001527309
270 0.003926577977836132
280 0.004400312434881926
290 0.0006640197825618088
300 0.003692457219585776
310 0.006344169843941927
320 0.01911735348403454
330 0.005040619056671858
340 0.008551724255084991
350 0.007711316458880901
360 0.01887389644980431
370 0.009915140457451344
380 0.009121556766331196
390 0.007229134440422058
400 0.00684451637789607
410 0.007416246924549341
420 0.007726611103862524
430 0.01808650977909565
440 0.01800930500030518
450 0.005394447594881058
460 0.02098722383379936
470 0.01049836538732052
480 0.009790346957743168
490 0.009260381571948528
500 0.005241665057837963
510 0.004895127844065428
520 0.003464160021394491
530 0.007603691890835762
540 0.008476731367409229
550 0.008539285510778427
560 0.01489650271832943
570 0.01609216816723347
580 0.02921922691166401
590 0.02069581858813763
600 0.01638540998101234
610 0.01488821115344763
620 0.01175723504275084
630 0.01211348734796047
640 0.01418440230190754
650 0.01441776938736439
660 0.01062504760921001
670 0.01823154836893082
680 0.01665486209094524
690 0.01566200330853462
700 0.01293536648154259
710 0.01352450810372829
720 0.02298151515424252
730 0.02473821304738522
740 0.01870741508901119
750 0.01517141796648502
760 0.03008873760700226
770 0.04655225947499275
780 0.02062647975981236
790 0.02163312956690788
800 0.02457981184124947
810 0.01861026883125305
820 0.0206725001335144
830 0.02969077602028847
840 0.01841875910758972
850 0.02292829751968384
860 0.02113558724522591
870 0.02290311455726624
880 0.02019514888525009
890 0.0210990272462368
900 0.01959176920354366
910 0.02079495787620544
920 0.02028057351708412
930 0.02429214306175709
940 0.01452263817191124
950 0.02659040689468384
960 0.0261804386973381
970 0.02218434028327465
980 0.03089734353125095
990 0.03087079897522926
1000 0.02232726104557514
1010 0.02040601335465908
1020 0.02343652956187725
1030 0.02799597010016441
1040 0.02195417322218418
1050 0.02926317416131496
1060 0.02657423913478851
1070 0.02717521600425243
1080 0.02423513308167458
1090 0.0322272926568985
1100 0.03656179830431938
1110 0.0361090824007988
1120 0.03995973244309425
1130 0.02661705948412418
1140 0.02723274007439613
1150 0.03894217312335968
1160 0.03653103858232498
1170 0.03448421135544777
1180 0.03499797731637955
1190 0.0338306650519371
1200 0.05866304039955139
1210 0.04427306726574898
1220 0.03593079745769501
1230 0.03422759845852852
1240 0.03013338148593903
1250 0.02832431346178055
1260 0.04754913225769997
1270 0.03228667005896568
1280 0.03112246282398701
1290 0.0335799865424633
1300 0.04169094190001488
1310 0.03643510118126869
1320 0.02591849304735661
1330 0.03828344494104385
1340 0.03350727260112762
1350 0.03811247274279594
1360 0.03650824725627899
1370 0.03756812587380409
1380 0.02867834642529488
1390 0.03030558116734028
1400 0.03955131396651268
1410 0.03534803166985512
1420 0.04523157328367233
1430 0.03364899009466171
1440 0.05509178712964058
1450 0.06364918500185013
1460 0.05675803124904633
1470 0.06705449521541595
1480 0.04147545993328094
1490 0.05530921369791031
1500 0.03617221117019653
1510 0.03855804726481438
1520 0.04677156358957291
1530 0.0439201220870018
1540 0.04250142723321915
1550 0.0424470491707325
1560 0.02639860846102238
1570 0.05042519420385361
1580 0.05457569658756256
1590 0.04824477806687355
1600 0.05338512361049652
1610 0.03884907439351082
1620 0.03884558379650116
1630 0.05470055714249611
1640 0.05204219743609428
1650 0.05187807977199554
1660 0.04323180764913559
1670 0.06537186354398727
1680 0.05562198162078857
1690 0.05447386205196381
1700 0.05479593202471733
1710 0.04954154789447784
1720 0.05888090282678604
1730 0.05565201491117477
1740 0.04787535965442657
1750 0.06959064304828644
1760 0.1003958061337471
1770 0.04582924023270607
1780 0.03003541193902493
1790 0.05101457983255386
1800 0.01660153269767761
1810 0.0407695546746254
1820 0.04613965749740601
1830 0.0452042855322361
1840 0.04831988364458084
1850 0.04430940747261047
1860 0.05103375762701035
1870 0.05912283435463905
1880 0.05501890182495117
1890 0.04607657715678215
1900 0.05846848338842392
1910 0.05873218551278114
1920 0.06148060411214828
1930 0.04578905552625656
1940 0.0516706146299839
1950 0.06120944395661354
1960 0.0562160350382328
1970 0.04930382594466209
1980 0.06060240045189857
1990 0.058880265802145
2000 0.0511784590780735
2010 0.05035587772727013
2020 0.05073381960391998
2030 0.05743611976504326
2040 0.06318457424640656
2050 0.05752602219581604
2060 0.07066140323877335
2070 0.06003288552165031
2080 0.0576484315097332
2090 0.05326414108276367
2100 0.05663768202066422
2110 0.0619809664785862
2120 0.06826320290565491
2130 0.06500902771949768
2140 0.05952168256044388
2150 0.06426271796226501
2160 0.01620744727551937
2170 0.04586547240614891
2180 0.05542019754648209
2190 0.0621526911854744
2200 0.05622804164886475
2210 0.06564599275588989
2220 0.05576631426811218
2230 0.05384320765733719
2240 0.05279986560344696
2250 0.07228270918130875
2260 0.07530710101127625
2270 0.06542807817459106
2280 0.03074938803911209
2290 0.05668711289763451
2300 0.06960213929414749
2310 0.07056678831577301
2320 0.05781026929616928
2330 0.05329188704490662
2340 0.05842321738600731
2350 0.05539362132549286
2360 0.06783614307641983
2370 0.06489074230194092
2380 0.06907758861780167
2390 0.07063193619251251
2400 0.02835548669099808
