"point-vel-a"
"Time Step" "point-vel-a"
("Time Step" "point-vel-a")
0 0.1826866269111633
10 0.1819204837083817
20 0.1810275018215179
30 0.1802596151828766
40 0.1797105073928833
50 0.1794874370098114
60 0.179493710398674
70 0.1795762479305267
80 0.1796449422836304
90 0.1796291172504425
100 0.17948217689991
110 0.1791600286960602
120 0.1787310540676117
130 0.1782110333442688
140 0.1777173578739166
150 0.1772972941398621
160 0.177059680223465
170 0.1770534217357635
180 0.1772783100605011
190 0.1776846349239349
200 0.1782656311988831
210 0.1790025234222412
220 0.1798781752586365
230 0.1808529049158096
240 0.1818769574165344
250 0.1828709542751312
260 0.1837692856788635
270 0.1845293045043945
280 0.1851772665977478
290 0.185749351978302
300 0.1862403899431229
310 0.1866534352302551
320 0.1869954466819763
330 0.1872662752866745
340 0.1874392330646515
350 0.1874662935733795
360 0.1873278915882111
370 0.1869808733463287
380 0.1863791346549988
390 0.185561403632164
400 0.1846022754907608
410 0.1835867315530777
420 0.1826206743717194
430 0.181790292263031
440 0.1810890436172485
450 0.180505782365799
460 0.1799976527690887
470 0.179496705532074
480 0.1789334416389465
490 0.1783406287431717
500 0.1777624189853668
510 0.1773057579994202
520 0.1770409047603607
530 0.1769944429397583
540 0.1771454066038132
550 0.1774190068244934
560 0.1778101176023483
570 0.1782761812210083
580 0.1788001209497452
590 0.1793183237314224
600 0.179836168885231
610 0.1803527474403381
620 0.1808411031961441
630 0.1812916696071625
640 0.1817158758640289
650 0.1821092069149017
660 0.1824341118335724
670 0.1826719343662262
680 0.1828987300395966
690 0.18319171667099
700 0.1835649609565735
710 0.1839732527732849
720 0.1843896955251694
730 0.1847458183765411
740 0.1850099563598633
750 0.1851626932621002
760 0.1852240860462189
770 0.1852529346942902
780 0.1852772533893585
790 0.185353696346283
800 0.1854706257581711
810 0.1855576634407043
820 0.1855962127447128
830 0.1855289936065674
840 0.1853522956371307
850 0.1850059628486633
860 0.184451162815094
870 0.1837485730648041
880 0.1830189228057861
890 0.1823711097240448
900 0.1818575263023376
910 0.1814981698989868
920 0.181237667798996
930 0.181066706776619
940 0.180945411324501
950 0.1808204352855682
960 0.1806241869926453
970 0.1803511083126068
980 0.1799771040678024
990 0.1795716285705566
1000 0.179249495267868
1010 0.1790678799152374
1020 0.1789605319499969
1030 0.1788763552904129
1040 0.1788357198238373
1050 0.1788369715213776
1060 0.178863063454628
1070 0.1788802891969681
1080 0.1789342910051346
1090 0.1790092587471008
1100 0.1790899336338043
1110 0.1792522072792053
1120 0.1795169115066528
1130 0.1798557937145233
1140 0.1802067160606384
1150 0.18050716817379
1160 0.180815577507019
1170 0.1811965852975845
1180 0.1816596686840057
1190 0.1821764707565308
1200 0.1826962232589722
1210 0.1831311136484146
1220 0.1834312230348587
1230 0.1835656464099884
1240 0.1835698038339615
1250 0.1835161447525024
1260 0.1833817064762115
1270 0.1831920742988586
1280 0.1829832345247269
1290 0.1827709674835205
1300 0.1825587153434753
1310 0.1823129951953888
1320 0.1820443719625473
1330 0.1816692352294922
1340 0.1811681389808655
1350 0.1805717647075653
1360 0.1800035387277603
1370 0.1795306503772736
1380 0.1791807860136032
1390 0.1789933443069458
1400 0.1789294928312302
1410 0.1789869070053101
1420 0.1791254281997681
1430 0.1792657077312469
1440 0.1793461292982101
1450 0.1794366240501404
1460 0.1795436292886734
1470 0.1797137558460236
1480 0.1799894720315933
1490 0.180365115404129
1500 0.1807997822761536
1510 0.1812813878059387
1520 0.181787371635437
1530 0.1822630912065506
1540 0.1826644539833069
1550 0.1829449832439423
1560 0.183117538690567
1570 0.1831643581390381
1580 0.1830963790416718
1590 0.1829696893692017
1600 0.1828045547008514
1610 0.1826486587524414
1620 0.1825210750102997
1630 0.182382196187973
1640 0.182214081287384
1650 0.1820586919784546
1660 0.1819200962781906
1670 0.1818043142557144
1680 0.1816955059766769
