"point-gw-c"
"Time_Step" "point-gw-c"
("Time_Step" "point-gw-c")
0 0
10 8.469750355288852e-06
20 6.225671313586645e-06
30 1.406182263963274e-06
40 6.586681138287531e-07
50 1.030010935210157e-05
60 0.0003647643607109785
70 -0.0001178271122626029
80 1.070348480425309e-05
90 0.0001485904213041067
100 0.0002337565965717658
110 0.0003453884564805776
120 0.008554552681744099
130 0.008837886154651642
140 0.0006510965758934617
150 0.0005068426253274083
160 0.0002231957332696766
170 0.0007842003251425922
180 0.0009238226339221001
190 0.003058926900848746
200 0.003322204342111945
210 0.002429526997730136
220 0.004294576589018106
230 0.004075281787663698
240 0.002717674942687154
250 0.001241296529769897
260 0.002331445692107081
270 0.001339546055532992
280 0.0009418166009709239
290 0.003922314383089542
300 0.0009766188450157642
310 0.003830110188573599
320 0.001635017222724855
330 0.005442281253635883
340 0.009252406656742096
350 0.003079543355852365
360 0.002726044738665223
370 0.00429505342617631
380 0.008111009374260902
390 0.008689969778060913
400 0.008885733783245087
410 0.007285261526703835
420 0.009414093568921089
430 0.01055995002388954
440 0.006158097181469202
450 0.007204853929579258
460 0.005425566807389259
470 0.005505395587533712
480 0.007520022802054882
490 0.01539721712470055
500 0.01663740910589695
510 0.01189635507762432
520 0.01062845345586538
530 0.009295746684074402
540 0.0104758907109499
550 0.01050878968089819
560 0.01115286163985729
570 0.006059235893189907
580 0.0059406952932477
590 0.007555628195405006
600 0.006786666344851255
610 0.01635059155523777
620 0.02128952369093895
630 0.01651772297918797
640 0.01584424823522568
650 0.01707953773438931
660 0.007191536948084831
670 0.01698916964232922
680 0.01444411370903254
690 0.01368701457977295
700 0.01351052615791559
710 0.01409113686531782
720 0.01090108510106802
730 0.01985424198210239
740 0.01865292154252529
750 0.01587173901498318
760 0.01059136725962162
770 0.01198750920593739
780 0.01499820034950972
790 0.02132493816316128
800 0.01616613008081913
810 0.01551756728440523
820 0.01573517359793186
830 0.01085330173373222
840 0.01762734912335873
850 0.0267200693488121
860 0.01926440931856632
870 0.013145811855793
880 0.02536297775804996
890 0.02122767269611359
900 0.03073250502347946
910 0.02035630494356155
920 0.02591503411531448
930 0.02542582340538502
940 0.02170687355101109
950 0.02093139849603176
960 0.02446666732430458
970 0.02905447408556938
980 0.02867325022816658
990 0.03063049912452698
1000 0.02961075119674206
1010 0.02522530779242516
1020 0.02511772327125072
1030 0.02911384403705597
1040 0.0254208892583847
1050 0.02831114083528519
1060 0.02321690879762173
1070 0.02273622527718544
1080 0.02061686478555202
1090 0.02324498631060123
1100 0.02323563024401665
1110 0.02168923243880272
1120 0.02849895693361759
1130 0.02301394566893578
1140 0.03877803683280945
1150 0.02831339836120605
1160 0.03351025283336639
1170 0.03074005246162415
1180 0.02972468733787537
1190 0.0271926075220108
1200 0.03444023430347443
1210 0.03351137414574623
1220 0.02878965437412262
1230 0.02834964171051979
1240 0.02569621056318283
1250 0.02687756903469563
1260 0.03199300915002823
1270 0.02905268594622612
1280 0.02844902686774731
1290 0.03257998451590538
1300 0.0271602887660265
1310 0.04396902397274971
1320 0.03103909641504288
1330 0.04266797378659248
1340 0.03773709014058113
1350 0.0323808379471302
1360 0.0366649404168129
1370 0.03704723343253136
1380 0.03425781056284904
1390 0.03551621735095978
1400 0.03976309671998024
1410 0.03767834231257439
1420 0.03944570571184158
1430 0.0375414565205574
1440 0.03734453022480011
1450 0.04299939423799515
1460 0.03750910609960556
1470 0.04771191999316216
1480 0.03069894015789032
1490 0.03405489027500153
1500 0.0329136960208416
1510 0.05072081461548805
1520 0.05171441659331322
1530 0.04543439671397209
1540 0.04449999332427979
1550 0.03319330513477325
1560 0.038541279733181
1570 0.04027651622891426
1580 0.04687073826789856
1590 0.03528821468353271
1600 0.03787638619542122
1610 0.04196558892726898
1620 0.04457840323448181
1630 0.04778154939413071
1640 0.04855432361364365
1650 0.04119366779923439
1660 0.04183270037174225
1670 0.04230517894029617
1680 0.04187516495585442
1690 0.03761269524693489
1700 0.0455956794321537
1710 0.04293364286422729
1720 0.04733198136091232
1730 0.04280707985162735
1740 0.04601854830980301
1750 0.04751630872488022
1760 0.04967079311609268
1770 0.04635288193821907
1780 0.04731498286128044
1790 0.0386648140847683
1800 0.0460280068218708
1810 0.05222825706005096
1820 0.04861996322870255
1830 0.05392815172672272
1840 0.04821423441171646
1850 0.04242905229330063
1860 0.04622668027877808
1870 0.05538928136229515
1880 0.04871071875095367
1890 0.0508546270430088
1900 0.05303104966878891
1910 0.05299028381705284
1920 0.04277689382433891
1930 0.05437541753053665
1940 0.05664275586605072
1950 0.05021851137280464
1960 0.04653081297874451
1970 0.03977209702134132
1980 0.04747585207223892
1990 0.05259060859680176
2000 0.05304830521345139
2010 0.06130087748169899
2020 0.05695440620183945
2030 0.0483388677239418
2040 0.04866348952054977
2050 0.04865111783146858
2060 0.0610504150390625
2070 0.04924246296286583
2080 0.04556014388799667
2090 0.05781522020697594
2100 0.06640675663948059
2110 0.05876403301954269
2120 0.05488738045096397
2130 0.05800885707139969
2140 0.06373719871044159
2150 0.06406415998935699
2160 0.05961678177118301
2170 0.06113013252615929
2180 0.05926035717129707
2190 0.04408006370067596
2200 0.05777621641755104
2210 0.05222813785076141
2220 0.06233587861061096
2230 0.07471886277198792
2240 0.08479710668325424
2250 0.06924301385879517
2260 0.06850986927747726
2270 0.06438477337360382
2280 0.05950771644711494
2290 0.06766419112682343
2300 0.06558865308761597
2310 0.06322736293077469
2320 0.06082721799612045
2330 0.06270571053028107
2340 0.07013771682977676
2350 0.07047237455844879
2360 0.07882628589868546
2370 0.07523874938488007
2380 0.07026465237140656
2390 0.05397764220833778
2400 0.05377383530139923
