"point-vel-c"
"Time Step" "point-vel-c"
("Time Step" "point-vel-c")
0 5.445427894592285
10 5.262281894683838
20 5.993458271026611
30 6.000896453857422
40 5.942813873291016
50 5.771522998809814
60 5.226345539093018
70 6.158102989196777
80 5.627965450286865
90 5.449362277984619
100 4.894889831542969
110 5.560632705688477
120 5.350519180297852
130 5.639932155609131
140 4.882816314697266
150 5.041070938110352
160 5.596546173095703
170 5.677892684936523
180 5.611240386962891
190 5.553203105926514
200 5.501813411712646
210 5.372751712799072
220 5.430455684661865
230 5.400100708007812
240 5.258303642272949
250 5.543344974517822
260 5.303791046142578
270 6.139556884765625
280 6.135334014892578
290 5.869852542877197
300 5.189811706542969
310 5.049938201904297
320 4.979326248168945
330 5.477344512939453
340 5.531558036804199
350 5.740198135375977
360 5.072888374328613
370 5.655174732208252
380 5.078697204589844
390 5.313850402832031
400 6.069253921508789
410 5.943804740905762
420 5.351664066314697
430 5.576295852661133
440 4.942911148071289
450 5.188735008239746
460 5.078957557678223
470 5.18485164642334
480 4.982332229614258
490 5.901224136352539
500 4.857200145721436
510 5.081165313720703
520 4.888057708740234
530 4.901887893676758
540 5.41961145401001
550 4.823005676269531
560 4.701320171356201
570 5.022721290588379
580 4.982234477996826
590 5.053999423980713
600 4.918351173400879
610 5.097061157226562
620 6.114431858062744
630 6.554309368133545
640 5.231851577758789
650 5.066577434539795
660 4.581978321075439
670 4.581999778747559
680 4.56325101852417
690 4.890226364135742
700 5.19449520111084
710 4.654745101928711
720 4.576490879058838
730 5.71648645401001
740 5.92784595489502
750 6.141153812408447
760 4.800514221191406
770 4.343300819396973
780 5.049878597259521
790 5.212371349334717
800 5.381088733673096
810 4.834738254547119
820 4.892155647277832
830 5.166186809539795
840 4.767891883850098
850 5.534309864044189
860 5.106822967529297
870 4.674192905426025
880 5.782214164733887
890 5.95033073425293
900 5.706636428833008
910 5.419302940368652
920 4.458908081054688
930 4.97269868850708
940 4.874632358551025
950 4.743435382843018
960 4.346760749816895
970 5.129680633544922
980 5.039919853210449
990 4.806900024414062
1000 5.119763374328613
1010 4.638608932495117
1020 5.920953750610352
1030 5.155029773712158
1040 4.863807201385498
1050 5.193550586700439
1060 5.197713851928711
1070 5.157752513885498
1080 5.065454483032227
1090 5.49462366104126
1100 4.94511079788208
1110 5.351521492004395
1120 5.108145236968994
1130 5.244555950164795
1140 4.964615345001221
1150 4.748106956481934
1160 4.784129619598389
1170 5.065389633178711
1180 5.023139476776123
1190 4.789212226867676
1200 4.735781669616699
1210 5.413416385650635
1220 5.596758842468262
1230 4.91927433013916
1240 5.74812126159668
1250 5.208823204040527
1260 5.64114236831665
1270 5.279390811920166
1280 5.81850004196167
1290 4.840431690216064
1300 5.063091278076172
1310 4.886649608612061
1320 4.881432056427002
1330 5.134481430053711
1340 4.277501106262207
1350 4.991003513336182
1360 5.035932064056396
1370 4.745176792144775
1380 4.64897346496582
1390 5.213236808776855
1400 4.951743125915527
1410 4.962244987487793
1420 5.119987487792969
1430 4.6269850730896
1440 4.30992603302002
1450 6.465377330780029
1460 5.867350578308105
1470 5.84847354888916
1480 5.325183391571045
1490 4.763761043548584
1500 4.928314208984375
1510 5.610987186431885
1520 5.434380531311035
1530 5.117799758911133
1540 5.235387802124023
1550 4.72927713394165
1560 4.631629943847656
1570 5.63655948638916
1580 5.252776145935059
1590 5.457886695861816
1600 5.045351028442383
1610 5.353603839874268
1620 5.123867511749268
1630 4.861845016479492
1640 5.455173015594482
1650 4.871699333190918
1660 4.750309944152832
1670 5.126500129699707
1680 4.522192001342773
1690 4.673452854156494
1700 4.811039447784424
1710 4.696292877197266
1720 5.154085636138916
1730 5.904877662658691
1740 6.024982452392578
1750 6.003965854644775
1760 5.467988014221191
1770 4.872708320617676
1780 5.102941989898682
1790 5.109904289245605
1800 4.992131233215332
1810 5.499177932739258
1820 4.735108375549316
1830 4.647101879119873
1840 5.237068176269531
1850 5.587974548339844
1860 5.145410537719727
1870 5.463699340820312
1880 5.051765441894531
1890 5.100874423980713
1900 5.206300258636475
1910 5.38080358505249
1920 4.785454273223877
1930 5.147712230682373
1940 4.340091228485107
1950 4.743569850921631
1960 5.455848693847656
1970 6.14035701751709
1980 5.245996475219727
1990 4.727184772491455
2000 4.459163188934326
2010 5.084199905395508
2020 5.308395385742188
2030 5.40110969543457
2040 4.512760639190674
2050 5.875426769256592
2060 5.889221668243408
2070 5.166791915893555
2080 5.516308307647705
2090 4.536998748779297
2100 5.902586936950684
2110 4.838032722473145
2120 4.305590152740479
2130 5.251785278320312
2140 4.923192024230957
2150 5.445102691650391
2160 4.53541898727417
2170 4.649109840393066
2180 4.607238292694092
2190 5.326825141906738
2200 5.056705474853516
2210 5.265072345733643
2220 5.237021446228027
2230 4.516650199890137
2240 4.618130683898926
2250 5.22260570526123
2260 5.343029499053955
2270 4.865242481231689
2280 4.373159408569336
2290 6.048169136047363
2300 5.011308670043945
2310 5.782464027404785
2320 5.227818489074707
2330 4.910204887390137
2340 5.264273166656494
2350 4.863872528076172
2360 5.159511089324951
2370 5.288459300994873
2380 4.758806705474854
2390 5.252504348754883
2400 4.886985778808594
