"point-gw-d"
"Time_Step" "point-gw-d"
("Time_Step" "point-gw-d")
0 0
10 1.06597929061536e-06
20 2.254533910672762e-06
30 1.010865162243135e-05
40 2.089914778480306e-05
50 0.00015544772031717
60 0.0001135424245148897
70 1.887105099740438e-05
80 6.44833198748529e-06
90 0.0002435721689835191
100 0.0001327419595327228
110 0.001065623247995973
120 4.491424988373183e-05
130 0.0005092630162835121
140 6.292690522968769e-05
150 2.658856465131976e-05
160 0.004692987538874149
170 0.006264797411859035
180 0.001029144041240215
190 0.001084191258996725
200 0.0005534032243303955
210 0.001211492577567697
220 0.004289380274713039
230 0.003049863036721945
240 0.0002783476375043392
250 0.001431455020792782
260 0.005055618938058615
270 0.002088791923597455
280 0.008149562403559685
290 0.002369394525885582
300 0.002900791820138693
310 0.002756473608314991
320 0.003117895452305675
330 0.00236168154515326
340 0.002858752850443125
350 0.000749673112295568
360 0.00450854143127799
370 0.001586758764460683
380 0.007840872742235661
390 0.001170852454379201
400 0.008761409670114517
410 0.00802216399461031
420 0.009560374543070793
430 0.005960775539278984
440 0.005818248726427555
450 0.008877027779817581
460 0.01063694432377815
470 0.008797204121947289
480 0.008222810924053192
490 0.0105944536626339
500 0.00981227308511734
510 0.008482551202178001
520 0.01269896514713764
530 0.01487809419631958
540 0.0129661001265049
550 0.01105708070099354
560 0.01007847208529711
570 0.01050552539527416
580 0.01291249692440033
590 0.008513921871781349
600 0.01592047698795795
610 0.005465688649564981
620 0.00764528987929225
630 0.01010786090046167
640 0.008928772062063217
650 0.01457546092569828
660 0.01761674135923386
670 0.01478076726198196
680 0.01411356404423714
690 0.0123510304838419
700 0.0174998939037323
710 0.01292011607438326
720 0.02014860324561596
730 0.01453171577304602
740 0.01653155311942101
750 0.01440512295812368
760 0.01248636655509472
770 0.01241427287459373
780 0.0210057906806469
790 0.01906862482428551
800 0.01233931351453066
810 0.01326548308134079
820 0.011945566162467
830 0.01530253700911999
840 0.01315834373235703
850 0.01870577782392502
860 0.01858945935964584
870 0.01505120284855366
880 0.01395093929022551
890 0.01162616349756718
900 0.01141011994332075
910 0.01537188328802586
920 0.01838630996644497
930 0.02068857476115227
940 0.02509114891290665
950 0.02912423945963383
960 0.02203560806810856
970 0.01849224045872688
980 0.02480432763695717
990 0.02117635868489742
1000 0.02408728748559952
1010 0.02105259522795677
1020 0.02838283777236938
1030 0.02638256549835205
1040 0.0254257507622242
1050 0.02480857260525227
1060 0.02569377049803734
1070 0.02544960752129555
1080 0.02584278956055641
1090 0.0315692275762558
1100 0.02291605062782764
1110 0.01695158332586288
1120 0.02397576905786991
1130 0.02606538496911526
1140 0.02868671715259552
1150 0.0248113963752985
1160 0.02650901861488819
1170 0.0290378388017416
1180 0.02099495381116867
1190 0.02033140137791634
1200 0.02982860058546066
1210 0.03604412823915482
1220 0.03809493780136108
1230 0.03462333977222443
1240 0.03087097778916359
1250 0.03416505455970764
1260 0.03334406763315201
1270 0.02320247329771519
1280 0.03196341544389725
1290 0.02575440891087055
1300 0.03048193082213402
1310 0.03784344345331192
1320 0.03383522108197212
1330 0.03841914236545563
1340 0.02969170361757278
1350 0.0258046668022871
1360 0.04081418365240097
1370 0.03246032446622849
1380 0.03856728971004486
1390 0.03519519418478012
1400 0.03885534405708313
1410 0.03444436192512512
1420 0.03615698218345642
1430 0.03365739062428474
1440 0.03966764360666275
1450 0.03898026049137115
1460 0.0337759405374527
1470 0.04439128562808037
1480 0.04019190743565559
1490 0.03534229099750519
1500 0.03916681557893753
1510 0.03533701598644257
1520 0.0368475466966629
1530 0.03228630125522614
1540 0.03757510706782341
1550 0.04878509789705276
1560 0.04980312287807465
1570 0.04945140331983566
1580 0.04408737644553185
1590 0.03552284091711044
1600 0.03594335168600082
1610 0.03956154733896255
1620 0.04374784976243973
1630 0.03756782412528992
1640 0.03464644402265549
1650 0.03481526300311089
1660 0.03571184352040291
1670 0.04558611661195755
1680 0.03509862720966339
1690 0.0493294894695282
1700 0.04579371586441994
1710 0.04342231899499893
1720 0.04442039132118225
1730 0.04550962150096893
1740 0.05399392917752266
1750 0.04255028814077377
1760 0.03967896848917007
1770 0.04659491404891014
1780 0.04464384168386459
1790 0.05052404850721359
1800 0.04643608629703522
1810 0.06109067797660828
1820 0.04605269804596901
1830 0.04706640541553497
1840 0.04754772037267685
1850 0.04973861202597618
1860 0.04530078172683716
1870 0.04485559090971947
1880 0.0529056079685688
1890 0.05173612385988235
1900 0.05097216367721558
1910 0.0547076016664505
1920 0.05621793866157532
1930 0.0581367090344429
1940 0.05232197791337967
1950 0.05235403776168823
1960 0.04047784954309464
1970 0.05166257172822952
1980 0.0564458817243576
1990 0.05492804199457169
2000 0.0514373853802681
2010 0.0513734482228756
2020 0.05979003757238388
2030 0.05576349794864655
2040 0.05717652663588524
2050 0.05676072835922241
2060 0.05679713189601898
2070 0.05511185899376869
2080 0.0455731563270092
2090 0.04987438768148422
2100 0.04868318140506744
2110 0.05372395738959312
2120 0.04559818655252457
2130 0.0579875111579895
2140 0.06253094971179962
2150 0.07836019992828369
2160 0.05229843780398369
2170 0.05267884582281113
2180 0.06279438734054565
2190 0.05699405074119568
2200 0.05773317813873291
2210 0.06978347897529602
2220 0.05824655294418335
2230 0.05996031314134598
2240 0.0553523562848568
2250 0.06214330717921257
2260 0.06284061074256897
2270 0.06081831455230713
2280 0.07229074835777283
2290 0.07075360417366028
2300 0.07281230390071869
2310 0.06381890922784805
2320 0.07212376594543457
2330 0.06607694923877716
2340 0.062506303191185
2350 0.06865428388118744
2360 0.07155227661132812
2370 0.07091006636619568
2380 0.06076081469655037
2390 0.06119577959179878
2400 0.06133823096752167
