Time_Step point-gw-e point-gw-d point-pressure-a point-vel-b point-vel-c point-vel-e point-vel-d point-shear-a point-gw-b point-gw-c mass-flux eds-hemolysis point-pressure-b point-pressure-c p-in point-vel-a point-shear-d point-shear-e point-gw-a point-shear-c point-shear-b max-vel-rotor point-pressure-e point-pressure-d
4010 0.0880974754691124 0.0880974754691124 -25238.71484375 5.048647403717041 5.731547832489014 4.576907157897949 4.576907157897949 564.7694091796875 0.09645163267850876 0.09307494759559631 -1.582278514752899e-06 2.847103716425313e-08 -9146.2841796875 -8581.4130859375 -25129.48359333219 0.1819375455379486 1447.353393554688 1447.353393554688 1.442209196511612e-07 1498.015625 2583.889404296875 8.619987246052156 -1631.194702148438 -6517.70703125
4020 0.1056931018829346 0.1056931018829346 -26103.6796875 5.159502506256104 5.043388843536377 4.448156356811523 4.448156356811523 562.76416015625 0.1040487885475159 0.1028648242354393 -1.526426122368252e-06 2.845757031410632e-08 -9969.25390625 -8885.8232421875 -25993.62184473826 0.1815547049045563 2063.015625 2063.015625 1.433043195220307e-07 2439.286865234375 2462.966064453125 8.859574929721331 -1966.427612304688 -6478.7763671875
4030 0.1046291366219521 0.1046291366219521 -26989.251953125 5.223091125488281 4.808640480041504 4.644702911376953 4.644702911376953 560.8650512695312 0.08741528540849686 0.1022083684802055 -1.099625528820647e-06 2.84401383697268e-08 -9618.6044921875 -9368.451171875 -26880.23827129623 0.1812147051095963 2852.079833984375 2852.079833984375 1.424376705472241e-07 1364.81103515625 1808.019775390625 8.67471272448606 -1734.163208007812 -7398.3583984375
4040 0.1049272119998932 0.1049272119998932 -27460.72265625 5.177871227264404 5.005256652832031 4.224370956420898 4.224370956420898 559.6903076171875 0.1065555959939957 0.08595571666955948 4.05555339581809e-07 2.841895391740014e-08 -10159.3017578125 -10007.2939453125 -27352.10884277673 0.1809634864330292 1658.854248046875 1658.854248046875 1.419540467395564e-07 1382.30078125 1319.498413085938 8.366253011046583 -1445.340576171875 -7426.494140625
4050 0.09297671169042587 0.09297671169042587 -26830.794921875 5.604323387145996 5.234206676483154 5.026025772094727 5.026025772094727 559.405029296875 0.1015171036124229 0.1039155274629593 1.234584738059319e-06 2.839417192320843e-08 -9712.7998046875 -9483.009765625 -26722.40501902642 0.1808237880468369 2980.652587890625 2980.652587890625 1.421005038082512e-07 1107.2109375 1697.723266601562 8.332710052168434 -1770.927368164062 -6960.400390625
4060 0.0962839275598526 0.0962839275598526 -27155.1484375 4.826170921325684 5.599802494049072 5.388114929199219 5.388114929199219 559.8413696289062 0.1108636260032654 0.1098615750670433 -1.486118968024863e-06 2.836591831439216e-08 -9625.044921875 -9839.333984375 -27047.16516554846 0.1807928383350372 3256.924560546875 3256.924560546875 1.427737856829481e-07 1367.699096679688 2334.896728515625 8.164515171778891 -1779.876220703125 -7217.0693359375
4070 0.09983013570308685 0.09983013570308685 -27243.65234375 4.856952667236328 5.019538402557373 4.124275207519531 4.124275207519531 560.3035278320312 0.1028078198432922 0.102298878133297 6.106142778350421e-07 2.833502143811505e-08 -9352.1923828125 -9688.572265625 -27132.61190892454 0.1808736026287079 1958.942138671875 1958.942138671875 1.43649998562978e-07 2014.14013671875 3043.27392578125 8.123031934800737 -1285.808227539062 -7371.9541015625
4080 0.1011459827423096 0.1011459827423096 -26148.537109375 3.872973442077637 4.42197322845459 3.877269268035889 3.877269268035889 560.5999145507812 0.08069181442260742 0.1169376373291016 1.819004241482292e-06 2.830139067045153e-08 -10924.2177734375 -9848.9990234375 -26039.73363047501 0.1810594797134399 937.237548828125 937.237548828125 1.443681867385749e-07 1503.828857421875 3833.359619140625 8.217871956155019 -1301.2607421875 -6237.927734375
4090 0.1056141182780266 0.1056141182780266 -26056.7890625 4.984021663665771 4.534328460693359 4.314364910125732 4.314364910125732 560.4120483398438 0.0941985547542572 0.1071199029684067 -1.582912473076237e-06 2.826509131861489e-08 -10082.18359375 -9293.5205078125 -25948.72728477838 0.1812970489263535 1630.761962890625 1630.761962890625 1.447143063160183e-07 2008.415283203125 4020.95654296875 8.657097359318549 -1936.163330078125 -6070.9970703125
4100 0.1139335855841637 0.1139335855841637 -26379.70703125 5.003475189208984 5.528778076171875 4.048896789550781 4.048896789550781 559.4771728515625 0.09872383624315262 0.1017625108361244 1.084462153348731e-06 2.822687459073338e-08 -9589.55859375 -10015.970703125 -26266.33499849839 0.181579202413559 621.27294921875 621.27294921875 1.445383475129347e-07 2648.322265625 4068.55908203125 8.807570106939938 -1804.7802734375 -6531.4580078125
4110 0.1122959405183792 0.1122959405183792 -25869.5 4.810349941253662 6.465539932250977 4.302645683288574 4.302645683288574 558.037353515625 0.10113225877285 0.09860962629318237 1.396099094837233e-06 2.818666697111495e-08 -8943.0146484375 -9579.0556640625 -25762.04694076226 0.1818718612194061 468.5767822265625 468.5767822265625 1.43839059774109e-07 2617.822265625 1375.65869140625 8.769382675878395 -1249.981201171875 -6682.19140625
4120 0.1091897487640381 0.1091897487640381 -24568.771484375 5.201043605804443 5.828592300415039 4.2435302734375 4.2435302734375 556.4634399414062 0.08717477321624756 0.09723040461540222 8.343610491678977e-07 2.814478641858698e-08 -7392.67529296875 -7137.64697265625 -24461.19557289317 0.1821918189525604 1449.115112304688 1449.115112304688 1.427556384214768e-07 3407.20556640625 2450.550537109375 8.842783629917527 -1463.6865234375 -5384.41015625
4130 0.1111233979463577 0.1111233979463577 -24500.9765625 4.216671466827393 5.192954063415527 3.471550464630127 3.471550464630127 554.99853515625 0.1191776245832443 0.08504737913608551 -3.303899243703445e-07 2.810145830993343e-08 -7375.70263671875 -6991.1923828125 -24389.80219184461 0.1825730502605438 1620.228759765625 1620.228759765625 1.415434383034153e-07 2518.608642578125 1422.684448242188 9.004506453022236 -1769.950439453125 -5002.0302734375
4140 0.1019430384039879 0.1019430384039879 -25574.453125 4.421587467193604 5.163644790649414 4.035661220550537 4.035661220550537 553.8076171875 0.1141109615564346 0.1038661301136017 -1.172303742823233e-06 2.805680937910037e-08 -8543.7783203125 -8271.9833984375 -25463.49682524852 0.1830203682184219 2158.467041015625 2158.467041015625 1.40430529427249e-07 1964.010864257812 2389.69775390625 8.781536548085601 -1652.500122070312 -5616.41455078125
4150 0.1070739477872849 0.1070739477872849 -26786.0234375 4.797720909118652 5.056671142578125 4.513633728027344 4.513633728027344 553.064697265625 0.08808233588933945 0.09820766746997833 -1.520562060708386e-06 2.801112893077052e-08 -9701.591796875 -9371.2763671875 -26678.07564220517 0.1835126429796219 1781.304443359375 1781.304443359375 1.394640491980681e-07 1869.839599609375 1362.6064453125 8.684983518836773 -1329.042602539062 -7223.5634765625
4160 0.1098075062036514 0.1098075062036514 -27624.1953125 5.550553798675537 5.091431140899658 4.614367008209229 4.614367008209229 552.8904418945312 0.1065406501293182 0.07801476120948792 -4.637320976802473e-07 2.796480252579083e-08 -10374.88671875 -10285.349609375 -27515.80980707311 0.1839925348758698 3911.3994140625 3911.3994140625 1.386612353826422e-07 1007.36376953125 2660.95166015625 8.369773601278016 -1159.55859375 -7451.36865234375
4170 0.09886562824249268 0.09886562824249268 -27833.49609375 4.980114459991455 5.236522674560547 4.292191505432129 4.292191505432129 552.7840576171875 0.133327305316925 0.1102128550410271 -1.599614696992657e-06 2.791788068416239e-08 -10265.5947265625 -10359.66796875 -27723.94324005422 0.1844207644462585 1751.824951171875 1751.824951171875 1.380137746309629e-07 2379.601806640625 2586.163818359375 8.474374056966523 -1074.16748046875 -7413.54443359375
4180 0.1001786887645721 0.1001786887645721 -28544.826171875 4.903079986572266 4.981634140014648 4.422660350799561 4.422660350799561 552.7183227539062 0.1123228743672371 0.1119639575481415 -8.211075587238881e-07 2.787091473106796e-08 -11226.048828125 -10991.796875 -28432.55905401798 0.1847686767578125 1582.707153320312 1582.707153320312 1.375053813035265e-07 2178.8232421875 521.1474609375 8.33032783132572 -1190.320922851562 -8364.5205078125
4190 0.09440131485462189 0.09440131485462189 -27056.44140625 4.501679420471191 4.977707862854004 4.172137260437012 4.172137260437012 553.1963500976562 0.1162754744291306 0.1032906025648117 7.828315266716901e-07 2.782435634998567e-08 -9264.435546875 -9853.4970703125 -26946.65482709152 0.1850020587444305 1126.5810546875 1126.5810546875 1.372315807657287e-07 1870.650512695312 3007.38671875 8.317103246051015 -1278.2314453125 -7491.58154296875
4200 0.09129726886749268 0.09129726886749268 -25912.921875 4.792866706848145 4.893985748291016 4.262296676635742 4.262296676635742 553.945068359375 0.05820445716381073 0.1022555381059647 1.277978358964205e-06 2.777851910245172e-08 -10320.1123046875 -9843.4130859375 -25802.51486895463 0.185084268450737 2068.3642578125 2068.3642578125 1.372109466046822e-07 1320.98046875 4634.71875 8.521294971758868 -1485.374633789062 -6113.853515625
4210 0.1002033874392509 0.1002033874392509 -26118.3828125 5.828911781311035 5.436957359313965 4.839510440826416 4.839510440826416 554.82568359375 0.07803072780370712 0.1023513674736023 -1.669463487292966e-06 2.773390238208798e-08 -9142.9541015625 -9806.08984375 -26011.53115041136 0.1849573850631714 750.1464233398438 750.1464233398438 1.373061309095647e-07 4870.40771484375 2640.05419921875 8.600669761414233 -1686.132934570312 -6173.1591796875
4220 0.1005973666906357 0.1005973666906357 -27415.97265625 5.090434551239014 4.952654838562012 4.976858139038086 4.976858139038086 555.4624633789062 0.09459428489208221 0.1093327552080154 3.577890086772784e-07 2.769114762284488e-08 -11526.517578125 -11046.599609375 -27308.51444789512 0.1846315264701843 710.2193603515625 710.2193603515625 1.374234983586575e-07 5632.48681640625 2381.7783203125 8.38634343052834 -1914.459106445312 -7420.97021484375
4230 0.1103226467967033 0.1103226467967033 -26111.046875 4.843108177185059 6.199549674987793 4.847661972045898 4.847661972045898 555.958251953125 0.115957535803318 0.09292911738157272 1.634045085560643e-06 2.765039800680902e-08 -9350.22265625 -9703.62109375 -26003.3984385205 0.1841596364974976 888.7791748046875 888.7791748046875 1.37533049837657e-07 2226.572509765625 2078.69482421875 8.659124837305294 -1691.949340820312 -6935.84765625
4240 0.1051626801490784 0.1051626801490784 -25333.984375 4.858925342559814 6.316885948181152 4.352098941802979 4.352098941802979 556.5243530273438 0.1090172901749611 0.1012324020266533 6.923125744698333e-07 2.761221885351477e-08 -7940.873046875 -8810.5439453125 -25228.0992566445 0.1836272031068802 1386.505249023438 1386.505249023438 1.376999279045776e-07 3487.916015625 6350.72900390625 8.72625570741673 -1955.11279296875 -6134.7724609375
4250 0.1016548871994019 0.1016548871994019 -24880.56640625 4.775067329406738 4.931338310241699 4.440581321716309 4.440581321716309 557.5758666992188 0.1143612861633301 0.105589434504509 1.024970947741122e-06 2.757730530939964e-08 -7456.50927734375 -7448.119140625 -24772.12897962701 0.1831038594245911 2864.8486328125 2864.8486328125 1.381028198466083e-07 2229.86474609375 2368.9091796875 8.629609276007649 -1693.664916992188 -5736.77001953125
4260 0.1006629467010498 0.1006629467010498 -24480.060546875 4.583720684051514 4.969364166259766 4.237517356872559 4.237517356872559 559.6607055664062 0.1069335713982582 0.09656672924757004 -1.384900512955978e-06 2.75459346725804e-08 -7138.1943359375 -6796.67236328125 -24368.3860977393 0.1826567500829697 3913.0380859375 3913.0380859375 1.38988625053571e-07 2789.388671875 1362.06298828125 8.583653009595757 -1678.1171875 -5546.7666015625
4270 0.1070281267166138 0.1070281267166138 -25423.74609375 4.391540050506592 4.986571788787842 3.657726287841797 3.657726287841797 562.5805053710938 0.1134148985147476 0.1069123223423958 -1.385019318345115e-06 2.751894483240648e-08 -7972.75146484375 -8182.02587890625 -25314.72241649094 0.1823500692844391 2852.45751953125 2852.45751953125 1.405394414177863e-07 2897.889404296875 3016.192626953125 8.544289369200227 -1457.669067382812 -6416.4853515625
4280 0.1206272467970848 0.1206272467970848 -26262.7890625 5.515165328979492 4.980006217956543 3.419293403625488 3.419293403625488 565.9567260742188 0.1176212057471275 0.120228499174118 -1.73043580722898e-06 2.749705712007912e-08 -9054.1845703125 -8936.173828125 -26155.57977911698 0.1821760386228561 4553.83740234375 4553.83740234375 1.427760167871384e-07 3331.673583984375 3102.03125 8.588222650594155 -1383.87109375 -6751.0458984375
4290 0.1119408458471298 0.1119408458471298 -27547.5234375 5.665643692016602 4.387348175048828 4.449469566345215 4.449469566345215 569.45703125 0.08815821260213852 0.1056075543165207 -1.427690339332599e-06 2.74808881901277e-08 -10043.7509765625 -9946.9296875 -27441.33635252271 0.1821380406618118 4516.236328125 4516.236328125 1.454838098879918e-07 1230.405517578125 1366.183227539062 8.822713423932973 -2091.0927734375 -7724.080078125
4300 0.1073834449052811 0.1073834449052811 -26708.84375 5.069585800170898 5.216449737548828 4.608466148376465 4.608466148376465 572.844970703125 0.08696503937244415 0.1111752912402153 1.775481606403062e-06 2.747065102418483e-08 -9090.8798828125 -9232.9814453125 -26605.56800407849 0.1822240650653839 2599.3056640625 2599.3056640625 1.482942337815985e-07 2132.1474609375 1182.832153320312 8.847292570393625 -2391.2919921875 -6460.7314453125
4310 0.1024733483791351 0.1024733483791351 -25145.02734375 4.836014270782471 5.151284217834473 4.372807502746582 4.372807502746582 575.869873046875 0.1093844473361969 0.1020066514611244 3.861964485221692e-07 2.746654505999575e-08 -8086.7275390625 -8083.03369140625 -25036.15141476391 0.1823731362819672 1720.878662109375 1720.878662109375 1.508673506123159e-07 862.7234497070312 2193.73583984375 8.72961844500273 -1546.697631835938 -5653.1572265625
4320 0.1059398949146271 0.1059398949146271 -25951.76171875 4.25731372833252 4.604635238647461 4.371122360229492 4.371122360229492 578.5068969726562 0.1231805607676506 0.1040457859635353 -1.665500286449073e-06 2.746924747664354e-08 -10173.6630859375 -9564.056640625 -25846.38201806758 0.1825005859136581 598.2547607421875 598.2547607421875 1.529512019260437e-07 2079.906494140625 4602.9453125 8.459936344769053 -1276.470825195312 -6245.3779296875
4330 0.1060765758156776 0.1060765758156776 -25831.35546875 4.454068660736084 4.907806396484375 3.948966979980469 3.948966979980469 580.443603515625 0.1141808703541756 0.1090279817581177 -1.989178666436664e-07 2.747907746556283e-08 -9032.2763671875 -9030.3095703125 -25726.32766587255 0.1826322376728058 1649.375 1649.375 1.544626684335526e-07 3096.64208984375 3811.363037109375 8.210059093602709 -1339.423583984375 -5933.7607421875
4340 0.1032556593418121 0.1032556593418121 -25449.28125 5.370611190795898 6.010005474090576 4.347598552703857 4.347598552703857 581.6090698242188 0.1082203611731529 0.1081496626138687 8.266719481592189e-07 2.749583972691349e-08 -8737.78515625 -8722.818359375 -25339.85065501462 0.1827555000782013 1376.110473632812 1376.110473632812 1.554271591430734e-07 3253.26123046875 4332.447265625 8.342686888297452 -2046.653198242188 -5826.9599609375
4350 0.1056548357009888 0.1056548357009888 -24459.103515625 5.319693565368652 6.380529880523682 4.182637214660645 4.182637214660645 582.368896484375 0.1062857508659363 0.1026290953159332 8.811607259753829e-07 2.751935080707798e-08 -7805.82861328125 -8178.4443359375 -24351.02705204719 0.1829157322645187 1228.809448242188 1228.809448242188 1.559667026640454e-07 2761.28173828125 4859.8173828125 8.699096655788926 -1805.90673828125 -5773.146484375
4360 0.1046438217163086 0.1046438217163086 -24699.7734375 5.519684791564941 5.131177425384521 4.262321949005127 4.262321949005127 583.2696533203125 0.1108636483550072 0.1060667932033539 -1.228484964241328e-06 2.754949236286648e-08 -8080.16845703125 -7577.34130859375 -24591.92297023067 0.1832333952188492 1621.782470703125 1621.782470703125 1.563431766271606e-07 2067.10498046875 1735.013305664062 8.527244173939353 -1764.467651367188 -5345.71142578125
4370 0.1131874918937683 0.1131874918937683 -25875.880859375 5.667641162872314 5.470992565155029 5.311999320983887 5.311999320983887 584.1619262695312 0.1146114766597748 0.08836397528648376 -1.210521364099215e-06 2.758611890998673e-08 -9208.95703125 -8502.173828125 -25769.6023124368 0.183727890253067 3929.2236328125 3929.2236328125 1.567299250382348e-07 2226.157958984375 2505.896484375 8.773491129484949 -1686.545043945312 -6366.5458984375
4380 0.113981120288372 0.113981120288372 -27250.046875 5.343335151672363 5.401976585388184 4.770454406738281 4.770454406738281 584.8660278320312 0.1017127335071564 0.09724514186382294 -1.197820504970915e-06 2.76287182060708e-08 -10109.2783203125 -9856.3544921875 -27146.66253381181 0.1843757778406143 2929.98974609375 2929.98974609375 1.570916339233008e-07 1718.879150390625 2310.367431640625 8.712578706247159 -1380.68408203125 -7108.9833984375
4390 0.09980904310941696 0.09980904310941696 -27862.46875 5.193381309509277 4.78794002532959 5.841013431549072 5.841013431549072 585.1463623046875 0.1081342101097107 0.1086938977241516 -1.848086561055673e-06 2.7676715752591e-08 -10575.30859375 -10379.376953125 -27757.6492843027 0.1850913465023041 1713.90087890625 1713.90087890625 1.572090582158125e-07 935.1837158203125 5051.86865234375 8.600774208831975 -1377.407348632812 -8338.1279296875
4400 0.1143673211336136 0.1143673211336136 -28009.513671875 4.946518898010254 5.429031372070312 5.112710475921631 5.112710475921631 585.041259765625 0.1149083077907562 0.09495942294597626 6.280908532649288e-07 2.772925795065074e-08 -10669.5771484375 -10299.6796875 -27902.09684098134 0.1858360022306442 1919.119750976562 1919.119750976562 1.569226810715918e-07 3474.981689453125 2223.66259765625 8.602233202309126 -1355.043823242188 -8323.24609375
4410 0.1003498211503029 0.1003498211503029 -27027.427734375 5.595078468322754 5.603627681732178 3.754949331283569 3.754949331283569 584.52490234375 0.1207519024610519 0.1064409241080284 4.146750905292818e-07 2.778524904169897e-08 -9591.6845703125 -9862.4775390625 -26924.79869232872 0.1865409016609192 2172.82958984375 2172.82958984375 1.562388547426963e-07 2443.67919921875 1578.55712890625 8.841836182866722 -1524.866821289062 -6969.82421875
4420 0.1148233488202095 0.1148233488202095 -26958.1640625 5.460629940032959 5.077116012573242 4.120126247406006 4.120126247406006 583.490234375 0.09265875071287155 0.1013289913535118 -1.069544444773363e-06 2.784410397117391e-08 -9338.33203125 -9495.927734375 -26852.11520678532 0.1871735453605652 1848.59619140625 1848.59619140625 1.552674859794934e-07 3091.2138671875 2207.003173828125 8.631891567188058 -1436.871826171875 -6832.80419921875
4430 0.1063921600580215 0.1063921600580215 -26877.001953125 4.869079113006592 4.725692749023438 4.454626083374023 4.454626083374023 582.68701171875 0.1173137351870537 0.1081065684556961 7.050605171504687e-07 2.790495745088419e-08 -9469.0537109375 -10549.4453125 -26770.75637361026 0.1877196282148361 2409.739990234375 2409.739990234375 1.542663454756621e-07 1348.722534179688 2872.30419921875 8.745231538014407 -1530.112548828125 -6997.74267578125
4440 0.1088704839348793 0.1088704839348793 -26085.39453125 5.025765895843506 4.819906234741211 3.885530233383179 3.885530233383179 582.1837158203125 0.03602509945631027 0.1063540428876877 1.623080813965838e-06 2.796712035367073e-08 -10173.39453125 -10193.4091796875 -25980.68506903779 0.1881800442934036 1099.54052734375 1099.54052734375 1.535512552663931e-07 1982.903076171875 6061.25341796875 8.826067472538048 -2007.565063476562 -6015.544921875
4450 0.1007044836878777 0.1007044836878777 -25280.96875 5.403051853179932 4.918202877044678 4.477013111114502 4.477013111114502 581.9071655273438 0.08765991032123566 0.1088277697563171 2.643110428857121e-07 2.802999999335748e-08 -8403.9677734375 -8962.66796875 -25173.45087496848 0.1884960681200027 989.8766479492188 989.8766479492188 1.531751365746459e-07 2802.97216796875 5883.4013671875 8.992542976489711 -1945.341064453125 -5453.67333984375
4460 0.08657677471637726 0.08657677471637726 -25666.095703125 4.746474266052246 5.665368556976318 4.793990612030029 4.793990612030029 581.8280639648438 0.1313143819570541 0.0981261283159256 2.74263288156662e-07 2.80931459686825e-08 -9165.12109375 -8866.6044921875 -25562.96787915249 0.1887055933475494 1151.128173828125 1151.128173828125 1.530283384454378e-07 2700.135986328125 6772.2431640625 8.866465365374809 -2171.820068359375 -6028.841796875
4470 0.09543004631996155 0.09543004631996155 -25100.78125 3.946463108062744 5.65538215637207 3.936014413833618 3.936014413833618 581.392333984375 0.1281996965408325 0.08284063637256622 1.541201672144998e-06 2.815616895048631e-08 -8361.2294921875 -8536.431640625 -24996.52782120024 0.1888767778873444 1811.16455078125 1811.16455078125 1.529210180706286e-07 1321.448486328125 2778.0791015625 8.862610984608972 -1954.4912109375 -6015.9482421875
4480 0.1156879141926765 0.1156879141926765 -24394.24609375 4.628100872039795 6.001394271850586 3.90689754486084 3.90689754486084 580.3890380859375 0.1192111000418663 0.08337360620498657 7.077442673447676e-07 2.82186968474836e-08 -7102.77880859375 -7530.30126953125 -24290.9907384773 0.1890280842781067 900.99853515625 900.99853515625 1.525094006638028e-07 2178.3173828125 1136.674438476562 8.994872694129221 -1772.338745117188 -5005.599609375
4490 0.114077240228653 0.114077240228653 -25388.30078125 4.227895736694336 5.673919677734375 5.278940200805664 5.278940200805664 578.709716796875 0.1085804477334023 0.08109845221042633 -1.550365287421307e-06 2.828049538199851e-08 -8192.4892578125 -7973.4453125 -25281.75458676077 0.1891844272613525 2738.58154296875 2738.58154296875 1.516712444527002e-07 2335.515869140625 1571.779907226562 8.578394338041219 -1305.28857421875 -6011.974609375
4500 0.1105333641171455 0.1105333641171455 -27365.451171875 4.530765056610107 4.619420528411865 4.738456249237061 4.738456249237061 576.5018920898438 0.1270335167646408 0.107601210474968 -1.430812117911295e-06 2.834159006891483e-08 -10082.912109375 -9763.65625 -27257.24387989334 0.1893366277217865 3041.506103515625 3041.506103515625 1.506071498624806e-07 1492.18505859375 1672.889404296875 8.802922332439987 -1424.142333984375 -6840.29150390625
4510 0.08639604598283768 0.08639604598283768 -27544.369140625 4.93471097946167 5.160749912261963 5.858508586883545 5.858508586883545 574.6403198242188 0.1220346093177795 0.09962150454521179 -1.503273463258903e-06 2.840189237796356e-08 -10192.67578125 -10486.8154296875 -27439.03746954462 0.1894428133964539 1963.320068359375 1963.320068359375 1.497645456538521e-07 2197.38818359375 2894.60791015625 8.807165882398952 -1587.078369140625 -7691.2607421875
4520 0.107415683567524 0.107415683567524 -28541.208984375 5.139805793762207 5.065030574798584 4.697883129119873 4.697883129119873 573.7921752929688 0.09945156425237656 0.1008928269147873 -1.13035967268249e-06 2.846141971653978e-08 -11543.9130859375 -11720.619140625 -28437.41011933011 0.1895693242549896 2146.64453125 2146.64453125 1.495738644052835e-07 2176.9150390625 779.0220947265625 8.765708769678501 -1625.658935546875 -8756.181640625
4530 0.09334617853164673 0.09334617853164673 -28069.48828125 4.919283866882324 5.246251106262207 4.241677284240723 4.241677284240723 573.9161376953125 0.101096011698246 0.1249191612005234 1.138308221584894e-06 2.852021140984257e-08 -10933.337890625 -10889.8134765625 -27960.29125003471 0.1897575110197067 1527.927001953125 1527.927001953125 1.501968540651433e-07 2657.219970703125 2173.695068359375 8.39261719487989 -1344.171875 -8103.4814453125
4540 0.09844379872083664 0.09844379872083664 -26596.1796875 5.900119781494141 5.049622535705566 4.733262062072754 4.733262062072754 574.6746215820312 0.1431231796741486 0.1152198612689972 1.309420536318995e-06 2.857826753446723e-08 -9484.1416015625 -9123.474609375 -26490.66183198218 0.18998783826828 1234.466918945312 1234.466918945312 1.513301981503901e-07 3703.013427734375 723.42822265625 8.788292782460985 -1388.4697265625 -6767.833984375
4550 0.1015855669975281 0.1015855669975281 -25556.19140625 5.001361846923828 4.75309419631958 4.05322265625 4.05322265625 575.6776123046875 0.108220562338829 0.1206948012113571 1.396312031144709e-06 2.863583923006125e-08 -8402.201171875 -8167.54345703125 -25456.53493538397 0.1902073174715042 876.8261108398438 876.8261108398438 1.526060486867209e-07 1875.131713867188 1398.99560546875 8.512662013519597 -1407.551513671875 -5869.3681640625
4560 0.1373836845159531 0.1373836845159531 -24555.98828125 4.023449897766113 4.7208251953125 4.126531600952148 4.126531600952148 576.4364013671875 0.08540994673967361 0.1223977878689766 1.094718265370886e-06 2.869312717765425e-08 -9484.99609375 -8060.0908203125 -24449.71134474094 0.1904235631227493 1322.474365234375 1322.474365234375 1.537200517987003e-07 955.7144775390625 4106.96630859375 8.24614477574692 -1499.44140625 -5060.67529296875
4570 0.1150637418031693 0.1150637418031693 -24893.23828125 5.672913551330566 5.989208221435547 3.993381500244141 3.993381500244141 576.7042846679688 0.1044156774878502 0.1164321228861809 -1.081007376252385e-06 2.875017815345595e-08 -8540.6328125 -9075.1005859375 -24788.76352882793 0.1905865967273712 1521.841796875 1521.841796875 1.545306531625101e-07 3947.18896484375 7280.82470703125 8.900837248725196 -1661.29541015625 -5147.19384765625
4580 0.1315190494060516 0.1315190494060516 -25807.775390625 4.895168781280518 4.838728427886963 4.17415714263916 4.17415714263916 575.9756469726562 0.1159104853868484 0.1135058104991913 6.704546031133241e-07 2.880739199998739e-08 -9147.1689453125 -9072.12890625 -25698.23317805387 0.1907191872596741 1217.587524414062 1217.587524414062 1.548833097331226e-07 2296.721923828125 2984.800537109375 8.58373551195775 -1734.62109375 -6602.6015625
4590 0.1278393417596817 0.1278393417596817 -25586.71875 4.978416919708252 4.987203598022461 3.792751312255859 3.792751312255859 574.87109375 0.1210504248738289 0.1150701567530632 -5.337265936225521e-07 2.886462962815875e-08 -8992.150390625 -7859.67236328125 -25478.83855952239 0.1908135265111923 2117.91064453125 2117.91064453125 1.547616506059057e-07 3717.1123046875 2043.874755859375 8.600510741814755 -1730.020385742188 -6316.86669921875
4600 0.1084667295217514 0.1084667295217514 -24090.32421875 4.832558631896973 4.701010704040527 4.423445224761963 4.423445224761963 573.545654296875 0.0913546085357666 0.1197449415922165 1.49889098412237e-06 2.892230899601801e-08 -7372.47412109375 -7141.1044921875 -23980.59518167869 0.1909182369709015 1295.714965820312 1295.714965820312 1.542389469477712e-07 2024.1025390625 1661.432250976562 8.504063133720447 -1768.209716796875 -4838.7138671875
4610 0.1067696884274483 0.1067696884274483 -25139.09375 4.248603343963623 4.854037284851074 3.885100841522217 3.885100841522217 572.0537109375 0.1216574534773827 0.1074019372463226 -1.60003637958428e-06 2.898039586471016e-08 -8373.4677734375 -7667.369140625 -25031.13738822479 0.1910922974348068 1478.200073242188 1478.200073242188 1.53424920767975e-07 2253.36865234375 1047.156494140625 8.293756170647098 -1638.539916992188 -5768.7802734375
4620 0.1137205883860588 0.1137205883860588 -25551.912109375 4.425970077514648 4.692319393157959 4.510925769805908 4.510925769805908 570.6766357421875 0.124427855014801 0.1201238706707954 3.478472722431847e-07 2.903959689485801e-08 -8435.8720703125 -8803.580078125 -25441.92841332381 0.1913414001464844 3104.69873046875 3104.69873046875 1.524631585425595e-07 3015.8583984375 1635.277587890625 8.257932156654864 -1688.15087890625 -5636.5478515625
4630 0.1236253902316093 0.1236253902316093 -25620.85546875 5.036447048187256 4.76469087600708 3.83704662322998 3.83704662322998 569.39501953125 0.1095747053623199 0.1175788938999176 -1.616013453553666e-06 2.909954357371066e-08 -8402.95703125 -8332.162109375 -25521.12145966485 0.1916237771511078 2787.489990234375 2787.489990234375 1.514139853497909e-07 1707.459838867188 1975.901733398438 8.156467878129703 -1897.218017578125 -5833.5087890625
4640 0.1174152567982674 0.1174152567982674 -26393.74609375 5.554853439331055 5.256700992584229 3.570593357086182 3.570593357086182 568.4751586914062 0.09373196214437485 0.1159011572599411 -6.559119501842181e-07 2.916080592239895e-08 -8947.6650390625 -9170.1259765625 -26285.1083122793 0.1919454038143158 2274.734619140625 2274.734619140625 1.503103419508989e-07 1954.065063476562 950.8055419921875 8.558163676676063 -2001.081176757812 -6866.72216796875
4650 0.1156814843416214 0.1156814843416214 -25893.646484375 5.740609169006348 4.996481418609619 3.624095439910889 3.624095439910889 567.51953125 0.1177598014473915 0.1112020090222359 1.481571678632609e-06 2.922378438832286e-08 -8613.287109375 -8997.5078125 -25791.76240380486 0.1922855079174042 1663.996948242188 1663.996948242188 1.491970351708005e-07 2127.20751953125 869.9290161132812 8.671095059355942 -1360.5146484375 -6108.44580078125
